Date,PHOENIXLTD
2016-01-01,333.85
2016-01-04,328.7
2016-01-05,345.1
2016-01-06,335.05
2016-01-07,328.75
2016-01-08,331.05
2016-01-11,330.15
2016-01-12,329.3
2016-01-13,318.95
2016-01-14,315.0
2016-01-15,312.25
2016-01-18,299.0
2016-01-19,292.85
2016-01-20,293.8
2016-01-21,300.0
2016-01-22,303.6
2016-01-25,305.5
2016-01-27,300.1
2016-01-28,299.7
2016-01-29,300.0
2016-02-01,300.75
2016-02-02,296.4
2016-02-03,284.4
2016-02-04,279.15
2016-02-05,273.15
2016-02-08,267.85
2016-02-09,260.05
2016-02-10,261.15
2016-02-11,258.35
2016-02-12,260.25
2016-02-15,267.65
2016-02-16,277.05
2016-02-17,286.0
2016-02-18,294.0
2016-02-19,295.0
2016-02-22,286.25
2016-02-23,276.95
2016-02-24,267.4
2016-02-25,258.2
2016-02-26,250.25
2016-02-29,242.4
2016-03-01,250.0
2016-03-02,263.25
2016-03-03,268.2
2016-03-04,272.4
2016-03-08,287.35
2016-03-09,306.2
2016-03-10,320.7
2016-03-11,323.35
2016-03-14,326.05
2016-03-15,328.4
2016-03-16,327.9
2016-03-17,329.5
2016-03-18,336.1
2016-03-21,325.15
2016-03-22,332.75
2016-03-23,315.25
2016-03-28,305.05
2016-03-29,301.7
2016-03-30,303.2
2016-03-31,300.3
2016-04-01,301.4
2016-04-04,304.85
2016-04-05,298.4
2016-04-06,302.15
2016-04-07,300.35
2016-04-08,302.3
2016-04-11,311.2
2016-04-12,315.05
2016-04-13,319.0
2016-04-18,315.55
2016-04-20,312.65
2016-04-21,305.0
2016-04-22,298.95
2016-04-25,305.65
2016-04-26,303.25
2016-04-27,313.0
2016-04-28,316.0
2016-04-29,321.1
2016-05-02,316.15
2016-05-03,315.1
2016-05-04,315.55
2016-05-05,319.6
2016-05-06,312.75
2016-05-09,316.0
2016-05-10,326.5
2016-05-11,316.9
2016-05-12,323.45
2016-05-13,321.95
2016-05-16,318.6
2016-05-17,313.25
2016-05-18,306.85
2016-05-19,305.45
2016-05-20,300.05
2016-05-23,300.0
2016-05-24,300.6
2016-05-25,300.0
2016-05-26,300.0
2016-05-27,299.55
2016-05-30,301.0
2016-05-31,300.45
2016-06-01,296.75
2016-06-02,294.8
2016-06-03,291.45
2016-06-06,300.15
2016-06-07,305.4
2016-06-08,302.15
2016-06-09,311.85
2016-06-10,309.3
2016-06-13,308.05
2016-06-14,312.4
2016-06-15,322.6
2016-06-16,321.4
2016-06-17,321.05
2016-06-20,336.95
2016-06-21,345.2
2016-06-22,350.45
2016-06-23,346.65
2016-06-24,334.65
2016-06-27,335.3
2016-06-28,346.95
2016-06-29,345.0
2016-06-30,346.0
2016-07-01,344.2
2016-07-04,337.05
2016-07-05,340.6
2016-07-07,336.75
2016-07-08,332.85
2016-07-11,332.65
2016-07-12,335.4
2016-07-13,327.75
2016-07-14,328.75
2016-07-15,327.25
2016-07-18,328.15
2016-07-19,333.4
2016-07-20,345.5
2016-07-21,348.85
2016-07-22,356.25
2016-07-25,363.8
2016-07-26,361.2
2016-07-27,363.45
2016-07-28,365.0
2016-07-29,361.4
2016-08-01,362.9
2016-08-02,392.0
2016-08-03,381.0
2016-08-04,381.75
2016-08-05,374.45
2016-08-08,371.55
2016-08-09,379.1
2016-08-10,390.0
2016-08-11,391.8
2016-08-12,396.3
2016-08-16,389.75
2016-08-17,379.75
2016-08-18,382.4
2016-08-19,372.5
2016-08-22,390.8
2016-08-23,404.25
2016-08-24,407.9
2016-08-25,404.25
2016-08-26,400.4
2016-08-29,397.95
2016-08-30,385.7
2016-08-31,396.0
2016-09-01,401.45
2016-09-02,413.1
2016-09-06,426.0
2016-09-07,431.35
2016-09-08,432.8
2016-09-09,425.9
2016-09-12,416.05
2016-09-14,417.1
2016-09-15,417.3
2016-09-16,418.75
2016-09-19,424.0
2016-09-20,421.25
2016-09-21,418.05
2016-09-22,413.55
2016-09-23,413.2
2016-09-26,403.9
2016-09-27,398.6
2016-09-28,396.4
2016-09-29,371.85
2016-09-30,386.0
2016-10-03,393.45
2016-10-04,392.95
2016-10-05,385.7
2016-10-06,385.15
2016-10-07,374.55
2016-10-10,375.55
2016-10-13,372.9
2016-10-14,371.05
2016-10-17,376.35
2016-10-18,368.5
2016-10-19,370.25
2016-10-20,371.5
2016-10-21,371.0
2016-10-24,371.25
2016-10-25,367.65
2016-10-26,369.15
2016-10-27,373.65
2016-10-28,377.05
2016-10-30,379.6
2016-11-01,381.55
2016-11-02,382.2
2016-11-03,379.05
2016-11-04,371.85
2016-11-07,368.35
2016-11-08,362.05
2016-11-09,371.2
2016-11-10,368.85
2016-11-11,345.25
2016-11-15,303.1
2016-11-16,303.7
2016-11-17,331.6
2016-11-18,334.05
2016-11-21,330.9
2016-11-22,335.05
2016-11-23,333.85
2016-11-24,343.35
2016-11-25,351.6
2016-11-28,398.95
2016-11-29,402.4
2016-11-30,393.25
2016-12-01,389.2
2016-12-02,388.15
2016-12-05,383.0
2016-12-06,365.55
2016-12-07,352.15
2016-12-08,350.55
2016-12-09,392.2
2016-12-12,383.0
2016-12-13,374.95
2016-12-14,382.45
2016-12-15,368.75
2016-12-16,360.05
2016-12-19,364.3
2016-12-20,365.3
2016-12-21,371.1
2016-12-22,378.4
2016-12-23,373.15
2016-12-26,365.9
2016-12-27,366.0
2016-12-28,364.6
2016-12-29,367.65
2016-12-30,375.15
