Date,JINDRILL
2016-01-01,135.9
2016-01-04,132.7
2016-01-05,134.55
2016-01-06,135.9
2016-01-07,129.45
2016-01-08,131.4
2016-01-11,131.75
2016-01-12,131.5
2016-01-13,130.75
2016-01-14,130.0
2016-01-15,125.85
2016-01-18,120.5
2016-01-19,119.55
2016-01-20,114.75
2016-01-21,112.25
2016-01-22,130.35
2016-01-25,129.15
2016-01-27,117.35
2016-01-28,119.5
2016-01-29,121.0
2016-02-01,121.75
2016-02-02,120.9
2016-02-03,116.45
2016-02-04,121.5
2016-02-05,118.95
2016-02-08,120.1
2016-02-09,117.3
2016-02-10,115.4
2016-02-11,112.3
2016-02-12,107.05
2016-02-15,111.55
2016-02-16,111.8
2016-02-17,109.25
2016-02-18,114.1
2016-02-19,116.75
2016-02-22,117.7
2016-02-23,116.3
2016-02-24,114.3
2016-02-25,112.75
2016-02-26,113.65
2016-02-29,114.15
2016-03-01,115.0
2016-03-02,118.05
2016-03-03,126.4
2016-03-04,126.85
2016-03-08,127.15
2016-03-09,127.9
2016-03-10,130.25
2016-03-11,129.05
2016-03-14,127.95
2016-03-15,129.0
2016-03-16,127.25
2016-03-17,128.2
2016-03-18,126.4
2016-03-21,128.0
2016-03-22,126.25
2016-03-23,128.0
2016-03-28,124.95
2016-03-29,120.35
2016-03-30,125.35
2016-03-31,118.45
2016-04-01,126.5
2016-04-04,126.1
2016-04-05,127.3
2016-04-06,129.85
2016-04-07,130.2
2016-04-08,128.05
2016-04-11,129.5
2016-04-12,129.5
2016-04-13,132.6
2016-04-18,133.05
2016-04-20,133.05
2016-04-21,134.6
2016-04-22,135.2
2016-04-25,135.75
2016-04-26,134.2
2016-04-27,161.0
2016-04-28,178.7
2016-04-29,180.55
2016-05-02,173.35
2016-05-03,170.3
2016-05-04,155.1
2016-05-05,156.6
2016-05-06,152.6
2016-05-09,154.6
2016-05-10,152.75
2016-05-11,149.25
2016-05-12,178.95
2016-05-13,174.0
2016-05-16,175.9
2016-05-17,172.9
2016-05-18,168.3
2016-05-19,170.15
2016-05-20,166.35
2016-05-23,163.95
2016-05-24,160.35
2016-05-25,172.9
2016-05-26,172.05
2016-05-27,165.85
2016-05-30,167.8
2016-05-31,169.25
2016-06-01,170.2
2016-06-02,167.3
2016-06-03,165.6
2016-06-06,165.9
2016-06-07,191.25
2016-06-08,189.3
2016-06-09,198.95
2016-06-10,194.9
2016-06-13,189.1
2016-06-14,184.25
2016-06-15,182.95
2016-06-16,179.15
2016-06-17,180.3
2016-06-20,182.75
2016-06-21,185.15
2016-06-22,179.4
2016-06-23,174.75
2016-06-24,168.05
2016-06-27,170.25
2016-06-28,172.6
2016-06-29,172.75
2016-06-30,171.2
2016-07-01,172.95
2016-07-04,180.3
2016-07-05,188.45
2016-07-07,189.6
2016-07-08,187.8
2016-07-11,188.1
2016-07-12,187.0
2016-07-13,184.1
2016-07-14,184.5
2016-07-15,182.1
2016-07-18,175.9
2016-07-19,173.85
2016-07-20,184.5
2016-07-21,183.9
2016-07-22,183.55
2016-07-25,184.45
2016-07-26,182.85
2016-07-27,182.2
2016-07-28,181.9
2016-07-29,179.8
2016-08-01,175.8
2016-08-02,172.25
2016-08-03,170.7
2016-08-04,169.6
2016-08-05,168.7
2016-08-08,172.3
2016-08-09,172.15
2016-08-10,171.4
2016-08-11,165.95
2016-08-12,169.1
2016-08-16,168.35
2016-08-17,171.35
2016-08-18,172.3
2016-08-19,184.3
2016-08-22,183.55
2016-08-23,180.5
2016-08-24,180.6
2016-08-25,177.3
2016-08-26,173.25
2016-08-29,172.75
2016-08-30,175.5
2016-08-31,174.1
2016-09-01,173.65
2016-09-02,174.45
2016-09-06,175.1
2016-09-07,175.8
2016-09-08,179.05
2016-09-09,180.75
2016-09-12,179.1
2016-09-14,175.3
2016-09-15,173.0
2016-09-16,169.6
2016-09-19,172.75
2016-09-20,169.7
2016-09-21,170.15
2016-09-22,173.15
2016-09-23,170.05
2016-09-26,169.05
2016-09-27,168.75
2016-09-28,168.15
2016-09-29,156.85
2016-09-30,162.25
2016-10-03,167.75
2016-10-04,169.6
2016-10-05,173.85
2016-10-06,171.9
2016-10-07,179.6
2016-10-10,190.9
2016-10-13,187.05
2016-10-14,186.95
2016-10-17,192.85
2016-10-18,209.8
2016-10-19,208.35
2016-10-20,204.05
2016-10-21,199.35
2016-10-24,206.85
2016-10-25,203.75
2016-10-26,197.75
2016-10-27,195.25
2016-10-28,199.6
2016-10-30,197.5
2016-11-01,198.05
2016-11-02,195.55
2016-11-03,193.05
2016-11-04,181.55
2016-11-07,183.45
2016-11-08,183.1
2016-11-09,175.5
2016-11-10,181.75
2016-11-11,174.35
2016-11-15,162.0
2016-11-16,155.6
2016-11-17,154.65
2016-11-18,156.3
2016-11-21,150.65
2016-11-22,152.35
2016-11-23,156.7
2016-11-24,157.55
2016-11-25,163.3
2016-11-28,162.5
2016-11-29,168.1
2016-11-30,179.1
2016-12-01,186.05
2016-12-02,171.55
2016-12-05,173.55
2016-12-06,198.6
2016-12-07,188.0
2016-12-08,188.65
2016-12-09,185.25
2016-12-12,189.8
2016-12-13,184.55
2016-12-14,176.35
2016-12-15,173.6
2016-12-16,171.9
2016-12-19,171.15
2016-12-20,166.35
2016-12-21,169.9
2016-12-22,164.6
2016-12-23,163.1
2016-12-26,159.95
2016-12-27,161.7
2016-12-28,164.55
2016-12-29,165.85
2016-12-30,168.1
