Date,BAGFILMS
2016-01-01,3.9
2016-01-04,4.05
2016-01-05,4.25
2016-01-06,4.45
2016-01-07,4.65
2016-01-08,4.85
2016-01-11,5.05
2016-01-12,5.3
2016-01-13,5.05
2016-01-14,4.8
2016-01-15,4.6
2016-01-18,4.4
2016-01-19,4.2
2016-01-20,4.0
2016-01-21,3.8
2016-01-22,3.95
2016-01-25,4.1
2016-01-27,4.3
2016-01-28,4.5
2016-01-29,4.3
2016-02-01,4.5
2016-02-02,4.3
2016-02-03,4.1
2016-02-04,4.0
2016-02-05,4.0
2016-02-08,4.1
2016-02-09,4.0
2016-02-10,3.85
2016-02-11,3.5
2016-02-12,3.35
2016-02-15,3.5
2016-02-16,3.6
2016-02-17,3.6
2016-02-18,3.7
2016-02-19,3.55
2016-02-22,3.55
2016-02-23,3.55
2016-02-24,3.7
2016-02-25,3.5
2016-02-26,3.5
2016-02-29,3.4
2016-03-01,3.65
2016-03-02,3.9
2016-03-03,3.7
2016-03-04,3.75
2016-03-08,3.75
2016-03-09,3.85
2016-03-10,3.7
2016-03-11,3.7
2016-03-14,3.6
2016-03-15,3.5
2016-03-16,4.2
2016-03-17,3.75
2016-03-18,3.8
2016-03-21,3.8
2016-03-22,3.8
2016-03-23,3.8
2016-03-28,3.7
2016-03-29,3.6
2016-03-30,4.05
2016-03-31,4.2
2016-04-01,4.3
2016-04-04,4.35
2016-04-05,4.15
2016-04-06,4.7
2016-04-07,4.65
2016-04-08,4.5
2016-04-11,4.55
2016-04-12,4.45
2016-04-13,4.6
2016-04-18,4.65
2016-04-20,4.85
2016-04-21,4.55
2016-04-22,4.45
2016-04-25,4.35
2016-04-26,4.3
2016-04-27,4.25
2016-04-28,4.2
2016-04-29,4.1
2016-05-02,4.0
2016-05-03,4.0
2016-05-04,3.85
2016-05-05,4.15
2016-05-06,3.95
2016-05-09,4.0
2016-05-10,3.95
2016-05-11,3.9
2016-05-12,3.95
2016-05-13,3.9
2016-05-16,4.0
2016-05-17,4.0
2016-05-18,3.95
2016-05-19,3.95
2016-05-20,3.95
2016-05-23,4.0
2016-05-24,3.9
2016-05-25,4.15
2016-05-26,4.2
2016-05-27,4.1
2016-05-30,4.3
2016-05-31,4.3
2016-06-01,4.1
2016-06-02,4.05
2016-06-03,4.0
2016-06-06,3.95
2016-06-07,4.0
2016-06-08,4.0
2016-06-09,4.15
2016-06-10,4.2
2016-06-13,4.05
2016-06-14,4.25
2016-06-15,4.4
2016-06-16,4.3
2016-06-17,4.2
2016-06-20,4.2
2016-06-21,4.25
2016-06-22,4.15
2016-06-23,4.1
2016-06-24,4.05
2016-06-27,4.1
2016-06-28,4.15
2016-06-29,4.25
2016-06-30,4.4
2016-07-01,4.35
2016-07-04,4.35
2016-07-05,4.35
2016-07-07,4.35
2016-07-08,4.15
2016-07-11,4.8
2016-07-12,5.2
2016-07-13,4.8
2016-07-14,5.05
2016-07-15,4.95
2016-07-18,5.15
2016-07-19,5.2
2016-07-20,5.35
2016-07-21,6.4
2016-07-22,6.8
2016-07-25,6.7
2016-07-26,6.25
2016-07-27,6.2
2016-07-28,6.1
2016-07-29,6.0
2016-08-01,6.15
2016-08-02,6.05
2016-08-03,5.85
2016-08-04,5.8
2016-08-05,5.85
2016-08-08,5.95
2016-08-09,5.85
2016-08-10,5.6
2016-08-11,5.6
2016-08-12,5.6
2016-08-16,5.45
2016-08-17,5.15
2016-08-18,5.1
2016-08-19,4.85
2016-08-22,4.95
2016-08-23,4.95
2016-08-24,4.8
2016-08-25,4.95
2016-08-26,4.95
2016-08-29,4.85
2016-08-30,4.8
2016-08-31,4.85
2016-09-01,4.8
2016-09-02,4.75
2016-09-06,4.7
2016-09-07,4.75
2016-09-08,4.9
2016-09-09,5.2
2016-09-12,5.05
2016-09-14,5.0
2016-09-15,5.35
2016-09-16,5.25
2016-09-19,5.2
2016-09-20,5.15
2016-09-21,5.05
2016-09-22,5.1
2016-09-23,5.2
2016-09-26,5.15
2016-09-27,5.1
2016-09-28,5.3
2016-09-29,4.65
2016-09-30,4.7
2016-10-03,4.85
2016-10-04,4.8
2016-10-05,4.95
2016-10-06,4.9
2016-10-07,4.9
2016-10-10,5.0
2016-10-13,4.75
2016-10-14,4.95
2016-10-17,5.0
2016-10-18,5.65
2016-10-19,5.4
2016-10-20,5.55
2016-10-21,5.45
2016-10-24,5.3
2016-10-25,5.35
2016-10-26,5.4
2016-10-27,5.3
2016-10-28,5.25
2016-10-30,5.4
2016-11-01,5.3
2016-11-02,5.2
2016-11-03,5.5
2016-11-04,5.2
2016-11-07,5.2
2016-11-08,5.15
2016-11-09,4.95
2016-11-10,5.05
2016-11-11,4.8
2016-11-15,4.5
2016-11-16,4.6
2016-11-17,4.55
2016-11-18,4.3
2016-11-21,3.95
2016-11-22,4.0
2016-11-23,4.15
2016-11-24,4.1
2016-11-25,4.25
2016-11-28,4.3
2016-11-29,4.55
2016-11-30,4.55
2016-12-01,4.45
2016-12-02,4.3
2016-12-05,4.25
2016-12-06,4.55
2016-12-07,4.5
2016-12-08,4.55
2016-12-09,4.5
2016-12-12,4.4
2016-12-13,4.35
2016-12-14,4.45
2016-12-15,4.4
2016-12-16,4.35
2016-12-19,4.3
2016-12-20,4.25
2016-12-21,4.15
2016-12-22,4.1
2016-12-23,4.1
2016-12-26,3.95
2016-12-27,4.0
2016-12-28,3.95
2016-12-29,3.95
2016-12-30,3.95
