Date,SICAGEN
2016-01-01,18.9
2016-01-04,18.1
2016-01-05,21.7
2016-01-06,23.15
2016-01-07,21.2
2016-01-08,22.8
2016-01-11,22.8
2016-01-12,22.1
2016-01-13,20.4
2016-01-14,19.35
2016-01-15,18.0
2016-01-18,16.4
2016-01-19,17.2
2016-01-20,16.55
2016-01-21,17.55
2016-01-22,18.35
2016-01-25,18.85
2016-01-27,18.95
2016-01-28,19.05
2016-01-29,18.95
2016-02-01,19.0
2016-02-02,21.55
2016-02-03,19.85
2016-02-04,20.85
2016-02-05,20.1
2016-02-08,19.15
2016-02-09,18.25
2016-02-10,18.0
2016-02-11,15.95
2016-02-12,15.45
2016-02-15,16.35
2016-02-16,16.05
2016-02-17,16.35
2016-02-18,16.0
2016-02-19,16.2
2016-02-22,16.4
2016-02-23,15.9
2016-02-24,15.65
2016-02-25,15.9
2016-02-26,15.3
2016-02-29,15.35
2016-03-01,16.05
2016-03-02,17.45
2016-03-03,17.1
2016-03-04,17.2
2016-03-08,17.1
2016-03-09,17.1
2016-03-10,16.2
2016-03-11,16.35
2016-03-14,16.75
2016-03-15,16.4
2016-03-16,16.45
2016-03-17,16.45
2016-03-18,16.6
2016-03-21,16.45
2016-03-22,16.7
2016-03-23,16.4
2016-03-28,16.2
2016-03-29,16.2
2016-03-30,16.7
2016-03-31,16.7
2016-04-01,17.5
2016-04-04,18.45
2016-04-05,18.05
2016-04-06,18.2
2016-04-07,18.25
2016-04-08,18.25
2016-04-11,18.25
2016-04-12,18.2
2016-04-13,18.55
2016-04-18,19.05
2016-04-20,19.3
2016-04-21,18.65
2016-04-22,18.65
2016-04-25,18.3
2016-04-26,18.55
2016-04-27,18.35
2016-04-28,18.1
2016-04-29,18.1
2016-05-02,18.05
2016-05-03,17.75
2016-05-04,17.85
2016-05-05,17.8
2016-05-06,17.5
2016-05-09,17.75
2016-05-10,17.7
2016-05-11,17.9
2016-05-12,17.9
2016-05-13,17.55
2016-05-16,18.2
2016-05-17,18.0
2016-05-18,18.0
2016-05-19,17.65
2016-05-20,17.3
2016-05-23,17.35
2016-05-24,17.45
2016-05-25,18.5
2016-05-26,17.7
2016-05-27,17.7
2016-05-30,17.55
2016-05-31,17.35
2016-06-01,17.45
2016-06-02,17.3
2016-06-03,17.45
2016-06-06,17.75
2016-06-07,17.65
2016-06-08,17.7
2016-06-09,17.65
2016-06-10,17.7
2016-06-13,17.95
2016-06-14,18.45
2016-06-15,18.35
2016-06-16,18.25
2016-06-17,18.1
2016-06-20,18.3
2016-06-21,18.2
2016-06-22,18.05
2016-06-23,17.8
2016-06-24,17.6
2016-06-27,18.05
2016-06-28,18.0
2016-06-29,18.3
2016-06-30,18.7
2016-07-01,18.35
2016-07-04,18.75
2016-07-05,19.9
2016-07-07,19.85
2016-07-08,21.15
2016-07-11,25.35
2016-07-12,23.55
2016-07-13,22.6
2016-07-14,22.9
2016-07-15,22.9
2016-07-18,22.4
2016-07-19,21.75
2016-07-20,22.3
2016-07-21,21.9
2016-07-22,21.65
2016-07-25,21.9
2016-07-26,21.2
2016-07-27,21.4
2016-07-28,21.1
2016-07-29,20.95
2016-08-01,21.85
2016-08-02,21.75
2016-08-03,20.35
2016-08-04,19.55
2016-08-05,19.3
2016-08-08,19.3
2016-08-09,19.15
2016-08-10,18.75
2016-08-11,18.5
2016-08-12,18.35
2016-08-16,18.35
2016-08-17,18.55
2016-08-18,18.4
2016-08-19,19.45
2016-08-22,19.9
2016-08-23,19.95
2016-08-24,19.8
2016-08-25,19.95
2016-08-26,20.1
2016-08-29,20.1
2016-08-30,20.7
2016-08-31,20.55
2016-09-01,21.35
2016-09-02,21.15
2016-09-06,20.8
2016-09-07,20.5
2016-09-08,19.85
2016-09-09,19.55
2016-09-12,19.5
2016-09-14,20.55
2016-09-15,20.8
2016-09-16,21.1
2016-09-19,22.05
2016-09-20,22.45
2016-09-21,22.3
2016-09-22,23.45
2016-09-23,22.35
2016-09-26,21.2
2016-09-27,21.85
2016-09-28,22.5
2016-09-29,19.65
2016-09-30,20.5
2016-10-03,20.75
2016-10-04,21.2
2016-10-05,22.6
2016-10-06,21.75
2016-10-07,21.5
2016-10-10,22.25
2016-10-13,21.25
2016-10-14,21.3
2016-10-17,21.55
2016-10-18,23.7
2016-10-19,23.45
2016-10-20,24.15
2016-10-21,23.65
2016-10-24,25.55
2016-10-25,28.3
2016-10-26,27.6
2016-10-27,26.9
2016-10-28,26.55
2016-10-30,28.5
2016-11-01,28.7
2016-11-02,27.8
2016-11-03,27.4
2016-11-04,26.1
2016-11-07,27.4
2016-11-08,26.9
2016-11-09,25.45
2016-11-10,28.0
2016-11-11,27.05
2016-11-15,24.95
2016-11-16,24.0
2016-11-17,22.35
2016-11-18,23.4
2016-11-21,22.1
2016-11-22,21.8
2016-11-23,22.8
2016-11-24,23.0
2016-11-25,24.3
2016-11-28,24.25
2016-11-29,24.75
2016-11-30,24.25
2016-12-01,23.75
2016-12-02,23.6
2016-12-05,24.05
2016-12-06,23.9
2016-12-07,23.7
2016-12-08,23.55
2016-12-09,24.2
2016-12-12,26.2
2016-12-13,26.7
2016-12-14,26.2
2016-12-15,27.0
2016-12-16,26.95
2016-12-19,26.65
2016-12-20,26.85
2016-12-21,26.55
2016-12-22,25.6
2016-12-23,25.2
2016-12-26,24.9
2016-12-27,25.15
2016-12-28,24.75
2016-12-29,24.7
2016-12-30,24.55
