Date,JAYBARMARU
2016-01-01,167.25
2016-01-04,175.65
2016-01-05,170.85
2016-01-06,163.45
2016-01-07,154.3
2016-01-08,157.45
2016-01-11,162.8
2016-01-12,157.4
2016-01-13,152.1
2016-01-14,149.8
2016-01-15,144.25
2016-01-18,135.8
2016-01-19,138.5
2016-01-20,132.4
2016-01-21,135.0
2016-01-22,140.05
2016-01-25,135.8
2016-01-27,135.8
2016-01-28,134.1
2016-01-29,139.4
2016-02-01,138.15
2016-02-02,136.5
2016-02-03,134.75
2016-02-04,133.95
2016-02-05,136.2
2016-02-08,135.2
2016-02-09,134.1
2016-02-10,128.75
2016-02-11,118.2
2016-02-12,118.55
2016-02-15,125.55
2016-02-16,120.5
2016-02-17,124.65
2016-02-18,122.85
2016-02-19,126.4
2016-02-22,122.2
2016-02-23,120.55
2016-02-24,119.5
2016-02-25,121.1
2016-02-26,119.05
2016-02-29,120.15
2016-03-01,122.5
2016-03-02,124.05
2016-03-03,128.65
2016-03-04,127.2
2016-03-08,126.25
2016-03-09,128.3
2016-03-10,128.4
2016-03-11,125.65
2016-03-14,126.9
2016-03-15,126.1
2016-03-16,126.8
2016-03-17,125.1
2016-03-18,125.8
2016-03-21,125.85
2016-03-22,125.6
2016-03-23,128.35
2016-03-28,125.7
2016-03-29,123.3
2016-03-30,126.25
2016-03-31,125.35
2016-04-01,128.75
2016-04-04,130.05
2016-04-05,130.9
2016-04-06,132.0
2016-04-07,131.45
2016-04-08,131.75
2016-04-11,137.2
2016-04-12,137.55
2016-04-13,143.2
2016-04-18,140.3
2016-04-20,140.65
2016-04-21,158.65
2016-04-22,159.0
2016-04-25,153.9
2016-04-26,162.2
2016-04-27,158.55
2016-04-28,154.6
2016-04-29,151.95
2016-05-02,156.15
2016-05-03,158.3
2016-05-04,154.25
2016-05-05,158.4
2016-05-06,156.15
2016-05-09,155.2
2016-05-10,160.85
2016-05-11,157.25
2016-05-12,157.7
2016-05-13,156.05
2016-05-16,159.0
2016-05-17,159.1
2016-05-18,159.85
2016-05-19,155.25
2016-05-20,153.3
2016-05-23,150.0
2016-05-24,151.7
2016-05-25,151.0
2016-05-26,153.05
2016-05-27,149.75
2016-05-30,151.6
2016-05-31,149.05
2016-06-01,147.95
2016-06-02,147.9
2016-06-03,147.45
2016-06-06,147.7
2016-06-07,148.1
2016-06-08,148.4
2016-06-09,145.05
2016-06-10,147.45
2016-06-13,143.25
2016-06-14,145.35
2016-06-15,148.8
2016-06-16,149.75
2016-06-17,149.25
2016-06-20,147.2
2016-06-21,149.05
2016-06-22,146.9
2016-06-23,147.7
2016-06-24,143.55
2016-06-27,142.8
2016-06-28,147.4
2016-06-29,148.4
2016-06-30,150.7
2016-07-01,158.15
2016-07-04,154.55
2016-07-05,152.95
2016-07-07,154.65
2016-07-08,155.5
2016-07-11,158.05
2016-07-12,156.35
2016-07-13,156.5
2016-07-14,158.1
2016-07-15,142.4
2016-07-18,139.8
2016-07-19,139.7
2016-07-20,141.7
2016-07-21,140.5
2016-07-22,141.65
2016-07-25,140.95
2016-07-26,145.6
2016-07-27,145.9
2016-07-28,145.9
2016-07-29,148.6
2016-08-01,143.6
2016-08-02,144.75
2016-08-03,157.95
2016-08-04,156.95
2016-08-05,157.6
2016-08-08,162.7
2016-08-09,160.6
2016-08-10,157.55
2016-08-11,157.95
2016-08-12,160.1
2016-08-16,154.3
2016-08-17,157.3
2016-08-18,159.45
2016-08-19,158.15
2016-08-22,156.5
2016-08-23,164.25
2016-08-24,164.6
2016-08-25,165.05
2016-08-26,164.9
2016-08-29,164.1
2016-08-30,176.35
2016-08-31,171.05
2016-09-01,171.5
2016-09-02,171.85
2016-09-06,171.6
2016-09-07,170.85
2016-09-08,190.8
2016-09-09,192.4
2016-09-12,186.6
2016-09-14,185.35
2016-09-15,206.15
2016-09-16,208.4
2016-09-19,210.05
2016-09-20,206.95
2016-09-21,208.4
2016-09-22,211.35
2016-09-23,211.25
2016-09-26,206.9
2016-09-27,205.6
2016-09-28,205.95
2016-09-29,190.55
2016-09-30,195.25
2016-10-03,218.2
2016-10-04,216.9
2016-10-05,214.3
2016-10-06,210.65
2016-10-07,208.4
2016-10-10,215.15
2016-10-13,226.3
2016-10-14,262.2
2016-10-17,252.75
2016-10-18,251.05
2016-10-19,246.55
2016-10-20,248.85
2016-10-21,298.6
2016-10-24,336.15
2016-10-25,344.9
2016-10-26,336.4
2016-10-27,331.0
2016-10-28,340.15
2016-10-30,342.15
2016-11-01,363.2
2016-11-02,349.2
2016-11-03,344.8
2016-11-04,322.2
2016-11-07,330.55
2016-11-08,336.75
2016-11-09,322.9
2016-11-10,332.6
2016-11-11,312.5
2016-11-15,281.25
2016-11-16,261.2
2016-11-17,265.6
2016-11-18,265.05
2016-11-21,251.8
2016-11-22,264.35
2016-11-23,275.85
2016-11-24,273.15
2016-11-25,286.8
2016-11-28,279.15
2016-11-29,287.15
2016-11-30,301.4
2016-12-01,310.75
2016-12-02,292.15
2016-12-05,306.55
2016-12-06,303.1
2016-12-07,294.6
2016-12-08,304.35
2016-12-09,293.25
2016-12-12,289.55
2016-12-13,295.65
2016-12-14,288.2
2016-12-15,286.0
2016-12-16,282.5
2016-12-19,284.95
2016-12-20,276.8
2016-12-21,275.85
2016-12-22,269.5
2016-12-23,271.8
2016-12-26,261.75
2016-12-27,268.6
2016-12-28,272.15
2016-12-29,272.1
2016-12-30,277.8
