Date,AUTOAXLES
2016-01-01,715.45
2016-01-04,701.2
2016-01-05,702.3
2016-01-06,701.45
2016-01-07,690.4
2016-01-08,693.45
2016-01-11,686.55
2016-01-12,680.05
2016-01-13,694.75
2016-01-14,679.0
2016-01-15,650.9
2016-01-18,626.75
2016-01-19,638.95
2016-01-20,613.45
2016-01-21,589.3
2016-01-22,584.6
2016-01-25,584.2
2016-01-27,587.05
2016-01-28,580.7
2016-01-29,585.45
2016-02-01,596.5
2016-02-02,595.1
2016-02-03,587.0
2016-02-04,595.7
2016-02-05,606.65
2016-02-08,611.25
2016-02-09,608.0
2016-02-10,576.75
2016-02-11,579.4
2016-02-12,598.0
2016-02-15,603.1
2016-02-16,577.25
2016-02-17,573.25
2016-02-18,586.25
2016-02-19,590.15
2016-02-22,587.25
2016-02-23,580.1
2016-02-24,570.75
2016-02-25,565.15
2016-02-26,560.7
2016-02-29,553.15
2016-03-01,589.4
2016-03-02,587.6
2016-03-03,589.7
2016-03-04,577.9
2016-03-08,589.65
2016-03-09,589.75
2016-03-10,576.15
2016-03-11,576.45
2016-03-14,577.35
2016-03-15,560.5
2016-03-16,554.35
2016-03-17,549.7
2016-03-18,549.85
2016-03-21,551.1
2016-03-22,563.7
2016-03-23,589.7
2016-03-28,572.85
2016-03-29,540.65
2016-03-30,561.9
2016-03-31,588.95
2016-04-01,577.5
2016-04-04,586.3
2016-04-05,571.9
2016-04-06,578.45
2016-04-07,573.95
2016-04-08,595.6
2016-04-11,589.35
2016-04-12,579.6
2016-04-13,591.35
2016-04-18,600.9
2016-04-20,614.95
2016-04-21,621.0
2016-04-22,614.0
2016-04-25,636.85
2016-04-26,631.6
2016-04-27,620.95
2016-04-28,605.7
2016-04-29,609.9
2016-05-02,631.75
2016-05-03,630.45
2016-05-04,617.65
2016-05-05,607.6
2016-05-06,609.1
2016-05-09,625.3
2016-05-10,618.3
2016-05-11,626.65
2016-05-12,634.85
2016-05-13,629.4
2016-05-16,618.5
2016-05-17,618.65
2016-05-18,611.4
2016-05-19,602.3
2016-05-20,602.05
2016-05-23,611.95
2016-05-24,610.4
2016-05-25,637.2
2016-05-26,623.65
2016-05-27,617.9
2016-05-30,619.7
2016-05-31,636.4
2016-06-01,626.6
2016-06-02,614.25
2016-06-03,605.15
2016-06-06,618.5
2016-06-07,604.95
2016-06-08,611.0
2016-06-09,611.35
2016-06-10,608.55
2016-06-13,621.0
2016-06-14,640.7
2016-06-15,646.7
2016-06-16,636.6
2016-06-17,637.1
2016-06-20,642.25
2016-06-21,643.9
2016-06-22,630.65
2016-06-23,626.45
2016-06-24,599.8
2016-06-27,611.6
2016-06-28,615.85
2016-06-29,607.85
2016-06-30,615.9
2016-07-01,620.6
2016-07-04,610.05
2016-07-05,609.95
2016-07-07,599.45
2016-07-08,603.75
2016-07-11,610.2
2016-07-12,611.8
2016-07-13,604.6
2016-07-14,607.15
2016-07-15,608.25
2016-07-18,613.85
2016-07-19,600.3
2016-07-20,607.2
2016-07-21,617.55
2016-07-22,629.95
2016-07-25,643.1
2016-07-26,632.2
2016-07-27,637.9
2016-07-28,641.2
2016-07-29,645.4
2016-08-01,644.2
2016-08-02,629.3
2016-08-03,619.5
2016-08-04,614.95
2016-08-05,615.05
2016-08-08,612.55
2016-08-09,604.9
2016-08-10,600.75
2016-08-11,607.65
2016-08-12,616.35
2016-08-16,615.5
2016-08-17,642.0
2016-08-18,643.75
2016-08-19,644.85
2016-08-22,635.55
2016-08-23,635.0
2016-08-24,635.85
2016-08-25,637.55
2016-08-26,638.15
2016-08-29,639.3
2016-08-30,637.0
2016-08-31,656.0
2016-09-01,655.5
2016-09-02,656.15
2016-09-06,687.85
2016-09-07,743.15
2016-09-08,757.0
2016-09-09,771.65
2016-09-12,731.4
2016-09-14,740.65
2016-09-15,761.65
2016-09-16,771.85
2016-09-19,775.75
2016-09-20,769.65
2016-09-21,748.65
2016-09-22,743.5
2016-09-23,736.55
2016-09-26,740.35
2016-09-27,734.95
2016-09-28,754.95
2016-09-29,687.15
2016-09-30,729.05
2016-10-03,743.05
2016-10-04,734.95
2016-10-05,739.4
2016-10-06,747.75
2016-10-07,735.3
2016-10-10,728.05
2016-10-13,712.25
2016-10-14,720.95
2016-10-17,738.8
2016-10-18,739.5
2016-10-19,730.15
2016-10-20,714.05
2016-10-21,700.0
2016-10-24,722.5
2016-10-25,714.95
2016-10-26,708.75
2016-10-27,712.85
2016-10-28,713.45
2016-10-30,729.25
2016-11-01,734.6
2016-11-02,736.85
2016-11-03,729.75
2016-11-04,705.55
2016-11-07,690.05
2016-11-08,682.0
2016-11-09,670.5
2016-11-10,690.55
2016-11-11,694.3
2016-11-15,637.8
2016-11-16,652.4
2016-11-17,659.75
2016-11-18,658.35
2016-11-21,622.3
2016-11-22,639.1
2016-11-23,638.1
2016-11-24,637.45
2016-11-25,638.0
2016-11-28,639.25
2016-11-29,657.35
2016-11-30,659.9
2016-12-01,645.95
2016-12-02,631.1
2016-12-05,630.4
2016-12-06,625.8
2016-12-07,625.95
2016-12-08,632.85
2016-12-09,628.4
2016-12-12,629.1
2016-12-13,626.55
2016-12-14,617.05
2016-12-15,620.2
2016-12-16,617.1
2016-12-19,614.4
2016-12-20,609.9
2016-12-21,602.6
2016-12-22,626.9
2016-12-23,635.7
2016-12-26,602.05
2016-12-27,607.9
2016-12-28,610.65
2016-12-29,607.25
2016-12-30,623.1
