Date,SWARAJENG
2016-08-04,1119.95
2016-08-05,1118.0
2016-08-08,1128.1
2016-08-09,1144.15
2016-08-10,1139.2
2016-08-11,1134.3
2016-08-12,1126.1
2016-08-16,1145.1
2016-08-17,1149.6
2016-08-18,1149.55
2016-08-19,1160.05
2016-08-22,1149.5
2016-08-23,1145.0
2016-08-24,1149.15
2016-08-25,1125.65
2016-08-26,1126.1
2016-08-29,1116.55
2016-08-30,1158.0
2016-08-31,1162.4
2016-09-01,1166.8
2016-09-02,1161.55
2016-09-06,1180.0
2016-09-07,1206.9
2016-09-08,1218.6
2016-09-09,1210.05
2016-09-12,1209.35
2016-09-14,1205.95
2016-09-15,1207.35
2016-09-16,1196.9
2016-09-19,1218.5
2016-09-20,1209.0
2016-09-21,1204.75
2016-09-22,1196.35
2016-09-23,1186.45
2016-09-26,1197.2
2016-09-27,1206.4
2016-09-28,1209.75
2016-09-29,1179.1
2016-09-30,1184.35
2016-10-03,1260.1
2016-10-04,1333.35
2016-10-05,1380.4
2016-10-06,1371.05
2016-10-07,1331.45
2016-10-10,1323.25
2016-10-13,1335.25
2016-10-14,1379.8
2016-10-17,1359.2
2016-10-18,1380.9
2016-10-19,1372.65
2016-10-20,1379.6
2016-10-21,1377.05
2016-10-24,1377.15
2016-10-25,1348.75
2016-10-26,1328.0
2016-10-27,1328.4
2016-10-28,1345.2
2016-10-30,1379.6
2016-11-01,1359.2
2016-11-02,1375.0
2016-11-03,1380.3
2016-11-04,1336.0
2016-11-07,1390.0
2016-11-08,1401.3
2016-11-09,1392.5
2016-11-10,1384.1
2016-11-11,1350.75
2016-11-15,1293.85
2016-11-16,1327.4
2016-11-17,1321.1
2016-11-18,1325.3
2016-11-21,1301.35
2016-11-22,1315.15
2016-11-23,1302.45
2016-11-24,1321.05
2016-11-25,1325.15
2016-11-28,1314.85
2016-11-29,1328.65
2016-11-30,1327.1
2016-12-01,1339.05
2016-12-02,1336.35
2016-12-05,1339.25
2016-12-06,1341.1
2016-12-07,1344.15
2016-12-08,1353.4
2016-12-09,1351.1
2016-12-12,1340.05
2016-12-13,1358.4
2016-12-14,1356.35
2016-12-15,1353.75
2016-12-16,1354.6
2016-12-19,1347.15
2016-12-20,1356.9
2016-12-21,1337.4
2016-12-22,1341.9
2016-12-23,1335.55
2016-12-26,1310.3
2016-12-27,1311.75
2016-12-28,1303.9
2016-12-29,1302.95
2016-12-30,1302.35
