Date,ASAHIINDIA
2016-01-01,163.1
2016-01-04,162.35
2016-01-05,164.1
2016-01-06,165.3
2016-01-07,163.8
2016-01-08,165.0
2016-01-11,164.45
2016-01-12,164.05
2016-01-13,164.55
2016-01-14,162.9
2016-01-15,155.85
2016-01-18,148.05
2016-01-19,152.55
2016-01-20,146.05
2016-01-21,146.1
2016-01-22,153.05
2016-01-25,156.15
2016-01-27,154.8
2016-01-28,153.25
2016-01-29,152.05
2016-02-01,151.05
2016-02-02,146.0
2016-02-03,151.85
2016-02-04,146.8
2016-02-05,149.15
2016-02-08,149.0
2016-02-09,146.2
2016-02-10,147.4
2016-02-11,145.55
2016-02-12,145.75
2016-02-15,148.05
2016-02-16,143.9
2016-02-17,144.85
2016-02-18,149.5
2016-02-19,150.15
2016-02-22,150.45
2016-02-23,149.65
2016-02-24,144.7
2016-02-25,145.55
2016-02-26,144.7
2016-02-29,151.4
2016-03-01,149.95
2016-03-02,151.1
2016-03-03,151.65
2016-03-04,154.9
2016-03-08,151.6
2016-03-09,148.5
2016-03-10,148.95
2016-03-11,147.65
2016-03-14,147.4
2016-03-15,142.8
2016-03-16,135.85
2016-03-17,137.65
2016-03-18,137.95
2016-03-21,141.45
2016-03-22,149.25
2016-03-23,154.0
2016-03-28,146.5
2016-03-29,146.5
2016-03-30,150.65
2016-03-31,151.3
2016-04-01,152.05
2016-04-04,153.45
2016-04-05,152.1
2016-04-06,157.0
2016-04-07,157.55
2016-04-08,158.3
2016-04-11,160.85
2016-04-12,162.75
2016-04-13,166.7
2016-04-18,165.15
2016-04-20,164.0
2016-04-21,159.2
2016-04-22,162.65
2016-04-25,160.9
2016-04-26,162.55
2016-04-27,162.05
2016-04-28,162.1
2016-04-29,163.7
2016-05-02,162.35
2016-05-03,160.0
2016-05-04,157.85
2016-05-05,156.0
2016-05-06,151.7
2016-05-09,154.0
2016-05-10,155.0
2016-05-11,154.5
2016-05-12,156.45
2016-05-13,150.95
2016-05-16,149.9
2016-05-17,149.55
2016-05-18,149.9
2016-05-19,148.95
2016-05-20,146.35
2016-05-23,149.1
2016-05-24,149.5
2016-05-25,158.35
2016-05-26,156.5
2016-05-27,153.6
2016-05-30,149.85
2016-05-31,149.25
2016-06-01,149.95
2016-06-02,148.25
2016-06-03,146.25
2016-06-06,151.1
2016-06-07,152.95
2016-06-08,159.5
2016-06-09,157.7
2016-06-10,154.0
2016-06-13,156.2
2016-06-14,156.05
2016-06-15,157.15
2016-06-16,154.7
2016-06-17,152.95
2016-06-20,153.9
2016-06-21,153.05
2016-06-22,150.85
2016-06-23,150.4
2016-06-24,146.95
2016-06-27,147.55
2016-06-28,150.95
2016-06-29,152.8
2016-06-30,154.4
2016-07-01,158.0
2016-07-04,161.8
2016-07-05,172.7
2016-07-07,172.1
2016-07-08,168.5
2016-07-11,165.45
2016-07-12,164.8
2016-07-13,164.35
2016-07-14,167.15
2016-07-15,164.2
2016-07-18,164.4
2016-07-19,162.4
2016-07-20,165.0
2016-07-21,163.85
2016-07-22,168.95
2016-07-25,172.85
2016-07-26,170.8
2016-07-27,166.8
2016-07-28,171.5
2016-07-29,177.85
2016-08-01,176.75
2016-08-02,179.8
2016-08-03,178.2
2016-08-04,182.1
2016-08-05,183.6
2016-08-08,186.6
2016-08-09,186.95
2016-08-10,188.1
2016-08-11,190.55
2016-08-12,192.8
2016-08-16,190.55
2016-08-17,191.0
2016-08-18,191.0
2016-08-19,194.55
2016-08-22,192.05
2016-08-23,187.95
2016-08-24,188.15
2016-08-25,186.7
2016-08-26,188.15
2016-08-29,188.8
2016-08-30,191.75
2016-08-31,196.2
2016-09-01,201.7
2016-09-02,201.0
2016-09-06,200.3
2016-09-07,199.25
2016-09-08,197.75
2016-09-09,195.45
2016-09-12,187.85
2016-09-14,192.45
2016-09-15,190.95
2016-09-16,192.8
2016-09-19,190.4
2016-09-20,188.95
2016-09-21,187.8
2016-09-22,200.25
2016-09-23,204.6
2016-09-26,198.4
2016-09-27,197.1
2016-09-28,194.6
2016-09-29,184.95
2016-09-30,187.2
2016-10-03,198.65
2016-10-04,198.0
2016-10-05,200.3
2016-10-06,200.5
2016-10-07,201.4
2016-10-10,203.3
2016-10-13,196.3
2016-10-14,201.0
2016-10-17,189.4
2016-10-18,197.3
2016-10-19,195.3
2016-10-20,200.3
2016-10-21,200.45
2016-10-24,200.0
2016-10-25,200.1
2016-10-26,195.3
2016-10-27,194.5
2016-10-28,196.25
2016-10-30,194.7
2016-11-01,193.0
2016-11-02,190.15
2016-11-03,190.0
2016-11-04,192.15
2016-11-07,191.65
2016-11-08,201.95
2016-11-09,194.25
2016-11-10,198.75
2016-11-11,192.15
2016-11-15,169.7
2016-11-16,175.15
2016-11-17,173.1
2016-11-18,179.65
2016-11-21,173.65
2016-11-22,174.75
2016-11-23,171.8
2016-11-24,171.0
2016-11-25,175.2
2016-11-28,176.05
2016-11-29,177.35
2016-11-30,173.85
2016-12-01,173.15
2016-12-02,172.75
2016-12-05,172.05
2016-12-06,174.25
2016-12-07,172.3
2016-12-08,172.95
2016-12-09,176.55
2016-12-12,179.9
2016-12-13,179.85
2016-12-14,177.8
2016-12-15,177.55
2016-12-16,178.75
2016-12-19,179.05
2016-12-20,174.45
2016-12-21,171.6
2016-12-22,171.55
2016-12-23,172.35
2016-12-26,170.3
2016-12-27,175.3
2016-12-28,176.1
2016-12-29,176.9
2016-12-30,177.95
