Date,TATAELXSI
2016-01-01,2250.75
2016-01-04,2211.95
2016-01-05,2180.05
2016-01-06,2168.25
2016-01-07,2083.5
2016-01-08,2052.25
2016-01-11,2024.7
2016-01-12,2018.3
2016-01-13,1932.6
2016-01-14,1890.35
2016-01-15,1782.9
2016-01-18,1664.65
2016-01-19,1728.5
2016-01-20,1701.1
2016-01-21,1713.4
2016-01-22,1758.3
2016-01-25,1826.75
2016-01-27,1954.2
2016-01-28,1990.4
2016-01-29,2082.6
2016-02-01,2250.35
2016-02-02,2298.6
2016-02-03,2146.95
2016-02-04,2075.8
2016-02-05,2118.6
2016-02-08,2108.6
2016-02-09,2047.3
2016-02-10,1996.5
2016-02-11,1861.1
2016-02-12,1784.65
2016-02-15,1912.5
2016-02-16,1868.65
2016-02-17,1906.4
2016-02-18,1921.25
2016-02-19,1895.15
2016-02-22,1913.25
2016-02-23,1884.05
2016-02-24,1784.75
2016-02-25,1770.45
2016-02-26,1682.35
2016-02-29,1694.25
2016-03-01,1792.75
2016-03-02,1817.0
2016-03-03,1839.9
2016-03-04,1874.85
2016-03-08,1874.75
2016-03-09,1960.75
2016-03-10,1964.2
2016-03-11,1951.2
2016-03-14,1954.25
2016-03-15,1936.75
2016-03-16,1917.45
2016-03-17,1912.15
2016-03-18,1918.25
2016-03-21,1950.25
2016-03-22,1944.85
2016-03-23,1934.0
2016-03-28,1892.95
2016-03-29,1837.45
2016-03-30,1885.45
2016-03-31,1883.85
2016-04-01,1904.55
2016-04-04,1910.9
2016-04-05,1891.7
2016-04-06,1870.85
2016-04-07,1863.7
2016-04-08,1861.95
2016-04-11,1925.2
2016-04-12,1943.5
2016-04-13,1941.05
2016-04-18,1948.05
2016-04-20,1977.1
2016-04-21,1946.9
2016-04-22,1953.8
2016-04-25,1940.9
2016-04-26,2000.8
2016-04-27,2041.25
2016-04-28,1911.1
2016-04-29,1909.4
2016-05-02,1905.0
2016-05-03,1884.85
2016-05-04,1846.85
2016-05-05,1837.3
2016-05-06,1835.7
2016-05-09,1860.65
2016-05-10,1870.05
2016-05-11,1859.85
2016-05-12,1905.5
2016-05-13,1904.15
2016-05-16,1899.8
2016-05-17,1923.85
2016-05-18,1919.7
2016-05-19,1875.05
2016-05-20,1844.95
2016-05-23,1834.9
2016-05-24,1779.65
2016-05-25,1809.2
2016-05-26,1815.05
2016-05-27,1847.1
2016-05-30,1845.85
2016-05-31,1800.6
2016-06-01,1783.4
2016-06-02,1819.05
2016-06-03,1791.85
2016-06-06,1776.25
2016-06-07,1804.2
2016-06-08,1809.2
2016-06-09,1802.85
2016-06-10,1795.75
2016-06-13,1792.75
2016-06-14,1794.9
2016-06-15,1801.2
2016-06-16,1782.35
2016-06-17,1773.25
2016-06-20,1791.7
2016-06-21,1785.3
2016-06-22,1780.5
2016-06-23,1775.55
2016-06-24,1711.25
2016-06-27,1694.85
2016-06-28,1689.25
2016-06-29,1694.05
