Date,SCHNEIDER
2016-01-01,171.0
2016-01-04,165.75
2016-01-05,170.25
2016-01-06,173.65
2016-01-07,167.25
2016-01-08,177.95
2016-01-11,182.8
2016-01-12,173.25
2016-01-13,169.7
2016-01-14,168.05
2016-01-15,156.95
2016-01-18,147.0
2016-01-19,149.8
2016-01-20,144.65
2016-01-21,146.3
2016-01-22,151.6
2016-01-25,150.35
2016-01-27,152.0
2016-01-28,158.25
2016-01-29,160.3
2016-02-01,158.2
2016-02-02,153.45
2016-02-03,148.65
2016-02-04,147.0
2016-02-05,155.55
2016-02-08,149.3
2016-02-09,148.75
2016-02-10,145.7
2016-02-11,138.5
2016-02-12,136.5
2016-02-15,142.15
2016-02-16,139.4
2016-02-17,137.35
2016-02-18,143.0
2016-02-19,146.5
2016-02-22,145.5
2016-02-23,139.05
2016-02-24,138.35
2016-02-25,138.35
2016-02-26,136.45
2016-02-29,132.45
2016-03-01,142.05
2016-03-02,144.05
2016-03-03,149.8
2016-03-04,148.85
2016-03-08,149.0
2016-03-09,147.3
2016-03-10,146.25
2016-03-11,144.05
2016-03-14,141.7
2016-03-15,143.05
2016-03-16,146.75
2016-03-17,145.1
2016-03-18,143.9
2016-03-21,153.9
2016-03-22,151.2
2016-03-23,148.85
2016-03-28,144.4
2016-03-29,142.95
2016-03-30,144.65
2016-03-31,146.05
2016-04-01,143.95
2016-04-04,145.9
2016-04-05,143.55
2016-04-06,141.3
2016-04-07,140.5
2016-04-08,139.5
2016-04-11,139.3
2016-04-12,144.2
2016-04-13,147.95
2016-04-18,149.75
2016-04-20,148.6
2016-04-21,146.6
2016-04-22,145.35
2016-04-25,142.85
2016-04-26,143.9
2016-04-27,143.3
2016-04-28,141.75
2016-04-29,140.45
2016-05-02,138.4
2016-05-03,138.25
2016-05-04,136.05
2016-05-05,138.05
2016-05-06,139.8
2016-05-09,139.85
2016-05-10,137.65
2016-05-11,135.95
2016-05-12,135.3
2016-05-13,136.35
2016-05-16,134.95
2016-05-17,134.5
2016-05-18,134.1
2016-05-19,136.05
2016-05-20,133.7
2016-05-23,131.05
2016-05-24,129.65
2016-05-25,132.6
2016-05-26,129.5
2016-05-27,131.1
2016-05-30,131.65
2016-05-31,129.9
2016-06-01,135.4
2016-06-02,137.55
2016-06-03,137.85
2016-06-06,137.5
2016-06-07,135.55
2016-06-08,137.75
2016-06-09,143.95
2016-06-10,141.9
2016-06-13,138.55
2016-06-14,140.15
2016-06-15,141.55
2016-06-16,139.3
2016-06-17,137.7
2016-06-20,138.35
2016-06-21,140.5
2016-06-22,138.85
2016-06-23,137.95
2016-06-24,134.6
2016-06-27,136.55
2016-06-28,136.6
2016-06-29,138.4
2016-06-30,138.55
2016-07-01,147.4
2016-07-04,150.15
2016-07-05,147.2
2016-07-07,151.45
2016-07-08,147.0
2016-07-11,146.5
2016-07-12,147.75
2016-07-13,146.7
2016-07-14,144.75
2016-07-15,142.75
2016-07-18,141.85
2016-07-19,141.15
2016-07-20,142.65
2016-07-21,141.6
2016-07-22,142.1
2016-07-25,143.55
2016-07-26,143.9
2016-07-27,142.75
2016-07-28,142.25
2016-07-29,144.45
2016-08-01,141.5
2016-08-02,141.5
2016-08-03,140.4
2016-08-04,139.95
2016-08-05,139.45
2016-08-08,137.4
2016-08-09,134.3
2016-08-10,132.5
2016-08-11,133.85
2016-08-12,133.75
2016-08-16,131.65
2016-08-17,133.5
2016-08-18,135.2
2016-08-19,134.0
2016-08-22,133.15
2016-08-23,137.2
2016-08-24,137.9
2016-08-25,138.0
2016-08-26,135.95
2016-08-29,133.05
2016-08-30,132.5
2016-08-31,134.5
2016-09-01,131.75
2016-09-02,134.65
2016-09-06,136.0
2016-09-07,139.8
2016-09-08,137.55
2016-09-09,135.4
2016-09-12,132.65
2016-09-14,132.95
2016-09-15,132.85
2016-09-16,132.05
2016-09-19,132.35
2016-09-20,137.85
2016-09-21,137.0
2016-09-22,136.35
2016-09-23,145.2
2016-09-26,144.0
2016-09-27,141.85
2016-09-28,141.1
2016-09-29,134.5
2016-09-30,137.5
2016-10-03,141.45
2016-10-04,139.75
2016-10-05,144.75
2016-10-06,156.85
2016-10-07,158.45
2016-10-10,155.9
2016-10-13,157.7
2016-10-14,164.0
2016-10-17,165.45
2016-10-18,163.8
2016-10-19,159.85
2016-10-20,158.75
2016-10-21,161.85
2016-10-24,161.3
2016-10-25,159.95
2016-10-26,159.35
2016-10-27,156.85
2016-10-28,156.45
2016-10-30,159.75
2016-11-01,168.35
2016-11-02,166.5
2016-11-03,161.7
2016-11-04,157.25
2016-11-07,158.6
2016-11-08,156.5
2016-11-09,152.75
2016-11-10,155.15
2016-11-11,148.55
2016-11-15,141.2
2016-11-16,136.8
2016-11-17,135.65
2016-11-18,136.45
2016-11-21,132.3
2016-11-22,130.6
2016-11-23,141.0
2016-11-24,140.25
2016-11-25,141.2
2016-11-28,142.75
2016-11-29,145.7
2016-11-30,150.75
2016-12-01,142.85
2016-12-02,139.85
2016-12-05,141.45
2016-12-06,142.4
2016-12-07,141.4
2016-12-08,142.35
2016-12-09,142.1
2016-12-12,141.8
2016-12-13,145.7
2016-12-14,141.55
2016-12-15,141.45
2016-12-16,139.2
2016-12-19,138.5
2016-12-20,138.9
2016-12-21,139.95
2016-12-22,137.65
2016-12-23,138.55
2016-12-26,133.65
2016-12-27,134.7
2016-12-28,134.5
2016-12-29,134.5
2016-12-30,135.6
