Date,VOLTAS
2016-01-01,319.25
2016-01-04,307.3
2016-01-05,304.65
2016-01-06,305.7
2016-01-07,288.15
2016-01-08,296.65
2016-01-11,298.4
2016-01-12,287.4
2016-01-13,288.7
2016-01-14,288.7
2016-01-15,280.4
2016-01-18,271.75
2016-01-19,276.85
2016-01-20,269.95
2016-01-21,275.25
2016-01-22,284.2
2016-01-25,283.5
2016-01-27,282.95
2016-01-28,283.55
2016-01-29,286.55
2016-02-01,286.8
2016-02-02,283.1
2016-02-03,277.15
2016-02-04,274.15
2016-02-05,278.95
2016-02-08,283.4
2016-02-09,280.65
2016-02-10,269.25
2016-02-11,240.35
2016-02-12,228.6
2016-02-15,238.05
2016-02-16,232.35
2016-02-17,236.0
2016-02-18,234.85
2016-02-19,237.15
2016-02-22,238.45
2016-02-23,230.0
2016-02-24,232.9
2016-02-25,223.55
2016-02-26,225.6
2016-02-29,223.4
2016-03-01,231.9
2016-03-02,243.7
2016-03-03,244.4
2016-03-04,245.7
2016-03-08,240.6
2016-03-09,242.5
2016-03-10,237.95
2016-03-11,247.25
2016-03-14,248.6
2016-03-15,248.4
2016-03-16,246.9
2016-03-17,252.4
2016-03-18,269.1
2016-03-21,275.8
2016-03-22,272.05
2016-03-23,269.55
2016-03-28,264.8
2016-03-29,266.55
2016-03-30,273.5
2016-03-31,278.1
2016-04-01,284.85
2016-04-04,281.45
2016-04-05,274.1
2016-04-06,277.0
2016-04-07,270.6
2016-04-08,271.9
2016-04-11,275.4
2016-04-12,277.85
2016-04-13,283.95
2016-04-18,293.55
2016-04-20,302.35
2016-04-21,298.8
2016-04-22,297.55
2016-04-25,293.1
2016-04-26,296.75
2016-04-27,301.9
2016-04-28,294.7
2016-04-29,293.5
2016-05-02,296.35
2016-05-03,297.5
2016-05-04,291.15
2016-05-05,289.95
2016-05-06,305.4
2016-05-09,311.0
2016-05-10,307.4
2016-05-11,319.3
2016-05-12,325.85
2016-05-13,324.1
2016-05-16,325.05
2016-05-17,334.55
2016-05-18,331.15
2016-05-19,323.05
2016-05-20,331.7
2016-05-23,328.8
2016-05-24,326.25
2016-05-25,337.15
2016-05-26,338.35
2016-05-27,336.8
2016-05-30,339.55
2016-05-31,335.9
2016-06-01,333.35
2016-06-02,339.3
2016-06-03,334.1
2016-06-06,333.35
2016-06-07,336.7
2016-06-08,336.65
2016-06-09,334.85
2016-06-10,327.05
2016-06-13,322.65
2016-06-14,330.05
2016-06-15,330.35
2016-06-16,323.45
2016-06-17,319.8
2016-06-20,321.1
2016-06-21,323.3
2016-06-22,322.8
2016-06-23,321.5
2016-06-24,309.4
2016-06-27,310.75
2016-06-28,314.0
2016-06-29,319.75
2016-06-30,322.25
2016-07-01,317.7
2016-07-04,320.8
2016-07-05,325.2
2016-07-07,315.55
2016-07-08,314.45
2016-07-11,316.4
2016-07-12,318.3
2016-07-13,324.8
2016-07-14,325.85
2016-07-15,325.5
2016-07-18,324.4
2016-07-19,325.4
2016-07-20,334.55
2016-07-21,335.4
2016-07-22,334.75
2016-07-25,335.95
2016-07-26,341.9
2016-07-27,343.8
2016-07-28,346.8
2016-07-29,349.55
2016-08-01,371.15
2016-08-02,366.05
2016-08-03,345.2
2016-08-04,347.85
2016-08-05,348.85
2016-08-08,351.8
2016-08-09,347.65
2016-08-10,348.05
2016-08-11,360.25
2016-08-12,365.75
2016-08-16,371.9
2016-08-17,366.35
2016-08-18,365.75
2016-08-19,382.6
2016-08-22,372.15
2016-08-23,372.4
2016-08-24,388.2
2016-08-25,379.3
2016-08-26,391.75
2016-08-29,391.35
2016-08-30,394.75
2016-08-31,390.3
2016-09-01,387.4
2016-09-02,390.5
2016-09-06,391.9
2016-09-07,391.3
2016-09-08,390.15
2016-09-09,389.2
2016-09-12,374.5
2016-09-14,376.1
2016-09-15,384.4
2016-09-16,378.7
2016-09-19,391.05
2016-09-20,382.8
2016-09-21,379.1
2016-09-22,379.5
2016-09-23,382.95
2016-09-26,378.25
2016-09-27,381.45
2016-09-28,380.9
2016-09-29,370.15
2016-09-30,379.1
2016-10-03,388.75
2016-10-04,397.15
2016-10-05,396.15
2016-10-06,388.55
2016-10-07,388.8
2016-10-10,389.15
2016-10-13,379.8
2016-10-14,397.6
2016-10-17,392.75
2016-10-18,399.5
2016-10-19,401.9
2016-10-20,396.35
2016-10-21,394.85
2016-10-24,393.55
2016-10-25,397.55
2016-10-26,385.35
2016-10-27,381.15
2016-10-28,386.7
2016-10-30,386.4
2016-11-01,385.85
2016-11-02,372.65
2016-11-03,364.85
2016-11-04,360.05
2016-11-07,359.35
2016-11-08,357.0
2016-11-09,338.4
2016-11-10,349.65
2016-11-11,333.2
2016-11-15,322.35
2016-11-16,328.4
2016-11-17,302.9
2016-11-18,292.7
2016-11-21,295.65
2016-11-22,301.8
2016-11-23,300.45
2016-11-24,299.85
2016-11-25,300.95
2016-11-28,300.95
2016-11-29,307.9
2016-11-30,315.85
2016-12-01,310.1
2016-12-02,307.65
2016-12-05,304.7
2016-12-06,305.55
2016-12-07,311.4
2016-12-08,325.9
2016-12-09,326.85
2016-12-12,319.1
2016-12-13,320.1
2016-12-14,321.9
2016-12-15,322.65
2016-12-16,318.45
2016-12-19,318.95
2016-12-20,308.25
2016-12-21,310.0
2016-12-22,310.65
2016-12-23,316.2
2016-12-26,308.7
2016-12-27,318.0
2016-12-28,317.5
2016-12-29,330.15
2016-12-30,328.25
