Date,KOTHARIPRO
2016-01-01,368.65
2016-01-04,355.4
2016-01-05,240.1
2016-01-06,231.85
2016-01-07,214.2
2016-01-08,217.0
2016-01-11,208.25
2016-01-12,200.25
2016-01-13,185.3
2016-01-14,176.55
2016-01-15,172.65
2016-01-18,157.55
2016-01-19,157.8
2016-01-20,152.7
2016-01-21,156.45
2016-01-22,179.65
2016-01-25,203.5
2016-01-27,203.25
2016-01-28,202.0
2016-01-29,203.55
2016-02-01,194.8
2016-02-02,196.75
2016-02-03,186.9
2016-02-04,187.65
2016-02-05,187.85
2016-02-08,189.35
2016-02-09,182.45
2016-02-10,177.6
2016-02-11,161.15
2016-02-12,168.0
2016-02-15,168.8
2016-02-16,163.45
2016-02-17,159.1
2016-02-18,163.4
2016-02-19,161.35
2016-02-22,172.95
2016-02-23,167.05
2016-02-24,162.15
2016-02-25,159.5
2016-02-26,155.1
2016-02-29,158.4
2016-03-01,163.7
2016-03-02,167.0
2016-03-03,169.0
2016-03-04,169.55
2016-03-08,169.7
2016-03-09,168.45
2016-03-10,174.7
2016-03-11,174.3
2016-03-14,174.35
2016-03-15,171.7
2016-03-16,169.75
2016-03-17,167.85
2016-03-18,167.8
2016-03-21,168.6
2016-03-22,169.45
2016-03-23,169.8
2016-03-28,164.85
2016-03-29,158.95
2016-03-30,162.35
2016-03-31,160.35
2016-04-01,162.65
2016-04-04,164.8
2016-04-05,165.45
2016-04-06,165.5
2016-04-07,167.6
2016-04-08,166.5
2016-04-11,165.95
2016-04-12,167.95
2016-04-13,170.55
2016-04-18,171.1
2016-04-20,169.95
2016-04-21,168.3
2016-04-22,170.0
2016-04-25,167.8
2016-04-26,172.05
2016-04-27,170.2
2016-04-28,168.45
2016-04-29,168.85
2016-05-02,166.85
2016-05-03,169.0
2016-05-04,169.95
2016-05-05,169.9
2016-05-06,168.05
2016-05-09,168.3
2016-05-10,169.35
2016-05-11,168.0
2016-05-12,173.1
2016-05-13,171.45
2016-05-16,174.6
2016-05-17,173.7
2016-05-18,171.5
2016-05-19,170.35
2016-05-20,169.45
2016-05-23,165.35
2016-05-24,162.95
2016-05-25,161.75
2016-05-26,171.9
2016-05-27,171.05
2016-05-30,166.9
2016-05-31,167.7
2016-06-01,165.0
2016-06-02,163.15
2016-06-03,163.35
2016-06-06,162.25
2016-06-07,163.5
2016-06-08,166.75
2016-06-09,166.85
2016-06-10,165.35
2016-06-13,169.05
2016-06-14,168.15
2016-06-15,167.0
2016-06-16,166.1
2016-06-17,167.65
2016-06-20,167.05
2016-06-21,167.3
2016-06-22,165.55
2016-06-23,164.1
2016-06-24,161.6
2016-06-27,163.85
2016-06-28,163.55
2016-06-29,157.7
2016-06-30,161.7
2016-07-01,163.4
2016-07-04,166.25
2016-07-05,165.2
2016-07-07,164.75
2016-07-08,165.65
2016-07-11,164.45
2016-07-12,166.1
2016-07-13,169.0
2016-07-14,167.5
2016-07-15,167.3
2016-07-18,165.95
2016-07-19,165.8
2016-07-20,166.05
2016-07-21,162.15
2016-07-22,163.1
2016-07-25,163.25
2016-07-26,163.0
2016-07-27,162.25
2016-07-28,162.1
2016-07-29,161.95
2016-08-01,160.8
2016-08-02,159.4
2016-08-03,157.65
2016-08-04,159.0
2016-08-05,157.9
2016-08-08,159.35
2016-08-09,159.4
2016-08-10,158.2
2016-08-11,158.1
2016-08-12,157.55
2016-08-16,157.05
2016-08-17,157.85
2016-08-18,156.95
2016-08-19,157.25
2016-08-22,161.15
2016-08-23,160.95
2016-08-24,160.15
2016-08-25,159.2
2016-08-26,158.85
2016-08-29,159.05
2016-08-30,159.85
2016-08-31,158.85
2016-09-01,159.85
2016-09-02,158.35
2016-09-06,159.65
2016-09-07,169.8
2016-09-08,170.4
2016-09-09,169.5
2016-09-12,166.1
2016-09-14,168.2
2016-09-15,167.9
2016-09-16,165.7
2016-09-19,164.0
2016-09-20,166.1
2016-09-21,166.55
2016-09-22,168.05
2016-09-23,167.25
2016-09-26,164.4
2016-09-27,165.0
2016-09-28,172.45
2016-09-29,162.95
2016-09-30,163.0
2016-10-03,164.3
2016-10-04,165.95
2016-10-05,166.6
2016-10-06,167.55
2016-10-07,166.8
2016-10-10,170.65
2016-10-13,169.75
2016-10-14,171.6
2016-10-17,168.9
2016-10-18,170.05
2016-10-19,173.85
2016-10-20,176.25
2016-10-21,177.9
2016-10-24,178.5
2016-10-25,214.2
2016-10-26,212.45
2016-10-27,203.55
2016-10-28,202.2
2016-10-30,201.8
2016-11-01,202.25
2016-11-02,190.45
2016-11-03,191.65
2016-11-04,182.1
2016-11-07,184.55
2016-11-08,184.1
2016-11-09,172.15
2016-11-10,177.4
2016-11-11,171.2
2016-11-15,164.2
2016-11-16,162.7
2016-11-17,162.5
2016-11-18,160.95
2016-11-21,158.7
2016-11-22,159.15
2016-11-23,164.45
2016-11-24,167.1
2016-11-25,169.55
2016-11-28,169.35
2016-11-29,171.6
2016-11-30,174.2
2016-12-01,170.8
2016-12-02,169.95
2016-12-05,169.65
2016-12-06,170.55
2016-12-07,170.3
2016-12-08,172.4
2016-12-09,172.75
2016-12-12,174.05
2016-12-13,177.5
2016-12-14,175.15
2016-12-15,170.95
2016-12-16,168.85
2016-12-19,170.15
2016-12-20,169.15
2016-12-21,168.95
2016-12-22,166.05
2016-12-23,164.2
2016-12-26,160.25
2016-12-27,166.8
2016-12-28,165.75
2016-12-29,164.25
2016-12-30,163.95
