Date,BALLARPUR
2016-01-01,21.15
2016-01-04,19.95
2016-01-05,20.85
2016-01-06,20.05
2016-01-07,18.9
2016-01-08,19.8
2016-01-11,19.15
2016-01-12,18.7
2016-01-13,18.25
2016-01-14,17.75
2016-01-15,16.75
2016-01-18,15.45
2016-01-19,16.1
2016-01-20,15.8
2016-01-21,15.8
2016-01-22,16.45
2016-01-25,16.4
2016-01-27,16.25
2016-01-28,15.9
2016-01-29,15.9
2016-02-01,16.5
2016-02-02,16.0
2016-02-03,15.3
2016-02-04,15.4
2016-02-05,15.7
2016-02-08,15.25
2016-02-09,15.15
2016-02-10,15.0
2016-02-11,14.15
2016-02-12,13.75
2016-02-15,13.4
2016-02-16,13.35
2016-02-17,13.4
2016-02-18,13.55
2016-02-19,13.15
2016-02-22,13.1
2016-02-23,12.8
2016-02-24,12.4
2016-02-25,12.45
2016-02-26,12.35
2016-02-29,11.9
2016-03-01,12.25
2016-03-02,12.35
2016-03-03,12.35
2016-03-04,12.9
2016-03-08,13.0
2016-03-09,12.9
2016-03-10,12.9
2016-03-11,13.0
2016-03-14,12.85
2016-03-15,12.35
2016-03-16,12.4
2016-03-17,12.3
2016-03-18,12.35
2016-03-21,12.35
2016-03-22,12.4
2016-03-23,13.1
2016-03-28,13.85
2016-03-29,14.0
2016-03-30,13.9
2016-03-31,13.6
2016-04-01,13.7
2016-04-04,15.7
2016-04-05,15.1
2016-04-06,15.2
2016-04-07,14.95
2016-04-08,16.0
2016-04-11,16.5
2016-04-12,16.85
2016-04-13,16.65
2016-04-18,17.3
2016-04-20,17.6
2016-04-21,16.85
2016-04-22,17.35
2016-04-25,17.1
2016-04-26,17.25
2016-04-27,17.6
2016-04-28,17.0
2016-04-29,17.3
2016-05-02,17.05
2016-05-03,16.95
2016-05-04,16.75
2016-05-05,16.55
2016-05-06,16.2
2016-05-09,16.95
2016-05-10,16.6
2016-05-11,16.4
2016-05-12,16.65
2016-05-13,16.5
2016-05-16,16.7
2016-05-17,16.95
2016-05-18,16.85
2016-05-19,17.55
2016-05-20,17.15
2016-05-23,17.2
2016-05-24,17.6
2016-05-25,17.85
2016-05-26,17.05
2016-05-27,16.8
2016-05-30,16.75
2016-05-31,16.15
2016-06-01,15.85
2016-06-02,16.25
2016-06-03,15.9
2016-06-06,15.95
2016-06-07,15.75
2016-06-08,15.95
2016-06-09,15.7
2016-06-10,15.75
2016-06-13,15.55
2016-06-14,16.0
2016-06-15,17.25
2016-06-16,16.8
2016-06-17,15.85
2016-06-20,15.9
2016-06-21,15.8
2016-06-22,15.65
2016-06-23,15.6
2016-06-24,15.5
2016-06-27,15.8
2016-06-28,15.6
2016-06-29,15.85
2016-06-30,16.3
2016-07-01,16.5
2016-07-04,16.5
2016-07-05,16.65
2016-07-07,16.5
2016-07-08,16.15
2016-07-11,15.7
2016-07-12,15.75
2016-07-13,15.4
2016-07-14,15.35
2016-07-15,15.1
2016-07-18,14.9
2016-07-19,14.6
2016-07-20,14.6
2016-07-21,14.9
2016-07-22,14.85
2016-07-25,15.55
2016-07-26,15.25
2016-07-27,15.25
2016-07-28,15.0
2016-07-29,14.95
2016-08-01,14.7
2016-08-02,14.8
2016-08-03,14.55
2016-08-04,14.4
2016-08-05,14.4
2016-08-08,14.55
2016-08-09,14.35
2016-08-10,14.1
2016-08-11,13.65
2016-08-12,13.7
2016-08-16,13.5
2016-08-17,13.5
2016-08-18,14.0
2016-08-19,13.95
2016-08-22,13.95
2016-08-23,14.0
2016-08-24,14.0
2016-08-25,14.35
2016-08-26,14.1
2016-08-29,14.1
2016-08-30,14.3
2016-08-31,14.35
2016-09-01,13.85
2016-09-02,13.2
2016-09-06,13.15
2016-09-07,13.55
2016-09-08,13.7
2016-09-09,13.55
2016-09-12,13.15
2016-09-14,13.0
2016-09-15,13.0
2016-09-16,13.05
2016-09-19,13.5
2016-09-20,13.85
2016-09-21,13.85
2016-09-22,14.0
2016-09-23,13.65
2016-09-26,13.9
2016-09-27,14.3
2016-09-28,14.75
2016-09-29,13.55
2016-09-30,13.8
2016-10-03,13.85
2016-10-04,13.9
2016-10-05,14.45
2016-10-06,14.0
2016-10-07,14.7
2016-10-10,16.15
2016-10-13,16.05
2016-10-14,16.05
2016-10-17,17.45
2016-10-18,17.2
2016-10-19,16.7
2016-10-20,16.85
2016-10-21,16.6
2016-10-24,17.05
2016-10-25,16.9
2016-10-26,16.6
2016-10-27,16.3
2016-10-28,16.45
2016-10-30,16.8
2016-11-01,18.35
2016-11-02,17.65
2016-11-03,17.1
2016-11-04,16.8
2016-11-07,17.05
2016-11-08,16.8
2016-11-09,16.4
2016-11-10,16.35
2016-11-11,15.45
2016-11-15,14.8
2016-11-16,14.95
2016-11-17,14.45
2016-11-18,15.15
2016-11-21,14.5
2016-11-22,14.55
2016-11-23,14.85
2016-11-24,16.1
2016-11-25,16.6
2016-11-28,16.55
2016-11-29,16.35
2016-11-30,16.85
2016-12-01,16.8
2016-12-02,16.65
2016-12-05,15.65
2016-12-06,15.45
2016-12-07,14.95
2016-12-08,15.3
2016-12-09,15.25
2016-12-12,14.95
2016-12-13,14.9
2016-12-14,15.7
2016-12-15,15.95
2016-12-16,15.75
2016-12-19,15.75
2016-12-20,15.7
2016-12-21,16.25
2016-12-22,16.1
2016-12-23,16.0
2016-12-26,15.7
2016-12-27,15.6
2016-12-28,15.55
2016-12-29,15.5
2016-12-30,15.55
