Date,JSWSTEEL
2016-01-01,1027.0
2016-01-04,1044.7
2016-01-05,1083.1
2016-01-06,1058.2
2016-01-07,1026.35
2016-01-08,1041.15
2016-01-11,1019.65
2016-01-12,1012.8
2016-01-13,1003.7
2016-01-14,1003.45
2016-01-15,972.45
2016-01-18,990.95
2016-01-19,998.55
2016-01-20,1023.85
2016-01-21,1025.35
2016-01-22,1068.0
2016-01-25,1107.25
2016-01-27,1121.25
2016-01-28,1092.2
2016-01-29,1057.05
2016-02-01,1050.55
2016-02-02,1003.3
2016-02-03,973.4
2016-02-04,1010.7
2016-02-05,1037.05
2016-02-08,1050.1
2016-02-09,1000.0
2016-02-10,1022.55
2016-02-11,1001.6
2016-02-12,1005.5
2016-02-15,1041.4
2016-02-16,1033.7
2016-02-17,1047.5
2016-02-18,1056.8
2016-02-19,1083.5
2016-02-22,1102.7
2016-02-23,1124.0
2016-02-24,1109.5
2016-02-25,1125.65
2016-02-26,1099.1
2016-02-29,1126.45
2016-03-01,1143.45
2016-03-02,1133.25
2016-03-03,1159.8
2016-03-04,1185.45
2016-03-08,1186.25
2016-03-09,1180.05
2016-03-10,1185.9
2016-03-11,1183.55
2016-03-14,1180.9
2016-03-15,1195.0
2016-03-16,1200.1
2016-03-17,1202.4
2016-03-18,1212.9
2016-03-21,1215.95
2016-03-22,1230.15
2016-03-23,1248.7
2016-03-28,1226.9
2016-03-29,1232.85
2016-03-30,1271.7
2016-03-31,1283.25
2016-04-01,1262.65
2016-04-04,1259.75
2016-04-05,1259.45
2016-04-06,1292.7
2016-04-07,1277.3
2016-04-08,1273.4
2016-04-11,1299.75
2016-04-12,1297.7
2016-04-13,1313.55
2016-04-18,1334.25
2016-04-20,1361.6
2016-04-21,1349.6
2016-04-22,1343.3
2016-04-25,1345.2
2016-04-26,1367.95
2016-04-27,1362.6
2016-04-28,1368.45
2016-04-29,1373.2
2016-05-02,1364.8
2016-05-03,1356.8
2016-05-04,1321.7
2016-05-05,1319.9
2016-05-06,1320.1
2016-05-09,1326.15
2016-05-10,1287.8
2016-05-11,1291.35
2016-05-12,1282.7
2016-05-13,1268.7
2016-05-16,1295.6
2016-05-17,1290.0
2016-05-18,1309.3
2016-05-19,1320.2
2016-05-20,1305.0
2016-05-23,1318.55
2016-05-24,1320.15
2016-05-25,1300.35
2016-05-26,1318.95
2016-05-27,1375.65
2016-05-30,1371.95
2016-05-31,1389.15
2016-06-01,1374.8
2016-06-02,1379.3
2016-06-03,1370.25
2016-06-06,1369.45
2016-06-07,1377.15
2016-06-08,1395.1
2016-06-09,1416.45
2016-06-10,1418.7
2016-06-13,1400.25
2016-06-14,1406.15
2016-06-15,1400.15
2016-06-16,1407.25
2016-06-17,1395.05
2016-06-20,1402.25
2016-06-21,1400.7
2016-06-22,1391.3
2016-06-23,1401.35
2016-06-24,1383.2
2016-06-27,1386.0
2016-06-28,1426.5
2016-06-29,1444.6
2016-06-30,1464.35
2016-07-01,1463.3
2016-07-04,1473.6
2016-07-05,1481.25
2016-07-07,1463.25
2016-07-08,1476.95
2016-07-11,1508.75
2016-07-12,1541.3
2016-07-13,1556.95
2016-07-14,1575.15
2016-07-15,1636.05
2016-07-18,1606.05
2016-07-19,1628.2
2016-07-20,1619.5
2016-07-21,1612.25
2016-07-22,1613.0
2016-07-25,1628.45
2016-07-26,1659.35
2016-07-27,1739.3
2016-07-28,1684.35
2016-07-29,1675.2
2016-08-01,1689.65
2016-08-02,1674.9
2016-08-03,1686.0
2016-08-04,1709.9
2016-08-05,1737.7
2016-08-08,1728.1
2016-08-09,1710.1
2016-08-10,1709.35
2016-08-11,1710.65
2016-08-12,1728.05
2016-08-16,1748.0
2016-08-17,1773.45
2016-08-18,1783.8
2016-08-19,1788.1
2016-08-22,1767.85
2016-08-23,1758.45
2016-08-24,1759.65
2016-08-25,1745.4
2016-08-26,1756.05
2016-08-29,1773.15
2016-08-30,1781.15
2016-08-31,1753.1
2016-09-01,1772.75
2016-09-02,1777.4
2016-09-06,1862.55
2016-09-07,1851.55
2016-09-08,1848.8
2016-09-09,1823.8
2016-09-12,1745.05
2016-09-14,1750.35
2016-09-15,1753.75
2016-09-16,1725.55
2016-09-19,1769.9
2016-09-20,1761.85
2016-09-21,1753.25
2016-09-22,1762.7
2016-09-23,1756.3
2016-09-26,1757.05
2016-09-27,1760.35
2016-09-28,1775.75
2016-09-29,1678.35
2016-09-30,1729.35
2016-10-03,1767.4
2016-10-04,1783.6
2016-10-05,1787.7
2016-10-06,1762.55
2016-10-07,1772.1
2016-10-10,1814.75
2016-10-13,1772.3
2016-10-14,1742.5
2016-10-17,1719.75
2016-10-18,1782.6
2016-10-19,1748.9
2016-10-20,1740.85
2016-10-21,1735.3
2016-10-24,1711.7
2016-10-25,1709.4
2016-10-26,1668.25
2016-10-27,1636.95
2016-10-28,1658.85
2016-10-30,1657.95
2016-11-01,1662.9
2016-11-02,1634.0
2016-11-03,1599.15
2016-11-04,1591.35
2016-11-07,1600.5
2016-11-08,1656.9
2016-11-09,1680.85
2016-11-10,1756.4
2016-11-11,1721.1
2016-11-15,1693.85
2016-11-16,1698.3
2016-11-17,1654.55
2016-11-18,1691.6
2016-11-21,1621.8
2016-11-22,1639.2
2016-11-23,1651.25
2016-11-24,1614.75
2016-11-25,1673.85
2016-11-28,1722.45
2016-11-29,1697.45
2016-11-30,1729.0
2016-12-01,1676.35
2016-12-02,1656.65
2016-12-05,1648.55
2016-12-06,1644.0
2016-12-07,1646.35
2016-12-08,1656.85
2016-12-09,1646.45
2016-12-12,1622.35
2016-12-13,1631.9
2016-12-14,1630.15
2016-12-15,1630.65
2016-12-16,1618.3
2016-12-19,1598.95
2016-12-20,1591.6
2016-12-21,1586.2
2016-12-22,1566.6
2016-12-23,1568.05
2016-12-26,1532.7
2016-12-27,1580.2
2016-12-28,1585.15
2016-12-29,1599.75
2016-12-30,1627.5
