Date,CORPBANK
2016-01-01,43.45
2016-01-04,42.6
2016-01-05,42.55
2016-01-06,42.2
2016-01-07,41.0
2016-01-08,41.75
2016-01-11,41.05
2016-01-12,40.95
2016-01-13,41.0
2016-01-14,40.05
2016-01-15,40.0
2016-01-18,38.0
2016-01-19,38.0
2016-01-20,37.15
2016-01-21,37.1
2016-01-22,38.25
2016-01-25,39.2
2016-01-27,39.35
2016-01-28,39.35
2016-01-29,38.9
2016-02-01,38.8
2016-02-02,38.9
2016-02-03,37.55
2016-02-04,37.4
2016-02-05,38.35
2016-02-08,39.2
2016-02-09,38.4
2016-02-10,36.9
2016-02-11,35.45
2016-02-12,36.0
2016-02-15,36.95
2016-02-16,35.1
2016-02-17,34.45
2016-02-18,33.95
2016-02-19,33.4
2016-02-22,32.9
2016-02-23,32.25
2016-02-24,31.3
2016-02-25,31.45
2016-02-26,32.15
2016-02-29,32.0
2016-03-01,32.55
2016-03-02,36.6
2016-03-03,37.8
2016-03-04,38.15
2016-03-08,39.9
2016-03-09,40.85
2016-03-10,40.2
2016-03-11,39.1
2016-03-14,42.1
2016-03-15,41.5
2016-03-16,40.9
2016-03-17,40.3
2016-03-18,38.85
2016-03-21,39.55
2016-03-22,39.95
2016-03-23,39.6
2016-03-28,37.9
2016-03-29,37.8
2016-03-30,38.85
2016-03-31,38.95
2016-04-01,40.1
2016-04-04,40.35
2016-04-05,39.05
2016-04-06,38.6
2016-04-07,38.8
2016-04-08,38.55
2016-04-11,38.9
2016-04-12,38.9
2016-04-13,39.55
2016-04-18,38.75
2016-04-20,38.45
2016-04-21,39.1
2016-04-22,41.05
2016-04-25,40.45
2016-04-26,40.3
2016-04-27,39.6
2016-04-28,39.0
2016-04-29,38.55
2016-05-02,38.05
2016-05-03,37.65
2016-05-04,36.65
2016-05-05,36.95
2016-05-06,37.75
2016-05-09,38.0
2016-05-10,38.0
2016-05-11,37.5
2016-05-12,37.5
2016-05-13,37.5
2016-05-16,37.1
2016-05-17,37.4
2016-05-18,37.85
2016-05-19,36.1
2016-05-20,35.2
2016-05-23,34.95
2016-05-24,34.45
2016-05-25,35.15
2016-05-26,35.35
2016-05-27,35.7
2016-05-30,35.8
2016-05-31,35.6
2016-06-01,34.85
2016-06-02,34.85
2016-06-03,34.2
2016-06-06,34.35
2016-06-07,34.9
2016-06-08,35.6
2016-06-09,36.2
2016-06-10,35.95
2016-06-13,35.2
2016-06-14,36.1
2016-06-15,36.6
2016-06-16,38.95
2016-06-17,40.05
2016-06-20,40.0
2016-06-21,39.65
2016-06-22,40.4
2016-06-23,41.05
2016-06-24,40.75
2016-06-27,41.35
2016-06-28,41.35
2016-06-29,41.3
2016-06-30,40.95
2016-07-01,41.25
2016-07-04,43.15
2016-07-05,44.75
2016-07-07,44.6
2016-07-08,43.45
2016-07-11,44.85
2016-07-12,44.2
2016-07-13,43.25
2016-07-14,44.0
2016-07-15,43.25
2016-07-18,42.6
2016-07-19,42.9
2016-07-20,43.0
2016-07-21,42.3
2016-07-22,41.7
2016-07-25,42.65
2016-07-26,42.75
2016-07-27,42.55
2016-07-28,42.35
2016-07-29,41.55
2016-08-01,41.15
2016-08-02,40.55
2016-08-03,40.6
2016-08-04,40.9
2016-08-05,41.3
2016-08-08,41.65
2016-08-09,41.2
2016-08-10,40.7
2016-08-11,39.9
2016-08-12,40.5
2016-08-16,40.6
2016-08-17,41.4
2016-08-18,41.25
2016-08-19,41.7
2016-08-22,41.3
2016-08-23,41.25
2016-08-24,41.65
2016-08-25,41.75
2016-08-26,42.0
2016-08-29,41.8
2016-08-30,42.7
2016-08-31,42.85
2016-09-01,42.85
2016-09-02,42.6
2016-09-06,42.85
2016-09-07,43.75
2016-09-08,45.65
2016-09-09,45.8
2016-09-12,43.05
2016-09-14,43.9
2016-09-15,45.2
2016-09-16,43.6
2016-09-19,43.4
2016-09-20,43.65
2016-09-21,43.55
2016-09-22,44.0
2016-09-23,43.85
2016-09-26,42.85
2016-09-27,43.45
2016-09-28,44.9
2016-09-29,41.4
2016-09-30,42.2
2016-10-03,43.7
2016-10-04,44.0
2016-10-05,43.8
2016-10-06,43.25
2016-10-07,42.75
2016-10-10,42.25
2016-10-13,41.1
2016-10-14,41.05
2016-10-17,40.6
2016-10-18,41.15
2016-10-19,41.2
2016-10-20,43.3
2016-10-21,42.65
2016-10-24,42.85
2016-10-25,42.25
2016-10-26,41.6
2016-10-27,41.75
2016-10-28,41.6
2016-10-30,42.45
2016-11-01,42.2
2016-11-02,41.05
2016-11-03,40.8
2016-11-04,40.05
2016-11-07,40.4
2016-11-08,40.05
2016-11-09,40.15
2016-11-10,42.9
2016-11-11,42.2
2016-11-15,47.9
2016-11-16,47.8
2016-11-17,48.7
2016-11-18,48.75
2016-11-21,44.5
2016-11-22,45.65
2016-11-23,44.75
2016-11-24,45.15
2016-11-25,45.65
2016-11-28,44.8
2016-11-29,44.75
2016-11-30,46.7
2016-12-01,45.65
2016-12-02,45.1
2016-12-05,45.1
2016-12-06,44.85
2016-12-07,44.9
2016-12-08,44.8
2016-12-09,45.45
2016-12-12,44.95
2016-12-13,44.95
2016-12-14,44.75
2016-12-15,44.45
2016-12-16,43.7
2016-12-19,43.2
2016-12-20,42.1
2016-12-21,41.55
2016-12-22,40.95
2016-12-23,41.05
2016-12-26,40.3
2016-12-27,41.05
2016-12-28,40.95
2016-12-29,41.3
2016-12-30,41.8
