Date,SASTASUNDR
2016-01-01,87.8
2016-01-04,88.4
2016-01-05,93.1
2016-01-06,90.4
2016-01-07,87.7
2016-01-08,87.55
2016-01-11,87.1
2016-01-12,85.85
2016-01-13,84.45
2016-01-14,86.25
2016-01-15,82.6
2016-01-18,71.3
2016-01-19,78.75
2016-01-20,80.3
2016-01-21,84.35
2016-01-22,86.9
2016-01-25,84.3
2016-01-27,86.55
2016-01-28,83.4
2016-01-29,85.25
2016-02-01,85.0
2016-02-02,85.65
2016-02-03,78.4
2016-02-04,79.45
2016-02-05,81.0
2016-02-08,80.3
2016-02-09,77.65
2016-02-10,72.6
2016-02-11,64.9
2016-02-12,66.2
2016-02-15,70.35
2016-02-16,66.15
2016-02-17,62.6
2016-02-18,62.1
2016-02-19,63.2
2016-02-22,61.2
2016-02-23,59.0
2016-02-24,53.45
2016-02-25,52.65
2016-02-26,53.55
2016-02-29,55.9
2016-03-01,56.1
2016-03-02,64.0
2016-03-03,64.0
2016-03-04,65.7
2016-03-08,63.8
2016-03-09,64.15
2016-03-10,62.6
2016-03-11,62.05
2016-03-14,63.4
2016-03-15,62.55
2016-03-16,63.0
2016-03-17,62.45
2016-03-18,62.15
2016-03-21,63.7
2016-03-22,62.25
2016-03-23,62.8
2016-03-28,64.3
2016-03-29,62.6
2016-03-30,62.25
2016-03-31,64.9
2016-04-01,66.2
2016-04-04,67.15
2016-04-05,65.85
2016-04-06,65.85
2016-04-07,63.85
2016-04-08,62.5
2016-04-11,62.8
2016-04-12,65.8
2016-04-13,78.8
2016-04-18,83.65
2016-04-20,77.0
2016-04-21,75.5
2016-04-22,72.45
2016-04-25,70.7
2016-04-26,74.65
2016-04-27,73.35
2016-04-28,72.4
2016-04-29,70.35
2016-05-02,71.4
2016-05-03,71.95
2016-05-04,80.1
2016-05-05,76.85
2016-05-06,77.0
2016-05-09,75.8
2016-05-10,75.3
2016-05-11,73.2
2016-05-12,73.15
2016-05-13,72.7
2016-05-16,71.65
2016-05-17,72.3
2016-05-18,74.45
2016-05-19,75.1
2016-05-20,73.35
2016-05-23,72.65
2016-05-24,72.15
2016-05-25,72.95
2016-05-26,72.55
2016-05-27,71.5
2016-05-30,69.95
2016-05-31,69.4
2016-06-01,69.25
2016-06-02,68.7
2016-06-03,68.3
2016-06-06,66.3
2016-06-07,66.0
2016-06-08,70.65
2016-06-09,69.9
2016-06-10,70.3
2016-06-13,70.55
2016-06-14,70.0
2016-06-15,68.8
2016-06-16,68.35
2016-06-17,68.85
2016-06-20,67.8
2016-06-21,74.7
2016-06-22,77.45
2016-06-23,77.1
2016-06-24,74.85
2016-06-27,79.15
2016-06-28,80.65
2016-06-29,79.7
2016-06-30,82.6
2016-07-01,80.8
2016-07-04,80.25
2016-07-05,79.3
2016-07-07,78.3
2016-07-08,76.9
2016-07-11,76.6
2016-07-12,78.0
2016-07-13,76.25
2016-07-14,75.3
2016-07-15,74.3
2016-07-18,73.2
2016-07-19,71.9
2016-07-20,71.4
2016-07-21,71.8
2016-07-22,73.8
2016-07-25,72.75
2016-07-26,72.9
2016-07-27,72.6
2016-07-28,71.15
2016-07-29,70.0
2016-08-01,70.0
2016-08-02,68.5
2016-08-03,67.1
2016-08-04,64.95
2016-08-05,65.2
2016-08-08,63.0
2016-08-09,61.8
2016-08-10,56.9
2016-08-11,48.75
2016-08-12,51.7
2016-08-16,51.45
2016-08-17,51.65
2016-08-18,53.05
2016-08-19,54.6
2016-08-22,58.2
2016-08-23,59.8
2016-08-24,58.65
2016-08-25,61.6
2016-08-26,61.6
2016-08-29,61.7
2016-08-30,60.55
2016-08-31,58.1
2016-09-01,57.3
2016-09-02,56.75
2016-09-06,57.55
2016-09-07,55.95
2016-09-08,53.0
2016-09-09,53.9
2016-09-12,53.75
2016-09-14,53.0
2016-09-15,52.45
2016-09-16,52.25
2016-09-19,51.9
2016-09-20,51.0
2016-09-21,51.2
2016-09-22,51.25
2016-09-23,49.9
2016-09-26,49.1
2016-09-27,49.2
2016-09-28,45.4
2016-09-29,45.4
2016-09-30,47.55
2016-10-03,52.05
2016-10-04,49.75
2016-10-05,51.85
2016-10-06,51.9
2016-10-07,50.65
2016-10-10,50.6
2016-10-13,50.05
2016-10-14,49.65
2016-10-17,50.4
2016-10-18,50.5
2016-10-19,50.35
2016-10-20,50.1
2016-10-21,50.7
2016-10-24,50.6
2016-10-25,51.5
2016-10-26,52.0
2016-10-27,52.55
2016-10-28,51.8
2016-10-30,53.05
2016-11-01,51.1
2016-11-02,50.2
2016-11-03,50.5
2016-11-04,50.15
2016-11-07,50.2
2016-11-08,49.6
2016-11-09,48.35
2016-11-10,50.2
2016-11-11,47.15
2016-11-15,45.3
2016-11-16,45.35
2016-11-17,45.5
2016-11-18,45.55
2016-11-21,44.0
2016-11-22,50.45
2016-11-23,52.1
2016-11-24,49.85
2016-11-25,51.45
2016-11-28,52.5
2016-11-29,53.15
2016-11-30,54.0
2016-12-01,59.85
2016-12-02,57.85
2016-12-05,59.95
2016-12-06,59.55
2016-12-07,58.8
2016-12-08,59.1
2016-12-09,60.0
2016-12-12,59.0
2016-12-13,61.1
2016-12-14,61.05
2016-12-15,62.0
2016-12-16,61.4
2016-12-19,65.1
2016-12-20,63.75
2016-12-21,71.35
2016-12-22,69.05
2016-12-23,71.25
2016-12-26,71.05
2016-12-27,72.2
2016-12-28,71.25
2016-12-29,74.85
2016-12-30,74.1
