Date,DISHTV
2016-01-01,102.15
2016-01-04,100.55
2016-01-05,100.1
2016-01-06,103.75
2016-01-07,97.85
2016-01-08,99.5
2016-01-11,96.4
2016-01-12,94.9
2016-01-13,94.05
2016-01-14,92.2
2016-01-15,87.3
2016-01-18,82.0
2016-01-19,87.35
2016-01-20,85.25
2016-01-21,84.5
2016-01-22,87.8
2016-01-25,86.5
2016-01-27,88.15
2016-01-28,87.3
2016-01-29,91.25
2016-02-01,89.95
2016-02-02,88.6
2016-02-03,77.2
2016-02-04,79.4
2016-02-05,80.3
2016-02-08,81.55
2016-02-09,81.6
2016-02-10,79.15
2016-02-11,72.8
2016-02-12,74.15
2016-02-15,75.05
2016-02-16,71.5
2016-02-17,71.5
2016-02-18,72.2
2016-02-19,72.5
2016-02-22,72.45
2016-02-23,70.25
2016-02-24,69.65
2016-02-25,69.5
2016-02-26,67.4
2016-02-29,67.75
2016-03-01,71.25
2016-03-02,73.35
2016-03-03,72.0
2016-03-04,75.25
2016-03-08,77.75
2016-03-09,79.25
2016-03-10,77.85
2016-03-11,79.85
2016-03-14,80.85
2016-03-15,79.35
2016-03-16,81.5
2016-03-17,82.25
2016-03-18,84.4
2016-03-21,85.05
2016-03-22,85.2
2016-03-23,83.15
2016-03-28,79.45
2016-03-29,82.15
2016-03-30,84.35
2016-03-31,86.7
2016-04-01,85.3
2016-04-04,88.8
2016-04-05,84.1
2016-04-06,87.8
2016-04-07,85.45
2016-04-08,84.45
2016-04-11,85.35
2016-04-12,86.4
2016-04-13,87.05
2016-04-18,91.2
2016-04-20,88.25
2016-04-21,88.25
2016-04-22,88.8
2016-04-25,90.9
2016-04-26,91.4
2016-04-27,90.9
2016-04-28,89.85
2016-04-29,90.5
2016-05-02,90.45
2016-05-03,90.75
2016-05-04,88.2
2016-05-05,89.6
2016-05-06,89.5
2016-05-09,91.45
2016-05-10,91.2
2016-05-11,95.7
2016-05-12,96.3
2016-05-13,96.15
2016-05-16,97.6
2016-05-17,96.5
2016-05-18,95.05
2016-05-19,91.85
2016-05-20,93.9
2016-05-23,88.25
2016-05-24,83.8
2016-05-25,86.4
2016-05-26,85.65
2016-05-27,86.7
2016-05-30,88.3
2016-05-31,88.3
2016-06-01,88.8
2016-06-02,88.2
2016-06-03,86.85
2016-06-06,86.85
2016-06-07,88.65
2016-06-08,91.1
2016-06-09,92.3
2016-06-10,91.7
2016-06-13,91.15
2016-06-14,91.85
2016-06-15,92.5
2016-06-16,94.6
2016-06-17,93.8
2016-06-20,95.75
2016-06-21,94.5
2016-06-22,93.9
2016-06-23,93.75
2016-06-24,92.7
2016-06-27,93.45
2016-06-28,93.6
2016-06-29,96.35
2016-06-30,97.7
2016-07-01,99.05
2016-07-04,100.2
2016-07-05,98.55
2016-07-07,96.5
2016-07-08,97.15
2016-07-11,97.55
2016-07-12,99.25
2016-07-13,99.0
2016-07-14,99.4
2016-07-15,98.65
2016-07-18,96.35
2016-07-19,95.75
2016-07-20,96.5
2016-07-21,98.6
2016-07-22,97.85
2016-07-25,98.8
2016-07-26,98.75
2016-07-27,93.55
2016-07-28,93.9
2016-07-29,102.95
2016-08-01,104.8
2016-08-02,103.5
2016-08-03,101.4
2016-08-04,97.4
2016-08-05,98.2
2016-08-08,100.1
2016-08-09,95.8
2016-08-10,90.2
2016-08-11,89.4
2016-08-12,87.95
2016-08-16,91.35
2016-08-17,92.4
2016-08-18,96.35
2016-08-19,94.15
2016-08-22,93.05
2016-08-23,96.0
2016-08-24,97.75
2016-08-25,94.2
2016-08-26,95.55
2016-08-29,95.35
2016-08-30,97.0
2016-08-31,98.65
2016-09-01,93.0
2016-09-02,94.95
2016-09-06,96.0
2016-09-07,96.35
2016-09-08,97.55
2016-09-09,96.05
2016-09-12,91.8
2016-09-14,95.9
2016-09-15,100.45
2016-09-16,100.05
2016-09-19,101.45
2016-09-20,98.6
2016-09-21,97.85
2016-09-22,98.55
2016-09-23,99.1
2016-09-26,97.85
2016-09-27,96.6
2016-09-28,96.65
2016-09-29,89.85
2016-09-30,93.1
2016-10-03,97.2
2016-10-04,96.6
2016-10-05,97.75
2016-10-06,96.4
2016-10-07,96.0
2016-10-10,98.45
2016-10-13,93.45
2016-10-14,93.25
2016-10-17,91.7
2016-10-18,93.65
2016-10-19,94.85
2016-10-20,94.9
2016-10-21,95.85
2016-10-24,97.05
2016-10-25,99.5
2016-10-26,96.4
2016-10-27,95.45
2016-10-28,95.95
2016-10-30,100.0
2016-11-01,97.1
2016-11-02,93.0
2016-11-03,89.0
2016-11-04,87.35
2016-11-07,87.8
2016-11-08,89.45
2016-11-09,87.45
2016-11-10,92.4
2016-11-11,87.35
2016-11-15,90.55
2016-11-16,92.55
2016-11-17,91.25
2016-11-18,89.3
2016-11-21,84.75
2016-11-22,85.95
2016-11-23,84.45
2016-11-24,81.7
2016-11-25,87.8
2016-11-28,89.1
2016-11-29,88.8
2016-11-30,91.15
2016-12-01,89.65
2016-12-02,86.25
2016-12-05,85.85
2016-12-06,86.95
2016-12-07,86.15
2016-12-08,88.75
2016-12-09,89.45
2016-12-12,88.35
2016-12-13,86.3
2016-12-14,85.05
2016-12-15,83.95
2016-12-16,83.45
2016-12-19,82.65
2016-12-20,82.6
2016-12-21,84.0
2016-12-22,83.85
2016-12-23,83.3
2016-12-26,81.3
2016-12-27,82.95
2016-12-28,82.9
2016-12-29,83.15
2016-12-30,84.65
