Date,DEEPAKNTR
2016-01-01,73.45
2016-01-04,74.6
2016-01-05,74.4
2016-01-06,74.1
2016-01-07,73.2
2016-01-08,72.9
2016-01-11,70.6
2016-01-12,71.4
2016-01-13,67.85
2016-01-14,66.7
2016-01-15,65.95
2016-01-18,62.5
2016-01-19,62.45
2016-01-20,60.0
2016-01-21,61.45
2016-01-22,62.45
2016-01-25,64.5
2016-01-27,65.5
2016-01-28,65.55
2016-01-29,65.9
2016-02-01,65.35
2016-02-02,64.1
2016-02-03,63.45
2016-02-04,66.05
2016-02-05,67.2
2016-02-08,64.7
2016-02-09,61.65
2016-02-10,61.75
2016-02-11,57.85
2016-02-12,56.7
2016-02-15,62.55
2016-02-16,62.3
2016-02-17,63.25
2016-02-18,63.1
2016-02-19,63.55
2016-02-22,63.5
2016-02-23,63.05
2016-02-24,63.4
2016-02-25,60.65
2016-02-26,59.9
2016-02-29,59.65
2016-03-01,60.2
2016-03-02,64.2
2016-03-03,63.8
2016-03-04,63.1
2016-03-08,62.2
2016-03-09,61.45
2016-03-10,61.75
2016-03-11,62.95
2016-03-14,62.65
2016-03-15,63.85
2016-03-16,63.6
2016-03-17,64.15
2016-03-18,65.0
2016-03-21,66.05
2016-03-22,66.15
2016-03-23,64.7
2016-03-28,64.05
2016-03-29,68.0
2016-03-30,67.55
2016-03-31,68.0
2016-04-01,67.75
2016-04-04,68.0
2016-04-05,66.15
2016-04-06,68.75
2016-04-07,67.9
2016-04-08,68.55
2016-04-11,67.7
2016-04-12,68.0
2016-04-13,68.9
2016-04-18,67.8
2016-04-20,69.3
2016-04-21,69.3
2016-04-22,69.45
2016-04-25,70.25
2016-04-26,70.95
2016-04-27,70.15
2016-04-28,69.6
2016-04-29,70.05
2016-05-02,70.5
2016-05-03,69.6
2016-05-04,70.4
2016-05-05,71.2
2016-05-06,70.05
2016-05-09,70.95
2016-05-10,72.35
2016-05-11,74.85
2016-05-12,74.4
2016-05-13,75.0
2016-05-16,75.15
2016-05-17,75.05
2016-05-18,76.85
2016-05-19,82.05
2016-05-20,82.4
2016-05-23,85.65
2016-05-24,82.5
2016-05-25,81.55
2016-05-26,81.85
2016-05-27,81.15
2016-05-30,83.5
2016-05-31,82.35
2016-06-01,84.3
2016-06-02,83.5
2016-06-03,81.75
2016-06-06,81.05
2016-06-07,81.25
2016-06-08,81.1
2016-06-09,81.6
2016-06-10,81.6
2016-06-13,83.9
2016-06-14,86.45
2016-06-15,87.3
2016-06-16,86.8
2016-06-17,85.85
2016-06-20,86.3
2016-06-21,86.75
2016-06-22,86.3
2016-06-23,84.15
2016-06-24,82.05
2016-06-27,83.65
2016-06-28,84.6
2016-06-29,86.55
2016-06-30,86.3
2016-07-01,89.05
2016-07-04,90.75
2016-07-05,92.45
2016-07-07,92.5
2016-07-08,91.55
2016-07-11,96.65
2016-07-12,96.6
2016-07-13,97.65
2016-07-14,97.1
2016-07-15,102.9
2016-07-18,99.2
2016-07-19,102.1
2016-07-20,101.65
2016-07-21,100.4
2016-07-22,101.85
2016-07-25,99.4
2016-07-26,99.1
2016-07-27,97.95
2016-07-28,100.3
2016-07-29,102.95
2016-08-01,102.05
2016-08-02,101.05
2016-08-03,104.1
2016-08-04,102.0
2016-08-05,100.3
2016-08-08,103.1
2016-08-09,103.75
2016-08-10,102.3
2016-08-11,101.75
2016-08-12,101.0
2016-08-16,100.85
2016-08-17,101.55
2016-08-18,104.3
2016-08-19,102.5
2016-08-22,103.6
2016-08-23,102.9
2016-08-24,102.7
2016-08-25,102.05
2016-08-26,100.65
2016-08-29,100.65
2016-08-30,100.8
2016-08-31,113.45
2016-09-01,119.95
2016-09-02,124.7
2016-09-06,126.7
2016-09-07,124.2
2016-09-08,130.35
2016-09-09,127.75
2016-09-12,121.7
2016-09-14,124.2
2016-09-15,121.6
2016-09-16,118.15
2016-09-19,120.8
2016-09-20,119.75
2016-09-21,118.75
2016-09-22,122.65
2016-09-23,120.95
2016-09-26,118.1
2016-09-27,119.1
2016-09-28,121.3
2016-09-29,114.6
2016-09-30,119.05
2016-10-03,120.7
2016-10-04,122.1
2016-10-05,128.4
2016-10-06,126.65
2016-10-07,120.35
2016-10-10,119.8
2016-10-13,119.6
2016-10-14,120.75
2016-10-17,120.1
2016-10-18,121.4
2016-10-19,127.2
2016-10-20,125.8
2016-10-21,123.1
2016-10-24,121.55
2016-10-25,120.35
2016-10-26,117.3
2016-10-27,110.25
2016-10-28,111.5
2016-10-30,114.45
2016-11-01,111.4
2016-11-02,109.5
2016-11-03,106.8
2016-11-04,104.55
2016-11-07,104.85
2016-11-08,104.8
2016-11-09,106.3
2016-11-10,107.15
2016-11-11,100.55
2016-11-15,94.9
2016-11-16,91.1
2016-11-17,92.3
2016-11-18,93.7
2016-11-21,89.3
2016-11-22,90.85
2016-11-23,92.15
2016-11-24,94.15
2016-11-25,93.15
2016-11-28,91.55
2016-11-29,92.8
2016-11-30,93.7
2016-12-01,92.3
2016-12-02,91.0
2016-12-05,90.2
2016-12-06,92.35
2016-12-07,93.15
2016-12-08,95.1
2016-12-09,103.35
2016-12-12,100.55
2016-12-13,98.5
2016-12-14,98.1
2016-12-15,98.75
2016-12-16,97.4
2016-12-19,95.75
2016-12-20,93.75
2016-12-21,90.1
2016-12-22,88.7
2016-12-23,84.85
2016-12-26,81.85
2016-12-27,85.15
2016-12-28,87.2
2016-12-29,88.5
2016-12-30,92.0
