Date,TRIDENT
2016-01-01,57.9
2016-01-04,55.95
2016-01-05,57.1
2016-01-06,57.5
2016-01-07,54.2
2016-01-08,54.75
2016-01-11,55.15
2016-01-12,54.3
2016-01-13,52.75
2016-01-14,50.85
2016-01-15,47.4
2016-01-18,43.5
2016-01-19,46.2
2016-01-20,42.9
2016-01-21,43.65
2016-01-22,45.75
2016-01-25,47.65
2016-01-27,47.65
2016-01-28,48.45
2016-01-29,52.35
2016-02-01,54.45
2016-02-02,51.35
2016-02-03,52.35
2016-02-04,49.55
2016-02-05,50.05
2016-02-08,48.85
2016-02-09,47.8
2016-02-10,45.9
2016-02-11,41.9
2016-02-12,40.95
2016-02-15,44.35
2016-02-16,42.85
2016-02-17,42.65
2016-02-18,43.7
2016-02-19,44.8
2016-02-22,45.8
2016-02-23,45.4
2016-02-24,44.55
2016-02-25,43.35
2016-02-26,42.15
2016-02-29,42.85
2016-03-01,44.55
2016-03-02,46.0
2016-03-03,46.3
2016-03-04,47.95
2016-03-08,48.95
2016-03-09,48.9
2016-03-10,49.4
2016-03-11,50.25
2016-03-14,51.1
2016-03-15,52.4
2016-03-16,53.05
2016-03-17,52.55
2016-03-18,51.4
2016-03-21,50.65
2016-03-22,49.4
2016-03-23,50.05
2016-03-28,46.8
2016-03-29,49.2
2016-03-30,50.4
2016-03-31,51.3
2016-04-01,51.85
2016-04-04,51.4
2016-04-05,49.5
2016-04-06,49.35
2016-04-07,49.4
2016-04-08,52.1
2016-04-11,51.85
2016-04-12,51.35
2016-04-13,51.2
2016-04-18,51.05
2016-04-20,51.85
2016-04-21,53.75
2016-04-22,53.8
2016-04-25,54.05
2016-04-26,53.8
2016-04-27,53.85
2016-04-28,53.2
2016-04-29,51.35
2016-05-02,51.55
2016-05-03,50.55
2016-05-04,50.75
2016-05-05,50.15
2016-05-06,49.9
2016-05-09,50.9
2016-05-10,51.7
2016-05-11,51.75
2016-05-12,53.5
2016-05-13,51.5
2016-05-16,51.3
2016-05-17,50.7
2016-05-18,50.6
2016-05-19,49.3
2016-05-20,48.55
2016-05-23,48.0
2016-05-24,47.3
2016-05-25,50.7
2016-05-26,51.6
2016-05-27,50.9
2016-05-30,50.35
2016-05-31,49.8
2016-06-01,51.55
2016-06-02,51.25
2016-06-03,50.25
2016-06-06,49.75
2016-06-07,49.45
2016-06-08,49.55
2016-06-09,49.8
2016-06-10,49.55
2016-06-13,48.95
2016-06-14,48.8
2016-06-15,49.8
2016-06-16,49.5
2016-06-17,48.55
2016-06-20,49.5
2016-06-21,53.45
2016-06-22,52.9
2016-06-23,50.2
2016-06-24,48.7
2016-06-27,49.75
2016-06-28,49.65
2016-06-29,49.9
2016-06-30,49.8
2016-07-01,49.75
2016-07-04,49.75
2016-07-05,49.3
2016-07-07,49.85
2016-07-08,49.4
2016-07-11,50.5
2016-07-12,49.4
2016-07-13,49.05
2016-07-14,48.85
2016-07-15,47.95
2016-07-18,47.55
2016-07-19,47.45
2016-07-20,48.4
2016-07-21,47.3
2016-07-22,47.6
2016-07-25,47.65
2016-07-26,47.1
2016-07-27,46.3
2016-07-28,45.8
2016-07-29,46.5
2016-08-01,45.9
2016-08-02,44.85
2016-08-03,43.65
2016-08-04,42.15
2016-08-05,45.3
2016-08-08,48.05
2016-08-09,47.1
2016-08-10,47.65
2016-08-11,47.2
2016-08-12,47.25
2016-08-16,46.35
2016-08-17,46.0
2016-08-18,46.65
2016-08-19,47.8
2016-08-22,47.0
2016-08-23,45.85
2016-08-24,46.45
2016-08-25,49.9
2016-08-26,56.45
2016-08-29,58.05
2016-08-30,55.9
2016-08-31,51.7
2016-09-01,51.9
2016-09-02,51.2
2016-09-06,53.05
2016-09-07,52.95
2016-09-08,52.8
2016-09-09,50.8
2016-09-12,49.9
2016-09-14,49.95
2016-09-15,53.05
2016-09-16,54.2
2016-09-19,54.6
2016-09-20,55.45
2016-09-21,55.15
2016-09-22,55.55
2016-09-23,54.5
2016-09-26,52.95
2016-09-27,52.05
2016-09-28,52.25
2016-09-29,47.75
2016-09-30,49.75
2016-10-03,51.65
2016-10-04,52.4
2016-10-05,52.35
2016-10-06,52.6
2016-10-07,54.05
2016-10-10,54.2
2016-10-13,54.4
2016-10-14,57.4
2016-10-17,59.15
2016-10-18,59.45
2016-10-19,58.8
2016-10-20,60.0
2016-10-21,59.85
2016-10-24,60.65
2016-10-25,60.55
2016-10-26,59.25
2016-10-27,58.75
2016-10-28,58.75
2016-10-30,59.5
2016-11-01,59.6
2016-11-02,58.0
2016-11-03,59.65
2016-11-04,57.45
2016-11-07,58.6
2016-11-08,58.9
2016-11-09,55.35
2016-11-10,57.15
2016-11-11,54.4
2016-11-15,50.75
2016-11-16,50.55
2016-11-17,50.85
2016-11-18,51.9
2016-11-21,49.85
2016-11-22,50.4
2016-11-23,51.7
2016-11-24,53.15
2016-11-25,53.7
2016-11-28,54.45
2016-11-29,55.15
2016-11-30,58.05
2016-12-01,56.7
2016-12-02,55.55
2016-12-05,56.15
2016-12-06,56.2
2016-12-07,55.4
2016-12-08,56.85
2016-12-09,58.2
2016-12-12,58.45
2016-12-13,58.2
2016-12-14,58.45
2016-12-15,60.35
2016-12-16,59.2
2016-12-19,58.25
2016-12-20,58.25
2016-12-21,58.5
2016-12-22,56.8
2016-12-23,55.95
2016-12-26,54.75
2016-12-27,55.45
2016-12-28,55.7
2016-12-29,56.1
2016-12-30,57.55
