Date,J&KBANK
2016-01-01,84.15
2016-01-04,83.45
2016-01-05,84.25
2016-01-06,83.2
2016-01-07,81.45
2016-01-08,83.7
2016-01-11,82.5
2016-01-12,78.15
2016-01-13,75.9
2016-01-14,74.1
2016-01-15,69.8
2016-01-18,69.0
2016-01-19,68.6
2016-01-20,66.7
2016-01-21,68.6
2016-01-22,68.65
2016-01-25,68.45
2016-01-27,69.0
2016-01-28,69.25
2016-01-29,71.45
2016-02-01,71.6
2016-02-02,71.35
2016-02-03,69.5
2016-02-04,71.2
2016-02-05,70.55
2016-02-08,71.25
2016-02-09,69.75
2016-02-10,69.9
2016-02-11,69.7
2016-02-12,66.95
2016-02-15,68.2
2016-02-16,68.55
2016-02-17,68.2
2016-02-18,66.8
2016-02-19,66.15
2016-02-22,66.6
2016-02-23,65.9
2016-02-24,64.4
2016-02-25,62.55
2016-02-26,62.5
2016-02-29,63.35
2016-03-01,63.3
2016-03-02,64.15
2016-03-03,64.4
2016-03-04,64.85
2016-03-08,64.15
2016-03-09,64.3
2016-03-10,64.1
2016-03-11,62.2
2016-03-14,61.9
2016-03-15,61.2
2016-03-16,61.2
2016-03-17,60.75
2016-03-18,60.75
2016-03-21,60.8
2016-03-22,61.7
2016-03-23,60.7
2016-03-28,60.7
2016-03-29,60.8
2016-03-30,60.75
2016-03-31,60.5
2016-04-01,60.5
2016-04-04,60.9
2016-04-05,60.35
2016-04-06,58.15
2016-04-07,59.05
2016-04-08,59.2
2016-04-11,58.95
2016-04-12,58.0
2016-04-13,58.8
2016-04-18,59.3
2016-04-20,59.25
2016-04-21,61.9
2016-04-22,72.85
2016-04-25,69.3
2016-04-26,68.9
2016-04-27,68.55
2016-04-28,69.9
2016-04-29,68.7
2016-05-02,66.9
2016-05-03,66.3
2016-05-04,66.3
2016-05-05,63.25
2016-05-06,63.4
2016-05-09,66.15
2016-05-10,65.45
2016-05-11,64.0
2016-05-12,63.85
2016-05-13,64.0
2016-05-16,62.95
2016-05-17,61.75
2016-05-18,61.75
2016-05-19,60.45
2016-05-20,60.1
2016-05-23,61.25
2016-05-24,58.75
2016-05-25,58.25
2016-05-26,58.25
2016-05-27,58.65
2016-05-30,57.55
2016-05-31,57.3
2016-06-01,57.2
2016-06-02,58.25
2016-06-03,56.6
2016-06-06,57.95
2016-06-07,64.2
2016-06-08,63.1
2016-06-09,65.2
2016-06-10,66.45
2016-06-13,64.65
2016-06-14,68.3
2016-06-15,68.1
2016-06-16,68.5
2016-06-17,68.55
2016-06-20,69.3
2016-06-21,67.4
2016-06-22,66.0
2016-06-23,66.9
2016-06-24,66.05
2016-06-27,68.4
2016-06-28,68.45
2016-06-29,69.8
2016-06-30,68.9
2016-07-01,68.7
2016-07-04,69.6
2016-07-05,69.2
2016-07-07,69.3
2016-07-08,69.7
2016-07-11,71.3
2016-07-12,70.35
2016-07-13,69.45
2016-07-14,71.2
2016-07-15,69.75
2016-07-18,68.85
2016-07-19,67.9
2016-07-20,68.2
2016-07-21,67.6
2016-07-22,66.85
2016-07-25,68.6
2016-07-26,68.0
2016-07-27,67.6
2016-07-28,68.1
2016-07-29,67.25
2016-08-01,65.85
2016-08-02,64.25
2016-08-03,66.25
2016-08-04,67.35
2016-08-05,67.65
2016-08-08,69.75
2016-08-09,73.65
2016-08-10,68.7
2016-08-11,66.4
2016-08-12,67.2
2016-08-16,70.9
2016-08-17,70.35
2016-08-18,69.8
2016-08-19,72.25
2016-08-22,71.7
2016-08-23,70.95
2016-08-24,70.05
2016-08-25,69.65
2016-08-26,68.6
2016-08-29,68.85
2016-08-30,70.95
2016-08-31,70.35
2016-09-01,69.45
2016-09-02,69.35
2016-09-06,69.9
2016-09-07,71.25
2016-09-08,78.9
2016-09-09,78.55
2016-09-12,74.55
2016-09-14,77.8
2016-09-15,78.5
2016-09-16,82.7
2016-09-19,82.25
2016-09-20,83.2
2016-09-21,83.25
2016-09-22,82.85
2016-09-23,80.2
2016-09-26,80.7
2016-09-27,80.6
2016-09-28,82.2
2016-09-29,76.2
2016-09-30,77.65
2016-10-03,88.0
2016-10-04,88.3
2016-10-05,90.05
2016-10-06,86.55
2016-10-07,87.15
2016-10-10,86.85
2016-10-13,74.45
2016-10-14,67.75
2016-10-17,65.55
2016-10-18,67.75
2016-10-19,66.85
2016-10-20,68.85
2016-10-21,69.8
2016-10-24,69.2
2016-10-25,68.7
2016-10-26,67.15
2016-10-27,68.0
2016-10-28,67.35
2016-10-30,68.1
2016-11-01,67.8
2016-11-02,66.65
2016-11-03,65.85
2016-11-04,64.55
2016-11-07,65.95
2016-11-08,65.9
2016-11-09,63.1
2016-11-10,66.15
2016-11-11,64.5
2016-11-15,60.7
2016-11-16,59.45
2016-11-17,59.55
2016-11-18,60.95
2016-11-21,58.1
2016-11-22,58.7
2016-11-23,58.25
2016-11-24,57.6
2016-11-25,57.95
2016-11-28,59.05
2016-11-29,60.95
2016-11-30,60.8
2016-12-01,61.05
2016-12-02,60.85
2016-12-05,60.0
2016-12-06,60.7
2016-12-07,59.75
2016-12-08,60.9
2016-12-09,61.55
2016-12-12,60.45
2016-12-13,61.05
2016-12-14,61.4
2016-12-15,60.9
2016-12-16,63.75
2016-12-19,63.85
2016-12-20,62.95
2016-12-21,61.45
2016-12-22,61.0
2016-12-23,60.35
2016-12-26,58.45
2016-12-27,59.75
2016-12-28,60.05
2016-12-29,60.05
2016-12-30,59.35
