Date,IPAPPM
2016-01-01,269.1
2016-01-04,264.5
2016-01-05,274.05
2016-01-06,268.45
2016-01-07,257.15
2016-01-08,261.55
2016-01-11,258.35
2016-01-12,256.65
2016-01-13,247.85
2016-01-14,244.45
2016-01-15,231.2
2016-01-18,225.0
2016-01-19,228.05
2016-01-20,231.65
2016-01-21,229.2
2016-01-22,272.25
2016-01-25,266.8
2016-01-27,265.5
2016-01-28,276.5
2016-01-29,280.25
2016-02-01,273.4
2016-02-02,271.4
2016-02-03,265.65
2016-02-04,262.0
2016-02-05,266.9
2016-02-08,264.65
2016-02-09,259.4
2016-02-10,247.8
2016-02-11,236.7
2016-02-12,240.75
2016-02-15,253.35
2016-02-16,247.85
2016-02-17,246.0
2016-02-18,248.45
2016-02-19,252.5
2016-02-22,254.4
2016-02-23,250.1
2016-02-24,250.65
2016-02-25,251.05
2016-02-26,252.5
2016-02-29,256.45
2016-03-01,268.25
2016-03-02,270.05
2016-03-03,270.15
2016-03-04,274.25
2016-03-08,290.75
2016-03-09,301.2
2016-03-10,306.0
2016-03-11,303.75
2016-03-14,297.65
2016-03-15,296.15
2016-03-16,292.05
2016-03-17,295.75
2016-03-18,290.75
2016-03-21,295.8
2016-03-22,298.9
2016-03-23,295.35
2016-03-28,290.45
2016-03-29,291.2
2016-03-30,294.7
2016-03-31,292.25
2016-04-01,292.9
2016-04-04,295.45
2016-04-05,289.55
2016-04-06,289.55
2016-04-07,290.15
2016-04-08,309.55
2016-04-11,308.75
2016-04-12,308.65
2016-04-13,307.5
2016-04-18,312.4
2016-04-20,311.95
2016-04-21,309.7
2016-04-22,310.45
2016-04-25,290.2
2016-04-26,289.3
2016-04-27,289.2
2016-04-28,286.45
2016-04-29,287.15
2016-05-02,286.5
2016-05-03,291.1
2016-05-04,290.05
2016-05-05,291.05
2016-05-06,293.2
2016-05-09,302.9
2016-05-10,295.85
2016-05-11,296.05
2016-05-12,294.45
2016-05-13,297.7
2016-05-16,296.95
2016-05-17,295.05
2016-05-18,295.65
2016-05-19,294.05
2016-05-20,293.2
2016-05-23,289.0
2016-05-24,287.45
2016-05-25,289.1
2016-05-26,287.35
2016-05-27,289.5
2016-05-30,288.75
2016-05-31,289.15
2016-06-01,287.9
2016-06-02,289.8
2016-06-03,287.85
2016-06-06,288.95
2016-06-07,287.2
2016-06-08,288.15
2016-06-09,288.1
2016-06-10,286.2
2016-06-13,286.2
2016-06-14,286.0
2016-06-15,303.4
2016-06-16,299.45
2016-06-17,299.0
2016-06-20,297.8
2016-06-21,299.65
2016-06-22,296.3
2016-06-23,294.2
2016-06-24,285.6
2016-06-27,286.55
2016-06-28,298.2
2016-06-29,297.65
2016-06-30,300.0
2016-07-01,300.15
2016-07-04,302.5
2016-07-05,302.5
2016-07-07,303.15
2016-07-08,303.2
2016-07-11,303.4
2016-07-12,301.2
2016-07-13,300.1
2016-07-14,306.55
2016-07-15,302.1
2016-07-18,302.25
2016-07-19,301.1
2016-07-20,301.05
2016-07-21,301.1
2016-07-22,300.4
2016-07-25,319.15
2016-07-26,329.95
2016-07-27,318.85
2016-07-28,311.5
2016-07-29,311.2
2016-08-01,302.05
2016-08-02,299.8
2016-08-03,293.15
2016-08-04,295.9
2016-08-05,292.15
2016-08-08,294.75
2016-08-09,289.95
2016-08-10,286.35
2016-08-11,285.35
2016-08-12,290.85
2016-08-16,289.35
2016-08-17,287.95
2016-08-18,287.6
2016-08-19,284.6
2016-08-22,287.0
2016-08-23,289.3
2016-08-24,291.2
2016-08-25,301.0
2016-08-26,299.0
2016-08-29,294.05
2016-08-30,295.05
2016-08-31,288.65
2016-09-01,287.0
2016-09-02,287.55
2016-09-06,290.35
2016-09-07,285.75
2016-09-08,289.6
2016-09-09,288.5
2016-09-12,284.95
2016-09-14,285.3
2016-09-15,291.05
2016-09-16,288.75
2016-09-19,288.55
2016-09-20,289.35
2016-09-21,286.3
2016-09-22,287.65
2016-09-23,290.35
2016-09-26,288.75
2016-09-27,289.6
2016-09-28,308.25
2016-09-29,288.0
2016-09-30,294.25
2016-10-03,298.25
2016-10-04,299.2
2016-10-05,295.2
2016-10-06,301.05
2016-10-07,329.4
2016-10-10,336.9
2016-10-13,322.2
2016-10-14,317.65
2016-10-17,317.85
2016-10-18,322.35
2016-10-19,326.65
2016-10-20,317.65
2016-10-21,318.2
2016-10-24,315.75
2016-10-25,314.7
2016-10-26,299.35
2016-10-27,291.5
2016-10-28,293.25
2016-10-30,299.2
2016-11-01,304.2
2016-11-02,308.6
2016-11-03,300.85
2016-11-04,291.1
2016-11-07,294.45
2016-11-08,294.05
2016-11-09,288.25
2016-11-10,300.25
2016-11-11,294.25
2016-11-15,294.45
2016-11-16,298.7
2016-11-17,299.35
2016-11-18,294.85
2016-11-21,291.05
2016-11-22,293.9
2016-11-23,300.9
2016-11-24,300.0
2016-11-25,302.9
2016-11-28,304.35
2016-11-29,308.9
2016-11-30,317.8
2016-12-01,312.65
2016-12-02,309.4
2016-12-05,317.75
2016-12-06,313.8
2016-12-07,314.9
2016-12-08,314.9
2016-12-09,314.25
2016-12-12,316.05
2016-12-13,311.45
2016-12-14,304.2
2016-12-15,307.15
2016-12-16,305.65
2016-12-19,305.1
2016-12-20,305.0
2016-12-21,299.4
2016-12-22,294.6
2016-12-23,295.85
2016-12-26,291.85
2016-12-27,294.2
2016-12-28,289.95
2016-12-29,292.0
2016-12-30,294.1
