Date,RANEHOLDIN
2016-01-01,621.05
2016-01-04,624.8
2016-01-05,617.15
2016-01-06,616.55
2016-01-07,610.0
2016-01-08,602.95
2016-01-11,608.5
2016-01-12,615.0
2016-01-13,604.8
2016-01-14,610.0
2016-01-15,591.15
2016-01-18,534.75
2016-01-19,569.95
2016-01-20,563.0
2016-01-21,560.0
2016-01-22,581.4
2016-01-25,566.9
2016-01-27,565.4
2016-01-28,567.2
2016-01-29,575.0
2016-02-01,595.4
2016-02-02,584.0
2016-02-03,560.05
2016-02-04,588.3
2016-02-05,595.8
2016-02-08,578.05
2016-02-09,573.05
2016-02-10,564.0
2016-02-11,549.5
2016-02-12,544.8
2016-02-15,535.85
2016-02-16,555.8
2016-02-17,535.0
2016-02-18,531.7
2016-02-19,543.15
2016-02-22,547.35
2016-02-23,543.0
2016-02-24,534.6
2016-02-25,524.75
2016-02-26,515.0
2016-02-29,498.4
2016-03-01,499.7
2016-03-02,519.2
2016-03-03,521.0
2016-03-04,534.25
2016-03-08,515.9
2016-03-09,536.3
2016-03-10,552.8
2016-03-11,543.6
2016-03-14,535.45
2016-03-15,529.0
2016-03-16,540.0
2016-03-17,539.1
2016-03-18,535.0
2016-03-21,545.0
2016-03-22,551.7
2016-03-23,561.6
2016-03-28,551.35
2016-03-29,535.45
2016-03-30,535.75
2016-03-31,544.7
2016-04-01,539.0
2016-04-04,546.0
2016-04-05,540.55
2016-04-06,540.0
2016-04-07,538.6
2016-04-08,540.2
2016-04-11,540.0
2016-04-12,526.25
2016-04-13,537.95
2016-04-18,550.0
2016-04-20,557.5
2016-04-21,559.4
2016-04-22,558.0
2016-04-25,561.3
2016-04-26,570.0
2016-04-27,566.95
2016-04-28,569.8
2016-04-29,588.2
2016-05-02,577.0
2016-05-03,580.0
2016-05-04,565.0
2016-05-05,564.5
2016-05-06,563.0
2016-05-09,565.2
2016-05-10,576.8
2016-05-11,564.0
2016-05-12,570.0
2016-05-13,563.0
2016-05-16,563.05
2016-05-17,560.6
2016-05-18,558.5
2016-05-19,573.6
2016-05-20,542.45
2016-05-23,544.6
2016-05-24,535.0
2016-05-25,548.0
2016-05-26,546.95
2016-05-27,563.45
2016-05-30,547.85
2016-05-31,566.4
2016-06-01,554.0
2016-06-02,595.0
2016-06-03,577.15
2016-06-06,580.8
2016-06-07,567.15
2016-06-08,580.0
2016-06-09,608.65
2016-06-10,593.0
2016-06-13,578.15
2016-06-14,581.0
2016-06-15,583.7
2016-06-16,593.45
2016-06-17,586.2
2016-06-20,591.55
2016-06-21,594.35
2016-06-22,586.5
2016-06-23,591.85
2016-06-24,589.4
2016-06-27,600.9
2016-06-28,589.85
2016-06-29,599.0
2016-06-30,604.75
2016-07-01,597.35
2016-07-04,600.9
2016-07-05,607.0
2016-07-07,597.5
2016-07-08,601.0
2016-07-11,602.5
2016-07-12,597.0
2016-07-13,590.0
2016-07-14,613.0
2016-07-15,610.85
2016-07-18,612.0
2016-07-19,610.55
2016-07-20,610.0
2016-07-21,666.2
2016-07-22,715.25
2016-07-25,706.7
2016-07-26,686.65
2016-07-27,686.45
2016-07-28,681.5
2016-07-29,698.1
2016-08-01,690.95
2016-08-02,690.6
2016-08-03,690.0
2016-08-04,700.55
2016-08-05,708.05
2016-08-08,714.65
2016-08-09,696.75
2016-08-10,662.9
2016-08-11,683.35
2016-08-12,689.4
2016-08-16,693.65
2016-08-17,700.05
2016-08-18,692.0
2016-08-19,695.0
2016-08-22,680.85
2016-08-23,668.7
2016-08-24,651.15
2016-08-25,660.85
2016-08-26,658.25
2016-08-29,669.45
2016-08-30,715.7
2016-08-31,710.9
2016-09-01,724.5
2016-09-02,743.75
2016-09-06,869.6
2016-09-07,846.8
2016-09-08,819.9
2016-09-09,795.45
2016-09-12,830.95
2016-09-14,844.85
2016-09-15,914.05
2016-09-16,878.9
2016-09-19,844.95
2016-09-20,834.55
2016-09-21,865.05
2016-09-22,862.65
2016-09-23,833.7
2016-09-26,816.65
2016-09-27,799.95
2016-09-28,840.7
2016-09-29,779.25
2016-09-30,815.6
2016-10-03,834.85
2016-10-04,837.95
2016-10-05,836.2
2016-10-06,837.05
2016-10-07,880.7
2016-10-10,905.2
2016-10-13,867.5
2016-10-14,851.9
2016-10-17,866.95
2016-10-18,857.9
2016-10-19,896.3
2016-10-20,870.35
2016-10-21,889.5
2016-10-24,899.25
2016-10-25,883.15
2016-10-26,876.05
2016-10-27,859.55
2016-10-28,836.75
2016-10-30,856.0
2016-11-01,853.1
2016-11-02,828.55
2016-11-03,812.45
2016-11-04,809.2
2016-11-07,830.1
2016-11-08,824.5
2016-11-09,815.2
2016-11-10,854.05
2016-11-11,799.65
2016-11-15,750.1
2016-11-16,777.35
2016-11-17,750.25
2016-11-18,753.2
2016-11-21,750.1
2016-11-22,756.05
2016-11-23,810.75
2016-11-24,801.65
2016-11-25,802.75
2016-11-28,802.75
2016-11-29,791.35
2016-11-30,793.1
2016-12-01,788.75
2016-12-02,753.6
2016-12-05,745.6
2016-12-06,805.0
2016-12-07,788.25
2016-12-08,797.85
2016-12-09,781.35
2016-12-12,765.7
2016-12-13,774.45
2016-12-14,766.95
2016-12-15,747.15
2016-12-16,761.05
2016-12-19,758.15
2016-12-20,760.35
2016-12-21,750.1
2016-12-22,750.3
2016-12-23,750.45
2016-12-26,738.55
2016-12-27,758.35
2016-12-28,762.85
2016-12-29,753.55
2016-12-30,775.75
