Date,ADANIENT
2016-01-01,90.1
2016-01-04,85.1
2016-01-05,88.6
2016-01-06,86.25
2016-01-07,79.95
2016-01-08,82.0
2016-01-11,82.35
2016-01-12,80.8
2016-01-13,80.85
2016-01-14,77.8
2016-01-15,74.4
2016-01-18,70.1
2016-01-19,72.5
2016-01-20,68.8
2016-01-21,69.6
2016-01-22,73.75
2016-01-25,74.1
2016-01-27,73.25
2016-01-28,72.05
2016-01-29,72.85
2016-02-01,74.55
2016-02-02,72.05
2016-02-03,71.95
2016-02-04,72.25
2016-02-05,73.7
2016-02-08,75.5
2016-02-09,75.0
2016-02-10,72.35
2016-02-11,67.9
2016-02-12,64.2
2016-02-15,65.35
2016-02-16,63.05
2016-02-17,63.05
2016-02-18,62.6
2016-02-19,62.95
2016-02-22,62.3
2016-02-23,60.9
2016-02-24,61.1
2016-02-25,60.2
2016-02-26,60.5
2016-02-29,58.75
2016-03-01,60.75
2016-03-02,62.45
2016-03-03,62.5
2016-03-04,63.2
2016-03-08,64.05
2016-03-09,66.4
2016-03-10,65.2
2016-03-11,65.45
2016-03-14,65.75
2016-03-15,66.6
2016-03-16,66.1
2016-03-17,67.35
2016-03-18,68.9
2016-03-21,68.6
2016-03-22,68.5
2016-03-23,71.2
2016-03-28,68.4
2016-03-29,67.65
2016-03-30,72.5
2016-03-31,73.8
2016-04-01,76.1
2016-04-04,80.55
2016-04-05,74.45
2016-04-06,75.5
2016-04-07,75.8
2016-04-08,78.25
2016-04-11,79.9
2016-04-12,79.15
2016-04-13,80.55
2016-04-18,82.95
2016-04-20,84.2
2016-04-21,83.2
2016-04-22,82.05
2016-04-25,82.85
2016-04-26,84.25
2016-04-27,85.75
2016-04-28,83.85
2016-04-29,86.7
2016-05-02,87.05
2016-05-03,85.9
2016-05-04,79.15
2016-05-05,78.1
2016-05-06,76.75
2016-05-09,77.4
2016-05-10,75.2
2016-05-11,74.3
2016-05-12,75.7
2016-05-13,73.35
2016-05-16,76.15
2016-05-17,74.95
2016-05-18,74.95
2016-05-19,71.5
2016-05-20,68.9
2016-05-23,69.7
2016-05-24,70.55
2016-05-25,71.1
2016-05-26,74.1
2016-05-27,73.35
2016-05-30,74.65
2016-05-31,72.85
2016-06-01,75.15
2016-06-02,75.55
2016-06-03,72.05
2016-06-06,72.3
2016-06-07,72.8
2016-06-08,74.9
2016-06-09,74.7
2016-06-10,74.65
2016-06-13,72.8
2016-06-14,78.85
2016-06-15,79.9
2016-06-16,78.7
2016-06-17,78.8
2016-06-20,79.75
2016-06-21,78.65
2016-06-22,77.65
2016-06-23,78.8
2016-06-24,74.2
2016-06-27,75.55
2016-06-28,81.45
2016-06-29,83.3
2016-06-30,86.75
2016-07-01,84.65
2016-07-04,86.0
2016-07-05,84.6
2016-07-07,83.65
2016-07-08,81.95
2016-07-11,83.7
2016-07-12,83.95
2016-07-13,82.35
2016-07-14,81.95
2016-07-15,80.9
2016-07-18,81.1
2016-07-19,80.25
2016-07-20,82.95
2016-07-21,81.1
2016-07-22,81.6
2016-07-25,80.85
2016-07-26,82.9
2016-07-27,82.85
2016-07-28,82.3
2016-07-29,80.65
2016-08-01,77.75
2016-08-02,77.8
2016-08-03,75.15
2016-08-04,76.55
2016-08-05,77.25
2016-08-08,78.7
2016-08-09,77.6
2016-08-10,79.9
2016-08-11,75.9
2016-08-12,75.0
2016-08-16,73.9
2016-08-17,74.4
2016-08-18,74.75
2016-08-19,76.95
2016-08-22,75.0
2016-08-23,74.45
2016-08-24,74.85
2016-08-25,73.25
2016-08-26,72.25
2016-08-29,72.75
2016-08-30,73.35
2016-08-31,72.8
2016-09-01,70.5
2016-09-02,71.1
2016-09-06,72.1
2016-09-07,72.45
2016-09-08,74.45
2016-09-09,73.45
2016-09-12,69.95
2016-09-14,71.3
2016-09-15,71.15
2016-09-16,69.1
2016-09-19,70.0
2016-09-20,70.5
2016-09-21,70.95
2016-09-22,71.85
2016-09-23,71.6
2016-09-26,70.25
2016-09-27,70.5
2016-09-28,71.15
2016-09-29,64.9
2016-09-30,65.7
2016-10-03,67.0
2016-10-04,68.0
2016-10-05,67.65
2016-10-06,66.75
2016-10-07,67.85
2016-10-10,69.05
2016-10-13,67.4
2016-10-14,67.6
2016-10-17,67.4
2016-10-18,68.55
2016-10-19,69.15
2016-10-20,71.15
2016-10-21,71.4
2016-10-24,71.4
2016-10-25,67.5
2016-10-26,67.3
2016-10-27,66.95
2016-10-28,66.9
2016-10-30,67.0
2016-11-01,66.75
2016-11-02,64.75
2016-11-03,64.5
2016-11-04,62.4
2016-11-07,63.1
2016-11-08,64.8
2016-11-09,61.9
2016-11-10,65.15
2016-11-11,63.95
2016-11-15,61.85
2016-11-16,61.95
2016-11-17,62.95
2016-11-18,64.35
2016-11-21,62.8
2016-11-22,62.55
2016-11-23,63.35
2016-11-24,61.65
2016-11-25,63.55
2016-11-28,65.6
2016-11-29,66.45
2016-11-30,68.05
2016-12-01,67.15
2016-12-02,68.05
2016-12-05,69.65
2016-12-06,69.8
2016-12-07,69.85
2016-12-08,70.7
2016-12-09,71.4
2016-12-12,71.15
2016-12-13,70.9
2016-12-14,70.95
2016-12-15,72.9
2016-12-16,73.55
2016-12-19,73.15
2016-12-20,72.25
2016-12-21,73.6
2016-12-22,71.7
2016-12-23,71.35
2016-12-26,69.7
2016-12-27,70.9
2016-12-28,70.8
2016-12-29,73.05
2016-12-30,76.55
