Date,INFINITE
2016-01-01,216.65
2016-01-04,229.75
2016-01-05,234.1
2016-01-06,234.25
2016-01-07,218.4
2016-01-08,237.9
2016-01-11,243.65
2016-01-12,259.6
2016-01-13,241.65
2016-01-14,234.3
2016-01-15,220.65
2016-01-18,211.4
2016-01-19,214.75
2016-01-20,205.2
2016-01-21,211.55
2016-01-22,215.7
2016-01-25,216.5
2016-01-27,216.5
2016-01-28,219.75
2016-01-29,220.85
2016-02-01,222.9
2016-02-02,221.05
2016-02-03,211.6
2016-02-04,206.4
2016-02-05,219.3
2016-02-08,215.8
2016-02-09,210.35
2016-02-10,206.4
2016-02-11,185.5
2016-02-12,188.0
2016-02-15,204.4
2016-02-16,202.25
2016-02-17,199.15
2016-02-18,195.45
2016-02-19,196.95
2016-02-22,201.05
2016-02-23,197.05
2016-02-24,192.55
2016-02-25,190.25
2016-02-26,184.9
2016-02-29,186.8
2016-03-01,196.7
2016-03-02,198.25
2016-03-03,207.95
2016-03-04,208.9
2016-03-08,193.3
2016-03-09,192.75
2016-03-10,192.25
2016-03-11,191.7
2016-03-14,192.45
2016-03-15,192.55
2016-03-16,201.35
2016-03-17,213.45
2016-03-18,209.95
2016-03-21,212.9
2016-03-22,208.55
2016-03-23,203.05
2016-03-28,205.8
2016-03-29,203.55
2016-03-30,202.35
2016-03-31,201.7
2016-04-01,202.25
2016-04-04,202.0
2016-04-05,197.45
2016-04-06,203.15
2016-04-07,197.85
2016-04-08,196.3
2016-04-11,197.05
2016-04-12,200.55
2016-04-13,200.65
2016-04-18,204.2
2016-04-20,212.25
2016-04-21,208.2
2016-04-22,206.25
2016-04-25,216.35
2016-04-26,217.75
2016-04-27,216.05
2016-04-28,215.15
2016-04-29,218.5
2016-05-02,218.45
2016-05-03,218.05
2016-05-04,216.6
2016-05-05,219.5
2016-05-06,216.3
2016-05-09,220.45
2016-05-10,227.9
2016-05-11,232.15
2016-05-12,236.35
2016-05-13,228.8
2016-05-16,229.75
2016-05-17,223.2
2016-05-18,230.8
2016-05-19,225.4
2016-05-20,212.25
2016-05-23,206.6
2016-05-24,209.05
2016-05-25,212.95
2016-05-26,210.65
2016-05-27,213.65
2016-05-30,215.5
2016-05-31,212.95
2016-06-01,214.95
2016-06-02,213.8
2016-06-03,212.05
2016-06-06,215.3
2016-06-07,217.8
2016-06-08,219.15
2016-06-09,217.5
2016-06-10,215.75
2016-06-13,217.75
2016-06-14,215.45
2016-06-15,218.7
2016-06-16,211.9
2016-06-17,209.6
2016-06-20,211.2
2016-06-21,200.75
2016-06-22,209.9
2016-06-23,210.65
2016-06-24,210.5
2016-06-27,209.8
2016-06-28,206.45
2016-06-29,207.6
2016-06-30,208.7
2016-07-01,209.15
2016-07-04,212.85
2016-07-05,211.1
2016-07-07,210.85
2016-07-08,205.25
2016-07-11,204.85
2016-07-12,205.5
2016-07-13,205.2
2016-07-14,205.8
2016-07-15,205.1
2016-07-18,205.05
2016-07-19,203.35
2016-07-20,205.1
2016-07-21,205.35
2016-07-22,207.65
2016-07-25,207.65
2016-07-26,205.55
2016-07-27,209.6
2016-07-28,209.1
2016-07-29,209.15
2016-08-01,206.0
2016-08-02,199.85
2016-08-03,198.75
2016-08-04,198.85
2016-08-05,199.8
2016-08-08,197.3
2016-08-09,194.95
2016-08-10,195.15
2016-08-11,192.65
2016-08-12,190.6
2016-08-16,190.25
2016-08-17,190.7
2016-08-18,197.6
2016-08-19,199.9
2016-08-22,218.1
2016-08-23,224.65
2016-08-24,227.6
2016-08-25,235.95
2016-08-26,229.1
2016-08-29,231.0
2016-08-30,232.15
2016-08-31,228.05
2016-09-01,226.1
2016-09-02,225.6
2016-09-06,224.4
2016-09-07,222.8
2016-09-08,225.15
2016-09-09,222.2
2016-09-12,223.45
2016-09-14,222.65
2016-09-15,223.85
2016-09-16,224.75
2016-09-19,224.2
2016-09-20,225.45
2016-09-21,225.5
2016-09-22,226.2
2016-09-23,227.0
2016-09-26,229.7
2016-09-27,230.5
2016-09-28,231.1
2016-09-29,229.3
2016-09-30,228.7
2016-10-03,229.65
2016-10-04,230.2
2016-10-05,230.35
2016-10-06,232.25
2016-10-07,233.35
2016-10-10,246.6
2016-10-13,249.05
2016-10-14,240.85
2016-10-17,241.25
2016-10-18,238.0
2016-10-19,237.6
2016-10-20,236.2
2016-10-21,234.65
2016-10-24,234.9
2016-10-25,237.0
2016-10-26,235.8
2016-10-27,238.0
2016-10-28,241.8
2016-10-30,242.6
2016-11-01,244.45
2016-11-02,242.7
2016-11-03,241.35
2016-11-04,239.3
2016-11-07,240.25
2016-11-08,241.45
2016-11-09,236.75
2016-11-10,238.25
2016-11-11,237.25
2016-11-15,236.1
2016-11-16,237.45
2016-11-17,236.1
2016-11-18,238.1
2016-11-21,234.35
2016-11-22,231.85
2016-11-23,235.7
2016-11-24,233.05
2016-11-25,238.0
2016-11-28,239.4
2016-11-29,240.9
2016-11-30,243.65
2016-12-01,242.75
2016-12-02,243.8
2016-12-05,245.65
2016-12-06,246.45
2016-12-07,238.85
2016-12-08,245.1
2016-12-09,246.05
2016-12-12,243.25
2016-12-13,247.35
2016-12-14,247.55
2016-12-15,248.15
2016-12-16,249.5
2016-12-19,249.9
2016-12-20,248.6
2016-12-21,249.2
2016-12-22,237.75
2016-12-23,234.85
2016-12-26,221.2
2016-12-27,220.0
2016-12-28,223.9
2016-12-29,224.3
2016-12-30,229.6
