Date,INFRATEL
2016-01-01,427.05
2016-01-04,430.05
2016-01-05,421.2
2016-01-06,410.4
2016-01-07,399.6
2016-01-08,400.2
2016-01-11,395.05
2016-01-12,395.25
2016-01-13,397.8
2016-01-14,395.25
2016-01-15,388.25
2016-01-18,379.6
2016-01-19,374.15
2016-01-20,353.7
2016-01-21,362.55
2016-01-22,362.65
2016-01-25,367.25
2016-01-27,382.7
2016-01-28,369.35
2016-01-29,361.2
2016-02-01,369.65
2016-02-02,367.4
2016-02-03,356.2
2016-02-04,356.2
2016-02-05,363.75
2016-02-08,366.45
2016-02-09,357.55
2016-02-10,354.6
2016-02-11,356.0
2016-02-12,384.1
2016-02-15,388.0
2016-02-16,362.75
2016-02-17,352.6
2016-02-18,363.85
2016-02-19,371.7
2016-02-22,375.35
2016-02-23,376.35
2016-02-24,359.8
2016-02-25,361.0
2016-02-26,364.85
2016-02-29,356.75
2016-03-01,374.6
2016-03-02,368.05
2016-03-03,368.5
2016-03-04,371.5
2016-03-08,378.65
2016-03-09,379.45
2016-03-10,378.3
2016-03-11,378.15
2016-03-14,380.55
2016-03-15,368.55
2016-03-16,367.2
2016-03-17,369.7
2016-03-18,380.65
2016-03-21,386.05
2016-03-22,390.85
2016-03-23,384.7
2016-03-28,373.4
2016-03-29,387.3
2016-03-30,375.3
2016-03-31,381.95
2016-04-01,385.6
2016-04-04,382.05
2016-04-05,374.5
2016-04-06,371.35
2016-04-07,372.9
2016-04-08,369.55
2016-04-11,381.35
2016-04-12,384.75
2016-04-13,385.7
2016-04-18,396.8
2016-04-20,386.35
2016-04-21,371.85
2016-04-22,371.7
2016-04-25,366.8
2016-04-26,363.05
2016-04-27,375.7
2016-04-28,370.9
2016-04-29,374.95
2016-05-02,375.65
2016-05-03,383.65
2016-05-04,374.2
2016-05-05,369.1
2016-05-06,370.05
2016-05-09,376.9
2016-05-10,378.8
2016-05-11,371.0
2016-05-12,372.1
2016-05-13,374.9
2016-05-16,385.2
2016-05-17,386.4
2016-05-18,383.1
2016-05-19,384.5
2016-05-20,377.55
2016-05-23,383.5
2016-05-24,384.1
2016-05-25,394.85
2016-05-26,390.15
2016-05-27,386.85
2016-05-30,386.05
2016-05-31,374.55
2016-06-01,384.95
2016-06-02,381.3
2016-06-03,384.55
2016-06-06,375.85
2016-06-07,374.2
2016-06-08,375.95
2016-06-09,374.7
2016-06-10,374.5
2016-06-13,378.25
2016-06-14,380.8
2016-06-15,365.1
2016-06-16,348.2
2016-06-17,338.65
2016-06-20,340.65
2016-06-21,348.0
2016-06-22,339.0
2016-06-23,322.0
2016-06-24,324.75
2016-06-27,327.65
2016-06-28,338.55
2016-06-29,343.95
2016-06-30,345.05
2016-07-01,350.2
2016-07-04,355.3
2016-07-05,358.3
2016-07-07,350.95
2016-07-08,344.8
2016-07-11,351.65
2016-07-12,350.3
2016-07-13,352.7
2016-07-14,353.0
2016-07-15,353.3
2016-07-18,357.65
2016-07-19,356.8
2016-07-20,354.9
2016-07-21,352.6
2016-07-22,361.8
2016-07-25,366.0
2016-07-26,363.4
2016-07-27,380.55
2016-07-28,400.0
2016-07-29,395.4
2016-08-01,396.2
2016-08-02,387.7
2016-08-03,395.9
2016-08-04,392.65
2016-08-05,389.25
2016-08-08,381.5
2016-08-09,384.95
2016-08-10,378.35
2016-08-11,368.0
2016-08-12,366.1
2016-08-16,350.05
2016-08-17,348.7
2016-08-18,347.85
2016-08-19,342.35
2016-08-22,339.7
2016-08-23,346.2
2016-08-24,346.65
2016-08-25,339.35
2016-08-26,346.85
2016-08-29,338.05
2016-08-30,345.15
2016-08-31,350.75
2016-09-01,343.75
2016-09-02,343.7
2016-09-06,347.2
2016-09-07,349.35
2016-09-08,357.6
2016-09-09,351.3
2016-09-12,343.3
2016-09-14,342.6
2016-09-15,344.75
2016-09-16,351.55
2016-09-19,348.75
2016-09-20,355.95
2016-09-21,372.65
2016-09-22,375.1
2016-09-23,370.65
2016-09-26,365.35
2016-09-27,358.5
2016-09-28,362.8
2016-09-29,371.35
2016-09-30,365.3
2016-10-03,362.75
2016-10-04,369.2
2016-10-05,376.25
2016-10-06,381.3
2016-10-07,370.9
2016-10-10,377.45
2016-10-13,374.35
2016-10-14,365.2
2016-10-17,359.45
2016-10-18,355.35
2016-10-19,358.15
2016-10-20,367.3
2016-10-21,363.65
2016-10-24,369.8
2016-10-25,379.35
2016-10-26,370.45
2016-10-27,353.75
2016-10-28,345.65
2016-10-30,347.5
2016-11-01,355.45
2016-11-02,366.3
2016-11-03,380.9
2016-11-04,364.05
2016-11-07,355.4
2016-11-08,360.65
2016-11-09,362.4
2016-11-10,387.5
2016-11-11,365.2
2016-11-15,364.85
2016-11-16,360.1
2016-11-17,358.85
2016-11-18,351.9
2016-11-21,359.65
2016-11-22,359.45
2016-11-23,360.2
2016-11-24,360.4
2016-11-25,355.6
2016-11-28,363.5
2016-11-29,369.8
2016-11-30,375.45
2016-12-01,386.55
2016-12-02,385.9
2016-12-05,386.05
2016-12-06,381.7
2016-12-07,378.9
2016-12-08,370.25
2016-12-09,358.0
2016-12-12,351.6
2016-12-13,355.4
2016-12-14,356.35
2016-12-15,351.1
2016-12-16,355.65
2016-12-19,344.95
2016-12-20,345.45
2016-12-21,335.95
2016-12-22,337.2
2016-12-23,336.4
2016-12-26,326.85
2016-12-27,331.85
2016-12-28,338.9
2016-12-29,341.9
2016-12-30,343.45
