Date,MHRIL
2016-01-01,444.7
2016-01-04,440.65
2016-01-05,435.35
2016-01-06,438.55
2016-01-07,425.4
2016-01-08,434.65
2016-01-11,434.25
2016-01-12,426.85
2016-01-13,391.5
2016-01-14,377.1
2016-01-15,371.6
2016-01-18,354.05
2016-01-19,366.35
2016-01-20,355.75
2016-01-21,367.6
2016-01-22,375.2
2016-01-25,378.0
2016-01-27,378.9
2016-01-28,379.65
2016-01-29,398.6
2016-02-01,396.2
2016-02-02,387.45
2016-02-03,371.55
2016-02-04,367.2
2016-02-05,375.5
2016-02-08,377.55
2016-02-09,366.75
2016-02-10,360.75
2016-02-11,336.15
2016-02-12,353.75
2016-02-15,370.1
2016-02-16,350.0
2016-02-17,347.9
2016-02-18,357.8
2016-02-19,355.95
2016-02-22,360.1
2016-02-23,367.8
2016-02-24,356.05
2016-02-25,365.9
2016-02-26,359.75
2016-02-29,361.45
2016-03-01,368.05
2016-03-02,382.7
2016-03-03,389.2
2016-03-04,383.7
2016-03-08,385.45
2016-03-09,388.25
2016-03-10,378.7
2016-03-11,373.6
2016-03-14,379.05
2016-03-15,374.25
2016-03-16,380.2
2016-03-17,377.9
2016-03-18,374.75
2016-03-21,375.05
2016-03-22,374.65
2016-03-23,374.75
2016-03-28,373.05
2016-03-29,374.45
2016-03-30,383.3
2016-03-31,386.55
2016-04-01,384.8
2016-04-04,400.2
2016-04-05,405.35
2016-04-06,404.8
2016-04-07,404.75
2016-04-08,403.5
2016-04-11,412.2
2016-04-12,417.0
2016-04-13,416.7
2016-04-18,420.25
2016-04-20,421.25
2016-04-21,415.65
2016-04-22,407.2
2016-04-25,398.95
2016-04-26,398.9
2016-04-27,390.05
2016-04-28,386.75
2016-04-29,398.75
2016-05-02,402.3
2016-05-03,399.15
2016-05-04,409.45
2016-05-05,403.55
2016-05-06,410.75
2016-05-09,404.45
2016-05-10,401.1
2016-05-11,396.25
2016-05-12,403.65
2016-05-13,400.6
2016-05-16,407.8
2016-05-17,420.45
2016-05-18,422.25
2016-05-19,412.05
2016-05-20,398.7
2016-05-23,398.9
2016-05-24,396.75
2016-05-25,400.35
2016-05-26,397.15
2016-05-27,393.55
2016-05-30,401.3
2016-05-31,414.6
2016-06-01,412.5
2016-06-02,404.6
2016-06-03,400.85
2016-06-06,407.65
2016-06-07,409.15
2016-06-08,409.45
2016-06-09,408.2
2016-06-10,400.6
2016-06-13,405.85
2016-06-14,408.0
2016-06-15,410.05
2016-06-16,409.3
2016-06-17,411.0
2016-06-20,411.45
2016-06-21,411.6
2016-06-22,411.25
2016-06-23,413.5
2016-06-24,402.05
2016-06-27,406.15
2016-06-28,408.4
2016-06-29,413.5
2016-06-30,413.65
2016-07-01,411.8
2016-07-04,428.0
2016-07-05,416.8
2016-07-07,413.15
2016-07-08,412.25
2016-07-11,418.2
2016-07-12,420.45
2016-07-13,419.65
2016-07-14,418.95
2016-07-15,419.65
2016-07-18,416.1
2016-07-19,417.15
2016-07-20,421.45
2016-07-21,424.5
2016-07-22,424.85
2016-07-25,429.75
2016-07-26,426.0
2016-07-27,432.05
2016-07-28,442.3
2016-07-29,439.3
2016-08-01,424.65
2016-08-02,409.3
2016-08-03,410.7
2016-08-04,412.35
2016-08-05,418.85
2016-08-08,414.8
2016-08-09,408.7
2016-08-10,413.2
2016-08-11,414.15
2016-08-12,415.95
2016-08-16,414.75
2016-08-17,415.4
2016-08-18,424.9
2016-08-19,457.5
2016-08-22,459.75
2016-08-23,475.15
2016-08-24,499.35
2016-08-25,498.35
2016-08-26,482.65
2016-08-29,486.25
2016-08-30,487.05
2016-08-31,488.1
2016-09-01,475.4
2016-09-02,489.55
2016-09-06,478.65
2016-09-07,474.9
2016-09-08,476.95
2016-09-09,461.25
2016-09-12,447.3
2016-09-14,460.0
2016-09-15,461.15
2016-09-16,453.15
2016-09-19,446.8
2016-09-20,467.5
2016-09-21,467.75
2016-09-22,476.9
2016-09-23,470.05
2016-09-26,465.05
2016-09-27,465.4
2016-09-28,462.8
2016-09-29,446.45
2016-09-30,446.7
2016-10-03,463.95
2016-10-04,464.5
2016-10-05,461.45
2016-10-06,457.45
2016-10-07,458.0
2016-10-10,465.45
2016-10-13,456.7
2016-10-14,454.25
2016-10-17,446.85
2016-10-18,454.25
2016-10-19,445.55
2016-10-20,443.15
2016-10-21,444.1
2016-10-24,463.05
2016-10-25,458.2
2016-10-26,451.85
2016-10-27,445.0
2016-10-28,446.0
2016-10-30,450.75
2016-11-01,455.9
2016-11-02,443.35
2016-11-03,437.3
2016-11-04,434.2
2016-11-07,440.15
2016-11-08,448.85
2016-11-09,432.0
2016-11-10,430.8
2016-11-11,416.0
2016-11-15,411.35
2016-11-16,418.5
2016-11-17,422.7
2016-11-18,416.1
2016-11-21,405.4
2016-11-22,404.95
2016-11-23,408.15
2016-11-24,399.3
2016-11-25,408.1
2016-11-28,407.15
2016-11-29,403.5
2016-11-30,399.8
2016-12-01,402.05
2016-12-02,392.1
2016-12-05,402.0
2016-12-06,395.2
2016-12-07,398.4
2016-12-08,397.9
2016-12-09,399.75
2016-12-12,395.25
2016-12-13,398.15
2016-12-14,393.55
2016-12-15,395.85
2016-12-16,403.8
2016-12-19,399.8
2016-12-20,399.55
2016-12-21,396.4
2016-12-22,395.85
2016-12-23,393.55
2016-12-26,390.05
2016-12-27,388.6
2016-12-28,391.6
2016-12-29,396.55
2016-12-30,398.05
