Date,DALMIASUG
2016-01-01,64.45
2016-01-04,65.25
2016-01-05,64.2
2016-01-06,68.1
2016-01-07,65.2
2016-01-08,72.35
2016-01-11,76.95
2016-01-12,76.75
2016-01-13,73.95
2016-01-14,71.0
2016-01-15,67.45
2016-01-18,58.2
2016-01-19,65.2
2016-01-20,62.7
2016-01-21,61.9
2016-01-22,66.55
2016-01-25,66.9
2016-01-27,65.2
2016-01-28,67.25
2016-01-29,69.75
2016-02-01,77.35
2016-02-02,80.05
2016-02-03,76.7
2016-02-04,72.45
2016-02-05,72.3
2016-02-08,71.7
2016-02-09,72.2
2016-02-10,68.55
2016-02-11,63.65
2016-02-12,58.1
2016-02-15,66.45
2016-02-16,62.3
2016-02-17,62.7
2016-02-18,62.9
2016-02-19,64.05
2016-02-22,63.6
2016-02-23,63.4
2016-02-24,64.1
2016-02-25,64.15
2016-02-26,62.7
2016-02-29,60.95
2016-03-01,65.35
2016-03-02,67.2
2016-03-03,69.65
2016-03-04,79.6
2016-03-08,90.75
2016-03-09,98.95
2016-03-10,94.25
2016-03-11,93.4
2016-03-14,97.25
2016-03-15,102.9
2016-03-16,101.35
2016-03-17,93.45
2016-03-18,100.85
2016-03-21,100.4
2016-03-22,98.45
2016-03-23,103.0
2016-03-28,99.3
2016-03-29,101.3
2016-03-30,100.0
2016-03-31,99.55
2016-04-01,109.4
2016-04-04,107.2
2016-04-05,105.55
2016-04-06,109.0
2016-04-07,107.05
2016-04-08,103.65
2016-04-11,101.2
2016-04-12,97.55
2016-04-13,97.55
2016-04-18,104.55
2016-04-20,98.6
2016-04-21,97.9
2016-04-22,99.1
2016-04-25,99.15
2016-04-26,97.85
2016-04-27,97.35
2016-04-28,95.15
2016-04-29,96.7
2016-05-02,96.9
2016-05-03,94.6
2016-05-04,93.0
2016-05-05,95.4
2016-05-06,96.8
2016-05-09,97.3
2016-05-10,96.2
2016-05-11,99.15
2016-05-12,98.15
2016-05-13,97.6
2016-05-16,98.45
2016-05-17,97.9
2016-05-18,98.1
2016-05-19,95.85
2016-05-20,92.4
2016-05-23,93.75
2016-05-24,93.0
2016-05-25,92.9
2016-05-26,93.6
2016-05-27,92.15
2016-05-30,91.0
2016-05-31,91.8
2016-06-01,93.2
2016-06-02,93.05
2016-06-03,94.5
2016-06-06,97.15
2016-06-07,97.9
2016-06-08,100.75
2016-06-09,98.5
2016-06-10,102.9
2016-06-13,110.25
2016-06-14,112.45
2016-06-15,121.95
2016-06-16,128.6
2016-06-17,120.5
2016-06-20,120.2
2016-06-21,115.35
2016-06-22,111.9
2016-06-23,112.0
2016-06-24,108.95
2016-06-27,130.7
2016-06-28,140.8
2016-06-29,141.5
2016-06-30,146.85
2016-07-01,152.9
2016-07-04,155.9
2016-07-05,150.05
2016-07-07,159.45
2016-07-08,156.75
2016-07-11,157.4
2016-07-12,156.85
2016-07-13,155.05
2016-07-14,156.9
2016-07-15,155.8
2016-07-18,151.45
2016-07-19,151.0
2016-07-20,152.7
2016-07-21,149.65
2016-07-22,150.35
2016-07-25,152.25
2016-07-26,151.05
2016-07-27,152.3
2016-07-28,151.2
2016-07-29,155.9
2016-08-01,158.1
2016-08-02,161.0
2016-08-03,158.95
2016-08-04,164.65
2016-08-05,160.8
2016-08-08,154.45
2016-08-09,124.55
2016-08-10,120.95
2016-08-11,119.6
2016-08-12,111.45
2016-08-16,112.45
2016-08-17,105.25
2016-08-18,115.0
2016-08-19,114.9
2016-08-22,109.7
2016-08-23,110.55
2016-08-24,109.45
2016-08-25,105.0
2016-08-26,106.7
2016-08-29,105.45
2016-08-30,104.3
2016-08-31,107.9
2016-09-01,104.2
2016-09-02,104.45
2016-09-06,104.3
2016-09-07,108.85
2016-09-08,108.55
2016-09-09,111.15
2016-09-12,107.15
2016-09-14,110.5
2016-09-15,108.3
2016-09-16,113.7
2016-09-19,125.4
2016-09-20,123.1
2016-09-21,116.2
2016-09-22,116.7
2016-09-23,115.2
2016-09-26,113.55
2016-09-27,112.85
2016-09-28,114.1
2016-09-29,106.05
2016-09-30,108.3
2016-10-03,112.4
2016-10-04,113.1
2016-10-05,119.15
2016-10-06,118.85
2016-10-07,119.25
2016-10-10,117.6
2016-10-13,111.7
2016-10-14,110.25
2016-10-17,109.25
2016-10-18,109.35
2016-10-19,111.0
2016-10-20,111.7
2016-10-21,114.6
2016-10-24,113.8
2016-10-25,113.5
2016-10-26,113.5
2016-10-27,115.5
2016-10-28,118.9
2016-10-30,119.55
2016-11-01,116.55
2016-11-02,117.15
2016-11-03,118.3
2016-11-04,111.8
2016-11-07,115.45
2016-11-08,113.35
2016-11-09,110.6
2016-11-10,113.45
2016-11-11,107.45
2016-11-15,101.05
2016-11-16,103.05
2016-11-17,98.75
2016-11-18,107.45
2016-11-21,106.1
2016-11-22,116.1
2016-11-23,127.6
2016-11-24,129.65
2016-11-25,127.1
2016-11-28,123.9
2016-11-29,121.2
2016-11-30,123.25
2016-12-01,127.8
2016-12-02,124.3
2016-12-05,121.6
2016-12-06,122.05
2016-12-07,120.15
2016-12-08,119.5
2016-12-09,117.5
2016-12-12,117.6
2016-12-13,119.6
2016-12-14,121.5
2016-12-15,123.65
2016-12-16,124.45
2016-12-19,126.3
2016-12-20,124.0
2016-12-21,124.15
2016-12-22,117.3
2016-12-23,124.15
2016-12-26,123.0
2016-12-27,123.95
2016-12-28,126.85
2016-12-29,129.2
2016-12-30,136.25
