Date,M&MFIN
2016-01-01,246.0
2016-01-04,242.75
2016-01-05,242.3
2016-01-06,236.8
2016-01-07,231.55
2016-01-08,236.05
2016-01-11,235.5
2016-01-12,230.5
2016-01-13,231.55
2016-01-14,230.55
2016-01-15,226.55
2016-01-18,216.2
2016-01-19,220.2
2016-01-20,220.15
2016-01-21,207.75
2016-01-22,199.6
2016-01-25,201.4
2016-01-27,199.05
2016-01-28,196.3
2016-01-29,207.85
2016-02-01,205.9
2016-02-02,208.15
2016-02-03,199.65
2016-02-04,201.1
2016-02-05,199.0
2016-02-08,206.25
2016-02-09,203.0
2016-02-10,201.3
2016-02-11,191.6
2016-02-12,193.75
2016-02-15,207.25
2016-02-16,204.0
2016-02-17,210.0
2016-02-18,213.3
2016-02-19,216.15
2016-02-22,217.6
2016-02-23,209.3
2016-02-24,203.6
2016-02-25,201.65
2016-02-26,201.0
2016-02-29,206.15
2016-03-01,214.95
2016-03-02,231.65
2016-03-03,230.2
2016-03-04,241.0
2016-03-08,229.0
2016-03-09,232.1
2016-03-10,228.15
2016-03-11,228.9
2016-03-14,230.35
2016-03-15,224.8
2016-03-16,230.25
2016-03-17,234.25
2016-03-18,236.25
2016-03-21,240.3
2016-03-22,240.55
2016-03-23,239.85
2016-03-28,237.15
2016-03-29,233.45
2016-03-30,241.0
2016-03-31,244.05
2016-04-01,242.75
2016-04-04,242.75
2016-04-05,236.75
2016-04-06,233.8
2016-04-07,242.95
2016-04-08,247.95
2016-04-11,246.55
2016-04-12,259.85
2016-04-13,271.95
2016-04-18,278.6
2016-04-20,269.35
2016-04-21,263.95
2016-04-22,275.7
2016-04-25,297.65
2016-04-26,302.85
2016-04-27,306.7
2016-04-28,300.15
2016-04-29,300.0
2016-05-02,311.85
2016-05-03,309.85
2016-05-04,307.55
2016-05-05,302.5
2016-05-06,303.0
2016-05-09,304.25
2016-05-10,298.95
2016-05-11,300.0
2016-05-12,298.75
2016-05-13,300.3
2016-05-16,298.45
2016-05-17,296.5
2016-05-18,299.75
2016-05-19,293.75
2016-05-20,295.6
2016-05-23,294.4
2016-05-24,304.25
2016-05-25,308.6
2016-05-26,319.35
2016-05-27,324.85
2016-05-30,327.8
2016-05-31,321.55
2016-06-01,324.45
2016-06-02,321.7
2016-06-03,327.9
2016-06-06,328.2
2016-06-07,330.5
2016-06-08,339.45
2016-06-09,330.3
2016-06-10,327.85
2016-06-13,325.95
2016-06-14,324.05
2016-06-15,324.9
2016-06-16,312.75
2016-06-17,308.9
2016-06-20,319.35
2016-06-21,322.5
2016-06-22,319.45
2016-06-23,319.8
2016-06-24,308.35
2016-06-27,313.15
2016-06-28,310.55
2016-06-29,321.05
2016-06-30,334.15
2016-07-01,355.0
2016-07-04,351.15
2016-07-05,354.35
2016-07-07,350.0
2016-07-08,354.4
2016-07-11,359.65
2016-07-12,357.65
2016-07-13,345.95
2016-07-14,331.95
2016-07-15,321.7
2016-07-18,328.85
2016-07-19,321.7
2016-07-20,316.1
2016-07-21,316.35
2016-07-22,316.55
2016-07-25,320.8
2016-07-26,314.3
2016-07-27,320.85
2016-07-28,321.05
2016-07-29,330.75
2016-08-01,340.8
2016-08-02,337.65
2016-08-03,323.4
2016-08-04,325.4
2016-08-05,333.6
2016-08-08,335.3
2016-08-09,335.1
2016-08-10,328.45
2016-08-11,324.7
2016-08-12,326.5
2016-08-16,326.8
2016-08-17,335.05
2016-08-18,334.7
2016-08-19,337.15
2016-08-22,334.85
2016-08-23,330.85
2016-08-24,331.75
2016-08-25,331.95
2016-08-26,331.7
2016-08-29,347.75
2016-08-30,352.6
2016-08-31,356.25
2016-09-01,353.45
2016-09-02,351.75
2016-09-06,357.95
2016-09-07,355.6
2016-09-08,363.7
2016-09-09,352.6
2016-09-12,337.75
2016-09-14,341.9
2016-09-15,338.4
2016-09-16,345.3
2016-09-19,344.0
2016-09-20,335.55
2016-09-21,344.7
2016-09-22,359.15
2016-09-23,353.6
2016-09-26,354.55
2016-09-27,352.15
2016-09-28,356.15
2016-09-29,353.05
2016-09-30,364.3
2016-10-03,385.6
2016-10-04,381.0
2016-10-05,378.95
2016-10-06,378.25
2016-10-07,380.9
2016-10-10,379.15
2016-10-13,369.75
2016-10-14,370.8
2016-10-17,350.75
2016-10-18,361.3
2016-10-19,359.75
2016-10-20,361.45
2016-10-21,362.3
2016-10-24,357.1
2016-10-25,356.05
2016-10-26,362.9
2016-10-27,364.95
2016-10-28,361.9
2016-10-30,362.25
2016-11-01,353.35
2016-11-02,350.85
2016-11-03,350.45
2016-11-04,341.5
2016-11-07,346.1
2016-11-08,348.15
2016-11-09,329.75
2016-11-10,316.95
2016-11-11,285.85
2016-11-15,291.55
2016-11-16,281.35
2016-11-17,274.6
2016-11-18,272.65
2016-11-21,265.3
2016-11-22,270.65
2016-11-23,274.1
2016-11-24,277.35
2016-11-25,288.45
2016-11-28,289.9
2016-11-29,299.9
2016-11-30,298.65
2016-12-01,286.3
2016-12-02,274.65
2016-12-05,270.95
2016-12-06,276.7
2016-12-07,279.55
2016-12-08,286.4
2016-12-09,287.6
2016-12-12,277.05
2016-12-13,267.55
2016-12-14,261.85
2016-12-15,267.8
2016-12-16,265.3
2016-12-19,259.35
2016-12-20,250.45
2016-12-21,256.35
2016-12-22,253.65
2016-12-23,256.05
2016-12-26,250.0
2016-12-27,255.45
2016-12-28,261.1
2016-12-29,273.45
2016-12-30,270.25
