Date,VEDL
2016-01-01,91.65
2016-01-04,88.95
2016-01-05,92.4
2016-01-06,88.9
2016-01-07,81.15
2016-01-08,81.05
2016-01-11,85.0
2016-01-12,84.25
2016-01-13,80.95
2016-01-14,79.35
2016-01-15,72.85
2016-01-18,68.7
2016-01-19,69.25
2016-01-20,63.9
2016-01-21,62.4
2016-01-22,64.7
2016-01-25,64.4
2016-01-27,63.8
2016-01-28,67.3
2016-01-29,71.75
2016-02-01,70.4
2016-02-02,64.9
2016-02-03,61.65
2016-02-04,67.75
2016-02-05,73.9
2016-02-08,71.7
2016-02-09,69.75
2016-02-10,67.25
2016-02-11,62.3
2016-02-12,63.25
2016-02-15,75.0
2016-02-16,71.35
2016-02-17,74.4
2016-02-18,75.85
2016-02-19,74.65
2016-02-22,74.1
2016-02-23,73.05
2016-02-24,70.9
2016-02-25,69.6
2016-02-26,71.8
2016-02-29,70.6
2016-03-01,74.95
2016-03-02,78.15
2016-03-03,83.95
2016-03-04,87.4
2016-03-08,90.35
2016-03-09,87.85
2016-03-10,88.25
2016-03-11,87.35
2016-03-14,89.0
2016-03-15,88.1
2016-03-16,86.3
2016-03-17,86.25
2016-03-18,92.3
2016-03-21,94.0
2016-03-22,96.2
2016-03-23,96.85
2016-03-28,87.95
2016-03-29,87.7
2016-03-30,91.65
2016-03-31,89.85
2016-04-01,90.05
2016-04-04,90.65
2016-04-05,85.85
2016-04-06,87.55
2016-04-07,85.8
2016-04-08,87.45
2016-04-11,90.3
2016-04-12,90.6
2016-04-13,94.0
2016-04-18,97.5
2016-04-20,106.35
2016-04-21,105.05
2016-04-22,104.9
2016-04-25,102.0
2016-04-26,106.45
2016-04-27,104.85
2016-04-28,99.8
2016-04-29,103.8
2016-05-02,110.7
2016-05-03,110.0
2016-05-04,104.65
2016-05-05,104.7
2016-05-06,103.55
2016-05-09,103.7
2016-05-10,100.6
2016-05-11,99.65
2016-05-12,102.9
2016-05-13,98.0
2016-05-16,99.95
2016-05-17,100.05
2016-05-18,99.25
2016-05-19,94.95
2016-05-20,96.95
2016-05-23,97.5
2016-05-24,96.8
2016-05-25,99.3
2016-05-26,104.05
2016-05-27,102.8
2016-05-30,106.5
2016-05-31,108.55
2016-06-01,105.05
2016-06-02,106.75
2016-06-03,104.65
2016-06-06,106.25
2016-06-07,110.05
2016-06-08,112.0
2016-06-09,112.8
2016-06-10,116.8
2016-06-13,113.95
2016-06-14,114.75
2016-06-15,119.7
2016-06-16,122.45
2016-06-17,122.55
2016-06-20,128.5
2016-06-21,125.45
2016-06-22,126.75
2016-06-23,126.6
2016-06-24,117.85
2016-06-27,122.35
2016-06-28,123.15
2016-06-29,127.35
2016-06-30,131.95
2016-07-01,135.2
2016-07-04,138.65
2016-07-05,137.1
2016-07-07,143.45
2016-07-08,143.1
2016-07-11,148.65
2016-07-12,159.8
2016-07-13,163.55
2016-07-14,164.0
2016-07-15,163.35
2016-07-18,160.15
2016-07-19,160.2
2016-07-20,161.7
2016-07-21,157.1
2016-07-22,169.3
2016-07-25,172.15
2016-07-26,169.75
2016-07-27,168.45
2016-07-28,169.5
2016-07-29,164.65
2016-08-01,165.95
2016-08-02,156.25
2016-08-03,157.2
2016-08-04,161.65
2016-08-05,169.1
2016-08-08,169.55
2016-08-09,165.05
2016-08-10,164.45
2016-08-11,161.4
2016-08-12,166.2
2016-08-16,169.45
2016-08-17,171.1
2016-08-18,172.9
2016-08-19,179.3
2016-08-22,176.6
2016-08-23,174.05
2016-08-24,176.0
2016-08-25,169.9
2016-08-26,169.25
2016-08-29,173.35
2016-08-30,175.2
2016-08-31,170.0
2016-09-01,170.2
2016-09-02,172.25
2016-09-06,174.6
2016-09-07,173.6
2016-09-08,175.3
2016-09-09,171.25
2016-09-12,161.3
2016-09-14,165.85
2016-09-15,165.6
2016-09-16,162.2
2016-09-19,164.7
2016-09-20,164.15
2016-09-21,165.25
2016-09-22,168.65
2016-09-23,170.4
2016-09-26,168.6
2016-09-27,166.6
2016-09-28,174.8
2016-09-29,168.6
2016-09-30,172.05
2016-10-03,178.75
2016-10-04,187.0
2016-10-05,191.7
2016-10-06,197.5
2016-10-07,194.85
2016-10-10,199.55
2016-10-13,196.0
2016-10-14,195.7
2016-10-17,193.0
2016-10-18,196.4
2016-10-19,198.5
2016-10-20,207.6
2016-10-21,203.1
2016-10-24,202.35
2016-10-25,203.95
2016-10-26,201.4
2016-10-27,199.65
2016-10-28,202.6
2016-10-30,202.55
2016-11-01,219.8
2016-11-02,218.25
2016-11-03,217.8
2016-11-04,212.75
2016-11-07,215.75
2016-11-08,219.85
2016-11-09,217.65
2016-11-10,229.3
2016-11-11,229.8
2016-11-15,209.55
2016-11-16,206.7
2016-11-17,213.9
2016-11-18,203.35
2016-11-21,196.75
2016-11-22,206.9
2016-11-23,216.8
2016-11-24,221.8
2016-11-25,223.25
2016-11-28,228.6
2016-11-29,228.55
2016-11-30,229.85
2016-12-01,226.9
2016-12-02,223.05
2016-12-05,226.6
2016-12-06,229.1
2016-12-07,231.45
2016-12-08,242.95
2016-12-09,245.45
2016-12-12,246.8
2016-12-13,239.95
2016-12-14,235.9
2016-12-15,236.1
2016-12-16,230.3
2016-12-19,227.25
2016-12-20,224.4
2016-12-21,226.1
2016-12-22,216.65
2016-12-23,216.65
2016-12-26,208.55
2016-12-27,214.65
2016-12-28,211.9
2016-12-29,217.0
2016-12-30,216.15
