Date,TORNTPOWER
2016-01-01,180.75
2016-01-04,198.85
2016-01-05,200.85
2016-01-06,224.55
2016-01-07,220.75
2016-01-08,224.6
2016-01-11,224.45
2016-01-12,219.7
2016-01-13,237.55
2016-01-14,219.65
2016-01-15,219.75
2016-01-18,193.75
2016-01-19,207.4
2016-01-20,205.95
2016-01-21,217.45
2016-01-22,215.7
2016-01-25,211.6
2016-01-27,216.1
2016-01-28,222.5
2016-01-29,234.0
2016-02-01,238.25
2016-02-02,231.6
2016-02-03,232.85
2016-02-04,226.15
2016-02-05,223.5
2016-02-08,224.7
2016-02-09,220.1
2016-02-10,219.55
2016-02-11,207.6
2016-02-12,205.45
2016-02-15,218.7
2016-02-16,209.55
2016-02-17,219.7
2016-02-18,217.05
2016-02-19,225.35
2016-02-22,223.05
2016-02-23,223.75
2016-02-24,231.35
2016-02-25,225.5
2016-02-26,217.7
2016-02-29,227.75
2016-03-01,224.85
2016-03-02,225.75
2016-03-03,225.05
2016-03-04,224.9
2016-03-08,224.95
2016-03-09,226.7
2016-03-10,242.2
2016-03-11,247.95
2016-03-14,246.95
2016-03-15,234.3
2016-03-16,240.1
2016-03-17,240.45
2016-03-18,242.65
2016-03-21,246.35
2016-03-22,228.95
2016-03-23,216.7
2016-03-28,215.65
2016-03-29,220.15
2016-03-30,223.55
2016-03-31,231.9
2016-04-01,228.8
2016-04-04,233.05
2016-04-05,235.2
2016-04-06,235.4
2016-04-07,228.45
2016-04-08,227.4
2016-04-11,226.25
2016-04-12,227.6
2016-04-13,227.25
2016-04-18,238.8
2016-04-20,244.95
2016-04-21,247.05
2016-04-22,240.2
2016-04-25,235.65
2016-04-26,235.65
2016-04-27,237.75
2016-04-28,231.0
2016-04-29,234.75
2016-05-02,233.8
2016-05-03,230.45
2016-05-04,225.7
2016-05-05,225.75
2016-05-06,226.15
2016-05-09,230.85
2016-05-10,228.0
2016-05-11,224.2
2016-05-12,226.65
2016-05-13,227.4
2016-05-16,225.25
2016-05-17,224.8
2016-05-18,227.2
2016-05-19,201.45
2016-05-20,194.95
2016-05-23,185.3
2016-05-24,182.4
2016-05-25,176.7
2016-05-26,188.6
2016-05-27,184.25
2016-05-30,182.65
2016-05-31,184.5
2016-06-01,179.9
2016-06-02,177.8
2016-06-03,178.6
2016-06-06,177.35
2016-06-07,176.5
2016-06-08,176.7
2016-06-09,182.95
2016-06-10,183.95
2016-06-13,175.85
2016-06-14,179.3
2016-06-15,186.1
2016-06-16,185.75
2016-06-17,181.8
2016-06-20,177.3
2016-06-21,177.85
2016-06-22,173.45
2016-06-23,173.3
2016-06-24,171.5
2016-06-27,175.05
2016-06-28,175.15
2016-06-29,175.55
2016-06-30,175.35
2016-07-01,175.9
2016-07-04,176.1
2016-07-05,173.6
2016-07-07,172.4
2016-07-08,171.8
2016-07-11,176.2
2016-07-12,174.2
2016-07-13,173.25
2016-07-14,171.65
2016-07-15,170.7
2016-07-18,169.15
2016-07-19,168.05
2016-07-20,174.25
2016-07-21,171.55
2016-07-22,170.85
2016-07-25,170.2
2016-07-26,173.25
2016-07-27,173.45
2016-07-28,173.65
2016-07-29,169.55
2016-08-01,171.0
2016-08-02,171.85
2016-08-03,173.65
2016-08-04,174.9
2016-08-05,177.6
2016-08-08,186.65
2016-08-09,187.5
2016-08-10,183.45
2016-08-11,179.65
2016-08-12,181.75
2016-08-16,178.9
2016-08-17,178.55
2016-08-18,177.55
2016-08-19,187.25
2016-08-22,183.05
2016-08-23,180.55
2016-08-24,183.45
2016-08-25,187.45
2016-08-26,193.6
2016-08-29,188.55
2016-08-30,190.4
2016-08-31,188.45
2016-09-01,184.5
2016-09-02,181.9
2016-09-06,188.55
2016-09-07,183.85
2016-09-08,181.4
2016-09-09,182.65
2016-09-12,178.8
2016-09-14,179.5
2016-09-15,180.4
2016-09-16,179.7
2016-09-19,177.3
2016-09-20,175.45
2016-09-21,182.05
2016-09-22,189.75
2016-09-23,184.1
2016-09-26,189.9
2016-09-27,182.7
2016-09-28,182.3
2016-09-29,175.1
2016-09-30,180.3
2016-10-03,180.3
2016-10-04,179.7
2016-10-05,183.05
2016-10-06,180.85
2016-10-07,179.55
2016-10-10,179.35
2016-10-13,173.35
2016-10-14,173.1
2016-10-17,170.3
2016-10-18,170.1
2016-10-19,169.1
2016-10-20,173.1
2016-10-21,175.0
2016-10-24,176.65
2016-10-25,174.9
2016-10-26,174.15
2016-10-27,172.2
2016-10-28,173.3
2016-10-30,173.4
2016-11-01,176.0
2016-11-02,179.3
2016-11-03,179.7
2016-11-04,176.1
2016-11-07,178.65
2016-11-08,177.35
2016-11-09,173.1
2016-11-10,175.65
2016-11-11,170.55
2016-11-15,165.6
2016-11-16,164.65
2016-11-17,162.15
2016-11-18,164.25
2016-11-21,168.75
2016-11-22,167.1
2016-11-23,168.0
2016-11-24,171.5
2016-11-25,170.6
2016-11-28,173.65
2016-11-29,172.75
2016-11-30,178.35
2016-12-01,176.25
2016-12-02,177.0
2016-12-05,174.65
2016-12-06,181.5
2016-12-07,181.65
2016-12-08,182.4
2016-12-09,181.9
2016-12-12,188.1
2016-12-13,185.9
2016-12-14,182.3
2016-12-15,182.55
2016-12-16,179.5
2016-12-19,179.05
2016-12-20,176.65
2016-12-21,177.1
2016-12-22,173.5
2016-12-23,174.0
2016-12-26,172.85
2016-12-27,173.45
2016-12-28,175.8
2016-12-29,177.75
2016-12-30,179.0
