Date,PTC
2016-01-01,66.6
2016-01-04,66.8
2016-01-05,70.25
2016-01-06,67.65
2016-01-07,65.95
2016-01-08,69.0
2016-01-11,68.15
2016-01-12,68.1
2016-01-13,67.8
2016-01-14,65.15
2016-01-15,60.1
2016-01-18,59.75
2016-01-19,60.0
2016-01-20,58.2
2016-01-21,57.7
2016-01-22,60.25
2016-01-25,61.9
2016-01-27,62.75
2016-01-28,62.25
2016-01-29,64.25
2016-02-01,64.25
2016-02-02,62.15
2016-02-03,60.55
2016-02-04,60.85
2016-02-05,63.75
2016-02-08,64.9
2016-02-09,64.95
2016-02-10,62.75
2016-02-11,60.4
2016-02-12,59.65
2016-02-15,64.6
2016-02-16,61.1
2016-02-17,63.8
2016-02-18,61.45
2016-02-19,61.2
2016-02-22,60.8
2016-02-23,59.9
2016-02-24,59.55
2016-02-25,60.1
2016-02-26,59.9
2016-02-29,59.65
2016-03-01,60.95
2016-03-02,63.3
2016-03-03,62.85
2016-03-04,62.55
2016-03-08,62.3
2016-03-09,62.4
2016-03-10,63.35
2016-03-11,62.55
2016-03-14,63.25
2016-03-15,63.0
2016-03-16,62.55
2016-03-17,62.85
2016-03-18,63.65
2016-03-21,64.15
2016-03-22,64.0
2016-03-23,64.95
2016-03-28,63.3
2016-03-29,63.1
2016-03-30,62.55
2016-03-31,64.0
2016-04-01,63.1
2016-04-04,63.25
2016-04-05,61.85
2016-04-06,62.5
2016-04-07,61.25
2016-04-08,62.1
2016-04-11,62.5
2016-04-12,63.1
2016-04-13,64.15
2016-04-18,65.85
2016-04-20,66.65
2016-04-21,64.6
2016-04-22,64.1
2016-04-25,63.9
2016-04-26,64.6
2016-04-27,64.25
2016-04-28,63.4
2016-04-29,64.85
2016-05-02,64.35
2016-05-03,63.45
2016-05-04,62.25
2016-05-05,61.75
2016-05-06,62.35
2016-05-09,63.6
2016-05-10,65.2
2016-05-11,64.0
2016-05-12,64.85
2016-05-13,64.9
2016-05-16,65.1
2016-05-17,64.85
2016-05-18,65.45
2016-05-19,68.0
2016-05-20,67.0
2016-05-23,66.65
2016-05-24,66.8
2016-05-25,67.7
2016-05-26,69.0
2016-05-27,68.45
2016-05-30,69.1
2016-05-31,68.4
2016-06-01,67.45
2016-06-02,68.25
2016-06-03,68.25
2016-06-06,72.9
2016-06-07,72.7
2016-06-08,73.25
2016-06-09,72.1
2016-06-10,72.15
2016-06-13,71.4
2016-06-14,72.45
2016-06-15,74.55
2016-06-16,75.6
2016-06-17,75.0
2016-06-20,75.2
2016-06-21,76.85
2016-06-22,74.8
2016-06-23,73.15
2016-06-24,72.25
2016-06-27,73.4
2016-06-28,73.95
2016-06-29,75.35
2016-06-30,77.05
2016-07-01,77.25
2016-07-04,78.6
2016-07-05,78.55
2016-07-07,80.65
2016-07-08,79.9
2016-07-11,80.2
2016-07-12,79.3
2016-07-13,78.45
2016-07-14,78.95
2016-07-15,79.5
2016-07-18,79.3
2016-07-19,78.75
2016-07-20,79.15
2016-07-21,80.5
2016-07-22,82.3
2016-07-25,83.05
2016-07-26,81.15
2016-07-27,80.7
2016-07-28,81.15
2016-07-29,79.1
2016-08-01,79.95
2016-08-02,78.95
2016-08-03,76.5
2016-08-04,77.6
2016-08-05,78.45
2016-08-08,79.55
2016-08-09,79.75
2016-08-10,77.2
2016-08-11,77.2
2016-08-12,77.7
2016-08-16,77.65
2016-08-17,77.55
2016-08-18,77.25
2016-08-19,76.95
2016-08-22,76.9
2016-08-23,77.8
2016-08-24,79.0
2016-08-25,78.95
2016-08-26,79.1
2016-08-29,78.8
2016-08-30,81.1
2016-08-31,84.2
2016-09-01,83.05
2016-09-02,84.6
2016-09-06,85.6
2016-09-07,86.35
2016-09-08,85.55
2016-09-09,84.75
2016-09-12,82.15
2016-09-14,81.15
2016-09-15,79.7
2016-09-16,78.75
2016-09-19,79.25
2016-09-20,78.5
2016-09-21,79.85
2016-09-22,79.95
2016-09-23,79.75
2016-09-26,78.75
2016-09-27,77.9
2016-09-28,78.1
2016-09-29,72.25
2016-09-30,74.45
2016-10-03,75.55
2016-10-04,75.9
2016-10-05,75.25
2016-10-06,76.0
2016-10-07,76.65
2016-10-10,75.55
2016-10-13,74.6
2016-10-14,74.35
2016-10-17,73.4
2016-10-18,74.9
2016-10-19,75.45
2016-10-20,74.8
2016-10-21,74.45
2016-10-24,73.9
2016-10-25,74.4
2016-10-26,74.05
2016-10-27,73.1
2016-10-28,73.7
2016-10-30,74.15
2016-11-01,74.9
2016-11-02,72.35
2016-11-03,74.25
2016-11-04,73.5
2016-11-07,74.25
2016-11-08,73.7
2016-11-09,72.0
2016-11-10,72.15
2016-11-11,70.2
2016-11-15,67.6
2016-11-16,68.15
2016-11-17,68.25
2016-11-18,69.1
2016-11-21,66.8
2016-11-22,67.85
2016-11-23,68.95
2016-11-24,70.7
2016-11-25,69.75
2016-11-28,70.9
2016-11-29,71.05
2016-11-30,71.5
2016-12-01,72.8
2016-12-02,73.5
2016-12-05,73.7
2016-12-06,75.0
2016-12-07,75.15
2016-12-08,75.75
2016-12-09,76.35
2016-12-12,75.4
2016-12-13,76.3
2016-12-14,75.35
2016-12-15,74.9
2016-12-16,76.1
2016-12-19,75.3
2016-12-20,73.7
2016-12-21,75.2
2016-12-22,73.85
2016-12-23,72.0
2016-12-26,70.55
2016-12-27,71.5
2016-12-28,73.0
2016-12-29,73.35
2016-12-30,73.45
