Date,PUNJABCHEM
2016-01-01,178.9
2016-01-04,176.8
2016-01-05,185.35
2016-01-06,185.1
2016-01-07,176.6
2016-01-08,177.75
2016-01-11,175.9
2016-01-12,174.0
2016-01-13,169.75
2016-01-14,168.65
2016-01-15,158.0
2016-01-18,147.5
2016-01-19,147.95
2016-01-20,139.0
2016-01-21,139.3
2016-01-22,151.05
2016-01-25,152.3
2016-01-27,154.2
2016-01-28,151.8
2016-01-29,151.0
2016-02-01,155.35
2016-02-02,150.25
2016-02-03,132.35
2016-02-04,131.75
2016-02-05,132.45
2016-02-08,131.7
2016-02-09,126.35
2016-02-10,132.2
2016-02-11,115.8
2016-02-12,115.95
2016-02-15,118.45
2016-02-16,116.3
2016-02-17,116.9
2016-02-18,121.7
2016-02-19,120.3
2016-02-22,118.15
2016-02-23,119.95
2016-02-24,113.7
2016-02-25,117.55
2016-02-26,113.65
2016-02-29,115.1
2016-03-01,117.4
2016-03-02,130.65
2016-03-03,135.9
2016-03-04,134.9
2016-03-08,132.25
2016-03-09,132.9
2016-03-10,131.2
2016-03-11,129.4
2016-03-14,128.5
2016-03-15,129.9
2016-03-16,127.45
2016-03-17,130.05
2016-03-18,130.2
2016-03-21,133.3
2016-03-22,128.9
2016-03-23,136.75
2016-03-28,137.05
2016-03-29,135.7
2016-03-30,139.65
2016-03-31,138.55
2016-04-01,145.05
2016-04-04,153.45
2016-04-05,153.75
2016-04-06,166.45
2016-04-07,163.3
2016-04-08,164.35
2016-04-11,163.45
2016-04-12,163.55
2016-04-13,171.45
2016-04-18,173.2
2016-04-20,172.1
2016-04-21,165.4
2016-04-22,164.0
2016-04-25,163.1
2016-04-26,163.35
2016-04-27,160.75
2016-04-28,160.1
2016-04-29,156.9
2016-05-02,166.15
2016-05-03,161.45
2016-05-04,160.7
2016-05-05,162.35
2016-05-06,162.8
2016-05-09,167.45
2016-05-10,172.65
2016-05-11,171.95
2016-05-12,170.6
2016-05-13,167.15
2016-05-16,167.5
2016-05-17,173.4
2016-05-18,173.7
2016-05-19,170.3
2016-05-20,169.3
2016-05-23,168.5
2016-05-24,163.15
2016-05-25,166.65
2016-05-26,172.95
2016-05-27,170.0
2016-05-30,172.85
2016-05-31,170.55
2016-06-01,171.65
2016-06-02,178.9
2016-06-03,171.45
2016-06-06,168.7
2016-06-07,169.1
2016-06-08,169.1
2016-06-09,169.75
2016-06-10,170.15
2016-06-13,166.75
2016-06-14,171.2
2016-06-15,205.4
2016-06-16,193.05
2016-06-17,200.05
2016-06-20,203.95
2016-06-21,200.8
2016-06-22,200.55
2016-06-23,194.0
2016-06-24,188.0
2016-06-27,205.85
2016-06-28,203.4
2016-06-29,206.55
2016-06-30,203.95
2016-07-01,202.2
2016-07-04,204.2
2016-07-05,202.25
2016-07-07,197.1
2016-07-08,200.25
2016-07-11,208.75
2016-07-12,203.25
2016-07-13,199.3
2016-07-14,201.3
2016-07-15,198.75
2016-07-18,197.5
2016-07-19,194.7
2016-07-20,194.65
2016-07-21,193.55
2016-07-22,201.35
2016-07-25,200.3
2016-07-26,196.85
2016-07-27,195.6
2016-07-28,200.25
2016-07-29,205.0
2016-08-01,203.65
2016-08-02,197.95
2016-08-03,198.7
2016-08-04,192.1
2016-08-05,195.0
2016-08-08,217.15
2016-08-09,212.6
2016-08-10,205.25
2016-08-11,200.85
2016-08-12,194.4
2016-08-16,190.6
2016-08-17,190.6
2016-08-18,189.65
2016-08-19,191.9
2016-08-22,191.2
2016-08-23,188.7
2016-08-24,191.85
2016-08-25,189.6
2016-08-26,187.0
2016-08-29,187.6
2016-08-30,188.8
2016-08-31,185.0
2016-09-01,184.45
2016-09-02,181.7
2016-09-06,180.9
2016-09-07,176.15
2016-09-08,178.85
2016-09-09,173.65
2016-09-12,167.4
2016-09-14,172.0
2016-09-15,170.15
2016-09-16,180.45
2016-09-19,185.2
2016-09-20,185.3
2016-09-21,184.0
2016-09-22,184.1
2016-09-23,180.85
2016-09-26,181.15
2016-09-27,184.05
2016-09-28,183.7
2016-09-29,171.7
2016-09-30,176.15
2016-10-03,185.65
2016-10-04,189.55
2016-10-05,197.65
2016-10-06,203.55
2016-10-07,204.6
2016-10-10,211.25
2016-10-13,201.55
2016-10-14,201.75
2016-10-17,199.05
2016-10-18,201.6
2016-10-19,202.35
2016-10-20,201.25
2016-10-21,199.0
2016-10-24,200.5
2016-10-25,199.65
2016-10-26,202.75
2016-10-27,200.95
2016-10-28,210.85
2016-10-30,218.55
2016-11-01,230.35
2016-11-02,260.25
2016-11-03,259.35
2016-11-04,246.8
2016-11-07,236.25
2016-11-08,195.8
2016-11-09,184.05
2016-11-10,184.15
2016-11-11,177.6
2016-11-15,164.0
2016-11-16,172.85
2016-11-17,166.3
2016-11-18,170.05
2016-11-21,160.65
2016-11-22,164.7
2016-11-23,167.2
2016-11-24,167.25
2016-11-25,183.95
2016-11-28,179.7
2016-11-29,183.7
2016-11-30,193.7
2016-12-01,198.4
2016-12-02,200.9
2016-12-05,212.2
2016-12-06,218.1
2016-12-07,222.85
2016-12-08,224.7
2016-12-09,226.0
2016-12-12,229.1
2016-12-13,236.55
2016-12-14,227.1
2016-12-15,230.7
2016-12-16,235.1
2016-12-19,242.65
2016-12-20,241.7
2016-12-21,241.5
2016-12-22,226.0
2016-12-23,225.95
2016-12-26,226.2
2016-12-27,225.7
2016-12-28,233.65
2016-12-29,245.7
2016-12-30,245.7
