Date,MEGH
2016-01-01,25.45
2016-01-04,25.05
2016-01-05,26.0
2016-01-06,26.3
2016-01-07,23.8
2016-01-08,24.55
2016-01-11,24.9
2016-01-12,23.85
2016-01-13,22.45
2016-01-14,21.9
2016-01-15,20.65
2016-01-18,19.05
2016-01-19,19.85
2016-01-20,19.55
2016-01-21,19.0
2016-01-22,20.1
2016-01-25,20.35
2016-01-27,20.1
2016-01-28,20.05
2016-01-29,20.6
2016-02-01,21.6
2016-02-02,21.45
2016-02-03,22.55
2016-02-04,22.25
2016-02-05,22.2
2016-02-08,22.25
2016-02-09,21.8
2016-02-10,20.9
2016-02-11,19.0
2016-02-12,18.95
2016-02-15,19.6
2016-02-16,18.75
2016-02-17,19.05
2016-02-18,19.8
2016-02-19,19.5
2016-02-22,20.5
2016-02-23,20.1
2016-02-24,19.9
2016-02-25,19.7
2016-02-26,19.45
2016-02-29,19.1
2016-03-01,20.3
2016-03-02,20.35
2016-03-03,20.9
2016-03-04,20.65
2016-03-08,22.2
2016-03-09,22.45
2016-03-10,22.8
2016-03-11,22.25
2016-03-14,21.5
2016-03-15,20.85
2016-03-16,21.0
2016-03-17,21.0
2016-03-18,21.05
2016-03-21,21.1
2016-03-22,21.5
2016-03-23,21.3
2016-03-28,20.35
2016-03-29,20.35
2016-03-30,23.2
2016-03-31,22.7
2016-04-01,23.5
2016-04-04,23.95
2016-04-05,24.35
2016-04-06,26.75
2016-04-07,25.65
2016-04-08,26.15
2016-04-11,28.0
2016-04-12,28.0
2016-04-13,27.1
2016-04-18,26.65
2016-04-20,27.5
2016-04-21,27.0
2016-04-22,29.1
2016-04-25,29.95
2016-04-26,30.05
2016-04-27,30.75
2016-04-28,31.95
2016-04-29,32.05
2016-05-02,33.8
2016-05-03,32.95
2016-05-04,33.5
2016-05-05,34.3
2016-05-06,33.95
2016-05-09,34.95
2016-05-10,36.15
2016-05-11,37.05
2016-05-12,38.25
2016-05-13,38.3
2016-05-16,39.85
2016-05-17,41.0
2016-05-18,44.2
2016-05-19,36.75
2016-05-20,41.0
2016-05-23,38.95
2016-05-24,39.9
2016-05-25,39.4
2016-05-26,38.25
2016-05-27,37.95
2016-05-30,37.0
2016-05-31,35.0
2016-06-01,37.25
2016-06-02,38.8
2016-06-03,39.5
2016-06-06,40.65
2016-06-07,40.4
2016-06-08,39.7
2016-06-09,39.35
2016-06-10,40.1
2016-06-13,42.0
2016-06-14,41.4
2016-06-15,42.3
2016-06-16,41.0
2016-06-17,40.45
2016-06-20,40.2
2016-06-21,39.8
2016-06-22,39.05
2016-06-23,39.0
2016-06-24,38.0
2016-06-27,38.45
2016-06-28,39.8
2016-06-29,39.35
2016-06-30,39.45
2016-07-01,39.55
2016-07-04,42.8
2016-07-05,42.85
2016-07-07,43.1
2016-07-08,45.1
2016-07-11,47.8
2016-07-12,46.8
2016-07-13,45.3
2016-07-14,47.05
2016-07-15,47.25
2016-07-18,46.95
2016-07-19,46.15
2016-07-20,46.15
2016-07-21,45.15
2016-07-22,46.6
2016-07-25,48.1
2016-07-26,48.2
2016-07-27,47.95
2016-07-28,43.95
2016-07-29,45.8
2016-08-01,46.5
2016-08-02,45.8
2016-08-03,44.4
2016-08-04,44.3
2016-08-05,45.85
2016-08-08,45.95
2016-08-09,44.05
2016-08-10,43.3
2016-08-11,42.45
2016-08-12,41.5
2016-08-16,39.45
2016-08-17,41.65
2016-08-18,42.1
2016-08-19,41.5
2016-08-22,41.95
2016-08-23,42.45
2016-08-24,43.7
2016-08-25,41.95
2016-08-26,40.8
2016-08-29,42.05
2016-08-30,41.8
2016-08-31,40.7
2016-09-01,38.95
2016-09-02,39.25
2016-09-06,40.15
2016-09-07,40.05
2016-09-08,40.3
2016-09-09,40.45
2016-09-12,39.15
2016-09-14,40.65
2016-09-15,41.15
2016-09-16,40.25
2016-09-19,40.0
2016-09-20,40.9
2016-09-21,40.6
2016-09-22,41.05
2016-09-23,41.9
2016-09-26,46.15
2016-09-27,45.85
2016-09-28,47.2
2016-09-29,43.0
2016-09-30,45.0
2016-10-03,47.85
2016-10-04,47.55
2016-10-05,50.3
2016-10-06,49.15
2016-10-07,49.0
2016-10-10,51.25
2016-10-13,48.9
2016-10-14,48.9
2016-10-17,48.4
2016-10-18,48.95
2016-10-19,49.65
2016-10-20,49.35
2016-10-21,49.15
2016-10-24,49.4
2016-10-25,46.4
2016-10-26,47.3
2016-10-27,47.45
2016-10-28,48.25
2016-10-30,48.7
2016-11-01,47.1
2016-11-02,45.6
2016-11-03,44.7
2016-11-04,42.7
2016-11-07,44.05
2016-11-08,44.7
2016-11-09,42.15
2016-11-10,43.7
2016-11-11,42.0
2016-11-15,39.15
2016-11-16,39.1
2016-11-17,38.9
2016-11-18,38.15
2016-11-21,36.1
2016-11-22,35.6
2016-11-23,38.25
2016-11-24,38.0
2016-11-25,40.3
2016-11-28,42.0
2016-11-29,42.15
2016-11-30,43.05
2016-12-01,42.15
2016-12-02,41.45
2016-12-05,41.6
2016-12-06,41.2
2016-12-07,41.3
2016-12-08,41.25
2016-12-09,40.95
2016-12-12,40.75
2016-12-13,42.45
2016-12-14,41.45
2016-12-15,41.2
2016-12-16,40.65
2016-12-19,40.2
2016-12-20,39.15
2016-12-21,38.8
2016-12-22,38.25
2016-12-23,37.9
2016-12-26,36.6
2016-12-27,37.2
2016-12-28,37.55
2016-12-29,37.35
2016-12-30,37.3
