Date,POLARIS
2016-01-01,212.1
2016-01-04,212.6
2016-01-05,212.45
2016-01-06,214.55
2016-01-07,213.45
2016-01-08,212.8
2016-01-11,213.7
2016-01-12,214.4
2016-01-13,215.0
2016-01-14,211.75
2016-01-15,212.3
2016-01-18,211.9
2016-01-19,212.85
2016-01-20,211.95
2016-01-21,213.45
2016-01-22,212.55
2016-01-25,213.6
2016-01-27,213.2
2016-01-28,213.4
2016-01-29,214.4
2016-02-01,213.6
2016-02-02,213.1
2016-02-03,212.45
2016-02-04,211.9
2016-02-05,212.75
2016-02-08,212.6
2016-02-09,211.5
2016-02-10,211.25
2016-02-11,207.8
2016-02-12,209.4
2016-02-15,210.2
2016-02-16,210.0
2016-02-17,209.6
2016-02-18,209.85
2016-02-19,207.95
2016-02-22,208.75
2016-02-23,207.65
2016-02-24,209.7
2016-02-25,210.0
2016-02-26,210.85
2016-02-29,210.25
2016-03-01,208.95
2016-03-02,209.6
2016-03-03,210.35
2016-03-04,211.55
2016-03-08,212.45
2016-03-09,212.15
2016-03-10,213.25
2016-03-11,212.85
2016-03-14,213.4
2016-03-15,214.15
2016-03-16,215.0
2016-03-17,215.25
2016-03-18,214.8
2016-03-21,213.6
2016-03-22,213.05
2016-03-23,199.4
2016-03-28,189.1
2016-03-29,186.15
2016-03-30,192.7
2016-03-31,189.05
2016-04-01,189.35
2016-04-04,185.8
2016-04-05,180.75
2016-04-06,179.55
2016-04-07,183.4
2016-04-08,192.65
2016-04-11,189.25
2016-04-12,195.75
2016-04-13,197.35
2016-04-18,196.0
2016-04-20,196.4
2016-04-21,195.75
2016-04-22,194.3
2016-04-25,191.95
2016-04-26,190.25
2016-04-27,191.85
2016-04-28,194.15
2016-04-29,194.45
2016-05-02,195.6
2016-05-03,195.2
2016-05-04,194.9
2016-05-05,195.1
2016-05-06,196.95
2016-05-09,202.4
2016-05-10,198.15
2016-05-11,192.65
2016-05-12,198.5
2016-05-13,187.45
2016-05-16,190.9
2016-05-17,190.7
2016-05-18,209.4
2016-05-19,201.1
2016-05-20,198.6
2016-05-23,199.15
2016-05-24,199.75
2016-05-25,200.35
2016-05-26,198.7
2016-05-27,199.35
2016-05-30,199.35
2016-05-31,193.4
2016-06-01,197.7
2016-06-02,197.0
2016-06-03,194.2
2016-06-06,195.6
2016-06-07,194.5
2016-06-08,197.45
2016-06-09,195.45
2016-06-10,194.85
2016-06-13,193.7
2016-06-14,193.1
2016-06-15,192.25
2016-06-16,191.75
2016-06-17,180.75
2016-06-20,185.85
2016-06-21,185.7
2016-06-22,191.3
2016-06-23,192.0
2016-06-24,192.05
2016-06-27,199.35
2016-06-28,199.35
2016-06-29,195.55
2016-06-30,195.0
2016-07-01,194.2
2016-07-04,194.2
2016-07-05,191.4
2016-07-07,196.6
2016-07-08,199.95
2016-07-11,199.85
2016-07-12,196.1
2016-07-13,195.35
2016-07-14,198.1
2016-07-15,192.55
2016-07-18,192.75
2016-07-19,191.35
2016-07-20,192.65
2016-07-21,191.2
2016-07-22,191.75
2016-07-25,191.4
2016-07-26,190.7
2016-07-27,191.6
2016-07-28,189.95
2016-07-29,189.9
2016-08-01,189.9
2016-08-02,187.55
2016-08-03,190.15
2016-08-04,187.25
2016-08-05,191.9
2016-08-08,191.6
2016-08-09,197.45
2016-08-10,191.8
2016-08-11,187.9
2016-08-12,188.55
2016-08-16,187.3
2016-08-17,187.2
2016-08-18,186.65
2016-08-19,186.05
2016-08-22,186.3
2016-08-23,185.25
2016-08-24,185.0
2016-08-25,184.35
2016-08-26,184.7
2016-08-29,183.55
2016-08-30,183.65
2016-08-31,183.8
2016-09-01,181.7
2016-09-02,186.05
2016-09-06,184.95
2016-09-07,182.2
2016-09-08,181.15
2016-09-09,182.0
2016-09-12,182.95
2016-09-14,185.45
2016-09-15,186.05
2016-09-16,169.15
2016-09-19,173.2
2016-09-20,172.05
2016-09-21,171.6
2016-09-22,169.75
2016-09-23,170.65
2016-09-26,169.85
2016-09-27,169.45
2016-09-28,167.55
2016-09-29,161.25
2016-09-30,159.7
2016-10-03,162.0
2016-10-04,163.05
2016-10-05,165.05
2016-10-06,165.15
2016-10-07,164.15
2016-10-10,165.2
2016-10-13,164.1
2016-10-14,164.3
2016-10-17,165.7
2016-10-18,165.95
2016-10-19,164.75
2016-10-20,167.5
2016-10-21,163.6
2016-10-24,163.05
2016-10-25,163.0
2016-10-26,162.3
2016-10-27,161.3
2016-10-28,160.5
2016-10-30,161.3
2016-11-01,163.65
2016-11-02,160.1
2016-11-03,158.75
2016-11-04,155.75
2016-11-07,155.5
2016-11-08,159.95
2016-11-09,159.1
2016-11-10,161.75
2016-11-11,163.75
2016-11-15,165.2
2016-11-16,166.6
2016-11-17,163.65
2016-11-18,163.45
2016-11-21,162.05
2016-11-22,163.55
2016-11-23,162.8
2016-11-24,161.5
2016-11-25,161.5
2016-11-28,163.5
2016-11-29,163.65
2016-11-30,158.05
2016-12-01,159.2
2016-12-02,156.85
2016-12-05,162.4
2016-12-06,160.85
2016-12-07,162.25
2016-12-08,143.15
2016-12-09,157.5
2016-12-12,153.6
2016-12-13,155.55
2016-12-14,151.35
2016-12-15,151.4
2016-12-16,150.4
2016-12-19,149.85
2016-12-20,148.9
2016-12-21,150.25
2016-12-22,145.95
2016-12-23,143.8
2016-12-26,143.85
2016-12-27,147.95
2016-12-28,147.5
2016-12-29,148.0
2016-12-30,151.25
