Date,TRF
2016-01-01,428.0
2016-01-04,420.15
2016-01-05,421.1
2016-01-06,410.35
2016-01-07,391.3
2016-01-08,395.1
2016-01-11,394.35
2016-01-12,384.4
2016-01-13,369.0
2016-01-14,333.3
2016-01-15,282.4
2016-01-18,271.7
2016-01-19,293.5
2016-01-20,278.8
2016-01-21,286.15
2016-01-22,301.95
2016-01-25,308.1
2016-01-27,317.35
2016-01-28,328.05
2016-01-29,295.3
2016-02-01,294.65
2016-02-02,296.15
2016-02-03,288.35
2016-02-04,286.65
2016-02-05,288.0
2016-02-08,288.65
2016-02-09,286.95
2016-02-10,282.0
2016-02-11,253.45
2016-02-12,249.8
2016-02-15,264.4
2016-02-16,253.7
2016-02-17,251.15
2016-02-18,252.0
2016-02-19,242.35
2016-02-22,238.65
2016-02-23,232.15
2016-02-24,219.2
2016-02-25,224.0
2016-02-26,225.4
2016-02-29,227.3
2016-03-01,238.15
2016-03-02,258.5
2016-03-03,265.85
2016-03-04,258.1
2016-03-08,259.0
2016-03-09,262.5
2016-03-10,259.4
2016-03-11,254.3
2016-03-14,253.95
2016-03-15,247.75
2016-03-16,248.1
2016-03-17,297.05
2016-03-18,284.7
2016-03-21,303.95
2016-03-22,300.75
2016-03-23,301.85
2016-03-28,294.85
2016-03-29,290.9
2016-03-30,294.7
2016-03-31,295.4
2016-04-01,297.35
2016-04-04,297.0
2016-04-05,289.75
2016-04-06,291.8
2016-04-07,292.95
2016-04-08,297.5
2016-04-11,297.6
2016-04-12,304.35
2016-04-13,305.6
2016-04-18,302.95
2016-04-20,305.3
2016-04-21,302.35
2016-04-22,299.2
2016-04-25,293.55
2016-04-26,297.0
2016-04-27,297.0
2016-04-28,292.15
2016-04-29,328.55
2016-05-02,308.9
2016-05-03,307.8
2016-05-04,301.25
2016-05-05,295.4
2016-05-06,296.15
2016-05-09,299.7
2016-05-10,296.85
2016-05-11,293.75
2016-05-12,294.05
2016-05-13,293.5
2016-05-16,284.1
2016-05-17,311.4
2016-05-18,311.4
2016-05-19,322.2
2016-05-20,308.7
2016-05-23,298.55
2016-05-24,295.25
2016-05-25,298.45
2016-05-26,297.35
2016-05-27,299.05
2016-05-30,297.95
2016-05-31,293.45
2016-06-01,310.5
2016-06-02,311.8
2016-06-03,307.6
2016-06-06,305.65
2016-06-07,311.6
2016-06-08,333.45
2016-06-09,324.4
2016-06-10,339.55
2016-06-13,331.0
2016-06-14,338.75
2016-06-15,348.25
2016-06-16,338.1
2016-06-17,334.85
2016-06-20,334.1
2016-06-21,330.3
2016-06-22,317.8
2016-06-23,316.5
2016-06-24,307.4
2016-06-27,316.4
2016-06-28,344.25
2016-06-29,345.45
2016-06-30,341.0
2016-07-01,341.55
2016-07-04,344.25
2016-07-05,341.55
2016-07-07,345.4
2016-07-08,344.15
2016-07-11,345.3
2016-07-12,340.9
2016-07-13,334.45
2016-07-14,333.75
2016-07-15,321.1
2016-07-18,328.05
2016-07-19,323.45
2016-07-20,332.05
2016-07-21,318.8
2016-07-22,323.5
2016-07-25,323.55
2016-07-26,321.6
2016-07-27,322.8
2016-07-28,324.85
2016-07-29,317.5
2016-08-01,317.7
2016-08-02,306.2
2016-08-03,292.25
2016-08-04,299.4
2016-08-05,303.3
2016-08-08,305.6
2016-08-09,301.95
2016-08-10,295.9
2016-08-11,299.05
2016-08-12,292.2
2016-08-16,288.9
2016-08-17,292.4
2016-08-18,295.35
2016-08-19,299.3
2016-08-22,306.9
2016-08-23,306.6
2016-08-24,304.8
2016-08-25,296.75
2016-08-26,291.05
2016-08-29,292.25
2016-08-30,292.75
2016-08-31,297.95
2016-09-01,292.9
2016-09-02,291.2
2016-09-06,300.25
2016-09-07,294.75
2016-09-08,300.75
2016-09-09,295.15
2016-09-12,289.6
2016-09-14,290.8
2016-09-15,293.25
2016-09-16,291.3
2016-09-19,290.9
2016-09-20,290.45
2016-09-21,289.7
2016-09-22,287.45
2016-09-23,282.7
2016-09-26,280.9
2016-09-27,276.4
2016-09-28,283.1
2016-09-29,265.9
2016-09-30,268.55
2016-10-03,276.2
2016-10-04,279.75
2016-10-05,279.35
2016-10-06,273.7
2016-10-07,273.1
2016-10-10,290.2
2016-10-13,280.1
2016-10-14,278.25
2016-10-17,280.15
2016-10-18,283.7
2016-10-19,288.05
2016-10-20,288.1
2016-10-21,290.5
2016-10-24,283.5
2016-10-25,280.65
2016-10-26,276.65
2016-10-27,266.1
2016-10-28,278.45
2016-10-30,279.5
2016-11-01,267.75
2016-11-02,261.9
2016-11-03,265.05
2016-11-04,246.35
2016-11-07,232.3
2016-11-08,219.3
2016-11-09,207.4
2016-11-10,230.35
2016-11-11,214.85
2016-11-15,206.25
2016-11-16,204.4
2016-11-17,204.9
2016-11-18,200.8
2016-11-21,197.55
2016-11-22,195.95
2016-11-23,201.1
2016-11-24,200.45
2016-11-25,202.55
2016-11-28,199.05
2016-11-29,203.05
2016-11-30,208.25
2016-12-01,202.7
2016-12-02,200.05
2016-12-05,199.4
2016-12-06,208.6
2016-12-07,204.1
2016-12-08,205.2
2016-12-09,201.8
2016-12-12,212.85
2016-12-13,209.3
2016-12-14,206.35
2016-12-15,207.35
2016-12-16,205.7
2016-12-19,204.95
2016-12-20,199.95
2016-12-21,199.1
2016-12-22,193.05
2016-12-23,192.6
2016-12-26,185.9
2016-12-27,189.7
2016-12-28,191.2
2016-12-29,191.3
2016-12-30,190.9
