Date,ZENSARTECH
2016-01-01,1086.6
2016-01-04,1065.75
2016-01-05,1065.8
2016-01-06,1064.85
2016-01-07,1019.8
2016-01-08,1076.95
2016-01-11,1067.45
2016-01-12,1056.55
2016-01-13,1016.0
2016-01-14,1014.4
2016-01-15,992.05
2016-01-18,947.9
2016-01-19,940.05
2016-01-20,838.25
2016-01-21,916.8
2016-01-22,925.6
2016-01-25,947.3
2016-01-27,926.35
2016-01-28,904.25
2016-01-29,904.35
2016-02-01,897.3
2016-02-02,875.5
2016-02-03,859.65
2016-02-04,863.55
2016-02-05,876.8
2016-02-08,958.75
2016-02-09,955.55
2016-02-10,948.3
2016-02-11,891.8
2016-02-12,870.85
2016-02-15,882.5
2016-02-16,866.05
2016-02-17,853.15
2016-02-18,858.1
2016-02-19,848.15
2016-02-22,855.1
2016-02-23,855.4
2016-02-24,829.25
2016-02-25,810.1
2016-02-26,826.35
2016-02-29,842.95
2016-03-01,860.35
2016-03-02,875.4
2016-03-03,871.7
2016-03-04,863.75
2016-03-08,865.25
2016-03-09,867.5
2016-03-10,865.95
2016-03-11,854.25
2016-03-14,867.5
2016-03-15,865.25
2016-03-16,862.45
2016-03-17,855.35
2016-03-18,854.75
2016-03-21,854.55
2016-03-22,862.85
2016-03-23,858.55
2016-03-28,870.05
2016-03-29,903.75
2016-03-30,936.95
2016-03-31,933.35
2016-04-01,950.7
2016-04-04,959.1
2016-04-05,960.55
2016-04-06,963.1
2016-04-07,954.3
2016-04-08,960.35
2016-04-11,949.45
2016-04-12,961.45
2016-04-13,968.7
2016-04-18,971.75
2016-04-20,988.9
2016-04-21,992.0
2016-04-22,998.35
2016-04-25,950.25
2016-04-26,980.7
2016-04-27,975.2
2016-04-28,975.15
2016-04-29,977.1
2016-05-02,968.8
2016-05-03,969.7
2016-05-04,971.25
2016-05-05,970.5
2016-05-06,970.4
2016-05-09,979.7
2016-05-10,970.6
2016-05-11,952.8
2016-05-12,965.25
2016-05-13,964.4
2016-05-16,963.8
2016-05-17,972.75
2016-05-18,1021.45
2016-05-19,983.4
2016-05-20,976.9
2016-05-23,965.35
2016-05-24,960.1
2016-05-25,950.2
2016-05-26,965.6
2016-05-27,962.3
2016-05-30,963.25
2016-05-31,948.9
2016-06-01,949.8
2016-06-02,944.2
2016-06-03,920.9
2016-06-06,922.2
2016-06-07,949.65
2016-06-08,945.1
2016-06-09,935.5
2016-06-10,950.65
2016-06-13,947.5
2016-06-14,950.35
2016-06-15,952.9
2016-06-16,967.25
2016-06-17,966.25
2016-06-20,963.25
2016-06-21,967.95
2016-06-22,966.2
2016-06-23,974.1
2016-06-24,968.45
2016-06-27,964.4
2016-06-28,962.2
2016-06-29,962.9
2016-06-30,971.0
2016-07-01,982.05
2016-07-04,1049.0
2016-07-05,1072.35
2016-07-07,1057.2
2016-07-08,1035.25
2016-07-11,1007.7
2016-07-12,1010.65
2016-07-13,1006.95
2016-07-14,1007.55
2016-07-15,1007.0
2016-07-18,1013.3
2016-07-19,1010.75
2016-07-20,1005.2
2016-07-21,1016.45
2016-07-22,991.35
2016-07-25,995.95
2016-07-26,1015.85
2016-07-27,1050.7
2016-07-28,1054.5
2016-07-29,1051.65
2016-08-01,1096.7
2016-08-02,1101.3
2016-08-03,1100.15
2016-08-04,1100.9
2016-08-05,1102.85
2016-08-08,1098.55
2016-08-09,1080.0
2016-08-10,1080.3
2016-08-11,1081.85
2016-08-12,1076.9
2016-08-16,1063.5
2016-08-17,1064.65
2016-08-18,1067.0
2016-08-19,1074.55
2016-08-22,1074.15
2016-08-23,1075.8
2016-08-24,1079.2
2016-08-25,1100.25
2016-08-26,1104.15
2016-08-29,1094.2
2016-08-30,1081.55
2016-08-31,1076.65
2016-09-01,1075.8
2016-09-02,1045.65
2016-09-06,1035.05
2016-09-07,1016.0
2016-09-08,1005.25
2016-09-09,1042.55
2016-09-12,1017.45
2016-09-14,1021.2
2016-09-15,1009.2
2016-09-16,999.45
2016-09-19,1014.65
2016-09-20,1008.4
2016-09-21,1009.7
2016-09-22,1033.95
2016-09-23,1021.9
2016-09-26,1017.35
2016-09-27,1017.3
2016-09-28,1027.55
2016-09-29,1010.95
2016-09-30,992.8
2016-10-03,1009.85
2016-10-04,1002.85
2016-10-05,1004.2
2016-10-06,1004.35
2016-10-07,1000.3
2016-10-10,1002.85
2016-10-13,1001.9
2016-10-14,992.0
2016-10-17,1008.55
2016-10-18,999.2
2016-10-19,991.55
2016-10-20,995.3
2016-10-21,990.95
2016-10-24,981.05
