Date,RELINFRA
2016-01-01,591.75
2016-01-04,599.95
2016-01-05,613.0
2016-01-06,592.4
2016-01-07,565.45
2016-01-08,581.2
2016-01-11,584.0
2016-01-12,572.5
2016-01-13,545.6
2016-01-14,532.25
2016-01-15,492.9
2016-01-18,471.3
2016-01-19,475.4
2016-01-20,454.7
2016-01-21,456.85
2016-01-22,459.5
2016-01-25,438.25
2016-01-27,451.3
2016-01-28,456.95
2016-01-29,471.2
2016-02-01,460.7
2016-02-02,449.15
2016-02-03,435.35
2016-02-04,408.75
2016-02-05,437.2
2016-02-08,432.15
2016-02-09,423.35
2016-02-10,441.9
2016-02-11,402.95
2016-02-12,402.85
2016-02-15,424.7
2016-02-16,404.85
2016-02-17,418.05
2016-02-18,413.75
2016-02-19,418.2
2016-02-22,422.25
2016-02-23,413.35
2016-02-24,411.05
2016-02-25,407.95
2016-02-26,410.9
2016-02-29,409.85
2016-03-01,428.9
2016-03-02,437.05
2016-03-03,460.85
2016-03-04,470.9
2016-03-08,483.65
2016-03-09,515.4
2016-03-10,506.85
2016-03-11,504.55
2016-03-14,500.7
2016-03-15,500.65
2016-03-16,497.05
2016-03-17,511.45
2016-03-18,510.25
2016-03-21,511.85
2016-03-22,535.95
2016-03-23,536.6
2016-03-28,522.6
2016-03-29,520.9
2016-03-30,534.35
2016-03-31,533.6
2016-04-01,555.9
2016-04-04,554.25
2016-04-05,535.55
2016-04-06,544.5
2016-04-07,536.4
2016-04-08,540.8
2016-04-11,576.85
2016-04-12,574.35
2016-04-13,573.15
2016-04-18,561.75
2016-04-20,562.85
2016-04-21,550.2
2016-04-22,554.0
2016-04-25,546.35
2016-04-26,553.0
2016-04-27,550.1
2016-04-28,535.9
2016-04-29,538.55
2016-05-02,542.4
2016-05-03,535.85
2016-05-04,516.8
2016-05-05,520.0
2016-05-06,520.5
2016-05-09,543.2
2016-05-10,548.35
2016-05-11,540.6
2016-05-12,538.3
2016-05-13,510.8
2016-05-16,512.95
2016-05-17,510.55
2016-05-18,513.65
2016-05-19,502.35
2016-05-20,504.95
2016-05-23,504.1
2016-05-24,498.3
2016-05-25,513.7
2016-05-26,516.65
2016-05-27,541.7
2016-05-30,545.95
2016-05-31,538.1
2016-06-01,525.0
2016-06-02,532.55
2016-06-03,523.35
2016-06-06,530.9
2016-06-07,530.65
2016-06-08,540.95
2016-06-09,546.7
2016-06-10,549.8
2016-06-13,536.35
2016-06-14,543.5
2016-06-15,539.5
2016-06-16,533.8
2016-06-17,536.7
2016-06-20,544.65
2016-06-21,544.55
2016-06-22,542.6
2016-06-23,537.45
2016-06-24,506.0
2016-06-27,513.7
2016-06-28,523.05
2016-06-29,533.1
2016-06-30,545.75
2016-07-01,544.05
2016-07-04,548.0
2016-07-05,567.05
2016-07-07,569.5
2016-07-08,562.5
2016-07-11,577.2
2016-07-12,574.1
2016-07-13,560.6
2016-07-14,563.45
2016-07-15,552.15
2016-07-18,553.75
2016-07-19,555.7
2016-07-20,562.5
2016-07-21,550.55
2016-07-22,561.15
2016-07-25,570.8
2016-07-26,562.0
2016-07-27,561.6
2016-07-28,573.85
2016-07-29,607.1
2016-08-01,598.3
2016-08-02,582.35
2016-08-03,572.0
2016-08-04,582.0
2016-08-05,598.15
2016-08-08,593.8
2016-08-09,589.3
2016-08-10,570.75
2016-08-11,575.2
2016-08-12,580.0
2016-08-16,591.75
2016-08-17,585.1
2016-08-18,592.35
2016-08-19,594.15
2016-08-22,591.1
2016-08-23,600.65
2016-08-24,603.5
2016-08-25,598.25
2016-08-26,584.7
2016-08-29,599.75
2016-08-30,596.75
2016-08-31,596.65
2016-09-01,585.5
2016-09-02,614.8
2016-09-06,618.6
2016-09-07,616.2
2016-09-08,617.3
2016-09-09,617.85
2016-09-12,577.75
2016-09-14,600.0
2016-09-15,583.25
2016-09-16,590.0
2016-09-19,594.7
2016-09-20,594.0
2016-09-21,588.6
2016-09-22,611.95
2016-09-23,608.95
2016-09-26,594.95
2016-09-27,590.85
2016-09-28,593.75
2016-09-29,541.6
2016-09-30,551.25
2016-10-03,597.3
2016-10-04,590.15
2016-10-05,590.65
2016-10-06,582.85
2016-10-07,585.65
2016-10-10,583.0
2016-10-13,564.0
2016-10-14,571.35
2016-10-17,557.0
2016-10-18,572.6
2016-10-19,570.0
2016-10-20,579.6
2016-10-21,575.85
2016-10-24,579.8
2016-10-25,574.8
2016-10-26,555.65
2016-10-27,542.4
2016-10-28,543.05
2016-10-30,542.0
2016-11-01,538.35
2016-11-02,519.25
2016-11-03,516.85
2016-11-04,494.85
2016-11-07,500.4
2016-11-08,501.9
2016-11-09,483.3
2016-11-10,507.8
2016-11-11,490.8
2016-11-15,458.2
2016-11-16,451.55
2016-11-17,454.75
2016-11-18,456.55
2016-11-21,449.85
2016-11-22,450.0
2016-11-23,478.8
2016-11-24,450.6
2016-11-25,458.45
2016-11-28,461.9
2016-11-29,466.45
2016-11-30,480.15
2016-12-01,468.8
2016-12-02,459.45
2016-12-05,473.95
2016-12-06,478.35
2016-12-07,472.8
2016-12-08,482.45
2016-12-09,492.6
2016-12-12,482.6
2016-12-13,481.9
2016-12-14,490.8
2016-12-15,496.65
2016-12-16,487.3
2016-12-19,505.0
2016-12-20,498.65
2016-12-21,500.15
2016-12-22,482.65
2016-12-23,477.75
2016-12-26,446.5
2016-12-27,456.15
2016-12-28,450.85
2016-12-29,459.3
2016-12-30,467.2
