Date,AXISBANK
2016-01-01,449.9
2016-01-04,438.4
2016-01-05,436.45
2016-01-06,430.7
2016-01-07,409.25
2016-01-08,413.7
2016-01-11,417.2
2016-01-12,406.1
2016-01-13,406.7
2016-01-14,390.6
2016-01-15,374.25
2016-01-18,373.2
2016-01-19,393.0
2016-01-20,387.6
2016-01-21,409.15
2016-01-22,424.15
2016-01-25,420.85
2016-01-27,415.4
2016-01-28,405.65
2016-01-29,408.4
2016-02-01,399.3
2016-02-02,390.9
2016-02-03,380.55
2016-02-04,382.75
2016-02-05,399.55
2016-02-08,408.55
2016-02-09,399.9
2016-02-10,393.6
2016-02-11,377.2
2016-02-12,391.1
2016-02-15,417.65
2016-02-16,405.8
2016-02-17,403.1
2016-02-18,398.05
2016-02-19,392.5
2016-02-22,397.15
2016-02-23,385.15
2016-02-24,386.65
2016-02-25,378.2
2016-02-26,386.35
2016-02-29,375.75
2016-03-01,392.0
2016-03-02,407.25
2016-03-03,417.15
2016-03-04,416.05
2016-03-08,411.75
2016-03-09,416.85
2016-03-10,413.0
2016-03-11,412.8
2016-03-14,415.45
2016-03-15,418.85
2016-03-16,424.6
2016-03-17,428.15
2016-03-18,436.1
2016-03-21,444.5
2016-03-22,441.25
2016-03-23,437.5
2016-03-28,422.9
2016-03-29,429.45
2016-03-30,444.25
2016-03-31,444.15
2016-04-01,449.9
2016-04-04,444.75
2016-04-05,432.6
2016-04-06,424.65
2016-04-07,426.65
2016-04-08,421.6
2016-04-11,429.8
2016-04-12,434.05
2016-04-13,440.5
2016-04-18,445.25
2016-04-20,459.1
2016-04-21,467.95
2016-04-22,475.85
2016-04-25,469.9
2016-04-26,480.2
2016-04-27,465.5
2016-04-28,468.05
2016-04-29,472.4
2016-05-02,471.8
2016-05-03,470.55
2016-05-04,462.45
2016-05-05,461.05
2016-05-06,461.45
2016-05-09,477.1
2016-05-10,487.95
2016-05-11,498.2
2016-05-12,492.55
2016-05-13,490.65
2016-05-16,486.45
2016-05-17,503.35
2016-05-18,501.1
2016-05-19,490.5
2016-05-20,490.6
2016-05-23,486.5
2016-05-24,488.95
2016-05-25,502.15
2016-05-26,519.0
2016-05-27,512.4
2016-05-30,513.7
2016-05-31,515.2
2016-06-01,511.95
2016-06-02,524.35
2016-06-03,542.65
2016-06-06,532.85
2016-06-07,534.4
2016-06-08,539.0
2016-06-09,542.6
2016-06-10,541.05
2016-06-13,531.15
2016-06-14,529.65
2016-06-15,528.8
2016-06-16,523.45
2016-06-17,526.9
2016-06-20,522.45
2016-06-21,517.4
2016-06-22,516.2
2016-06-23,526.4
2016-06-24,510.5
2016-06-27,514.45
2016-06-28,514.0
2016-06-29,517.85
2016-06-30,533.5
2016-07-01,542.9
2016-07-04,543.85
2016-07-05,539.7
2016-07-07,542.25
2016-07-08,546.45
2016-07-11,544.4
2016-07-12,561.0
2016-07-13,556.85
2016-07-14,560.25
2016-07-15,565.05
2016-07-18,571.0
2016-07-19,565.45
2016-07-20,558.25
2016-07-21,538.05
2016-07-22,537.7
2016-07-25,538.1
2016-07-26,553.8
2016-07-27,548.85
2016-07-28,543.85
2016-07-29,546.15
2016-08-01,550.55
2016-08-02,549.65
2016-08-03,549.35
2016-08-04,547.5
2016-08-05,567.25
2016-08-08,571.15
2016-08-09,574.1
2016-08-10,567.9
2016-08-11,569.75
2016-08-12,591.0
2016-08-16,583.3
2016-08-17,589.5
2016-08-18,593.15
2016-08-19,588.55
2016-08-22,580.25
2016-08-23,582.5
2016-08-24,583.4
2016-08-25,586.55
2016-08-26,586.4
2016-08-29,589.15
2016-08-30,591.15
2016-08-31,596.85
2016-09-01,596.65
2016-09-02,599.2
2016-09-06,635.9
2016-09-07,625.1
2016-09-08,629.35
2016-09-09,613.1
2016-09-12,592.1
2016-09-14,601.8
2016-09-15,588.75
2016-09-16,602.2
2016-09-19,594.35
2016-09-20,592.95
2016-09-21,598.9
2016-09-22,591.8
2016-09-23,557.45
2016-09-26,547.4
2016-09-27,541.0
2016-09-28,549.1
2016-09-29,539.3
2016-09-30,541.35
2016-10-03,550.9
2016-10-04,546.6
2016-10-05,535.7
2016-10-06,530.8
2016-10-07,533.85
2016-10-10,531.55
2016-10-13,518.8
2016-10-14,520.65
2016-10-17,519.0
2016-10-18,532.45
2016-10-19,535.55
2016-10-20,540.05
2016-10-21,526.1
2016-10-24,521.55
2016-10-25,529.1
2016-10-26,487.55
2016-10-27,485.65
2016-10-28,486.9
2016-10-30,487.7
2016-11-01,475.8
2016-11-02,476.8
2016-11-03,475.85
2016-11-04,478.7
2016-11-07,485.4
2016-11-08,490.85
2016-11-09,487.55
2016-11-10,506.95
2016-11-11,498.75
2016-11-15,479.3
2016-11-16,472.7
2016-11-17,474.1
2016-11-18,473.45
2016-11-21,465.7
2016-11-22,470.75
2016-11-23,480.5
2016-11-24,468.2
2016-11-25,471.2
2016-11-28,472.9
2016-11-29,464.65
2016-11-30,469.85
2016-12-01,466.05
2016-12-02,459.95
2016-12-05,460.75
2016-12-06,455.95
2016-12-07,447.1
2016-12-08,449.35
2016-12-09,456.4
2016-12-12,445.1
2016-12-13,452.95
2016-12-14,467.2
2016-12-15,478.1
2016-12-16,472.8
2016-12-19,467.6
2016-12-20,461.65
2016-12-21,457.7
2016-12-22,447.55
2016-12-23,438.1
2016-12-26,432.0
2016-12-27,437.65
2016-12-28,440.05
2016-12-29,444.25
2016-12-30,449.95
