Date,UNIONBANK
2016-01-01,150.0
2016-01-04,144.65
2016-01-05,142.95
2016-01-06,143.65
2016-01-07,135.55
2016-01-08,136.85
2016-01-11,130.5
2016-01-12,127.1
2016-01-13,127.85
2016-01-14,123.85
2016-01-15,113.3
2016-01-18,112.65
2016-01-19,114.3
2016-01-20,111.25
2016-01-21,114.2
2016-01-22,120.35
2016-01-25,118.9
2016-01-27,130.15
2016-01-28,125.65
2016-01-29,130.85
2016-02-01,125.65
2016-02-02,126.5
2016-02-03,123.0
2016-02-04,124.75
2016-02-05,132.05
2016-02-08,134.95
2016-02-09,129.4
2016-02-10,123.25
2016-02-11,118.3
2016-02-12,110.05
2016-02-15,120.0
2016-02-16,113.35
2016-02-17,114.55
2016-02-18,114.2
2016-02-19,118.0
2016-02-22,115.7
2016-02-23,111.3
2016-02-24,112.6
2016-02-25,113.45
2016-02-26,108.7
2016-02-29,106.95
2016-03-01,112.55
2016-03-02,121.3
2016-03-03,121.0
2016-03-04,125.8
2016-03-08,125.8
2016-03-09,126.4
2016-03-10,124.2
2016-03-11,123.95
2016-03-14,124.8
2016-03-15,125.3
2016-03-16,126.5
2016-03-17,126.25
2016-03-18,127.85
2016-03-21,130.7
2016-03-22,130.1
2016-03-23,128.1
2016-03-28,124.4
2016-03-29,124.45
2016-03-30,129.0
2016-03-31,130.8
2016-04-01,139.4
2016-04-04,137.4
2016-04-05,129.35
2016-04-06,127.75
2016-04-07,124.8
2016-04-08,125.65
2016-04-11,129.6
2016-04-12,128.75
2016-04-13,131.25
2016-04-18,127.9
2016-04-20,127.25
2016-04-21,131.8
2016-04-22,133.1
2016-04-25,130.5
2016-04-26,131.35
2016-04-27,131.85
2016-04-28,128.55
2016-04-29,127.4
2016-05-02,126.1
2016-05-03,124.25
2016-05-04,117.7
2016-05-05,116.7
2016-05-06,117.5
2016-05-09,122.05
2016-05-10,120.85
2016-05-11,116.85
2016-05-12,118.05
2016-05-13,116.0
2016-05-16,109.1
2016-05-17,108.1
2016-05-18,110.5
2016-05-19,106.9
2016-05-20,105.7
2016-05-23,105.35
2016-05-24,106.85
2016-05-25,109.35
2016-05-26,110.8
2016-05-27,115.15
2016-05-30,115.7
2016-05-31,118.4
2016-06-01,114.0
2016-06-02,116.4
2016-06-03,113.35
2016-06-06,116.05
2016-06-07,117.9
2016-06-08,120.7
2016-06-09,121.25
2016-06-10,120.5
2016-06-13,118.55
2016-06-14,121.95
2016-06-15,124.3
2016-06-16,126.45
2016-06-17,126.95
2016-06-20,128.2
2016-06-21,125.7
2016-06-22,124.55
2016-06-23,126.3
2016-06-24,122.05
2016-06-27,125.2
2016-06-28,127.55
2016-06-29,128.05
2016-06-30,128.3
2016-07-01,131.75
2016-07-04,134.9
2016-07-05,134.55
2016-07-07,132.85
2016-07-08,129.7
2016-07-11,135.2
2016-07-12,137.85
2016-07-13,134.8
2016-07-14,140.85
2016-07-15,139.95
2016-07-18,138.4
2016-07-19,137.15
2016-07-20,136.65
2016-07-21,130.95
2016-07-22,126.45
2016-07-25,131.4
2016-07-26,129.7
2016-07-27,130.7
2016-07-28,129.0
2016-07-29,127.4
2016-08-01,125.0
2016-08-02,125.5
2016-08-03,127.45
2016-08-04,132.4
2016-08-05,137.1
2016-08-08,128.35
2016-08-09,129.45
2016-08-10,126.1
2016-08-11,123.8
2016-08-12,129.35
2016-08-16,129.95
2016-08-17,132.1
2016-08-18,133.45
2016-08-19,135.85
2016-08-22,133.6
2016-08-23,135.5
2016-08-24,136.2
2016-08-25,134.1
2016-08-26,134.0
2016-08-29,134.35
2016-08-30,141.45
2016-08-31,141.7
2016-09-01,137.5
2016-09-02,140.0
2016-09-06,145.7
2016-09-07,150.75
2016-09-08,152.1
2016-09-09,149.3
2016-09-12,141.05
2016-09-14,144.65
2016-09-15,143.45
2016-09-16,140.8
2016-09-19,141.75
2016-09-20,141.55
2016-09-21,141.5
2016-09-22,145.8
2016-09-23,145.2
2016-09-26,141.3
2016-09-27,141.55
2016-09-28,146.0
2016-09-29,135.4
2016-09-30,137.35
2016-10-03,143.2
2016-10-04,152.2
2016-10-05,152.35
2016-10-06,149.4
2016-10-07,149.1
2016-10-10,145.65
2016-10-13,142.25
2016-10-14,141.25
2016-10-17,137.3
2016-10-18,143.2
2016-10-19,142.75
2016-10-20,147.85
2016-10-21,146.95
2016-10-24,148.0
2016-10-25,147.75
2016-10-26,144.65
2016-10-27,143.85
2016-10-28,147.65
2016-10-30,146.6
2016-11-01,144.2
2016-11-02,139.05
2016-11-03,137.05
2016-11-04,133.95
2016-11-07,132.85
2016-11-08,129.55
2016-11-09,128.7
2016-11-10,143.05
2016-11-11,143.9
2016-11-15,147.8
2016-11-16,147.85
2016-11-17,149.4
2016-11-18,157.1
2016-11-21,148.75
2016-11-22,151.05
2016-11-23,149.1
2016-11-24,151.5
2016-11-25,153.05
2016-11-28,150.05
2016-11-29,149.25
2016-11-30,151.95
2016-12-01,147.7
2016-12-02,141.9
2016-12-05,144.6
2016-12-06,143.2
2016-12-07,141.3
2016-12-08,141.7
2016-12-09,144.25
2016-12-12,141.6
2016-12-13,142.4
2016-12-14,139.65
2016-12-15,139.05
2016-12-16,137.15
2016-12-19,133.55
2016-12-20,129.35
2016-12-21,128.1
2016-12-22,126.25
2016-12-23,126.55
2016-12-26,121.8
2016-12-27,124.0
2016-12-28,124.15
2016-12-29,121.95
2016-12-30,123.1
