Date,EMMBI
2016-01-01,84.65
2016-01-04,84.0
2016-01-05,82.95
2016-01-06,81.4
2016-01-07,77.5
2016-01-08,76.15
2016-01-11,75.6
2016-01-12,72.6
2016-01-13,67.4
2016-01-14,63.5
2016-01-15,59.2
2016-01-18,52.55
2016-01-19,57.8
2016-01-20,59.9
2016-01-21,62.7
2016-01-22,66.9
2016-01-25,70.2
2016-01-27,70.35
2016-01-28,72.2
2016-01-29,69.45
2016-02-01,66.5
2016-02-02,63.2
2016-02-03,61.4
2016-02-04,62.9
2016-02-05,62.05
2016-02-08,60.15
2016-02-09,57.65
2016-02-10,55.15
2016-02-11,53.15
2016-02-12,51.7
2016-02-15,54.25
2016-02-16,52.6
2016-02-17,51.45
2016-02-18,51.8
2016-02-19,51.9
2016-02-22,52.35
2016-02-23,52.8
2016-02-24,50.65
2016-02-25,48.5
2016-02-26,46.15
2016-02-29,47.5
2016-03-01,49.85
2016-03-02,52.3
2016-03-03,54.9
2016-03-04,58.7
2016-03-08,62.6
2016-03-09,66.55
2016-03-10,66.5
2016-03-11,67.1
2016-03-14,66.4
2016-03-15,66.55
2016-03-16,65.4
2016-03-17,63.15
2016-03-18,64.15
2016-03-21,64.65
2016-03-22,66.1
2016-03-23,67.05
2016-03-28,65.3
2016-03-29,63.95
2016-03-30,65.3
2016-03-31,64.8
2016-04-01,66.95
2016-04-04,74.85
2016-04-05,75.7
2016-04-06,76.55
2016-04-07,75.9
2016-04-08,76.75
2016-04-11,75.45
2016-04-12,71.8
2016-04-13,71.05
2016-04-18,70.05
2016-04-20,73.6
2016-04-21,71.7
2016-04-22,72.3
2016-04-25,72.35
2016-04-26,71.1
2016-04-27,71.55
2016-04-28,70.25
2016-04-29,68.55
2016-05-02,68.9
2016-05-03,81.0
2016-05-04,78.85
2016-05-05,85.8
2016-05-06,88.35
2016-05-09,92.7
2016-05-10,89.7
2016-05-11,103.5
2016-05-12,106.15
2016-05-13,105.75
2016-05-16,108.5
2016-05-17,101.55
2016-05-18,104.75
2016-05-19,105.8
2016-05-20,99.9
2016-05-23,98.35
2016-05-24,96.2
2016-05-25,101.25
2016-05-26,98.4
2016-05-27,102.55
2016-05-30,102.3
2016-05-31,101.1
2016-06-01,101.9
2016-06-02,105.0
2016-06-03,106.35
2016-06-06,105.2
2016-06-07,104.5
2016-06-08,106.9
2016-06-09,104.25
2016-06-10,104.7
2016-06-13,101.45
2016-06-14,98.75
2016-06-15,106.75
2016-06-16,106.0
2016-06-17,108.25
2016-06-20,106.75
2016-06-21,104.5
2016-06-22,105.6
2016-06-23,101.9
2016-06-24,98.95
2016-06-27,100.45
2016-06-28,103.6
2016-06-29,121.45
2016-06-30,116.8
2016-07-01,113.75
2016-07-04,113.65
2016-07-05,111.35
2016-07-07,113.9
2016-07-08,112.9
2016-07-11,113.8
2016-07-12,113.2
2016-07-13,109.35
2016-07-14,110.85
2016-07-15,109.5
2016-07-18,119.55
2016-07-19,116.75
2016-07-20,116.7
2016-07-21,116.9
2016-07-22,113.75
2016-07-25,116.75
2016-07-26,114.45
2016-07-27,114.15
2016-07-28,117.0
2016-07-29,117.0
2016-08-01,120.65
2016-08-02,120.15
2016-08-03,122.05
2016-08-04,116.9
2016-08-05,118.9
2016-08-08,118.3
2016-08-09,117.5
2016-08-10,115.75
2016-08-11,119.95
2016-08-12,120.85
2016-08-16,122.2
2016-08-17,124.05
2016-08-18,128.95
2016-08-19,126.8
2016-08-22,125.45
2016-08-23,125.55
2016-08-24,132.95
2016-08-25,131.35
2016-08-26,128.25
2016-08-29,128.15
2016-08-30,135.2
2016-08-31,130.0
2016-09-01,128.95
2016-09-02,128.65
2016-09-06,128.3
2016-09-07,127.5
2016-09-08,127.95
2016-09-09,126.35
2016-09-12,125.55
2016-09-14,128.5
2016-09-15,125.5
2016-09-16,126.85
2016-09-19,126.15
2016-09-20,125.4
2016-09-21,129.7
2016-09-22,131.25
2016-09-23,129.5
2016-09-26,127.65
2016-09-27,126.95
2016-09-28,128.45
2016-09-29,117.65
2016-09-30,121.85
2016-10-03,125.7
2016-10-04,125.15
2016-10-05,123.6
2016-10-06,122.2
2016-10-07,125.4
2016-10-10,128.75
2016-10-13,128.8
2016-10-14,127.6
2016-10-17,128.8
2016-10-18,128.85
2016-10-19,128.3
2016-10-20,127.3
2016-10-21,126.5
2016-10-24,134.4
2016-10-25,134.1
2016-10-26,133.05
2016-10-27,131.4
2016-10-28,131.35
2016-10-30,135.05
2016-11-01,133.65
2016-11-02,128.8
2016-11-03,126.1
2016-11-04,122.8
2016-11-07,128.2
2016-11-08,128.6
2016-11-09,127.65
2016-11-10,128.0
2016-11-11,123.4
2016-11-15,115.3
2016-11-16,115.05
2016-11-17,114.5
2016-11-18,115.05
2016-11-21,112.35
2016-11-22,114.55
2016-11-23,114.05
2016-11-24,114.2
2016-11-25,117.6
2016-11-28,126.25
2016-11-29,125.7
2016-11-30,124.45
2016-12-01,122.75
2016-12-02,121.2
2016-12-05,121.15
2016-12-06,121.95
2016-12-07,121.35
2016-12-08,121.65
2016-12-09,120.5
2016-12-12,119.5
2016-12-13,119.2
2016-12-14,118.05
2016-12-15,119.8
2016-12-16,119.6
2016-12-19,120.0
2016-12-20,120.45
2016-12-21,118.5
2016-12-22,115.8
2016-12-23,118.4
2016-12-26,116.2
2016-12-27,115.65
2016-12-28,116.75
2016-12-29,117.45
2016-12-30,116.9
