Date,THEMISMED
2016-02-09,334.75
2016-02-10,318.05
2016-02-11,302.15
2016-02-12,288.55
2016-02-15,295.4
2016-02-16,280.65
2016-02-17,269.05
2016-02-18,273.0
2016-02-19,282.85
2016-02-22,279.95
2016-02-23,266.0
2016-02-24,252.7
2016-02-25,265.3
2016-02-26,278.4
2016-02-29,286.25
2016-03-01,300.55
2016-03-02,315.55
2016-03-03,324.1
2016-03-04,331.65
2016-03-08,346.8
2016-03-09,348.0
2016-03-10,346.55
2016-03-11,353.0
2016-03-14,364.8
2016-03-15,344.45
2016-03-16,338.7
2016-03-17,346.95
2016-03-18,343.45
2016-03-21,347.45
2016-03-22,343.05
2016-03-23,340.0
2016-03-28,334.9
2016-03-29,330.15
2016-03-30,337.9
2016-03-31,360.45
2016-04-01,395.45
2016-04-04,372.4
2016-04-05,353.85
2016-04-06,364.0
2016-04-07,375.0
2016-04-08,404.65
2016-04-11,417.35
2016-04-12,403.55
2016-04-13,400.35
2016-04-18,425.8
2016-04-20,414.8
2016-04-21,424.0
2016-04-22,417.7
2016-04-25,413.35
2016-04-26,418.85
2016-04-27,410.35
2016-04-28,403.1
2016-04-29,391.5
2016-05-02,423.25
2016-05-03,423.8
2016-05-04,415.5
2016-05-05,415.55
2016-05-06,411.35
2016-05-09,490.8
2016-05-10,479.4
2016-05-11,448.6
2016-05-12,445.25
2016-05-13,452.7
2016-05-16,492.25
2016-05-17,501.2
2016-05-18,495.3
2016-05-19,489.6
2016-05-20,478.0
2016-05-23,489.0
2016-05-24,481.0
2016-05-25,484.6
2016-05-26,497.3
2016-05-27,485.75
2016-05-30,486.1
2016-05-31,481.05
2016-06-01,489.25
2016-06-02,482.65
2016-06-03,481.3
2016-06-06,473.75
2016-06-07,480.35
2016-06-08,576.4
2016-06-09,596.5
2016-06-10,558.55
2016-06-13,588.35
2016-06-14,571.95
2016-06-15,564.05
2016-06-16,558.4
2016-06-17,551.85
2016-06-20,552.1
2016-06-21,547.5
2016-06-22,539.3
2016-06-23,533.6
2016-06-24,535.9
2016-06-27,538.4
2016-06-28,532.65
2016-06-29,540.4
2016-06-30,561.0
2016-07-01,559.45
2016-07-04,548.65
2016-07-05,547.4
2016-07-07,550.3
2016-07-08,550.05
2016-07-11,561.35
2016-07-12,554.25
2016-07-13,543.85
2016-07-14,548.1
2016-07-15,541.7
2016-07-18,553.4
2016-07-19,546.35
2016-07-20,550.0
2016-07-21,550.2
2016-07-22,533.35
2016-07-25,551.05
2016-07-26,543.15
2016-07-27,533.75
2016-07-28,545.0
2016-07-29,541.25
2016-08-01,529.25
2016-08-02,510.7
2016-08-03,510.15
2016-08-04,510.15
2016-08-05,514.85
2016-08-08,519.15
2016-08-09,508.2
2016-08-10,519.8
2016-08-11,546.65
2016-08-12,510.75
2016-08-16,498.65
2016-08-17,499.9
2016-08-18,519.2
2016-08-19,525.1
2016-08-22,535.1
2016-08-23,550.35
2016-08-24,556.5
2016-08-25,559.65
2016-08-26,549.15
2016-08-29,550.25
2016-08-30,559.9
2016-08-31,560.8
2016-09-01,560.65
2016-09-02,558.2
2016-09-06,564.05
2016-09-07,579.55
2016-09-08,583.0
2016-09-09,575.5
2016-09-12,569.35
2016-09-14,568.7
2016-09-15,561.7
2016-09-16,589.45
2016-09-19,577.4
2016-09-20,581.4
2016-09-21,571.4
2016-09-22,584.75
2016-09-23,581.05
2016-09-26,580.0
2016-09-27,603.55
2016-09-28,617.05
2016-09-29,577.85
2016-09-30,594.95
2016-10-03,614.05
2016-10-04,620.5
2016-10-05,605.75
2016-10-06,600.6
2016-10-07,595.15
2016-10-10,615.05
2016-10-13,587.0
2016-10-14,603.45
2016-10-17,618.25
2016-10-18,613.8
2016-10-19,620.4
2016-10-20,606.0
2016-10-21,607.6
2016-10-24,608.55
2016-10-25,618.55
2016-10-26,637.3
2016-10-27,659.65
2016-10-28,669.75
2016-10-30,690.8
2016-11-01,678.9
2016-11-02,669.85
2016-11-03,649.6
2016-11-04,619.8
2016-11-07,638.35
2016-11-08,616.55
2016-11-09,627.4
2016-11-10,618.05
2016-11-11,582.75
2016-11-15,574.0
2016-11-16,573.65
2016-11-17,565.65
2016-11-18,563.45
2016-11-21,551.8
2016-11-22,565.0
2016-11-23,561.55
2016-11-24,556.0
2016-11-25,561.8
2016-11-28,604.4
2016-11-29,599.45
2016-11-30,599.6
2016-12-01,590.5
2016-12-02,587.15
2016-12-05,585.65
2016-12-06,576.55
2016-12-07,580.3
2016-12-08,580.45
2016-12-09,596.5
2016-12-12,596.0
2016-12-13,594.65
2016-12-14,586.05
2016-12-15,589.0
2016-12-16,588.2
2016-12-19,580.0
2016-12-20,585.6
2016-12-21,581.9
2016-12-22,577.95
2016-12-23,572.9
2016-12-26,578.25
2016-12-27,569.85
2016-12-28,542.8
2016-12-29,540.8
2016-12-30,557.05
