Date,SIEMENS
2016-01-01,1202.65
2016-01-04,1190.25
2016-01-05,1195.8
2016-01-06,1205.3
2016-01-07,1132.05
2016-01-08,1140.6
2016-01-11,1127.85
2016-01-12,1125.6
2016-01-13,1122.3
2016-01-14,1104.75
2016-01-15,1058.4
2016-01-18,1013.7
2016-01-19,1035.15
2016-01-20,1009.25
2016-01-21,974.75
2016-01-22,1000.5
2016-01-25,1008.1
2016-01-27,1010.0
2016-01-28,984.1
2016-01-29,1020.8
2016-02-01,1035.2
2016-02-02,1031.75
2016-02-03,1012.0
2016-02-04,1048.15
2016-02-05,1037.6
2016-02-08,1050.9
2016-02-09,1021.25
2016-02-10,1017.45
2016-02-11,982.8
2016-02-12,995.65
2016-02-15,1042.45
2016-02-16,994.45
2016-02-17,1028.9
2016-02-18,1031.15
2016-02-19,1041.2
2016-02-22,1036.4
2016-02-23,1016.95
2016-02-24,993.35
2016-02-25,992.25
2016-02-26,993.4
2016-02-29,986.0
2016-03-01,1025.55
2016-03-02,1053.6
2016-03-03,1049.35
2016-03-04,1044.1
2016-03-08,1046.7
2016-03-09,1041.95
2016-03-10,1035.4
2016-03-11,1032.95
2016-03-14,1034.6
2016-03-15,1021.8
2016-03-16,1004.6
2016-03-17,1025.45
2016-03-18,1052.45
2016-03-21,1071.85
2016-03-22,1072.55
2016-03-23,1093.45
2016-03-28,1072.45
2016-03-29,1071.7
2016-03-30,1096.25
2016-03-31,1099.7
2016-04-01,1122.9
2016-04-04,1121.6
2016-04-05,1104.7
2016-04-06,1130.7
2016-04-07,1115.05
2016-04-08,1132.2
2016-04-11,1141.3
2016-04-12,1168.6
2016-04-13,1170.45
2016-04-18,1178.45
2016-04-20,1181.35
2016-04-21,1179.8
2016-04-22,1173.5
2016-04-25,1151.1
2016-04-26,1174.9
2016-04-27,1182.35
2016-04-28,1147.95
2016-04-29,1137.8
2016-05-02,1144.05
2016-05-03,1151.95
2016-05-04,1136.85
2016-05-05,1173.95
2016-05-06,1177.1
2016-05-09,1176.85
2016-05-10,1170.3
2016-05-11,1162.0
2016-05-12,1172.65
2016-05-13,1155.8
2016-05-16,1150.9
2016-05-17,1160.35
2016-05-18,1152.95
2016-05-19,1137.7
2016-05-20,1134.4
2016-05-23,1127.85
2016-05-24,1126.45
2016-05-25,1144.2
2016-05-26,1186.15
2016-05-27,1202.75
2016-05-30,1222.35
2016-05-31,1204.2
2016-06-01,1214.85
2016-06-02,1213.2
2016-06-03,1216.65
2016-06-06,1207.7
2016-06-07,1206.5
2016-06-08,1256.55
2016-06-09,1248.9
2016-06-10,1243.6
2016-06-13,1244.45
2016-06-14,1247.25
2016-06-15,1257.6
2016-06-16,1252.7
2016-06-17,1262.35
2016-06-20,1266.15
2016-06-21,1265.55
2016-06-22,1265.7
2016-06-23,1266.25
2016-06-24,1257.4
2016-06-27,1255.45
2016-06-28,1293.4
2016-06-29,1285.25
2016-06-30,1309.7
2016-07-01,1302.55
2016-07-04,1288.75
2016-07-05,1284.95
2016-07-07,1276.35
2016-07-08,1276.0
2016-07-11,1299.2
2016-07-12,1302.45
2016-07-13,1306.45
2016-07-14,1311.45
2016-07-15,1310.35
2016-07-18,1289.45
2016-07-19,1306.25
2016-07-20,1343.9
2016-07-21,1323.95
2016-07-22,1342.4
2016-07-25,1347.85
2016-07-26,1328.15
2016-07-27,1332.9
2016-07-28,1313.0
2016-07-29,1318.5
2016-08-01,1338.45
2016-08-02,1280.6
2016-08-03,1245.4
2016-08-04,1255.7
2016-08-05,1293.75
2016-08-08,1321.35
2016-08-09,1324.95
2016-08-10,1294.45
2016-08-11,1314.85
2016-08-12,1299.15
2016-08-16,1295.25
2016-08-17,1291.5
2016-08-18,1291.45
2016-08-19,1308.0
2016-08-22,1297.75
2016-08-23,1285.55
2016-08-24,1285.8
2016-08-25,1268.9
2016-08-26,1293.1
2016-08-29,1281.35
2016-08-30,1276.75
2016-08-31,1266.05
2016-09-01,1254.65
2016-09-02,1260.95
2016-09-06,1271.85
2016-09-07,1295.9
2016-09-08,1299.75
2016-09-09,1289.75
2016-09-12,1244.0
2016-09-14,1249.35
2016-09-15,1250.05
2016-09-16,1258.4
2016-09-19,1264.1
2016-09-20,1247.4
2016-09-21,1262.25
2016-09-22,1262.35
2016-09-23,1275.95
2016-09-26,1271.9
2016-09-27,1280.9
2016-09-28,1288.55
2016-09-29,1217.8
2016-09-30,1240.3
2016-10-03,1255.8
2016-10-04,1257.1
2016-10-05,1261.4
2016-10-06,1244.65
2016-10-07,1243.1
2016-10-10,1239.25
2016-10-13,1225.5
2016-10-14,1227.3
2016-10-17,1209.5
2016-10-18,1229.85
2016-10-19,1229.2
2016-10-20,1220.2
2016-10-21,1228.1
2016-10-24,1211.45
2016-10-25,1212.3
2016-10-26,1196.5
2016-10-27,1175.65
2016-10-28,1183.7
2016-10-30,1187.4
2016-11-01,1164.6
2016-11-02,1158.35
2016-11-03,1133.45
2016-11-04,1110.4
2016-11-07,1107.15
2016-11-08,1123.8
2016-11-09,1084.6
2016-11-10,1091.3
2016-11-11,1116.8
2016-11-15,1103.55
2016-11-16,1115.9
2016-11-17,1123.9
2016-11-18,1116.4
2016-11-21,1080.95
2016-11-22,1074.45
2016-11-23,1054.75
2016-11-24,1047.3
2016-11-25,1055.15
2016-11-28,1078.75
2016-11-29,1086.3
2016-11-30,1087.15
2016-12-01,1117.35
2016-12-02,1091.75
2016-12-05,1092.4
2016-12-06,1125.5
2016-12-07,1099.05
2016-12-08,1136.55
2016-12-09,1131.85
2016-12-12,1135.6
2016-12-13,1133.35
2016-12-14,1118.6
2016-12-15,1128.85
2016-12-16,1127.4
2016-12-19,1111.4
2016-12-20,1090.55
2016-12-21,1100.35
2016-12-22,1086.3
2016-12-23,1070.85
2016-12-26,1051.05
2016-12-27,1061.8
2016-12-28,1065.55
2016-12-29,1085.55
2016-12-30,1112.5
