Date,SUNPHARMA
2016-01-01,815.55
2016-01-04,799.1
2016-01-05,800.5
2016-01-06,791.95
2016-01-07,783.8
2016-01-08,794.15
2016-01-11,782.25
2016-01-12,788.15
2016-01-13,796.6
2016-01-14,791.85
2016-01-15,787.1
2016-01-18,784.95
2016-01-19,793.9
2016-01-20,792.6
2016-01-21,773.15
2016-01-22,789.2
2016-01-25,807.25
2016-01-27,821.15
2016-01-28,834.15
2016-01-29,872.95
2016-02-01,872.3
2016-02-02,835.15
2016-02-03,834.9
2016-02-04,835.6
2016-02-05,857.55
2016-02-08,835.65
2016-02-09,854.05
2016-02-10,855.75
2016-02-11,830.4
2016-02-12,847.35
2016-02-15,850.2
2016-02-16,827.8
2016-02-17,855.8
2016-02-18,870.45
2016-02-19,864.2
2016-02-22,882.45
2016-02-23,871.1
2016-02-24,854.55
2016-02-25,875.35
2016-02-26,871.9
2016-02-29,853.9
2016-03-01,868.4
2016-03-02,851.85
2016-03-03,870.9
2016-03-04,856.8
2016-03-08,858.6
2016-03-09,860.9
2016-03-10,865.05
2016-03-11,868.2
2016-03-14,862.2
2016-03-15,843.15
2016-03-16,835.75
2016-03-17,827.25
2016-03-18,816.0
2016-03-21,836.45
2016-03-22,844.6
2016-03-23,846.2
2016-03-28,809.25
2016-03-29,794.35
2016-03-30,811.7
2016-03-31,820.0
2016-04-01,815.1
2016-04-04,815.05
2016-04-05,800.8
2016-04-06,809.55
2016-04-07,811.7
2016-04-08,811.75
2016-04-11,817.3
2016-04-12,823.6
2016-04-13,833.05
2016-04-18,837.8
2016-04-20,828.55
2016-04-21,832.9
2016-04-22,820.2
2016-04-25,808.85
2016-04-26,814.4
2016-04-27,813.95
2016-04-28,801.95
2016-04-29,811.3
2016-05-02,811.8
2016-05-03,798.25
2016-05-04,804.2
2016-05-05,810.45
2016-05-06,804.4
2016-05-09,805.3
2016-05-10,802.15
2016-05-11,796.3
2016-05-12,803.55
2016-05-13,795.05
2016-05-16,797.85
2016-05-17,799.9
2016-05-18,795.3
2016-05-19,792.5
2016-05-20,791.35
2016-05-23,784.55
2016-05-24,772.3
2016-05-25,785.45
2016-05-26,779.35
2016-05-27,824.95
2016-05-30,812.1
2016-05-31,762.75
2016-06-01,754.55
2016-06-02,746.75
2016-06-03,737.35
2016-06-06,724.4
2016-06-07,738.8
2016-06-08,738.0
2016-06-09,742.7
2016-06-10,741.4
2016-06-13,746.45
2016-06-14,753.7
2016-06-15,751.6
2016-06-16,754.6
2016-06-17,743.2
2016-06-20,739.85
2016-06-21,736.3
2016-06-22,740.05
2016-06-23,752.6
2016-06-24,754.75
2016-06-27,773.75
2016-06-28,765.1
2016-06-29,770.3
2016-06-30,763.1
2016-07-01,763.35
2016-07-04,770.8
2016-07-05,774.5
2016-07-07,778.2
2016-07-08,777.5
2016-07-11,789.0
2016-07-12,783.05
2016-07-13,778.55
2016-07-14,768.55
2016-07-15,770.4
2016-07-18,776.7
2016-07-19,782.4
2016-07-20,797.25
2016-07-21,794.2
2016-07-22,786.6
2016-07-25,804.0
2016-07-26,798.4
2016-07-27,807.9
2016-07-28,825.45
2016-07-29,829.95
2016-08-01,835.65
2016-08-02,828.9
2016-08-03,839.6
2016-08-04,848.55
2016-08-05,841.9
2016-08-08,832.8
2016-08-09,829.35
2016-08-10,817.65
2016-08-11,808.25
2016-08-12,800.55
2016-08-16,782.7
2016-08-17,785.0
2016-08-18,788.8
2016-08-19,783.8
2016-08-22,770.1
2016-08-23,762.35
2016-08-24,769.7
2016-08-25,764.95
2016-08-26,755.25
2016-08-29,759.3
2016-08-30,774.85
2016-08-31,775.65
2016-09-01,770.05
2016-09-02,782.35
2016-09-06,782.65
2016-09-07,779.25
2016-09-08,808.05
2016-09-09,797.45
2016-09-12,787.05
2016-09-14,779.85
2016-09-15,786.35
2016-09-16,783.8
2016-09-19,782.5
2016-09-20,778.75
2016-09-21,778.85
2016-09-22,786.75
2016-09-23,780.05
2016-09-26,766.15
2016-09-27,770.15
2016-09-28,764.8
2016-09-29,735.85
2016-09-30,742.7
2016-10-03,757.05
2016-10-04,764.3
2016-10-05,759.45
2016-10-06,752.9
2016-10-07,751.2
2016-10-10,755.45
2016-10-13,739.7
2016-10-14,745.5
2016-10-17,733.95
2016-10-18,743.5
2016-10-19,750.25
2016-10-20,745.5
2016-10-21,747.75
2016-10-24,747.15
2016-10-25,747.4
2016-10-26,738.7
2016-10-27,746.9
2016-10-28,743.4
2016-10-30,748.1
2016-11-01,733.75
2016-11-02,714.05
2016-11-03,703.65
2016-11-04,651.5
2016-11-07,654.9
2016-11-08,635.4
2016-11-09,660.75
2016-11-10,666.2
2016-11-11,688.0
2016-11-15,682.45
2016-11-16,667.4
2016-11-17,669.25
2016-11-18,688.85
2016-11-21,690.35
2016-11-22,689.9
2016-11-23,701.3
2016-11-24,682.5
2016-11-25,714.15
2016-11-28,715.15
2016-11-29,706.5
2016-11-30,709.8
2016-12-01,721.5
2016-12-02,720.35
2016-12-05,713.1
2016-12-06,706.15
2016-12-07,664.0
2016-12-08,675.7
2016-12-09,673.0
2016-12-12,676.4
2016-12-13,684.35
2016-12-14,678.4
2016-12-15,649.95
2016-12-16,647.35
2016-12-19,632.25
2016-12-20,627.9
2016-12-21,614.45
2016-12-22,609.15
2016-12-23,623.5
2016-12-26,611.25
2016-12-27,621.1
2016-12-28,621.35
2016-12-29,614.7
2016-12-30,630.0
