Date,TALWALKARS
2016-01-01,272.85
2016-01-04,267.75
2016-01-05,266.8
2016-01-06,268.65
2016-01-07,257.35
2016-01-08,258.25
2016-01-11,255.15
2016-01-12,250.45
2016-01-13,245.55
2016-01-14,243.4
2016-01-15,230.2
2016-01-18,214.6
2016-01-19,226.3
2016-01-20,221.35
2016-01-21,216.9
2016-01-22,223.25
2016-01-25,234.5
2016-01-27,232.4
2016-01-28,228.4
2016-01-29,233.6
2016-02-01,237.95
2016-02-02,229.2
2016-02-03,221.6
2016-02-04,222.95
2016-02-05,230.25
2016-02-08,227.2
2016-02-09,225.95
2016-02-10,215.55
2016-02-11,199.05
2016-02-12,194.3
2016-02-15,202.55
2016-02-16,198.75
2016-02-17,206.65
2016-02-18,205.2
2016-02-19,205.0
2016-02-22,205.4
2016-02-23,202.15
2016-02-24,191.35
2016-02-25,193.65
2016-02-26,193.0
2016-02-29,194.65
2016-03-01,203.7
2016-03-02,204.0
2016-03-03,204.6
2016-03-04,202.15
2016-03-08,201.45
2016-03-09,203.1
2016-03-10,200.4
2016-03-11,199.85
2016-03-14,198.3
2016-03-15,197.0
2016-03-16,199.1
2016-03-17,196.75
2016-03-18,197.4
2016-03-21,199.3
2016-03-22,196.6
2016-03-23,197.05
2016-03-28,184.3
2016-03-29,189.25
2016-03-30,188.25
2016-03-31,189.4
2016-04-01,190.9
2016-04-04,190.8
2016-04-05,199.75
2016-04-06,213.15
2016-04-07,208.3
2016-04-08,206.15
2016-04-11,216.9
2016-04-12,215.4
2016-04-13,217.65
2016-04-18,220.45
2016-04-20,218.85
2016-04-21,216.15
2016-04-22,215.65
2016-04-25,215.5
2016-04-26,213.6
2016-04-27,212.25
2016-04-28,207.65
2016-04-29,204.95
2016-05-02,203.05
2016-05-03,200.55
2016-05-04,199.45
2016-05-05,195.2
2016-05-06,202.1
2016-05-09,199.8
2016-05-10,199.8
2016-05-11,199.45
2016-05-12,199.85
2016-05-13,198.55
2016-05-16,197.85
2016-05-17,196.65
2016-05-18,195.9
2016-05-19,196.7
2016-05-20,198.45
2016-05-23,206.25
2016-05-24,209.0
2016-05-25,215.0
2016-05-26,215.65
2016-05-27,218.15
2016-05-30,223.65
2016-05-31,227.85
2016-06-01,225.85
2016-06-02,216.25
2016-06-03,218.45
2016-06-06,218.55
2016-06-07,218.3
2016-06-08,218.7
2016-06-09,219.3
2016-06-10,220.9
2016-06-13,219.95
2016-06-14,221.5
2016-06-15,224.1
2016-06-16,220.85
2016-06-17,223.5
2016-06-20,226.15
2016-06-21,222.5
2016-06-22,219.65
2016-06-23,219.15
2016-06-24,211.45
2016-06-27,211.85
2016-06-28,220.4
2016-06-29,222.55
2016-06-30,224.15
2016-07-01,231.6
2016-07-04,239.55
2016-07-05,236.9
2016-07-07,238.35
2016-07-08,234.1
2016-07-11,231.1
2016-07-12,231.75
2016-07-13,227.6
2016-07-14,220.8
2016-07-15,221.1
2016-07-18,224.3
2016-07-19,224.3
2016-07-20,227.45
2016-07-21,227.15
2016-07-22,228.3
2016-07-25,228.95
2016-07-26,230.25
2016-07-27,236.95
2016-07-28,234.5
2016-07-29,236.7
2016-08-01,236.85
2016-08-02,232.7
2016-08-03,226.6
2016-08-04,229.25
2016-08-05,235.9
2016-08-08,231.85
2016-08-09,235.9
2016-08-10,233.1
2016-08-11,226.9
2016-08-12,247.8
2016-08-16,243.75
2016-08-17,253.9
2016-08-18,253.0
2016-08-19,252.5
2016-08-22,262.8
2016-08-23,260.85
2016-08-24,267.9
2016-08-25,264.9
2016-08-26,259.7
2016-08-29,256.65
2016-08-30,258.5
2016-08-31,257.1
2016-09-01,253.65
2016-09-02,254.15
2016-09-06,258.35
2016-09-07,256.1
2016-09-08,260.25
2016-09-09,254.3
2016-09-12,249.3
2016-09-14,251.05
2016-09-15,253.3
2016-09-16,256.15
2016-09-19,266.15
2016-09-20,274.3
2016-09-21,264.8
2016-09-22,271.55
2016-09-23,284.05
2016-09-26,274.85
2016-09-27,274.55
2016-09-28,279.6
2016-09-29,269.05
2016-09-30,276.4
2016-10-03,279.8
2016-10-04,278.3
2016-10-05,274.75
2016-10-06,270.4
2016-10-07,267.55
2016-10-10,266.5
2016-10-13,262.9
2016-10-14,262.2
2016-10-17,260.75
2016-10-18,265.9
2016-10-19,268.75
2016-10-20,271.2
2016-10-21,268.0
2016-10-24,268.8
2016-10-25,272.8
2016-10-26,271.15
2016-10-27,270.45
2016-10-28,270.95
2016-10-30,271.7
2016-11-01,271.65
2016-11-02,264.95
2016-11-03,262.05
2016-11-04,253.4
2016-11-07,255.35
2016-11-08,248.6
2016-11-09,248.75
2016-11-10,270.65
2016-11-11,263.0
2016-11-15,250.0
2016-11-16,242.85
2016-11-17,240.6
2016-11-18,239.35
2016-11-21,232.55
2016-11-22,227.8
2016-11-23,229.25
2016-11-24,227.95
2016-11-25,237.1
2016-11-28,241.45
2016-11-29,245.8
2016-11-30,251.85
2016-12-01,250.5
2016-12-02,250.4
2016-12-05,248.0
2016-12-06,248.3
2016-12-07,252.55
2016-12-08,256.25
2016-12-09,250.4
2016-12-12,244.0
2016-12-13,241.0
2016-12-14,237.2
2016-12-15,237.75
2016-12-16,241.5
2016-12-19,236.85
2016-12-20,236.3
2016-12-21,233.4
2016-12-22,230.55
2016-12-23,230.1
2016-12-26,223.35
2016-12-27,225.85
2016-12-28,233.9
2016-12-29,248.15
2016-12-30,247.0
