Date,LAMBODHARA
2016-01-01,200.05
2016-01-04,206.75
2016-01-05,221.65
2016-01-06,212.05
2016-01-07,205.15
2016-01-08,205.4
2016-01-11,199.95
2016-01-12,213.45
2016-01-13,199.8
2016-01-14,191.2
2016-01-15,177.55
2016-01-18,149.5
2016-01-19,134.0
2016-01-20,120.6
2016-01-21,129.95
2016-01-22,130.25
2016-01-25,132.65
2016-01-27,129.35
2016-01-28,133.95
2016-01-29,131.95
2016-02-01,131.4
2016-02-02,126.5
2016-02-03,119.1
2016-02-04,121.65
2016-02-05,138.85
2016-02-08,130.55
2016-02-09,132.5
2016-02-10,128.7
2016-02-11,122.55
2016-02-12,105.3
2016-02-15,110.75
2016-02-16,114.5
2016-02-17,115.2
2016-02-18,112.65
2016-02-19,114.2
2016-02-22,111.2
2016-02-23,113.5
2016-02-24,110.3
2016-02-25,107.55
2016-02-26,106.9
2016-02-29,105.4
2016-03-01,105.5
2016-03-02,106.35
2016-03-03,105.45
2016-03-04,106.6
2016-03-08,106.2
2016-03-09,105.55
2016-03-10,105.3
2016-03-11,126.35
2016-03-14,146.0
2016-03-15,126.65
2016-03-16,133.0
2016-03-17,130.75
2016-03-18,129.8
2016-03-21,127.7
2016-03-22,130.15
2016-03-23,127.05
2016-03-28,120.6
2016-03-29,116.1
2016-03-30,139.25
2016-03-31,166.7
2016-04-01,155.5
2016-04-04,141.55
2016-04-05,134.6
2016-04-06,135.1
2016-04-07,130.8
2016-04-08,127.65
2016-04-11,126.9
2016-04-12,127.5
2016-04-13,126.45
2016-04-18,122.7
2016-04-20,131.75
2016-04-21,127.7
2016-04-22,127.25
2016-04-25,126.35
2016-04-26,126.6
2016-04-27,126.45
2016-04-28,124.4
2016-04-29,127.3
2016-05-02,125.65
2016-05-03,125.55
2016-05-04,122.8
2016-05-05,120.55
2016-05-06,118.55
2016-05-09,118.95
2016-05-10,118.55
2016-05-11,116.05
2016-05-12,117.9
2016-05-13,115.5
2016-05-16,112.45
2016-05-17,109.9
2016-05-18,112.05
2016-05-19,108.25
2016-05-20,105.95
2016-05-23,107.25
2016-05-24,106.2
2016-05-25,106.35
2016-05-26,107.3
2016-05-27,107.5
2016-05-30,106.4
2016-05-31,106.6
2016-06-01,106.15
2016-06-02,123.7
2016-06-03,121.05
2016-06-06,116.75
2016-06-07,113.5
2016-06-08,111.05
2016-06-09,115.75
2016-06-10,113.5
2016-06-13,112.85
2016-06-14,114.15
2016-06-15,114.3
2016-06-16,112.75
2016-06-17,111.4
2016-06-20,111.5
2016-06-21,116.45
2016-06-22,115.7
2016-06-23,113.05
2016-06-24,108.1
2016-06-27,110.3
2016-06-28,110.75
2016-06-29,111.7
2016-06-30,111.55
2016-07-01,111.3
2016-07-04,112.05
2016-07-05,111.35
2016-07-07,111.5
2016-07-08,109.55
2016-07-11,110.95
2016-07-12,110.4
2016-07-13,109.3
2016-07-14,109.15
2016-07-15,107.4
2016-07-18,107.65
2016-07-19,105.9
2016-07-20,106.2
2016-07-21,104.5
2016-07-22,104.2
2016-07-25,111.25
2016-07-26,108.2
2016-07-27,106.6
2016-07-28,106.4
2016-07-29,106.1
2016-08-01,105.5
2016-08-02,105.1
2016-08-03,104.65
2016-08-04,104.25
2016-08-05,104.3
2016-08-08,103.9
2016-08-09,105.7
2016-08-10,103.95
2016-08-11,101.75
2016-08-12,101.55
2016-08-16,97.5
2016-08-17,92.35
2016-08-18,93.85
2016-08-19,94.45
2016-08-22,94.2
2016-08-23,93.7
2016-08-24,94.0
2016-08-25,103.45
2016-08-26,98.95
2016-08-29,97.45
2016-08-30,96.9
2016-08-31,96.65
2016-09-01,96.05
2016-09-02,95.55
2016-09-06,96.2
2016-09-07,95.95
2016-09-08,100.05
2016-09-09,107.1
2016-09-12,101.3
2016-09-14,104.95
2016-09-15,102.85
2016-09-16,101.15
2016-09-19,99.6
2016-09-20,100.25
2016-09-21,100.3
2016-09-22,100.6
2016-09-23,99.35
2016-09-26,98.4
2016-09-27,99.1
2016-09-28,98.7
2016-09-29,93.7
2016-09-30,93.9
2016-10-03,95.75
2016-10-04,96.5
2016-10-05,95.55
2016-10-06,94.65
2016-10-07,94.35
2016-10-10,95.85
2016-10-13,94.3
2016-10-14,94.2
2016-10-17,94.0
2016-10-18,94.55
2016-10-19,94.65
2016-10-20,94.5
2016-10-21,93.95
2016-10-24,93.8
2016-10-25,94.55
2016-10-26,93.55
2016-10-27,94.15
2016-10-28,93.95
2016-10-30,93.9
2016-11-01,94.1
2016-11-02,92.3
2016-11-03,91.55
2016-11-04,86.55
2016-11-07,85.75
2016-11-08,85.2
2016-11-09,78.55
2016-11-10,82.6
2016-11-11,83.2
2016-11-15,78.1
2016-11-16,76.45
2016-11-17,74.1
2016-11-18,70.7
2016-11-21,66.55
2016-11-22,63.9
2016-11-23,63.95
2016-11-24,61.25
2016-11-25,64.7
2016-11-28,65.1
2016-11-29,78.1
2016-11-30,90.8
2016-12-01,84.65
2016-12-02,80.25
2016-12-05,78.3
2016-12-06,80.5
2016-12-07,78.1
2016-12-08,79.45
2016-12-09,78.45
2016-12-12,78.0
2016-12-13,78.5
2016-12-14,77.85
2016-12-15,76.75
2016-12-16,77.2
2016-12-19,78.45
2016-12-20,76.35
2016-12-21,76.05
2016-12-22,73.25
2016-12-23,71.6
2016-12-26,69.7
2016-12-27,69.75
2016-12-28,68.9
2016-12-29,69.35
2016-12-30,71.45
