Date,RPOWER
2016-01-01,58.8
2016-01-04,57.0
2016-01-05,58.45
2016-01-06,57.45
2016-01-07,55.4
2016-01-08,58.6
2016-01-11,60.0
2016-01-12,58.7
2016-01-13,57.5
2016-01-14,55.65
2016-01-15,51.1
2016-01-18,48.7
2016-01-19,50.65
2016-01-20,48.3
2016-01-21,48.65
2016-01-22,50.35
2016-01-25,49.75
2016-01-27,50.35
2016-01-28,50.35
2016-01-29,50.7
2016-02-01,50.4
2016-02-02,48.9
2016-02-03,45.75
2016-02-04,45.15
2016-02-05,46.95
2016-02-08,46.75
2016-02-09,46.6
2016-02-10,46.15
2016-02-11,42.85
2016-02-12,42.8
2016-02-15,44.4
2016-02-16,43.75
2016-02-17,44.2
2016-02-18,44.5
2016-02-19,44.85
2016-02-22,44.75
2016-02-23,44.15
2016-02-24,43.85
2016-02-25,43.45
2016-02-26,44.55
2016-02-29,44.5
2016-03-01,45.55
2016-03-02,46.25
2016-03-03,47.1
2016-03-04,46.7
2016-03-08,46.8
2016-03-09,47.9
2016-03-10,47.25
2016-03-11,46.45
2016-03-14,46.25
2016-03-15,46.75
2016-03-16,46.05
2016-03-17,46.15
2016-03-18,46.75
2016-03-21,47.0
2016-03-22,48.1
2016-03-23,47.95
2016-03-28,46.4
2016-03-29,46.1
2016-03-30,47.65
2016-03-31,49.4
2016-04-01,50.2
2016-04-04,50.95
2016-04-05,48.75
2016-04-06,48.95
2016-04-07,48.55
2016-04-08,49.25
2016-04-11,51.45
2016-04-12,51.4
2016-04-13,51.9
2016-04-18,51.95
2016-04-20,52.25
2016-04-21,52.05
2016-04-22,52.9
2016-04-25,52.3
2016-04-26,53.5
2016-04-27,53.3
2016-04-28,51.65
2016-04-29,50.95
2016-05-02,51.4
2016-05-03,51.35
2016-05-04,49.7
2016-05-05,49.3
2016-05-06,49.65
2016-05-09,51.15
2016-05-10,50.95
2016-05-11,50.15
2016-05-12,50.5
2016-05-13,49.25
2016-05-16,48.95
2016-05-17,48.85
2016-05-18,49.1
2016-05-19,48.35
2016-05-20,48.1
2016-05-23,47.9
2016-05-24,46.9
2016-05-25,47.95
2016-05-26,48.65
2016-05-27,52.25
2016-05-30,52.45
2016-05-31,52.0
2016-06-01,51.7
2016-06-02,51.6
2016-06-03,50.85
2016-06-06,51.25
2016-06-07,51.65
2016-06-08,52.3
2016-06-09,52.4
2016-06-10,52.2
2016-06-13,51.2
2016-06-14,52.45
2016-06-15,52.65
2016-06-16,52.05
2016-06-17,52.6
2016-06-20,52.6
2016-06-21,52.1
2016-06-22,51.3
2016-06-23,51.05
2016-06-24,49.35
2016-06-27,49.6
2016-06-28,50.0
2016-06-29,50.3
2016-06-30,51.35
2016-07-01,51.7
2016-07-04,52.45
2016-07-05,53.7
2016-07-07,53.2
2016-07-08,52.1
2016-07-11,52.8
2016-07-12,52.85
2016-07-13,52.25
2016-07-14,52.5
2016-07-15,51.8
2016-07-18,51.35
2016-07-19,51.45
2016-07-20,52.0
2016-07-21,51.25
2016-07-22,51.85
2016-07-25,52.8
2016-07-26,54.3
2016-07-27,54.45
2016-07-28,54.1
2016-07-29,54.35
2016-08-01,53.0
2016-08-02,52.4
2016-08-03,51.2
2016-08-04,51.2
2016-08-05,52.05
2016-08-08,52.45
2016-08-09,52.4
2016-08-10,51.1
2016-08-11,51.15
2016-08-12,51.0
2016-08-16,51.35
2016-08-17,51.3
2016-08-18,52.1
2016-08-19,52.3
2016-08-22,52.1
2016-08-23,52.65
2016-08-24,53.15
2016-08-25,52.3
2016-08-26,52.4
2016-08-29,53.0
2016-08-30,53.15
2016-08-31,53.25
2016-09-01,51.15
2016-09-02,51.85
2016-09-06,52.25
2016-09-07,52.7
2016-09-08,53.15
2016-09-09,53.5
2016-09-12,51.5
2016-09-14,52.8
2016-09-15,52.2
2016-09-16,51.75
2016-09-19,51.8
2016-09-20,51.5
2016-09-21,51.1
2016-09-22,51.8
2016-09-23,51.8
2016-09-26,51.25
2016-09-27,51.15
2016-09-28,51.45
2016-09-29,46.85
2016-09-30,47.65
2016-10-03,48.65
2016-10-04,48.65
2016-10-05,48.6
2016-10-06,47.95
2016-10-07,48.05
2016-10-10,48.05
2016-10-13,46.6
2016-10-14,47.1
2016-10-17,46.5
2016-10-18,47.3
2016-10-19,47.85
2016-10-20,48.7
2016-10-21,48.4
2016-10-24,48.45
2016-10-25,48.15
2016-10-26,47.6
2016-10-27,46.8
2016-10-28,47.1
2016-10-30,47.05
2016-11-01,47.1
2016-11-02,46.15
2016-11-03,45.8
2016-11-04,43.95
2016-11-07,44.55
2016-11-08,44.7
2016-11-09,42.8
2016-11-10,44.4
2016-11-11,43.3
2016-11-15,41.3
2016-11-16,40.4
2016-11-17,40.3
2016-11-18,40.5
2016-11-21,39.5
2016-11-22,39.4
2016-11-23,39.6
2016-11-24,38.65
2016-11-25,39.4
2016-11-28,40.6
2016-11-29,41.2
2016-11-30,41.7
2016-12-01,40.45
2016-12-02,41.0
2016-12-05,41.4
2016-12-06,42.1
2016-12-07,42.05
2016-12-08,42.6
2016-12-09,42.85
2016-12-12,42.35
2016-12-13,42.25
2016-12-14,41.9
2016-12-15,42.25
2016-12-16,41.7
2016-12-19,42.75
2016-12-20,41.5
2016-12-21,42.25
2016-12-22,41.4
2016-12-23,41.2
2016-12-26,39.5
2016-12-27,40.1
2016-12-28,40.1
2016-12-29,40.4
2016-12-30,41.2
