Date,TIMETECHNO
2016-01-01,59.0
2016-01-04,58.2
2016-01-05,61.15
2016-01-06,59.2
2016-01-07,55.2
2016-01-08,56.05
2016-01-11,58.95
2016-01-12,58.5
2016-01-13,55.95
2016-01-14,55.05
2016-01-15,53.05
2016-01-18,50.1
2016-01-19,51.6
2016-01-20,48.5
2016-01-21,47.95
2016-01-22,51.0
2016-01-25,51.45
2016-01-27,51.45
2016-01-28,51.3
2016-01-29,52.85
2016-02-01,53.2
2016-02-02,52.6
2016-02-03,51.85
2016-02-04,52.5
2016-02-05,52.05
2016-02-08,52.55
2016-02-09,50.7
2016-02-10,50.7
2016-02-11,44.8
2016-02-12,44.65
2016-02-15,45.05
2016-02-16,45.65
2016-02-17,49.35
2016-02-18,49.0
2016-02-19,49.45
2016-02-22,49.15
2016-02-23,48.6
2016-02-24,46.55
2016-02-25,45.05
2016-02-26,44.45
2016-02-29,44.7
2016-03-01,46.3
2016-03-02,47.45
2016-03-03,47.4
2016-03-04,47.0
2016-03-08,48.4
2016-03-09,49.65
2016-03-10,48.7
2016-03-11,48.2
2016-03-14,48.4
2016-03-15,48.0
2016-03-16,48.45
2016-03-17,48.2
2016-03-18,48.9
2016-03-21,48.55
2016-03-22,47.95
2016-03-23,48.75
2016-03-28,47.2
2016-03-29,47.1
2016-03-30,47.65
2016-03-31,47.2
2016-04-01,46.95
2016-04-04,48.75
2016-04-05,49.7
2016-04-06,50.3
2016-04-07,48.95
2016-04-08,51.2
2016-04-11,50.55
2016-04-12,51.75
2016-04-13,51.0
2016-04-18,50.7
2016-04-20,50.4
2016-04-21,49.9
2016-04-22,49.5
2016-04-25,49.55
2016-04-26,49.4
2016-04-27,49.5
2016-04-28,48.4
2016-04-29,47.85
2016-05-02,48.1
2016-05-03,48.0
2016-05-04,47.55
2016-05-05,47.45
2016-05-06,47.65
2016-05-09,48.4
2016-05-10,47.85
2016-05-11,47.85
2016-05-12,48.6
2016-05-13,47.45
2016-05-16,47.65
2016-05-17,47.9
2016-05-18,48.65
2016-05-19,48.15
2016-05-20,47.4
2016-05-23,48.0
2016-05-24,47.05
2016-05-25,47.7
2016-05-26,47.0
2016-05-27,48.1
2016-05-30,47.25
2016-05-31,47.8
2016-06-01,48.55
2016-06-02,49.85
2016-06-03,48.9
2016-06-06,49.35
2016-06-07,49.45
2016-06-08,49.5
2016-06-09,49.35
2016-06-10,49.5
2016-06-13,48.55
2016-06-14,48.85
2016-06-15,51.95
2016-06-16,50.55
2016-06-17,51.35
2016-06-20,50.7
2016-06-21,50.3
2016-06-22,49.55
2016-06-23,50.4
2016-06-24,47.95
2016-06-27,48.75
2016-06-28,49.05
2016-06-29,49.65
2016-06-30,49.25
2016-07-01,49.45
2016-07-04,50.5
2016-07-05,50.5
2016-07-07,50.1
2016-07-08,49.6
2016-07-11,49.65
2016-07-12,49.1
2016-07-13,49.75
2016-07-14,49.45
2016-07-15,49.95
2016-07-18,52.25
2016-07-19,50.9
2016-07-20,51.45
2016-07-21,49.55
2016-07-22,49.05
2016-07-25,50.65
2016-07-26,50.05
2016-07-27,59.15
2016-07-28,60.25
2016-07-29,63.25
2016-08-01,66.45
2016-08-02,64.1
2016-08-03,62.65
2016-08-04,65.05
2016-08-05,67.75
2016-08-08,68.85
2016-08-09,67.5
2016-08-10,65.55
2016-08-11,65.95
2016-08-12,62.6
2016-08-16,63.45
2016-08-17,63.8
2016-08-18,64.8
2016-08-19,75.05
2016-08-22,77.8
2016-08-23,81.3
2016-08-24,86.05
2016-08-25,81.5
2016-08-26,79.0
2016-08-29,83.2
2016-08-30,81.2
2016-08-31,79.55
2016-09-01,80.55
2016-09-02,83.25
2016-09-06,83.5
2016-09-07,81.55
2016-09-08,86.3
2016-09-09,84.6
2016-09-12,82.9
2016-09-14,84.45
2016-09-15,88.5
2016-09-16,91.15
2016-09-19,102.55
2016-09-20,104.4
2016-09-21,105.3
2016-09-22,99.95
2016-09-23,100.35
2016-09-26,99.8
2016-09-27,100.35
2016-09-28,99.9
2016-09-29,93.65
2016-09-30,98.2
2016-10-03,100.1
2016-10-04,100.1
2016-10-05,102.2
2016-10-06,96.1
2016-10-07,88.1
2016-10-10,95.1
2016-10-13,93.15
2016-10-14,96.05
2016-10-17,92.1
2016-10-18,94.7
2016-10-19,96.5
2016-10-20,95.55
2016-10-21,95.0
2016-10-24,96.1
2016-10-25,99.6
2016-10-26,96.6
2016-10-27,97.1
2016-10-28,96.85
2016-10-30,96.4
2016-11-01,95.35
2016-11-02,93.3
2016-11-03,92.95
2016-11-04,89.65
2016-11-07,92.3
2016-11-08,94.7
2016-11-09,92.95
2016-11-10,98.05
2016-11-11,96.85
2016-11-15,91.0
2016-11-16,92.5
2016-11-17,90.35
2016-11-18,91.15
2016-11-21,87.4
2016-11-22,90.4
2016-11-23,90.7
2016-11-24,90.75
2016-11-25,92.2
2016-11-28,92.95
2016-11-29,92.8
2016-11-30,92.65
2016-12-01,92.45
2016-12-02,91.7
2016-12-05,91.45
2016-12-06,95.7
2016-12-07,93.55
2016-12-08,99.45
2016-12-09,101.8
2016-12-12,104.7
2016-12-13,105.3
2016-12-14,99.05
2016-12-15,101.95
2016-12-16,99.7
2016-12-19,97.5
2016-12-20,95.05
2016-12-21,92.65
2016-12-22,91.05
2016-12-23,90.95
2016-12-26,86.95
2016-12-27,88.25
2016-12-28,88.45
2016-12-29,88.75
2016-12-30,91.6
