Date,MANINDS
2016-01-01,95.8
2016-01-04,93.1
2016-01-05,94.45
2016-01-06,93.05
2016-01-07,89.55
2016-01-08,89.8
2016-01-11,87.1
2016-01-12,84.35
2016-01-13,77.4
2016-01-14,74.8
2016-01-15,71.8
2016-01-18,67.4
2016-01-19,68.85
2016-01-20,64.25
2016-01-21,63.5
2016-01-22,64.45
2016-01-25,66.65
2016-01-27,71.85
2016-01-28,70.65
2016-01-29,71.95
2016-02-01,73.15
2016-02-02,69.9
2016-02-03,65.05
2016-02-04,61.9
2016-02-05,65.2
2016-02-08,66.4
2016-02-09,66.05
2016-02-10,67.95
2016-02-11,62.15
2016-02-12,62.75
2016-02-15,62.6
2016-02-16,58.0
2016-02-17,55.8
2016-02-18,54.45
2016-02-19,54.9
2016-02-22,54.6
2016-02-23,53.6
2016-02-24,50.45
2016-02-25,53.25
2016-02-26,51.25
2016-02-29,48.45
2016-03-01,51.65
2016-03-02,54.8
2016-03-03,57.3
2016-03-04,57.75
2016-03-08,61.2
2016-03-09,63.1
2016-03-10,62.25
2016-03-11,61.4
2016-03-14,64.1
2016-03-15,63.25
2016-03-16,63.25
2016-03-17,63.55
2016-03-18,62.65
2016-03-21,63.65
2016-03-22,62.95
2016-03-23,61.95
2016-03-28,58.35
2016-03-29,59.05
2016-03-30,61.55
2016-03-31,62.6
2016-04-01,62.9
2016-04-04,64.6
2016-04-05,67.7
2016-04-06,67.6
2016-04-07,66.9
2016-04-08,73.3
2016-04-11,71.45
2016-04-12,69.95
2016-04-13,70.5
2016-04-18,69.55
2016-04-20,71.85
2016-04-21,72.2
2016-04-22,71.65
2016-04-25,69.9
2016-04-26,70.6
2016-04-27,70.5
2016-04-28,69.05
2016-04-29,69.05
2016-05-02,66.8
2016-05-03,67.0
2016-05-04,64.75
2016-05-05,64.1
2016-05-06,63.8
2016-05-09,62.75
2016-05-10,64.7
2016-05-11,64.0
2016-05-12,64.75
2016-05-13,63.2
2016-05-16,61.9
2016-05-17,61.75
2016-05-18,61.65
2016-05-19,62.35
2016-05-20,61.65
2016-05-23,59.15
2016-05-24,56.3
2016-05-25,57.8
2016-05-26,57.2
2016-05-27,59.2
2016-05-30,57.9
2016-05-31,57.5
2016-06-01,57.3
2016-06-02,58.0
2016-06-03,57.35
2016-06-06,56.4
2016-06-07,56.45
2016-06-08,58.45
2016-06-09,61.4
2016-06-10,59.0
2016-06-13,59.55
2016-06-14,60.05
2016-06-15,60.0
2016-06-16,57.85
2016-06-17,57.95
2016-06-20,57.9
2016-06-21,58.05
2016-06-22,57.15
2016-06-23,56.9
2016-06-24,55.2
2016-06-27,56.1
2016-06-28,56.9
2016-06-29,57.75
2016-06-30,58.2
2016-07-01,58.3
2016-07-04,59.55
2016-07-05,59.6
2016-07-07,59.55
2016-07-08,59.85
2016-07-11,63.9
2016-07-12,65.35
2016-07-13,62.55
2016-07-14,63.25
2016-07-15,61.15
2016-07-18,60.2
2016-07-19,60.3
2016-07-20,60.2
2016-07-21,59.6
2016-07-22,59.4
2016-07-25,59.8
2016-07-26,59.75
2016-07-27,59.7
2016-07-28,59.65
2016-07-29,58.45
2016-08-01,56.75
2016-08-02,55.45
2016-08-03,54.65
2016-08-04,54.75
2016-08-05,56.45
2016-08-08,59.3
2016-08-09,58.65
2016-08-10,56.6
2016-08-11,56.15
2016-08-12,56.25
2016-08-16,55.8
2016-08-17,55.45
2016-08-18,55.95
2016-08-19,56.65
2016-08-22,56.6
2016-08-23,57.25
2016-08-24,57.0
2016-08-25,56.15
2016-08-26,54.9
2016-08-29,53.8
2016-08-30,53.8
2016-08-31,54.65
2016-09-01,55.15
2016-09-02,54.4
2016-09-06,54.35
2016-09-07,54.4
2016-09-08,61.6
2016-09-09,58.75
2016-09-12,53.8
2016-09-14,54.2
2016-09-15,52.85
2016-09-16,50.45
2016-09-19,50.8
2016-09-20,49.55
2016-09-21,49.7
2016-09-22,50.65
2016-09-23,50.45
2016-09-26,49.9
2016-09-27,49.35
2016-09-28,49.9
2016-09-29,46.75
2016-09-30,47.5
2016-10-03,49.3
2016-10-04,49.45
2016-10-05,52.5
2016-10-06,52.6
2016-10-07,51.35
2016-10-10,51.5
2016-10-13,51.85
2016-10-14,51.95
2016-10-17,55.05
2016-10-18,54.75
2016-10-19,55.65
2016-10-20,57.15
2016-10-21,56.65
2016-10-24,55.45
2016-10-25,54.8
2016-10-26,54.55
2016-10-27,53.0
2016-10-28,53.35
2016-10-30,54.3
2016-11-01,53.25
2016-11-02,52.4
2016-11-03,52.1
2016-11-04,50.85
2016-11-07,51.1
2016-11-08,50.45
2016-11-09,47.6
2016-11-10,50.5
2016-11-11,47.7
2016-11-15,44.95
2016-11-16,43.25
2016-11-17,43.55
2016-11-18,43.9
2016-11-21,43.6
2016-11-22,44.25
2016-11-23,44.3
2016-11-24,43.95
2016-11-25,45.1
2016-11-28,45.35
2016-11-29,45.6
2016-11-30,48.7
2016-12-01,47.75
2016-12-02,46.3
2016-12-05,45.35
2016-12-06,44.75
2016-12-07,44.85
2016-12-08,45.4
2016-12-09,45.45
2016-12-12,45.3
2016-12-13,45.95
2016-12-14,46.0
2016-12-15,44.95
2016-12-16,44.7
2016-12-19,44.6
2016-12-20,44.9
2016-12-21,46.4
2016-12-22,44.95
2016-12-23,44.7
2016-12-26,43.6
2016-12-27,44.1
2016-12-28,44.4
2016-12-29,44.75
2016-12-30,45.1
