Date,EDELWEISS
2016-01-01,58.0
2016-01-04,56.8
2016-01-05,56.45
2016-01-06,56.85
2016-01-07,55.0
2016-01-08,55.3
2016-01-11,54.8
2016-01-12,54.55
2016-01-13,54.1
2016-01-14,52.6
2016-01-15,51.75
2016-01-18,50.85
2016-01-19,51.6
2016-01-20,50.55
2016-01-21,49.9
2016-01-22,50.6
2016-01-25,51.15
2016-01-27,51.5
2016-01-28,51.1
2016-01-29,52.1
2016-02-01,53.85
2016-02-02,53.05
2016-02-03,51.95
2016-02-04,50.8
2016-02-05,52.15
2016-02-08,51.2
2016-02-09,49.4
2016-02-10,49.95
2016-02-11,47.05
2016-02-12,46.0
2016-02-15,48.15
2016-02-16,45.8
2016-02-17,47.55
2016-02-18,48.15
2016-02-19,48.25
2016-02-22,48.95
2016-02-23,48.7
2016-02-24,47.7
2016-02-25,47.65
2016-02-26,48.5
2016-02-29,47.45
2016-03-01,49.95
2016-03-02,52.3
2016-03-03,54.0
2016-03-04,59.2
2016-03-08,57.9
2016-03-09,58.8
2016-03-10,58.8
2016-03-11,58.55
2016-03-14,59.2
2016-03-15,57.15
2016-03-16,56.55
2016-03-17,55.45
2016-03-18,56.6
2016-03-21,59.2
2016-03-22,58.15
2016-03-23,59.15
2016-03-28,54.85
2016-03-29,56.15
2016-03-30,56.9
2016-03-31,56.35
2016-04-01,56.0
2016-04-04,56.25
2016-04-05,55.15
2016-04-06,54.75
2016-04-07,54.25
2016-04-08,55.15
2016-04-11,54.7
2016-04-12,55.5
2016-04-13,56.5
2016-04-18,57.55
2016-04-20,57.15
2016-04-21,57.15
2016-04-22,58.7
2016-04-25,57.15
2016-04-26,58.0
2016-04-27,58.0
2016-04-28,58.0
2016-04-29,58.05
2016-05-02,57.8
2016-05-03,58.05
2016-05-04,58.0
2016-05-05,58.0
2016-05-06,58.05
2016-05-09,58.0
2016-05-10,58.3
2016-05-11,58.05
2016-05-12,59.05
2016-05-13,59.85
2016-05-16,58.75
2016-05-17,59.55
2016-05-18,61.15
2016-05-19,64.25
2016-05-20,68.3
2016-05-23,66.15
2016-05-24,68.6
2016-05-25,70.4
2016-05-26,70.9
2016-05-27,75.15
2016-05-30,73.4
2016-05-31,71.25
2016-06-01,71.0
2016-06-02,72.4
2016-06-03,72.4
2016-06-06,70.45
2016-06-07,76.8
2016-06-08,79.0
2016-06-09,77.6
2016-06-10,78.6
2016-06-13,77.45
2016-06-14,77.5
2016-06-15,79.4
2016-06-16,78.25
2016-06-17,81.65
2016-06-20,81.75
2016-06-21,79.9
2016-06-22,77.3
2016-06-23,77.1
2016-06-24,74.05
2016-06-27,74.35
2016-06-28,76.85
2016-06-29,75.45
2016-06-30,75.9
2016-07-01,75.7
2016-07-04,77.45
2016-07-05,76.15
2016-07-07,75.65
2016-07-08,77.25
2016-07-11,79.35
2016-07-12,80.6
2016-07-13,80.2
2016-07-14,79.05
2016-07-15,78.05
2016-07-18,77.55
2016-07-19,76.6
2016-07-20,80.85
2016-07-21,83.35
2016-07-22,86.95
2016-07-25,93.4
2016-07-26,88.75
2016-07-27,94.25
2016-07-28,92.95
2016-07-29,94.65
2016-08-01,95.3
2016-08-02,98.4
2016-08-03,93.55
2016-08-04,100.1
2016-08-05,112.05
2016-08-08,107.55
2016-08-09,106.15
2016-08-10,103.55
2016-08-11,98.7
2016-08-12,99.85
2016-08-16,98.4
2016-08-17,101.45
2016-08-18,103.8
2016-08-19,108.95
2016-08-22,111.05
2016-08-23,109.85
2016-08-24,108.7
2016-08-25,110.5
2016-08-26,108.3
2016-08-29,114.75
2016-08-30,118.15
2016-08-31,115.8
2016-09-01,112.75
2016-09-02,112.15
2016-09-06,112.65
2016-09-07,111.9
2016-09-08,110.8
2016-09-09,106.35
2016-09-12,99.3
2016-09-14,106.6
2016-09-15,106.8
2016-09-16,111.25
2016-09-19,109.55
2016-09-20,112.3
2016-09-21,121.3
2016-09-22,119.1
2016-09-23,120.5
2016-09-26,119.9
2016-09-27,119.75
2016-09-28,118.85
2016-09-29,107.75
2016-09-30,113.75
2016-10-03,122.8
2016-10-04,121.25
2016-10-05,121.3
2016-10-06,118.6
2016-10-07,121.9
2016-10-10,119.3
2016-10-13,117.7
2016-10-14,116.05
2016-10-17,116.7
2016-10-18,118.35
2016-10-19,126.2
2016-10-20,127.2
2016-10-21,123.5
2016-10-24,125.0
2016-10-25,123.75
2016-10-26,124.5
2016-10-27,121.55
2016-10-28,122.0
2016-10-30,123.8
2016-11-01,121.5
2016-11-02,118.0
2016-11-03,114.85
2016-11-04,111.95
2016-11-07,111.4
2016-11-08,111.25
2016-11-09,104.95
2016-11-10,110.0
2016-11-11,104.15
2016-11-15,93.65
2016-11-16,93.05
2016-11-17,91.5
2016-11-18,92.65
2016-11-21,88.1
2016-11-22,91.1
2016-11-23,93.7
2016-11-24,90.25
2016-11-25,94.7
2016-11-28,99.75
2016-11-29,102.6
2016-11-30,101.65
2016-12-01,98.85
2016-12-02,95.35
2016-12-05,95.5
2016-12-06,95.35
2016-12-07,93.8
2016-12-08,95.1
2016-12-09,95.2
2016-12-12,93.1
2016-12-13,92.0
2016-12-14,91.05
2016-12-15,87.85
2016-12-16,82.8
2016-12-19,86.1
2016-12-20,92.55
2016-12-21,95.6
2016-12-22,96.2
2016-12-23,98.2
2016-12-26,91.9
2016-12-27,95.25
2016-12-28,96.4
2016-12-29,95.0
2016-12-30,97.6
