Date,PDPL
2016-01-01,56.45
2016-01-04,63.55
2016-01-05,61.0
2016-01-06,73.2
2016-01-07,76.6
2016-01-08,77.4
2016-01-11,74.65
2016-01-12,69.9
2016-01-13,63.35
2016-01-14,59.85
2016-01-15,57.6
2016-01-18,54.75
2016-01-19,52.1
2016-01-20,49.5
2016-01-21,49.1
2016-01-22,51.55
2016-01-25,54.1
2016-01-27,56.8
2016-01-28,56.45
2016-01-29,59.1
2016-02-01,62.05
2016-02-02,64.75
2016-02-03,61.55
2016-02-04,58.6
2016-02-05,58.25
2016-02-08,56.6
2016-02-09,55.55
2016-02-10,53.2
2016-02-11,50.55
2016-02-12,48.05
2016-02-15,45.65
2016-02-16,43.4
2016-02-17,41.25
2016-02-18,39.2
2016-02-19,37.25
2016-02-22,36.35
2016-02-23,38.15
2016-02-24,40.05
2016-02-25,41.8
2016-02-26,39.75
2016-02-29,37.8
2016-03-01,39.05
2016-03-02,41.0
2016-03-03,40.2
2016-03-04,39.45
2016-03-08,39.9
2016-03-09,40.55
2016-03-10,40.15
2016-03-11,38.75
2016-03-14,39.4
2016-03-15,39.35
2016-03-16,41.3
2016-03-17,43.05
2016-03-18,40.9
2016-03-21,40.35
2016-03-22,40.15
2016-03-23,39.95
2016-03-28,39.35
2016-03-29,38.65
2016-03-30,40.05
2016-03-31,39.8
2016-04-01,40.45
2016-04-04,41.25
2016-04-05,41.8
2016-04-06,40.95
2016-04-07,40.45
2016-04-08,41.45
2016-04-11,41.05
2016-04-12,43.75
2016-04-13,42.9
2016-04-18,41.95
2016-04-20,41.4
2016-04-21,40.7
2016-04-22,41.05
2016-04-25,40.05
2016-04-26,40.65
2016-04-27,40.75
2016-04-28,40.05
2016-04-29,38.55
2016-05-02,39.4
2016-05-03,38.7
2016-05-04,37.9
2016-05-05,37.6
2016-05-06,39.05
2016-05-09,39.85
2016-05-10,39.0
2016-05-11,37.4
2016-05-12,37.8
2016-05-13,36.8
2016-05-16,36.55
2016-05-17,36.45
2016-05-18,36.35
2016-05-19,35.85
2016-05-20,35.25
2016-05-23,33.6
2016-05-24,32.7
2016-05-25,32.3
2016-05-26,30.75
2016-05-27,31.7
2016-05-30,31.55
2016-05-31,30.95
2016-06-01,30.8
2016-06-02,36.95
2016-06-03,40.3
2016-06-06,38.1
2016-06-07,34.7
2016-06-08,35.35
2016-06-09,36.7
2016-06-10,36.3
2016-06-13,36.3
2016-06-14,36.1
2016-06-15,37.0
2016-06-16,35.8
2016-06-17,34.15
2016-06-20,32.75
2016-06-21,34.1
2016-06-22,32.65
2016-06-23,32.6
2016-06-24,31.95
2016-06-27,34.4
2016-06-28,33.3
2016-06-29,33.05
2016-06-30,33.85
2016-07-01,34.3
2016-07-04,34.35
2016-07-05,35.0
2016-07-07,32.25
2016-07-08,32.75
2016-07-11,32.45
2016-07-12,31.75
2016-07-13,32.65
2016-07-14,33.4
2016-07-15,32.6
2016-07-18,32.4
2016-07-19,32.05
2016-07-20,34.5
2016-07-21,32.75
2016-07-22,33.1
2016-07-25,32.65
2016-07-26,32.45
2016-07-27,32.25
2016-07-28,32.55
2016-07-29,31.0
2016-08-01,31.15
2016-08-02,30.85
2016-08-03,29.85
2016-08-04,29.6
2016-08-05,31.15
2016-08-08,30.75
2016-08-09,31.1
2016-08-10,30.05
2016-08-11,30.25
2016-08-12,31.95
2016-08-16,30.9
2016-08-17,30.2
2016-08-18,29.2
2016-08-19,29.75
2016-08-22,29.4
2016-08-23,29.45
2016-08-24,29.85
2016-08-25,29.4
2016-08-26,29.2
2016-08-29,30.0
2016-08-30,29.6
2016-08-31,29.6
2016-09-01,29.8
2016-09-02,30.3
2016-09-06,30.05
2016-09-07,29.8
2016-09-08,30.0
2016-09-09,30.05
2016-09-12,28.4
2016-09-14,28.35
2016-09-15,28.95
2016-09-16,28.5
2016-09-19,29.1
2016-09-20,28.75
2016-09-21,28.6
2016-09-22,27.55
2016-09-23,27.15
2016-09-26,30.7
2016-09-27,29.45
2016-09-28,29.5
2016-09-29,27.6
2016-09-30,27.6
2016-10-03,28.1
2016-10-04,28.35
2016-10-05,29.3
2016-10-06,28.6
2016-10-07,28.95
2016-10-10,28.25
2016-10-13,28.0
2016-10-14,27.7
2016-10-17,27.95
2016-10-18,26.7
2016-10-19,27.1
2016-10-20,26.6
2016-10-21,26.3
2016-10-24,26.4
2016-10-25,27.05
2016-10-26,26.55
2016-10-27,26.6
2016-10-28,26.4
2016-10-30,26.8
2016-11-01,26.35
2016-11-02,26.2
2016-11-03,26.2
2016-11-04,25.05
2016-11-07,25.05
2016-11-08,25.65
2016-11-09,24.9
2016-11-10,23.9
2016-11-11,24.0
2016-11-15,21.55
2016-11-16,21.35
2016-11-17,20.9
2016-11-18,20.35
2016-11-21,20.35
2016-11-22,19.9
2016-11-23,20.55
2016-11-24,20.35
2016-11-25,21.0
2016-11-28,21.1
2016-11-29,20.75
2016-11-30,24.9
2016-12-01,25.0
2016-12-02,25.65
2016-12-05,24.55
2016-12-06,24.85
2016-12-07,24.3
2016-12-08,24.85
2016-12-09,24.0
2016-12-12,24.75
2016-12-13,23.6
2016-12-14,23.35
2016-12-15,24.0
2016-12-16,23.25
2016-12-19,23.65
2016-12-20,23.25
2016-12-21,22.4
2016-12-22,21.65
2016-12-23,22.6
2016-12-26,20.4
2016-12-27,20.6
2016-12-28,21.2
2016-12-29,20.9
2016-12-30,22.2
