Date,RAMCOCEM
2016-01-01,389.8
2016-01-04,389.2
2016-01-05,398.35
2016-01-06,391.0
2016-01-07,390.0
2016-01-08,390.35
2016-01-11,391.3
2016-01-12,388.3
2016-01-13,388.8
2016-01-14,380.2
2016-01-15,376.25
2016-01-18,362.25
2016-01-19,365.65
2016-01-20,360.55
2016-01-21,374.45
2016-01-22,375.25
2016-01-25,385.9
2016-01-27,385.65
2016-01-28,393.05
2016-01-29,389.0
2016-02-01,385.3
2016-02-02,382.65
2016-02-03,380.5
2016-02-04,379.65
2016-02-05,380.65
2016-02-08,380.35
2016-02-09,374.05
2016-02-10,375.35
2016-02-11,368.0
2016-02-12,367.7
2016-02-15,375.9
2016-02-16,370.0
2016-02-17,371.15
2016-02-18,370.3
2016-02-19,369.55
2016-02-22,369.45
2016-02-23,369.75
2016-02-24,364.75
2016-02-25,362.8
2016-02-26,356.85
2016-02-29,359.9
2016-03-01,366.0
2016-03-02,372.5
2016-03-03,374.15
2016-03-04,365.4
2016-03-08,366.25
2016-03-09,373.0
2016-03-10,378.95
2016-03-11,384.1
2016-03-14,392.5
2016-03-15,392.25
2016-03-16,390.65
2016-03-17,401.7
2016-03-18,401.75
2016-03-21,421.1
2016-03-22,404.35
2016-03-23,410.3
2016-03-28,401.65
2016-03-29,399.1
2016-03-30,406.25
2016-03-31,399.85
2016-04-01,399.4
2016-04-04,405.4
2016-04-05,405.1
2016-04-06,413.85
2016-04-07,422.25
2016-04-08,443.1
2016-04-11,435.4
2016-04-12,431.8
2016-04-13,439.45
2016-04-18,463.8
2016-04-20,468.15
2016-04-21,453.7
2016-04-22,448.55
2016-04-25,439.45
2016-04-26,450.9
2016-04-27,454.4
2016-04-28,452.55
2016-04-29,450.15
2016-05-02,454.55
2016-05-03,471.95
2016-05-04,483.3
2016-05-05,480.5
2016-05-06,472.95
2016-05-09,500.9
2016-05-10,500.35
2016-05-11,494.45
2016-05-12,486.6
2016-05-13,489.7
2016-05-16,485.5
2016-05-17,487.0
2016-05-18,488.5
2016-05-19,490.8
2016-05-20,492.7
2016-05-23,488.25
2016-05-24,481.35
2016-05-25,496.25
2016-05-26,495.15
2016-05-27,498.3
2016-05-30,498.7
2016-05-31,491.7
2016-06-01,488.6
2016-06-02,494.95
2016-06-03,501.0
2016-06-06,503.4
2016-06-07,535.0
2016-06-08,535.95
2016-06-09,537.75
2016-06-10,522.65
2016-06-13,531.4
2016-06-14,533.9
2016-06-15,542.3
2016-06-16,542.55
2016-06-17,548.75
2016-06-20,557.6
2016-06-21,554.95
2016-06-22,548.15
2016-06-23,548.9
2016-06-24,545.35
2016-06-27,562.25
2016-06-28,569.2
2016-06-29,564.45
2016-06-30,553.65
2016-07-01,569.35
2016-07-04,575.1
2016-07-05,570.1
2016-07-07,576.25
2016-07-08,577.95
2016-07-11,592.9
2016-07-12,583.3
2016-07-13,579.75
2016-07-14,569.55
2016-07-15,564.5
2016-07-18,559.7
2016-07-19,558.35
2016-07-20,563.75
2016-07-21,563.85
2016-07-22,564.35
2016-07-25,557.95
2016-07-26,556.5
2016-07-27,555.55
2016-07-28,555.25
2016-07-29,549.8
2016-08-01,560.9
2016-08-02,553.35
2016-08-03,536.4
2016-08-04,534.9
2016-08-05,565.4
2016-08-08,569.9
2016-08-09,561.2
2016-08-10,547.4
2016-08-11,539.3
2016-08-12,536.35
2016-08-16,540.55
2016-08-17,550.2
2016-08-18,568.1
2016-08-19,564.85
2016-08-22,553.6
2016-08-23,549.95
2016-08-24,562.05
2016-08-25,553.75
2016-08-26,559.65
2016-08-29,562.9
2016-08-30,574.9
2016-08-31,577.6
2016-09-01,564.15
2016-09-02,557.5
2016-09-06,568.65
2016-09-07,563.3
2016-09-08,585.45
2016-09-09,588.6
2016-09-12,576.05
2016-09-14,583.0
2016-09-15,586.95
2016-09-16,587.4
2016-09-19,581.8
2016-09-20,582.75
2016-09-21,579.7
2016-09-22,609.55
2016-09-23,617.95
2016-09-26,597.8
2016-09-27,601.5
2016-09-28,600.35
2016-09-29,591.3
2016-09-30,595.4
2016-10-03,615.4
2016-10-04,634.65
2016-10-05,626.25
2016-10-06,622.1
2016-10-07,618.85
2016-10-10,630.3
2016-10-13,633.4
2016-10-14,660.65
2016-10-17,646.75
2016-10-18,637.0
2016-10-19,643.85
2016-10-20,635.6
2016-10-21,626.2
2016-10-24,620.7
2016-10-25,630.2
2016-10-26,622.1
2016-10-27,618.9
2016-10-28,615.05
2016-10-30,634.55
2016-11-01,628.4
2016-11-02,610.25
2016-11-03,602.8
2016-11-04,601.3
2016-11-07,613.85
2016-11-08,615.9
2016-11-09,604.3
2016-11-10,616.45
2016-11-11,587.35
2016-11-15,547.8
2016-11-16,566.65
2016-11-17,554.0
2016-11-18,525.1
2016-11-21,523.25
2016-11-22,553.8
2016-11-23,561.6
2016-11-24,563.95
2016-11-25,575.4
2016-11-28,582.15
2016-11-29,583.35
2016-11-30,610.2
2016-12-01,599.05
2016-12-02,582.45
2016-12-05,568.6
2016-12-06,572.75
2016-12-07,559.6
2016-12-08,561.8
2016-12-09,560.4
2016-12-12,559.75
2016-12-13,532.4
2016-12-14,521.05
2016-12-15,520.1
2016-12-16,524.25
2016-12-19,521.7
2016-12-20,519.0
2016-12-21,538.75
2016-12-22,522.05
2016-12-23,529.5
2016-12-26,506.4
2016-12-27,517.95
2016-12-28,526.0
2016-12-29,539.3
2016-12-30,548.0
