Date,ALPHAGEO
2016-01-01,586.6
2016-01-04,564.15
2016-01-05,566.15
2016-01-06,561.2
2016-01-07,522.65
2016-01-08,489.8
2016-01-11,501.0
2016-01-12,488.45
2016-01-13,478.75
2016-01-14,461.65
2016-01-15,437.5
2016-01-18,401.3
2016-01-19,406.35
2016-01-20,397.35
2016-01-21,410.0
2016-01-22,489.35
2016-01-25,526.85
2016-01-27,628.5
2016-01-28,631.75
2016-01-29,658.8
2016-02-01,648.15
2016-02-02,607.15
2016-02-03,578.65
2016-02-04,551.3
2016-02-05,591.65
2016-02-08,594.3
2016-02-09,605.95
2016-02-10,579.95
2016-02-11,523.15
2016-02-12,521.7
2016-02-15,514.8
2016-02-16,490.7
2016-02-17,494.1
2016-02-18,493.65
2016-02-19,543.0
2016-02-22,561.35
2016-02-23,532.1
2016-02-24,509.45
2016-02-25,511.65
2016-02-26,512.3
2016-02-29,501.95
2016-03-01,481.25
2016-03-02,492.3
2016-03-03,502.25
2016-03-04,550.0
2016-03-08,538.0
2016-03-09,538.65
2016-03-10,525.95
2016-03-11,524.95
2016-03-14,559.65
2016-03-15,572.6
2016-03-16,589.95
2016-03-17,570.2
2016-03-18,554.6
2016-03-21,546.2
2016-03-22,543.65
2016-03-23,548.0
2016-03-28,526.1
2016-03-29,512.5
2016-03-30,522.85
2016-03-31,516.4
2016-04-01,509.2
2016-04-04,518.55
2016-04-05,508.75
2016-04-06,518.35
2016-04-07,546.9
2016-04-08,568.8
2016-04-11,571.35
2016-04-12,569.15
2016-04-13,578.75
2016-04-18,576.7
2016-04-20,592.5
2016-04-21,594.0
2016-04-22,590.15
2016-04-25,575.05
2016-04-26,591.65
2016-04-27,612.7
2016-04-28,601.7
2016-04-29,613.0
2016-05-02,620.35
2016-05-03,619.3
2016-05-04,604.3
2016-05-05,599.85
2016-05-06,575.85
2016-05-09,583.15
2016-05-10,576.55
2016-05-11,490.6
2016-05-12,482.1
2016-05-13,501.3
2016-05-16,505.6
2016-05-17,498.2
2016-05-18,502.8
2016-05-19,487.8
2016-05-20,537.65
2016-05-23,506.15
2016-05-24,489.7
2016-05-25,484.8
2016-05-26,492.7
2016-05-27,490.65
2016-05-30,491.2
2016-05-31,482.8
2016-06-01,490.25
2016-06-02,486.0
2016-06-03,490.0
2016-06-06,550.7
2016-06-07,660.8
2016-06-08,792.95
2016-06-09,826.15
2016-06-10,810.45
2016-06-13,786.55
2016-06-14,808.75
2016-06-15,786.75
2016-06-16,758.35
2016-06-17,766.15
2016-06-20,759.65
2016-06-21,757.85
2016-06-22,743.95
2016-06-23,724.1
2016-06-24,685.65
2016-06-27,719.2
2016-06-28,784.05
2016-06-29,786.65
2016-06-30,791.35
2016-07-01,790.65
2016-07-04,781.55
2016-07-05,799.8
2016-07-07,782.25
2016-07-08,760.2
2016-07-11,750.3
2016-07-12,754.55
2016-07-13,750.55
2016-07-14,751.95
2016-07-15,722.85
2016-07-18,735.25
2016-07-19,732.5
2016-07-20,728.85
2016-07-21,715.15
2016-07-22,715.95
2016-07-25,780.95
2016-07-26,788.9
2016-07-27,783.25
2016-07-28,782.35
2016-07-29,788.95
2016-08-01,783.0
2016-08-02,768.25
2016-08-03,751.5
2016-08-04,755.55
2016-08-05,765.05
2016-08-08,768.2
2016-08-09,768.75
2016-08-10,762.95
2016-08-11,752.7
2016-08-12,744.4
2016-08-16,742.2
2016-08-17,741.65
2016-08-18,789.1
2016-08-19,836.55
2016-08-22,953.35
2016-08-23,943.5
2016-08-24,933.15
2016-08-25,929.65
2016-08-26,926.4
2016-08-29,939.4
2016-08-30,934.95
2016-08-31,930.05
2016-09-01,908.35
2016-09-02,900.5
2016-09-06,906.7
2016-09-07,912.55
2016-09-08,896.25
2016-09-09,896.25
2016-09-12,890.45
2016-09-14,890.75
2016-09-15,969.45
2016-09-16,929.25
2016-09-19,938.4
2016-09-20,937.45
2016-09-21,951.55
2016-09-22,941.55
2016-09-23,957.05
2016-09-26,976.55
2016-09-27,1007.3
2016-09-28,1028.7
2016-09-29,982.95
2016-09-30,1040.65
2016-10-03,1069.8
2016-10-04,1071.2
2016-10-05,1101.3
2016-10-06,1104.75
2016-10-07,1123.7
2016-10-10,1115.4
2016-10-13,1061.65
2016-10-14,1091.5
2016-10-17,1062.7
2016-10-18,1092.2
2016-10-19,1082.35
2016-10-20,1062.85
2016-10-21,1091.6
2016-10-24,1071.6
2016-10-25,1063.45
2016-10-26,1046.85
2016-10-27,1027.25
2016-10-28,1024.85
2016-10-30,1032.05
2016-11-01,999.55
2016-11-02,998.85
2016-11-03,982.45
2016-11-04,980.05
2016-11-07,969.95
2016-11-08,962.35
2016-11-09,965.85
2016-11-10,1008.8
2016-11-11,939.6
2016-11-15,888.4
2016-11-16,891.6
2016-11-17,849.8
2016-11-18,871.3
2016-11-21,845.0
2016-11-22,831.8
2016-11-23,873.35
2016-11-24,888.3
2016-11-25,890.0
2016-11-28,927.4
2016-11-29,929.35
2016-11-30,983.9
2016-12-01,976.1
2016-12-02,952.35
2016-12-05,946.95
2016-12-06,949.7
2016-12-07,942.45
2016-12-08,960.05
2016-12-09,977.55
2016-12-12,1011.5
2016-12-13,1028.7
2016-12-14,983.8
2016-12-15,984.1
2016-12-16,1005.2
2016-12-19,1002.1
2016-12-20,1000.5
2016-12-21,1018.65
2016-12-22,982.35
2016-12-23,974.6
2016-12-26,948.3
2016-12-27,955.45
2016-12-28,918.35
2016-12-29,887.35
2016-12-30,900.6
