Date,ASTRAZEN
2016-01-01,1258.75
2016-01-04,1257.5
2016-01-05,1235.5
2016-01-06,1254.45
2016-01-07,1219.25
2016-01-08,1244.9
2016-01-11,1249.4
2016-01-12,1280.2
2016-01-13,1240.15
2016-01-14,1229.9
2016-01-15,1194.6
2016-01-18,1149.25
2016-01-19,1171.05
2016-01-20,1150.5
2016-01-21,1177.4
2016-01-22,1206.05
2016-01-25,1206.55
2016-01-27,1226.65
2016-01-28,1239.05
2016-01-29,1235.9
2016-02-01,1231.65
2016-02-02,1215.7
2016-02-03,1178.2
2016-02-04,1148.55
2016-02-05,1165.25
2016-02-08,1223.4
2016-02-09,1224.55
2016-02-10,1194.9
2016-02-11,1166.8
2016-02-12,1148.5
2016-02-15,1172.65
2016-02-16,1134.4
2016-02-17,1160.65
2016-02-18,1163.25
2016-02-19,1168.0
2016-02-22,1161.85
2016-02-23,1167.3
2016-02-24,1151.65
2016-02-25,1165.6
2016-02-26,1170.6
2016-02-29,1186.5
2016-03-01,1204.6
2016-03-02,1215.25
2016-03-03,1233.25
2016-03-04,1231.35
2016-03-08,1209.75
2016-03-09,1203.65
2016-03-10,1194.8
2016-03-11,1261.85
2016-03-14,1212.4
2016-03-15,1209.65
2016-03-16,1177.1
2016-03-17,1186.2
2016-03-18,1161.2
2016-03-21,1159.7
2016-03-22,1183.85
2016-03-23,1165.6
2016-03-28,1135.95
2016-03-29,1138.95
2016-03-30,1152.5
2016-03-31,1154.75
2016-04-01,1162.25
2016-04-04,1160.0
2016-04-05,1133.2
2016-04-06,1180.6
2016-04-07,1174.95
2016-04-08,1175.55
2016-04-11,1165.85
2016-04-12,1163.85
2016-04-13,1163.2
2016-04-18,1176.8
2016-04-20,1171.1
2016-04-21,1176.65
2016-04-22,1182.15
2016-04-25,1175.2
2016-04-26,1170.95
2016-04-27,1160.0
2016-04-28,1150.7
2016-04-29,1150.25
2016-05-02,1142.35
2016-05-03,1146.7
2016-05-04,1148.9
2016-05-05,1148.6
2016-05-06,1141.55
2016-05-09,1134.05
2016-05-10,1139.95
2016-05-11,1134.1
2016-05-12,1132.15
2016-05-13,1121.5
2016-05-16,1133.65
2016-05-17,1117.55
2016-05-18,1119.7
2016-05-19,1105.5
2016-05-20,1085.75
2016-05-23,1091.8
2016-05-24,1091.45
2016-05-25,1094.1
2016-05-26,1067.5
2016-05-27,1060.7
2016-05-30,1059.95
2016-05-31,1045.7
2016-06-01,1042.7
2016-06-02,1033.4
2016-06-03,1055.05
2016-06-06,1048.7
2016-06-07,1047.8
2016-06-08,1040.15
2016-06-09,1043.55
2016-06-10,1045.5
2016-06-13,1025.2
2016-06-14,1042.85
2016-06-15,1039.45
2016-06-16,1073.6
2016-06-17,1099.0
2016-06-20,1103.95
2016-06-21,1081.8
2016-06-22,1084.95
2016-06-23,1061.65
2016-06-24,1068.0
2016-06-27,1077.65
2016-06-28,1075.75
2016-06-29,1096.8
2016-06-30,1072.6
2016-07-01,1061.3
2016-07-04,1067.35
2016-07-05,1067.7
2016-07-07,1055.65
2016-07-08,1063.5
2016-07-11,1066.05
2016-07-12,1059.35
2016-07-13,1055.25
2016-07-14,1048.0
2016-07-15,1041.45
2016-07-18,1045.55
2016-07-19,1047.25
2016-07-20,1060.5
2016-07-21,1038.5
2016-07-22,1045.35
2016-07-25,1049.0
2016-07-26,1035.3
2016-07-27,1032.3
2016-07-28,1033.0
2016-07-29,1036.15
2016-08-01,1037.35
2016-08-02,1024.55
2016-08-03,1024.45
2016-08-04,1025.65
2016-08-05,1016.0
2016-08-08,1017.25
2016-08-09,1013.85
2016-08-10,1049.2
2016-08-11,1033.85
2016-08-12,1058.15
2016-08-16,1067.05
2016-08-17,1107.65
2016-08-18,1086.5
2016-08-19,1082.8
2016-08-22,1102.75
2016-08-23,1123.0
2016-08-24,1138.4
2016-08-25,1080.25
2016-08-26,1071.85
2016-08-29,1048.0
2016-08-30,1029.65
2016-08-31,1029.05
2016-09-01,1030.4
2016-09-02,1025.45
2016-09-06,1011.85
2016-09-07,1017.45
2016-09-08,999.35
2016-09-09,1000.75
2016-09-12,994.9
2016-09-14,997.6
2016-09-15,996.4
2016-09-16,983.45
2016-09-19,971.55
2016-09-20,962.2
2016-09-21,969.5
2016-09-22,955.55
2016-09-23,957.05
2016-09-26,950.5
2016-09-27,946.2
2016-09-28,954.1
2016-09-29,934.85
2016-09-30,928.8
2016-10-03,931.95
2016-10-04,926.95
2016-10-05,937.25
2016-10-06,945.1
2016-10-07,954.5
2016-10-10,956.1
2016-10-13,963.5
2016-10-14,967.0
2016-10-17,963.55
2016-10-18,967.1
2016-10-19,968.2
2016-10-20,958.35
2016-10-21,1026.8
2016-10-24,1011.35
2016-10-25,1007.65
2016-10-26,999.4
2016-10-27,996.05
2016-10-28,996.85
2016-10-30,1005.8
2016-11-01,1007.6
2016-11-02,1007.3
2016-11-03,1008.8
2016-11-04,972.1
2016-11-07,982.85
2016-11-08,974.35
2016-11-09,949.1
2016-11-10,992.15
2016-11-11,968.95
2016-11-15,949.45
2016-11-16,953.35
2016-11-17,943.7
2016-11-18,947.15
2016-11-21,950.9
2016-11-22,945.75
2016-11-23,949.65
2016-11-24,938.75
2016-11-25,942.15
2016-11-28,963.15
2016-11-29,951.1
2016-11-30,949.45
2016-12-01,960.05
2016-12-02,960.3
2016-12-05,949.0
2016-12-06,949.35
2016-12-07,941.65
2016-12-08,937.9
2016-12-09,953.55
2016-12-12,950.3
2016-12-13,955.8
2016-12-14,938.4
2016-12-15,951.95
2016-12-16,952.95
2016-12-19,948.9
2016-12-20,948.05
2016-12-21,939.3
2016-12-22,940.45
2016-12-23,916.95
2016-12-26,926.35
2016-12-27,927.1
2016-12-28,938.45
2016-12-29,927.45
2016-12-30,926.3
