Date,CESC
2016-01-01,517.45
2016-01-04,522.55
2016-01-05,516.2
2016-01-06,512.4
2016-01-07,490.2
2016-01-08,494.05
2016-01-11,490.25
2016-01-12,493.0
2016-01-13,480.95
2016-01-14,462.75
2016-01-15,453.25
2016-01-18,444.75
2016-01-19,457.0
2016-01-20,444.15
2016-01-21,440.45
2016-01-22,448.75
2016-01-25,431.55
2016-01-27,447.15
2016-01-28,448.45
2016-01-29,452.3
2016-02-01,450.35
2016-02-02,441.95
2016-02-03,439.3
2016-02-04,435.35
2016-02-05,449.8
2016-02-08,447.4
2016-02-09,432.2
2016-02-10,439.65
2016-02-11,417.7
2016-02-12,416.6
2016-02-15,431.85
2016-02-16,424.65
2016-02-17,432.1
2016-02-18,429.65
2016-02-19,433.4
2016-02-22,447.45
2016-02-23,446.35
2016-02-24,438.65
2016-02-25,430.95
2016-02-26,434.75
2016-02-29,437.2
2016-03-01,451.35
2016-03-02,460.4
2016-03-03,459.95
2016-03-04,458.55
2016-03-08,468.05
2016-03-09,476.4
2016-03-10,468.7
2016-03-11,461.35
2016-03-14,464.75
2016-03-15,479.8
2016-03-16,477.85
2016-03-17,463.5
2016-03-18,474.15
2016-03-21,475.3
2016-03-22,480.1
2016-03-23,472.55
2016-03-28,462.45
2016-03-29,459.8
2016-03-30,470.3
2016-03-31,472.7
2016-04-01,473.95
2016-04-04,474.65
2016-04-05,472.3
2016-04-06,471.5
2016-04-07,471.65
2016-04-08,472.95
2016-04-11,475.9
2016-04-12,491.15
2016-04-13,498.15
2016-04-18,505.85
2016-04-20,525.95
2016-04-21,519.1
2016-04-22,535.5
2016-04-25,547.7
2016-04-26,547.35
2016-04-27,553.3
2016-04-28,534.65
2016-04-29,538.5
2016-05-02,542.1
2016-05-03,535.3
2016-05-04,530.5
2016-05-05,524.2
2016-05-06,542.4
2016-05-09,538.4
2016-05-10,533.6
2016-05-11,532.35
2016-05-12,535.5
2016-05-13,542.2
2016-05-16,534.1
2016-05-17,538.15
2016-05-18,546.45
2016-05-19,551.9
2016-05-20,555.15
2016-05-23,567.8
2016-05-24,560.5
2016-05-25,559.05
2016-05-26,559.05
2016-05-27,562.35
2016-05-30,556.65
2016-05-31,544.5
2016-06-01,542.45
2016-06-02,538.05
2016-06-03,548.4
2016-06-06,561.3
2016-06-07,554.65
2016-06-08,556.2
2016-06-09,556.3
2016-06-10,565.05
2016-06-13,552.35
2016-06-14,553.0
2016-06-15,577.6
2016-06-16,578.6
2016-06-17,581.1
2016-06-20,577.2
2016-06-21,580.85
2016-06-22,575.8
2016-06-23,569.6
2016-06-24,575.8
2016-06-27,579.85
2016-06-28,584.55
2016-06-29,585.0
2016-06-30,596.85
2016-07-01,598.4
2016-07-04,616.5
2016-07-05,604.5
2016-07-07,611.25
2016-07-08,609.35
2016-07-11,607.7
2016-07-12,604.05
2016-07-13,598.85
2016-07-14,596.9
2016-07-15,584.65
2016-07-18,601.2
2016-07-19,608.3
2016-07-20,604.5
2016-07-21,594.8
2016-07-22,604.7
2016-07-25,616.3
2016-07-26,611.4
2016-07-27,609.7
2016-07-28,628.5
2016-07-29,614.6
2016-08-01,611.05
2016-08-02,605.4
2016-08-03,599.35
2016-08-04,609.95
2016-08-05,617.3
2016-08-08,627.4
2016-08-09,628.55
2016-08-10,626.55
2016-08-11,629.7
2016-08-12,639.65
2016-08-16,651.15
2016-08-17,652.0
2016-08-18,655.5
2016-08-19,660.05
2016-08-22,654.3
2016-08-23,651.4
2016-08-24,650.5
2016-08-25,658.2
2016-08-26,652.3
2016-08-29,651.9
2016-08-30,655.1
2016-08-31,666.6
2016-09-01,661.05
2016-09-02,674.45
2016-09-06,671.5
2016-09-07,672.8
2016-09-08,670.4
2016-09-09,642.35
2016-09-12,637.35
2016-09-14,653.55
2016-09-15,648.3
2016-09-16,653.2
2016-09-19,648.8
2016-09-20,641.75
2016-09-21,643.35
2016-09-22,644.0
2016-09-23,645.5
2016-09-26,641.05
2016-09-27,617.15
2016-09-28,622.0
2016-09-29,609.5
2016-09-30,610.75
2016-10-03,624.6
2016-10-04,632.4
2016-10-05,614.0
2016-10-06,623.65
2016-10-07,629.35
2016-10-10,626.2
2016-10-13,600.75
2016-10-14,602.65
2016-10-17,594.8
2016-10-18,604.15
2016-10-19,613.2
2016-10-20,613.2
2016-10-21,616.3
2016-10-24,615.2
2016-10-25,617.3
2016-10-26,602.2
2016-10-27,614.05
2016-10-28,628.45
2016-10-30,626.8
2016-11-01,628.6
2016-11-02,626.05
2016-11-03,593.6
2016-11-04,586.2
2016-11-07,596.35
2016-11-08,591.95
2016-11-09,584.3
2016-11-10,594.65
2016-11-11,593.45
2016-11-15,580.4
2016-11-16,588.35
2016-11-17,593.5
2016-11-18,595.0
2016-11-21,578.3
2016-11-22,574.9
2016-11-23,568.75
2016-11-24,568.4
2016-11-25,574.6
2016-11-28,584.6
2016-11-29,584.4
2016-11-30,586.3
2016-12-01,595.05
2016-12-02,578.0
2016-12-05,581.3
2016-12-06,589.4
2016-12-07,587.8
2016-12-08,594.25
2016-12-09,625.35
2016-12-12,622.5
2016-12-13,626.45
2016-12-14,614.8
2016-12-15,627.4
2016-12-16,626.05
2016-12-19,628.05
2016-12-20,620.75
2016-12-21,622.65
2016-12-22,614.35
2016-12-23,620.55
2016-12-26,609.5
2016-12-27,627.95
2016-12-28,632.35
2016-12-29,637.6
2016-12-30,638.5
