Date,CHOLAFIN
2016-08-24,1087.25
2016-08-25,1104.3
2016-08-26,1159.65
2016-08-29,1167.15
2016-08-30,1170.25
2016-08-31,1159.5
2016-09-01,1166.1
2016-09-02,1098.6
2016-09-06,1109.3
2016-09-07,1113.3
2016-09-08,1099.5
2016-09-09,1102.85
2016-09-12,1062.15
2016-09-14,1074.3
2016-09-15,1099.1
2016-09-16,1098.25
2016-09-19,1084.8
2016-09-20,1083.3
2016-09-21,1077.0
2016-09-22,1115.05
2016-09-23,1117.15
2016-09-26,1131.65
2016-09-27,1135.85
2016-09-28,1138.6
2016-09-29,1123.4
2016-09-30,1157.35
2016-10-03,1181.05
2016-10-04,1210.85
2016-10-05,1228.15
2016-10-06,1210.6
2016-10-07,1198.9
2016-10-10,1183.75
2016-10-13,1186.0
2016-10-14,1204.75
2016-10-17,1201.6
2016-10-18,1195.65
2016-10-19,1187.75
2016-10-20,1185.45
2016-10-21,1208.65
2016-10-24,1189.75
2016-10-25,1175.7
2016-10-26,1153.55
2016-10-27,1139.15
2016-10-28,1185.4
2016-10-30,1185.8
2016-11-01,1166.45
2016-11-02,1162.55
2016-11-03,1136.35
2016-11-04,1118.3
2016-11-07,1116.7
2016-11-08,1108.2
2016-11-09,1050.2
2016-11-10,987.5
2016-11-11,935.7
2016-11-15,907.35
2016-11-16,976.55
2016-11-17,1014.55
2016-11-18,984.4
2016-11-21,984.05
2016-11-22,997.2
2016-11-23,990.3
2016-11-24,966.0
2016-11-25,995.2
2016-11-28,960.75
2016-11-29,978.5
2016-11-30,970.45
2016-12-01,961.95
2016-12-02,942.15
2016-12-05,918.1
2016-12-06,910.35
2016-12-07,874.9
2016-12-08,889.6
2016-12-09,886.45
2016-12-12,869.9
2016-12-13,838.35
2016-12-14,810.75
2016-12-15,844.45
2016-12-16,827.0
2016-12-19,856.9
2016-12-20,870.45
2016-12-21,903.3
2016-12-22,902.2
2016-12-23,934.8
2016-12-26,930.6
2016-12-27,947.2
2016-12-28,939.35
2016-12-29,988.2
2016-12-30,946.6
