Date,NIITTECH
2016-01-01,577.6
2016-01-04,580.5
2016-01-05,573.1
2016-01-06,568.95
2016-01-07,537.8
2016-01-08,536.0
2016-01-11,542.05
2016-01-12,556.5
2016-01-13,546.4
2016-01-14,570.3
2016-01-15,514.6
2016-01-18,487.35
2016-01-19,473.85
2016-01-20,445.5
2016-01-21,489.6
2016-01-22,480.65
2016-01-25,511.55
2016-01-27,530.85
2016-01-28,532.2
2016-01-29,551.7
2016-02-01,531.45
2016-02-02,549.65
2016-02-03,539.3
2016-02-04,546.9
2016-02-05,528.65
2016-02-08,525.3
2016-02-09,508.9
2016-02-10,505.15
2016-02-11,485.25
2016-02-12,490.9
2016-02-15,499.45
2016-02-16,497.3
2016-02-17,496.5
2016-02-18,478.95
2016-02-19,468.05
2016-02-22,466.9
2016-02-23,453.8
2016-02-24,462.9
2016-02-25,444.85
2016-02-26,425.4
2016-02-29,419.55
2016-03-01,464.65
2016-03-02,463.8
2016-03-03,494.25
2016-03-04,479.95
2016-03-08,466.4
2016-03-09,454.7
2016-03-10,466.35
2016-03-11,462.35
2016-03-14,470.6
2016-03-15,468.55
2016-03-16,482.6
2016-03-17,472.0
2016-03-18,490.8
2016-03-21,491.3
2016-03-22,491.9
2016-03-23,505.25
2016-03-28,488.15
2016-03-29,488.1
2016-03-30,494.55
2016-03-31,496.7
2016-04-01,495.55
2016-04-04,507.55
2016-04-05,493.95
2016-04-06,489.95
2016-04-07,492.95
2016-04-08,499.0
2016-04-11,497.7
2016-04-12,495.75
2016-04-13,494.25
2016-04-18,510.95
2016-04-20,503.15
2016-04-21,500.45
2016-04-22,499.8
2016-04-25,494.8
2016-04-26,486.95
2016-04-27,480.75
2016-04-28,469.65
2016-04-29,469.65
2016-05-02,477.55
2016-05-03,467.4
2016-05-04,459.65
2016-05-05,460.65
2016-05-06,487.6
2016-05-09,482.8
2016-05-10,470.75
2016-05-11,476.05
2016-05-12,474.15
2016-05-13,473.95
2016-05-16,473.6
2016-05-17,478.8
2016-05-18,479.05
2016-05-19,473.05
2016-05-20,474.9
2016-05-23,475.2
2016-05-24,475.45
2016-05-25,475.1
2016-05-26,474.95
2016-05-27,474.6
2016-05-30,475.5
2016-05-31,485.6
2016-06-01,497.0
2016-06-02,499.95
2016-06-03,497.0
2016-06-06,504.65
2016-06-07,512.9
2016-06-08,541.35
2016-06-09,526.7
2016-06-10,532.35
2016-06-13,554.9
2016-06-14,566.65
2016-06-15,555.0
2016-06-16,543.95
2016-06-17,541.55
2016-06-20,534.3
2016-06-21,528.6
2016-06-22,522.25
2016-06-23,522.15
2016-06-24,507.25
2016-06-27,501.6
2016-06-28,489.4
2016-06-29,496.55
2016-06-30,512.75
2016-07-01,516.95
2016-07-04,523.7
2016-07-05,529.7
2016-07-07,509.25
2016-07-08,502.7
2016-07-11,503.5
2016-07-12,504.05
2016-07-13,503.65
2016-07-14,497.3
2016-07-15,470.2
2016-07-18,472.65
2016-07-19,471.9
2016-07-20,468.95
2016-07-21,465.75
2016-07-22,463.65
2016-07-25,460.95
2016-07-26,467.35
2016-07-27,460.1
2016-07-28,467.5
2016-07-29,450.05
2016-08-01,446.05
2016-08-02,442.35
2016-08-03,422.25
2016-08-04,425.35
2016-08-05,423.0
2016-08-08,421.7
2016-08-09,414.8
2016-08-10,407.3
2016-08-11,413.35
2016-08-12,411.1
2016-08-16,410.4
2016-08-17,407.75
2016-08-18,415.2
2016-08-19,420.8
2016-08-22,417.45
2016-08-23,412.4
2016-08-24,410.75
2016-08-25,402.05
2016-08-26,399.45
2016-08-29,391.2
2016-08-30,395.65
2016-08-31,400.0
2016-09-01,399.6
2016-09-02,400.6
2016-09-06,397.25
2016-09-07,399.85
2016-09-08,394.45
2016-09-09,403.1
2016-09-12,405.0
2016-09-14,411.0
2016-09-15,405.7
2016-09-16,408.6
2016-09-19,411.2
2016-09-20,407.65
2016-09-21,410.0
2016-09-22,412.35
2016-09-23,431.35
2016-09-26,440.9
2016-09-27,440.4
2016-09-28,439.05
2016-09-29,412.6
2016-09-30,418.95
2016-10-03,426.35
2016-10-04,426.0
2016-10-05,425.15
2016-10-06,420.75
2016-10-07,408.25
2016-10-10,415.5
2016-10-13,421.6
2016-10-14,440.3
2016-10-17,411.3
2016-10-18,415.95
2016-10-19,426.45
2016-10-20,423.2
2016-10-21,428.25
2016-10-24,428.05
2016-10-25,423.55
2016-10-26,423.15
2016-10-27,408.8
2016-10-28,406.85
2016-10-30,409.25
2016-11-01,404.4
2016-11-02,405.8
2016-11-03,395.75
2016-11-04,403.0
2016-11-07,404.9
2016-11-08,407.25
2016-11-09,403.95
2016-11-10,407.05
2016-11-11,396.1
2016-11-15,399.25
2016-11-16,400.45
2016-11-17,402.25
2016-11-18,401.5
2016-11-21,399.0
2016-11-22,400.55
2016-11-23,399.8
2016-11-24,400.1
2016-11-25,417.4
2016-11-28,422.55
2016-11-29,426.0
2016-11-30,425.2
2016-12-01,425.2
2016-12-02,423.25
2016-12-05,420.25
2016-12-06,425.55
2016-12-07,424.55
2016-12-08,427.65
2016-12-09,437.9
2016-12-12,428.65
2016-12-13,430.95
2016-12-14,425.25
2016-12-15,427.55
2016-12-16,427.1
2016-12-19,423.4
2016-12-20,428.85
2016-12-21,433.15
2016-12-22,432.75
2016-12-23,429.9
2016-12-26,410.45
2016-12-27,423.75
2016-12-28,424.95
2016-12-29,424.15
2016-12-30,424.7
