Date,BALRAMCHIN
2016-01-01,71.9
2016-01-04,73.95
2016-01-05,73.85
2016-01-06,77.7
2016-01-07,75.0
2016-01-08,82.25
2016-01-11,83.6
2016-01-12,82.9
2016-01-13,87.8
2016-01-14,87.45
2016-01-15,83.35
2016-01-18,80.2
2016-01-19,85.0
2016-01-20,83.75
2016-01-21,83.3
2016-01-22,89.1
2016-01-25,87.7
2016-01-27,88.35
2016-01-28,88.0
2016-01-29,88.95
2016-02-01,92.9
2016-02-02,90.7
2016-02-03,88.2
2016-02-04,82.45
2016-02-05,86.65
2016-02-08,89.75
2016-02-09,85.65
2016-02-10,80.8
2016-02-11,75.3
2016-02-12,78.85
2016-02-15,80.45
2016-02-16,76.8
2016-02-17,80.1
2016-02-18,79.2
2016-02-19,80.05
2016-02-22,80.1
2016-02-23,78.75
2016-02-24,79.95
2016-02-25,80.25
2016-02-26,82.6
2016-02-29,81.4
2016-03-01,84.75
2016-03-02,83.4
2016-03-03,85.25
2016-03-04,92.85
2016-03-08,99.55
2016-03-09,98.7
2016-03-10,95.65
2016-03-11,92.35
2016-03-14,95.45
2016-03-15,98.95
2016-03-16,97.85
2016-03-17,95.5
2016-03-18,96.95
2016-03-21,97.6
2016-03-22,100.8
2016-03-23,100.8
2016-03-28,100.6
2016-03-29,100.35
2016-03-30,108.05
2016-03-31,107.85
2016-04-01,109.35
2016-04-04,107.85
2016-04-05,106.45
2016-04-06,111.0
2016-04-07,105.7
2016-04-08,105.5
2016-04-11,108.2
2016-04-12,104.25
2016-04-13,104.9
2016-04-18,109.55
2016-04-20,106.15
2016-04-21,104.1
2016-04-22,105.15
2016-04-25,105.95
2016-04-26,105.3
2016-04-27,105.45
2016-04-28,102.45
2016-04-29,107.1
2016-05-02,108.15
2016-05-03,106.3
2016-05-04,107.45
2016-05-05,109.4
2016-05-06,108.95
2016-05-09,109.0
2016-05-10,107.95
2016-05-11,115.05
2016-05-12,114.9
2016-05-13,117.05
2016-05-16,118.8
2016-05-17,115.95
2016-05-18,117.6
2016-05-19,115.0
2016-05-20,110.85
2016-05-23,110.0
2016-05-24,103.55
2016-05-25,106.75
2016-05-26,109.1
2016-05-27,107.8
2016-05-30,106.85
2016-05-31,108.2
2016-06-01,110.0
2016-06-02,109.45
2016-06-03,113.6
2016-06-06,116.65
2016-06-07,118.1
2016-06-08,119.85
2016-06-09,119.6
2016-06-10,123.0
2016-06-13,124.7
2016-06-14,122.85
2016-06-15,120.75
2016-06-16,118.35
2016-06-17,119.05
2016-06-20,120.05
2016-06-21,119.5
2016-06-22,117.35
2016-06-23,116.1
2016-06-24,113.55
2016-06-27,124.45
2016-06-28,123.25
2016-06-29,123.9
2016-06-30,125.7
2016-07-01,129.9
2016-07-04,133.35
2016-07-05,128.85
2016-07-07,131.8
2016-07-08,129.35
2016-07-11,129.6
2016-07-12,129.9
2016-07-13,131.0
2016-07-14,133.3
2016-07-15,130.2
2016-07-18,128.4
2016-07-19,128.3
2016-07-20,129.65
2016-07-21,127.6
2016-07-22,127.35
2016-07-25,129.75
2016-07-26,127.2
2016-07-27,128.6
2016-07-28,127.6
2016-07-29,132.55
2016-08-01,133.5
2016-08-02,130.35
2016-08-03,130.4
2016-08-04,127.85
2016-08-05,130.85
2016-08-08,128.2
2016-08-09,118.7
2016-08-10,117.5
2016-08-11,112.7
2016-08-12,113.8
2016-08-16,112.1
2016-08-17,110.65
2016-08-18,116.95
2016-08-19,118.3
2016-08-22,115.25
2016-08-23,111.95
2016-08-24,110.75
2016-08-25,109.95
2016-08-26,108.8
2016-08-29,107.65
2016-08-30,106.9
2016-08-31,107.25
2016-09-01,104.75
2016-09-02,102.95
2016-09-06,103.95
2016-09-07,102.6
2016-09-08,102.95
2016-09-09,105.3
2016-09-12,103.05
2016-09-14,102.55
2016-09-15,102.45
2016-09-16,107.05
2016-09-19,110.05
2016-09-20,111.2
2016-09-21,110.55
2016-09-22,113.45
2016-09-23,112.55
2016-09-26,109.85
2016-09-27,109.0
2016-09-28,110.9
2016-09-29,103.35
2016-09-30,107.75
2016-10-03,107.9
2016-10-04,109.0
2016-10-05,110.95
2016-10-06,110.3
2016-10-07,117.7
2016-10-10,115.75
2016-10-13,113.75
2016-10-14,112.15
2016-10-17,113.15
2016-10-18,113.85
2016-10-19,114.95
2016-10-20,116.55
2016-10-21,120.45
2016-10-24,120.85
2016-10-25,117.05
2016-10-26,115.0
2016-10-27,114.45
2016-10-28,115.4
2016-10-30,116.4
2016-11-01,112.75
2016-11-02,109.75
2016-11-03,108.8
2016-11-04,104.6
2016-11-07,109.75
2016-11-08,113.65
2016-11-09,115.75
2016-11-10,116.65
2016-11-11,115.8
2016-11-15,118.9
2016-11-16,112.8
2016-11-17,110.55
2016-11-18,116.15
2016-11-21,112.55
2016-11-22,116.95
2016-11-23,120.3
2016-11-24,119.9
2016-11-25,121.2
2016-11-28,120.95
2016-11-29,121.5
2016-11-30,122.5
2016-12-01,121.0
2016-12-02,118.65
2016-12-05,117.85
2016-12-06,119.45
2016-12-07,121.35
2016-12-08,121.5
2016-12-09,121.3
2016-12-12,120.45
2016-12-13,119.5
2016-12-14,120.5
2016-12-15,118.7
2016-12-16,118.6
2016-12-19,118.35
2016-12-20,117.7
2016-12-21,119.15
2016-12-22,116.25
2016-12-23,118.95
2016-12-26,118.3
2016-12-27,117.6
2016-12-28,119.3
2016-12-29,122.7
2016-12-30,125.25
