Date,BALKRISIND
2016-01-01,650.15
2016-01-04,652.05
2016-01-05,652.35
2016-01-06,653.35
2016-01-07,652.55
2016-01-08,651.9
2016-01-11,640.7
2016-01-12,646.75
2016-01-13,647.5
2016-01-14,646.1
2016-01-15,643.0
2016-01-18,623.35
2016-01-19,630.95
2016-01-20,625.65
2016-01-21,630.0
2016-01-22,616.55
2016-01-25,610.55
2016-01-27,610.4
2016-01-28,605.7
2016-01-29,608.55
2016-02-01,610.9
2016-02-02,614.1
2016-02-03,601.85
2016-02-04,608.05
2016-02-05,601.4
2016-02-08,605.5
2016-02-09,603.25
2016-02-10,607.85
2016-02-11,599.5
2016-02-12,574.9
2016-02-15,599.65
2016-02-16,598.55
2016-02-17,599.65
2016-02-18,570.7
2016-02-19,573.0
2016-02-22,560.15
2016-02-23,564.75
2016-02-24,553.25
2016-02-25,560.45
2016-02-26,563.3
2016-02-29,570.0
2016-03-01,574.0
2016-03-02,575.9
2016-03-03,583.7
2016-03-04,591.65
2016-03-08,599.95
2016-03-09,596.3
2016-03-10,589.95
2016-03-11,602.2
2016-03-14,604.4
2016-03-15,604.65
2016-03-16,604.75
2016-03-17,607.2
2016-03-18,604.1
2016-03-21,604.6
2016-03-22,619.25
2016-03-23,619.95
2016-03-28,606.2
2016-03-29,618.85
2016-03-30,622.6
2016-03-31,631.4
2016-04-01,632.2
2016-04-04,632.35
2016-04-05,627.35
2016-04-06,622.65
2016-04-07,613.0
2016-04-08,618.1
2016-04-11,617.05
2016-04-12,630.05
2016-04-13,627.9
2016-04-18,632.35
2016-04-20,643.8
2016-04-21,659.35
2016-04-22,653.35
2016-04-25,657.95
2016-04-26,654.15
2016-04-27,655.15
2016-04-28,672.8
2016-04-29,665.9
2016-05-02,664.25
2016-05-03,673.65
2016-05-04,691.15
2016-05-05,652.95
2016-05-06,651.9
2016-05-09,655.75
2016-05-10,651.95
2016-05-11,661.15
2016-05-12,666.55
2016-05-13,668.35
2016-05-16,667.65
2016-05-17,669.1
2016-05-18,670.3
2016-05-19,701.8
2016-05-20,672.65
2016-05-23,669.85
2016-05-24,679.8
2016-05-25,675.4
2016-05-26,692.9
2016-05-27,684.7
2016-05-30,684.4
2016-05-31,666.15
2016-06-01,679.7
2016-06-02,672.5
2016-06-03,678.45
2016-06-06,676.55
2016-06-07,677.95
2016-06-08,678.9
2016-06-09,675.9
2016-06-10,680.2
2016-06-13,677.25
2016-06-14,673.65
2016-06-15,673.05
2016-06-16,672.25
2016-06-17,675.15
2016-06-20,672.2
2016-06-21,682.0
2016-06-22,686.45
2016-06-23,683.1
2016-06-24,668.55
2016-06-27,658.0
2016-06-28,660.3
2016-06-29,660.45
2016-06-30,663.15
2016-07-01,671.1
2016-07-04,677.65
2016-07-05,675.1
2016-07-07,674.0
2016-07-08,667.95
2016-07-11,662.0
2016-07-12,665.05
2016-07-13,708.9
2016-07-14,700.1
2016-07-15,690.05
2016-07-18,677.95
2016-07-19,697.45
2016-07-20,690.35
2016-07-21,690.25
2016-07-22,696.75
2016-07-25,710.35
2016-07-26,710.7
2016-07-27,713.0
2016-07-28,735.05
2016-07-29,729.2
2016-08-01,726.25
2016-08-02,726.35
2016-08-03,712.5
2016-08-04,713.75
2016-08-05,738.65
2016-08-08,733.3
2016-08-09,734.45
2016-08-10,724.4
2016-08-11,729.45
2016-08-12,731.2
2016-08-16,743.2
2016-08-17,746.35
2016-08-18,761.3
2016-08-19,748.25
2016-08-22,749.05
2016-08-23,745.25
2016-08-24,750.1
2016-08-25,766.6
2016-08-26,784.4
2016-08-29,833.8
2016-08-30,846.2
2016-08-31,877.65
2016-09-01,823.05
2016-09-02,840.8
2016-09-06,879.7
2016-09-07,889.7
2016-09-08,873.8
2016-09-09,893.15
2016-09-12,887.75
2016-09-14,885.25
2016-09-15,876.35
2016-09-16,828.4
2016-09-19,847.45
2016-09-20,831.7
2016-09-21,825.2
2016-09-22,837.25
2016-09-23,852.2
2016-09-26,851.1
2016-09-27,855.8
2016-09-28,891.65
2016-09-29,913.75
2016-09-30,1013.9
2016-10-03,1014.25
2016-10-04,1096.65
2016-10-05,1145.3
2016-10-06,1146.5
2016-10-07,1116.95
2016-10-10,1102.65
2016-10-13,1073.25
2016-10-14,1104.45
2016-10-17,1078.75
2016-10-18,1063.4
2016-10-19,1059.55
2016-10-20,1037.35
2016-10-21,1046.4
2016-10-24,1088.4
2016-10-25,1088.45
2016-10-26,1080.75
2016-10-27,1062.5
2016-10-28,1061.8
2016-10-30,1064.0
2016-11-01,1048.55
2016-11-02,1019.05
2016-11-03,1046.6
2016-11-04,990.6
2016-11-07,1005.85
2016-11-08,1014.4
2016-11-09,1022.95
2016-11-10,1035.0
2016-11-11,998.3
2016-11-15,964.45
2016-11-16,993.55
2016-11-17,964.55
2016-11-18,984.55
2016-11-21,962.45
2016-11-22,966.35
2016-11-23,927.3
2016-11-24,924.25
2016-11-25,926.2
2016-11-28,925.55
2016-11-29,925.55
2016-11-30,992.75
2016-12-01,1190.3
2016-12-02,1217.0
2016-12-05,1212.9
2016-12-06,1230.3
2016-12-07,1199.65
2016-12-08,1200.15
2016-12-09,1167.65
2016-12-12,1191.0
2016-12-13,1193.25
2016-12-14,1156.85
2016-12-15,1147.95
2016-12-16,1103.85
2016-12-19,1130.8
2016-12-20,1118.25
2016-12-21,1088.5
2016-12-22,1050.55
2016-12-23,1048.95
2016-12-26,1083.4
2016-12-27,1068.3
2016-12-28,1076.55
2016-12-29,1078.25
2016-12-30,1102.5
