Date,HINDCOMPOS
2016-01-01,1139.85
2016-01-04,1121.0
2016-01-05,1139.9
2016-01-06,1140.0
2016-01-07,1150.0
2016-01-08,1133.0
2016-01-11,1121.35
2016-01-12,1147.5
2016-01-13,1119.7
2016-01-14,1107.8
2016-01-15,1104.05
2016-01-18,1046.2
2016-01-19,1059.35
2016-01-20,1032.45
2016-01-21,1030.0
2016-01-22,1035.65
2016-01-25,1024.0
2016-01-27,1032.0
2016-01-28,1056.2
2016-01-29,1083.5
2016-02-01,1079.0
2016-02-02,1060.35
2016-02-03,1020.2
2016-02-04,1010.9
2016-02-05,1003.65
2016-02-08,1020.0
2016-02-09,1024.45
2016-02-10,1033.0
2016-02-11,977.35
2016-02-12,972.0
2016-02-15,990.0
2016-02-16,972.2
2016-02-17,956.0
2016-02-18,958.15
2016-02-19,1101.55
2016-02-22,1096.9
2016-02-23,1060.05
2016-02-24,1037.25
2016-02-25,1021.5
2016-02-26,962.05
2016-02-29,984.0
2016-03-01,1005.0
2016-03-02,1010.0
2016-03-03,1017.25
2016-03-04,990.0
2016-03-08,997.5
2016-03-09,969.7
2016-03-10,976.2
2016-03-11,972.75
2016-03-14,979.6
2016-03-15,969.0
2016-03-16,978.5
2016-03-17,968.9
2016-03-18,951.1
2016-03-21,955.0
2016-03-22,960.65
2016-03-23,951.75
2016-03-28,927.65
2016-03-29,925.3
2016-03-30,912.4
2016-03-31,845.4
2016-04-01,897.85
2016-04-04,860.7
2016-04-05,853.4
2016-04-06,871.85
2016-04-07,808.55
2016-04-08,760.85
2016-04-11,799.35
2016-04-12,814.45
2016-04-13,853.5
2016-04-18,856.4
2016-04-20,894.9
2016-04-21,885.5
2016-04-22,922.75
2016-04-25,909.55
2016-04-26,918.75
2016-04-27,922.75
2016-04-28,900.05
2016-04-29,903.9
2016-05-02,917.2
2016-05-03,926.5
2016-05-04,909.75
2016-05-05,924.7
2016-05-06,1049.7
2016-05-09,1022.95
2016-05-10,997.3
2016-05-11,1014.9
2016-05-12,998.65
2016-05-13,983.4
2016-05-16,989.1
2016-05-17,1037.8
2016-05-18,1146.2
2016-05-19,1114.8
2016-05-20,1121.4
2016-05-23,1087.05
2016-05-24,1037.8
2016-05-25,1036.5
2016-05-26,1042.5
2016-05-27,1067.15
2016-05-30,1065.4
2016-05-31,1071.1
2016-06-01,1074.9
2016-06-02,1082.15
2016-06-03,1120.75
2016-06-06,1122.3
