Date,PAGEIND
2016-01-01,13510.35
2016-01-04,13558.05
2016-01-05,13828.55
2016-01-06,13670.15
2016-01-07,13193.5
2016-01-08,13311.25
2016-01-11,13326.0
2016-01-12,13062.5
2016-01-13,13176.25
2016-01-14,13073.0
2016-01-15,12645.35
2016-01-18,12503.45
2016-01-19,12753.7
2016-01-20,12483.2
2016-01-21,12167.8
2016-01-22,12310.65
2016-01-25,12484.55
2016-01-27,12172.4
2016-01-28,11992.35
2016-01-29,12103.25
2016-02-01,12278.9
2016-02-02,12298.65
2016-02-03,12063.95
2016-02-04,11921.25
2016-02-05,11799.5
2016-02-08,11971.65
2016-02-09,11715.7
2016-02-10,11539.2
2016-02-11,10674.4
2016-02-12,10261.25
2016-02-15,10799.0
2016-02-16,10749.85
2016-02-17,10583.05
2016-02-18,10427.6
2016-02-19,10260.7
2016-02-22,10556.75
2016-02-23,10272.75
2016-02-24,10254.35
2016-02-25,10012.6
2016-02-26,10009.45
2016-02-29,9880.95
2016-03-01,9987.2
2016-03-02,10331.4
2016-03-03,10347.95
2016-03-04,10451.6
2016-03-08,10713.2
2016-03-09,11201.55
2016-03-10,11412.45
2016-03-11,11367.0
2016-03-14,11519.1
2016-03-15,11277.0
2016-03-16,11204.15
2016-03-17,11477.0
2016-03-18,11725.2
2016-03-21,11604.1
2016-03-22,11553.3
2016-03-23,11366.05
2016-03-28,11054.45
2016-03-29,11104.1
2016-03-30,11303.1
2016-03-31,12116.9
2016-04-01,12143.25
2016-04-04,12076.2
2016-04-05,12143.35
2016-04-06,12306.4
2016-04-07,12221.1
2016-04-08,12811.9
2016-04-11,12936.95
2016-04-12,12874.65
2016-04-13,12899.7
2016-04-18,12788.75
2016-04-20,13548.0
2016-04-21,12958.8
2016-04-22,12868.5
2016-04-25,12779.85
2016-04-26,12854.7
2016-04-27,12979.3
2016-04-28,12973.15
2016-04-29,12564.05
2016-05-02,12860.65
2016-05-03,12632.7
2016-05-04,12675.95
2016-05-05,12644.4
2016-05-06,13068.4
2016-05-09,13084.3
2016-05-10,12972.2
2016-05-11,13075.7
2016-05-12,13000.5
2016-05-13,12918.1
2016-05-16,13321.35
2016-05-17,13268.25
2016-05-18,13256.3
2016-05-19,13269.75
2016-05-20,13047.9
2016-05-23,12960.9
2016-05-24,13158.3
2016-05-25,12938.9
2016-05-26,13320.05
2016-05-27,13472.25
2016-05-30,14024.5
2016-05-31,13794.9
2016-06-01,14320.3
2016-06-02,14270.45
2016-06-03,14105.7
2016-06-06,13940.1
2016-06-07,13973.95
2016-06-08,13817.8
2016-06-09,13985.15
2016-06-10,13687.7
2016-06-13,13594.0
2016-06-14,13493.9
2016-06-15,13472.5
2016-06-16,13434.45
2016-06-17,13705.2
2016-06-20,13686.5
2016-06-21,13582.45
2016-06-22,13523.75
2016-06-23,13490.5
2016-06-24,13584.8
2016-06-27,13613.45
2016-06-28,13799.05
2016-06-29,13970.55
2016-06-30,14017.05
2016-07-01,14059.8
2016-07-04,13981.7
2016-07-05,13778.15
2016-07-07,13519.1
2016-07-08,13345.35
2016-07-11,13399.5
2016-07-12,13301.05
2016-07-13,13217.0
2016-07-14,13489.55
2016-07-15,13446.25
2016-07-18,13343.5
2016-07-19,13324.15
2016-07-20,13540.2
2016-07-21,13629.2
2016-07-22,13621.75
2016-07-25,13638.7
2016-07-26,13371.95
2016-07-27,13497.9
2016-07-28,13572.95
2016-07-29,14342.2
2016-08-01,14933.15
2016-08-02,14742.4
2016-08-03,13962.35
2016-08-04,13510.3
2016-08-05,13899.4
2016-08-08,14216.85
2016-08-09,14106.95
2016-08-10,14004.3
2016-08-11,14218.65
2016-08-12,14083.65
2016-08-16,14061.65
2016-08-17,14332.2
2016-08-18,14177.2
2016-08-19,14329.85
2016-08-22,14285.0
2016-08-23,14293.2
2016-08-24,14233.95
2016-08-25,14261.45
2016-08-26,14763.7
2016-08-29,14652.7
2016-08-30,14849.55
2016-08-31,14854.45
2016-09-01,15117.7
2016-09-02,15235.35
2016-09-06,15305.25
2016-09-07,15121.2
2016-09-08,14839.75
2016-09-09,14773.3
2016-09-12,14437.8
2016-09-14,14831.9
2016-09-15,14657.65
2016-09-16,14875.35
2016-09-19,15195.25
2016-09-20,15105.5
2016-09-21,15181.2
2016-09-22,15098.45
2016-09-23,14987.35
2016-09-26,14885.3
2016-09-27,14914.3
2016-09-28,15338.1
2016-09-29,15014.6
2016-09-30,15117.65
2016-10-03,15497.95
2016-10-04,15571.1
2016-10-05,15977.05
2016-10-06,15816.65
2016-10-07,15382.45
2016-10-10,15702.05
2016-10-13,15689.35
2016-10-14,15599.75
2016-10-17,15786.3
2016-10-18,16449.5
2016-10-19,16103.55
2016-10-20,16133.65
