Date,JINDALSTEL
2016-01-01,94.2
2016-01-04,92.65
2016-01-05,95.9
2016-01-06,93.45
2016-01-07,83.95
2016-01-08,84.6
2016-01-11,83.95
2016-01-12,80.0
2016-01-13,77.8
2016-01-14,72.2
2016-01-15,64.0
2016-01-18,60.0
2016-01-19,64.35
2016-01-20,61.05
2016-01-21,62.65
2016-01-22,66.05
2016-01-25,65.3
2016-01-27,65.9
2016-01-28,64.05
2016-01-29,64.2
2016-02-01,63.9
2016-02-02,60.05
2016-02-03,55.4
2016-02-04,57.4
2016-02-05,63.5
2016-02-08,61.3
2016-02-09,61.2
2016-02-10,59.65
2016-02-11,54.9
2016-02-12,55.45
2016-02-15,63.15
2016-02-16,59.15
2016-02-17,57.05
2016-02-18,57.05
2016-02-19,57.3
2016-02-22,56.75
2016-02-23,56.5
2016-02-24,58.25
2016-02-25,54.15
2016-02-26,53.4
2016-02-29,53.4
2016-03-01,55.85
2016-03-02,57.3
2016-03-03,63.35
2016-03-04,63.15
2016-03-08,66.4
2016-03-09,65.05
2016-03-10,65.85
2016-03-11,62.8
2016-03-14,59.75
2016-03-15,60.7
2016-03-16,58.65
2016-03-17,58.8
2016-03-18,60.6
2016-03-21,60.25
2016-03-22,61.55
2016-03-23,62.2
2016-03-28,60.25
2016-03-29,55.75
2016-03-30,57.7
2016-03-31,60.25
2016-04-01,63.5
2016-04-04,63.4
2016-04-05,60.1
2016-04-06,61.95
2016-04-07,60.25
2016-04-08,66.65
2016-04-11,65.85
2016-04-12,65.4
2016-04-13,68.0
2016-04-18,69.25
2016-04-20,74.55
2016-04-21,73.35
2016-04-22,72.95
2016-04-25,72.75
2016-04-26,74.25
2016-04-27,76.8
2016-04-28,74.7
2016-04-29,69.8
2016-05-02,70.7
2016-05-03,68.95
2016-05-04,66.5
2016-05-05,65.95
2016-05-06,64.15
2016-05-09,64.95
2016-05-10,64.4
2016-05-11,63.6
2016-05-12,64.0
2016-05-13,62.35
2016-05-16,61.35
2016-05-17,60.2
2016-05-18,61.55
2016-05-19,60.35
2016-05-20,59.95
2016-05-23,59.3
2016-05-24,58.2
2016-05-25,59.55
2016-05-26,60.7
2016-05-27,61.6
2016-05-30,62.1
2016-05-31,63.25
2016-06-01,62.1
2016-06-02,62.85
2016-06-03,61.05
2016-06-06,61.95
2016-06-07,62.15
2016-06-08,64.45
2016-06-09,64.4
2016-06-10,64.4
2016-06-13,62.05
2016-06-14,65.0
2016-06-15,65.0
2016-06-16,65.5
2016-06-17,66.3
2016-06-20,67.45
2016-06-21,66.6
2016-06-22,65.65
2016-06-23,65.6
2016-06-24,62.35
2016-06-27,63.75
2016-06-28,66.1
2016-06-29,66.5
2016-06-30,67.85
2016-07-01,70.65
2016-07-04,72.2
2016-07-05,73.0
2016-07-07,71.05
2016-07-08,69.6
2016-07-11,68.85
2016-07-12,74.5
2016-07-13,73.5
2016-07-14,73.9
2016-07-15,72.55
2016-07-18,68.95
2016-07-19,69.1
2016-07-20,69.75
2016-07-21,67.6
2016-07-22,69.1
2016-07-25,70.05
2016-07-26,80.35
2016-07-27,88.0
2016-07-28,85.05
2016-07-29,83.5
2016-08-01,89.25
2016-08-02,83.55
2016-08-03,80.55
2016-08-04,81.8
2016-08-05,82.8
2016-08-08,84.3
2016-08-09,82.25
2016-08-10,80.3
2016-08-11,79.95
2016-08-12,80.95
2016-08-16,81.0
2016-08-17,82.1
2016-08-18,85.4
2016-08-19,87.85
2016-08-22,85.85
2016-08-23,87.35
2016-08-24,87.5
2016-08-25,86.95
2016-08-26,85.0
2016-08-29,85.3
2016-08-30,87.8
2016-08-31,85.45
2016-09-01,84.3
2016-09-02,81.55
2016-09-06,82.7
2016-09-07,85.2
2016-09-08,86.65
2016-09-09,84.9
2016-09-12,81.0
2016-09-14,81.6
2016-09-15,83.2
2016-09-16,81.5
2016-09-19,81.75
2016-09-20,81.75
2016-09-21,80.85
2016-09-22,82.2
2016-09-23,82.25
2016-09-26,81.5
2016-09-27,80.4
2016-09-28,81.5
2016-09-29,74.65
2016-09-30,75.95
2016-10-03,78.65
2016-10-04,83.1
2016-10-05,83.5
2016-10-06,79.15
2016-10-07,80.2
2016-10-10,79.4
2016-10-13,77.8
2016-10-14,76.55
2016-10-17,75.8
2016-10-18,76.75
2016-10-19,76.1
2016-10-20,76.95
2016-10-21,76.15
2016-10-24,76.95
2016-10-25,76.8
2016-10-26,76.85
2016-10-27,76.25
2016-10-28,75.25
2016-10-30,75.3
2016-11-01,77.65
2016-11-02,74.75
2016-11-03,73.2
2016-11-04,68.85
2016-11-07,70.9
2016-11-08,72.2
2016-11-09,70.05
2016-11-10,76.35
2016-11-11,74.9
2016-11-15,70.55
2016-11-16,67.9
2016-11-17,67.95
2016-11-18,67.55
2016-11-21,65.0
2016-11-22,66.95
2016-11-23,67.05
2016-11-24,64.7
2016-11-25,66.65
2016-11-28,70.9
2016-11-29,70.55
2016-11-30,70.6
2016-12-01,68.2
2016-12-02,67.4
2016-12-05,68.65
2016-12-06,70.9
2016-12-07,71.25
2016-12-08,73.1
2016-12-09,74.2
2016-12-12,73.5
2016-12-13,76.3
2016-12-14,75.85
2016-12-15,73.95
2016-12-16,73.1
2016-12-19,73.3
2016-12-20,71.95
2016-12-21,71.75
2016-12-22,68.8
2016-12-23,68.1
2016-12-26,65.3
2016-12-27,66.35
2016-12-28,67.85
2016-12-29,69.55
2016-12-30,69.2
