Date,HGS
2016-01-01,524.95
2016-01-04,522.4
2016-01-05,526.0
2016-01-06,516.65
2016-01-07,501.45
2016-01-08,494.65
2016-01-11,505.55
2016-01-12,492.95
2016-01-13,486.5
2016-01-14,480.15
2016-01-15,473.9
2016-01-18,460.8
2016-01-19,455.6
2016-01-20,442.45
2016-01-21,446.35
2016-01-22,465.6
2016-01-25,464.35
2016-01-27,465.05
2016-01-28,458.85
2016-01-29,471.2
2016-02-01,468.4
2016-02-02,462.6
2016-02-03,456.45
2016-02-04,457.15
2016-02-05,452.8
2016-02-08,460.2
2016-02-09,456.3
2016-02-10,389.55
2016-02-11,374.6
2016-02-12,371.0
2016-02-15,383.4
2016-02-16,381.7
2016-02-17,390.75
2016-02-18,389.65
2016-02-19,394.3
2016-02-22,392.6
2016-02-23,389.5
2016-02-24,385.35
2016-02-25,378.35
2016-02-26,371.15
2016-02-29,373.9
2016-03-01,377.85
2016-03-02,385.6
2016-03-03,388.75
2016-03-04,393.9
2016-03-08,390.85
2016-03-09,387.5
2016-03-10,399.8
2016-03-11,399.4
2016-03-14,397.25
2016-03-15,391.7
2016-03-16,386.15
2016-03-17,383.6
2016-03-18,388.45
2016-03-21,386.6
2016-03-22,389.05
2016-03-23,388.1
2016-03-28,382.35
2016-03-29,380.75
2016-03-30,382.45
2016-03-31,381.5
2016-04-01,384.45
2016-04-04,389.95
2016-04-05,392.35
2016-04-06,396.4
2016-04-07,396.1
2016-04-08,396.6
2016-04-11,395.75
2016-04-12,399.5
2016-04-13,405.9
2016-04-18,409.8
2016-04-20,413.35
2016-04-21,407.55
2016-04-22,413.8
2016-04-25,405.7
2016-04-26,405.7
2016-04-27,408.05
2016-04-28,408.4
2016-04-29,407.95
2016-05-02,406.3
2016-05-03,406.45
2016-05-04,403.0
2016-05-05,402.2
2016-05-06,397.9
2016-05-09,398.75
2016-05-10,403.25
2016-05-11,396.5
2016-05-12,396.2
2016-05-13,395.9
2016-05-16,392.65
2016-05-17,393.7
2016-05-18,397.1
2016-05-19,395.15
2016-05-20,391.5
2016-05-23,389.8
2016-05-24,388.4
2016-05-25,392.65
2016-05-26,412.35
2016-05-27,409.0
2016-05-30,409.35
2016-05-31,404.35
2016-06-01,405.45
2016-06-02,403.35
2016-06-03,403.2
2016-06-06,401.75
2016-06-07,404.95
2016-06-08,404.2
2016-06-09,405.95
2016-06-10,409.35
2016-06-13,414.0
2016-06-14,431.65
2016-06-15,429.9
2016-06-16,430.25
2016-06-17,414.4
2016-06-20,414.8
2016-06-21,415.25
2016-06-22,406.55
2016-06-23,405.9
2016-06-24,395.5
2016-06-27,402.05
2016-06-28,401.65
2016-06-29,394.35
2016-06-30,398.85
2016-07-01,399.65
2016-07-04,397.3
2016-07-05,398.25
2016-07-07,399.2
2016-07-08,398.75
2016-07-11,398.9
2016-07-12,399.65
2016-07-13,399.25
2016-07-14,398.6
2016-07-15,399.6
2016-07-18,397.35
2016-07-19,395.9
2016-07-20,397.05
2016-07-21,397.3
2016-07-22,397.65
2016-07-25,398.35
2016-07-26,400.5
2016-07-27,402.7
2016-07-28,413.35
2016-07-29,419.6
2016-08-01,411.35
2016-08-02,409.65
2016-08-03,411.5
2016-08-04,409.7
2016-08-05,413.0
2016-08-08,427.65
2016-08-09,427.15
2016-08-10,429.65
2016-08-11,437.5
2016-08-12,498.55
2016-08-16,525.0
2016-08-17,567.55
2016-08-18,570.7
2016-08-19,594.8
2016-08-22,588.2
2016-08-23,585.75
2016-08-24,584.55
2016-08-25,579.8
2016-08-26,557.7
2016-08-29,563.2
2016-08-30,579.55
2016-08-31,578.05
2016-09-01,573.65
2016-09-02,575.8
2016-09-06,574.3
2016-09-07,569.6
2016-09-08,583.9
2016-09-09,569.0
2016-09-12,557.25
2016-09-14,553.65
2016-09-15,550.35
2016-09-16,552.65
2016-09-19,558.75
2016-09-20,553.2
2016-09-21,555.05
2016-09-22,564.95
2016-09-23,554.9
2016-09-26,545.75
2016-09-27,537.7
2016-09-28,535.2
2016-09-29,512.15
2016-09-30,523.35
2016-10-03,544.95
2016-10-04,538.0
2016-10-05,545.75
2016-10-06,547.9
2016-10-07,556.15
2016-10-10,559.8
2016-10-13,544.8
2016-10-14,547.0
2016-10-17,540.25
2016-10-18,546.8
2016-10-19,554.3
2016-10-20,579.2
2016-10-21,580.35
2016-10-24,581.3
2016-10-25,572.35
2016-10-26,559.5
2016-10-27,555.65
2016-10-28,559.6
2016-10-30,571.45
2016-11-01,576.25
2016-11-02,556.6
2016-11-03,553.55
2016-11-04,538.75
2016-11-07,546.7
2016-11-08,536.3
2016-11-09,542.8
2016-11-10,534.4
2016-11-11,522.55
2016-11-15,499.75
2016-11-16,498.9
2016-11-17,493.4
2016-11-18,497.25
2016-11-21,483.75
2016-11-22,490.75
2016-11-23,498.95
2016-11-24,498.5
2016-11-25,508.65
2016-11-28,523.95
2016-11-29,530.65
2016-11-30,518.65
2016-12-01,512.8
2016-12-02,508.8
2016-12-05,508.7
2016-12-06,518.4
2016-12-07,511.35
2016-12-08,522.4
2016-12-09,552.85
2016-12-12,541.3
2016-12-13,535.45
2016-12-14,525.75
2016-12-15,528.15
2016-12-16,538.6
2016-12-19,534.25
2016-12-20,528.0
2016-12-21,522.95
2016-12-22,514.5
2016-12-23,517.1
2016-12-26,496.4
2016-12-27,501.5
2016-12-28,509.65
2016-12-29,509.0
2016-12-30,527.6
