Symbol,Entropy
MRF,5.383794311978569
BOSCHLTD,5.326926321365725
SHREECEM,5.252940498556924
EICHERMOT,5.248350932476341
PAGEIND,5.166914417214737
3MINDIA,4.922787086539593
BAJFINANCE,4.9190127234367695
MARUTI,4.810029131904232
BLUEDART,4.792675985952654
TIDEWATER,4.79150804396933
NESTLEIND,4.75853835531358
TTKPRESTIG,4.707563141341068
GRASIM,4.643575946476134
HONAUT,4.613435999607242
PGHH,4.596942991740325
ULTRACEMCO,4.5942191453708805
BAJAJFINSV,4.552023378020713
WABCOINDIA,4.538191901345591
DYNAMATECH,4.524840731969136
GSKCONS,4.442101006147781
LAXMIMACH,4.435328236669961
HEROMOTOCO,4.426919372379654
DALMIABHA,4.406153726867417
GLAXO,4.357940644516732
NAVINFLUOR,4.346484568010428
TATAELXSI,4.336911169215175
PEL,4.301807666455278
TVSSRICHAK,4.289494859342698
SHRIRAMCIT,4.283392312556537
ATUL,4.282355800337776
BAYERCROP,4.2721300221773335
8KMILES,4.267362695173261
HINDCOMPOS,4.26401309796333
VHL,4.236391224059166
BAJAJ-AUTO,4.186619503453281
AJANTPHARM,4.185888481832354
SRF,4.171070770677495
OFSS,4.162407708740547
MCDOWELL-N,4.135877280672917
ICRA,4.134443103604326
JSWSTEEL,4.1323190012098525
MONSANTO,4.130290296504898
CERA,4.130237197858953
CANFINHOME,4.114248524652113
MAHSCOOTER,4.092094224351265
BRITANNIA,4.0917651696477435
BHARATRAS,4.081133553835792
YESBANK,4.07697014341527
BAJAJHLDNG,4.076502025072212
ORISSAMINE,4.060647196188521
SUNCLAYLTD,4.029868208647202
KAJARIACER,4.019930658044727
KICL,3.9834475080019316
SMLISUZU,3.9743196151789597
BANKBEES,3.972567491168549
BANARISUG,3.971288145564362
SYMPHONY,3.944836179098952
LUXIND,3.935060440062355
GILLETTE,3.9286110331367023
ABBOTINDIA,3.9065966880868066
DECCANCE,3.8986120820833037
GODFRYPHLP,3.8926965920027383
KPRMILL,3.8851053734500196
ALPHAGEO,3.881725806645358
FIEMIND,3.872444999320114
CHOLAFIN,3.870177426428062
HINDPETRO,3.8489304806973577
BSLGOLDETF,3.841260738843973
TCS,3.832079781896862
TIRUMALCHM,3.825902885659909
JCHAC,3.8217464103925063
SRTRANSFIN,3.82109382529571
ACC,3.820541696841325
GMBREW,3.8197531223882684
NILKAMAL,3.818914263309712
GODREJCP,3.8171601186103055
GRPLTD,3.814821043175127
WHIRLPOOL,3.8142429211682383
CEATLTD,3.806419288732199
CRISIL,3.804029297477304
IVZINGOLD,3.8031131445421567
VSTIND,3.8030646507646226
DRREDDY,3.8021074399246686
CARERATING,3.8013179419379455
BASF,3.7961141203633115
ALKEM,3.7825693674258885
CENTURYTEX,3.780304028584276
EXCELCROP,3.780261904520039
JUBLFOOD,3.779470281972087
JUSTDIAL,3.7712257987276203
CAPLIPOINT,3.7700562993110234
GOLDBEES,3.7652760938921284
IDBIGOLD,3.741770695075003
SCHAEFFLER,3.7404073324480223
VSTTILLERS,3.730283081229059
MCX,3.7283188645093515
SETFGOLD,3.7271966891714787
GOLDSHARE,3.7266323207123375
HDFCMFGETF,3.725679605243455
PFIZER,3.712933342755865
LT,3.712554898759258
RUSHIL,3.70895122093357
HONDAPOWER,3.705773184463076
BHARATFIN,3.6923207998838774
WOCKPHARMA,3.6922687510651206
OCL,3.6913922089262634
TRENT,3.690883828333339
AIAENG,3.6837128381549724
AXISGOLD,3.6804888965056826
JKCEMENT,3.6795905809368827
SANOFI,3.6766289559940026
BPCL,3.667706369266408
LALPATHLAB,3.6652768298871004
ACCELYA,3.6604668116908288
LUMAXIND,3.6590206415339774
WHEELS,3.655674318622429
SHARDAMOTR,3.6542945695887736
BALKRISIND,3.653472440360167
SIYSIL,3.6410566659037165
SOLARINDS,3.630512648791239
VGUARD,3.6271904859944857
NEULANDLAB,3.626354034072226
BIOCON,3.621519620810836
NESCO,3.6191143282976417
DIVISLAB,3.618721121355003
SQSBFSI,3.6176633393927786
AKZOINDIA,3.6120289643743906
SUNDARMFIN,3.604959787035994
VESUVIUS,3.6029166052980584
SSWL,3.590013851028816
WENDT,3.576966103916449
LUPIN,3.565788429948556
MINDAIND,3.5566934129724617
HDFC,3.548156298006487
MINDTREE,3.5393097018097177
CONCOR,3.5282388106492917
VTL,3.525309572474213
RBL,3.518646957331934
SWARAJENG,3.517779112121873
OCCL,3.515899773137977
SIEMENS,3.508693549808727
STERTOOLS,3.4980720068694002
CAPF,3.485573059188457
RAMCOSYS,3.4854369837667205
BEL,3.4803118424419353
TORNTPHARM,3.4764920516451334
KIRLOSIND,3.4753492545638704
ECLERX,3.4690616783309927
HNGSNGBEES,3.4689126196799536
INDIANHUME,3.4555464556065183
ABB,3.453789768412326
BHAGERIA,3.453397290356073
BEML,3.4503983584653004
FOSECOIND,3.447676999617643
INDIGO,3.441634734480434
INDUSINDBK,3.436384231626026
KAKATCEM,3.434891568929005
BIRLACORPN,3.4318308851568498
SUTLEJTEX,3.424620777012892
SESHAPAPER,3.4160801922664916
ASTRAZEN,3.4116939477374877
M&M,3.4103818852078613
NIPPOBATRY,3.4070034448662923
IGARASHI,3.4005821416577535
UPL,3.4001392822275047
SOTL,3.400086120894214
JUBILANT,3.3832761300608083
PIIND,3.3700609104418318
RANEHOLDIN,3.367783030922491
INFY,3.3610484163998526
SAGCEM,3.3564460334323036
VENKEYS,3.3530809501204817
REPCOHOME,3.3492039658986306
BBL,3.3471063096455067
BALMLAWRIE,3.3435379050646836
ASIANPAINT,3.342422807879783
EMAMILTD,3.341470825018971
SANDESH,3.3368747422638747
FAIRCHEM,3.3368102542786233
HDFCBANK,3.3325565925194325
SKFINDIA,3.33175119494272
THEMISMED,3.3290413125359986
IGL,3.325915429230023
SATIN,3.3239729265708937
KAYA,3.3228585182879864
STAR,3.3222259969700123
MANPASAND,3.3191111362068764
JAYAGROGN,3.3180050619816095
VADILALIND,3.3121930027542357
APLAPOLLO,3.3093357308380926
TEAMLEASE,3.30915078348252
SOMANYCERA,3.304591041428258
TPLPLASTEH,3.302833941149488
REVATHI,3.30096114789699
HESTERBIO,3.296765946356836
KNRCON,3.2898202080204024
TATACOMM,3.2891795979178844
IBULHSGFIN,3.287736405485307
HARITASEAT,3.2732136641646568
JETAIRWAYS,3.272886592179612
SUPREMEIND,3.2717084032808974
MAJESCO,3.2624221609462025
ASTEC,3.2610409987200413
GREENLAM,3.2537738008096486
GULFOILLUB,3.2531481096810637
TATAMOTORS,3.246648888761983
AARTIIND,3.2369227359292165
SHILPAMED,3.2257446809314394
IPCALAB,3.2162223217910415
SUNDRMBRAK,3.20915061286318
APOLLOHOSP,3.184740911032266
RAMCOCEM,3.1820442830194504
KTIL,3.178318837813029
EXCELINDUS,3.16819008303983
BHARATFORG,3.162667862908192
AVANTIFEED,3.161198289184011
TATACHEM,3.154591468461158
TATASPONGE,3.1383129765248734
BLUESTARCO,3.1348560216737433
JSWHL,3.129112839442433
KKCL,3.1245245243546838
GLENMARK,3.1204407310177835
AXISBANK,3.113279503959202
RATNAMANI,3.10244036864429
IOC,3.101842499621292
SHREYAS,3.0991850664971987
ESCORTS,3.0963575058711705
ZYDUSWELL,3.095055689599001
JKLAKSHMI,3.094883601681064
CESC,3.0925344977734923
SUMMITSEC,3.0901482591210896
NATCOPHARM,3.0894113631685967
VINATIORGA,3.0868713872167044
NAUKRI,3.08184695655044
SUNPHARMA,3.073902913456907
ZENSARTECH,3.064527864001921
HIL,3.05943145625157
HERITGFOOD,3.059276191991263
UNITEDTEA,3.05413095575151
BBTC,3.049764790350064
TATAMETALI,3.0438418106199743
GAYAPROJ,3.039180337753316
SUDARSCHEM,3.0366414447077856
RELCAPITAL,3.0339283942971185
ARROWGREEN,3.032628404578037
UBL,3.0291778953449597
GUJALKALI,3.027797257914856
DHANUKA,3.0210469196997884
MFSL,3.0201738663353312
QGOLDHALF,3.0150771257624758
ICICIGOLD,3.012118118223977
CUMMINSIND,3.011847139137738
AMARAJABAT,3.0086701681386505
MOTILALOFS,3.008240453200541
RPGLIFE,3.0016996343503206
BALAMINES,3.0011488320108404
KIRIINDUS,2.9980313548028894
AUROPHARMA,2.993761703196118
NSIL,2.9879237817754354
ISFT,2.9861768839447866
BFUTILITIE,2.9786142453296454
ALLSEC,2.97551511400737
IFBIND,2.9740222382655075
TECHNO,2.972647906015113
MERCK,2.967355782161983
JKIL,2.95159658347298
RML,2.9471340972063067
KITEX,2.942149150253807
RELINFRA,2.941960664268823
DENORA,2.9387171357853084
APCOTEXIND,2.938267683407934
LUMAXTECH,2.9372793898570895
SUNTV,2.934386060156305
TTKHLTCARE,2.9339753223092675
LGBBROSLTD,2.9302293329402285
KOTAKBANK,2.9296466158862056
IMFA,2.9293181216663524
LICHSGFIN,2.928485898024243
NBCC,2.9245785257615022
VINDHYATEL,2.922863301660692
ENIL,2.9220391859811663
TATASTEEL,2.90801094952415
MAITHANALL,2.9046439853355928
INDNIPPON,2.8977858050271177
SYNGENE,2.8942874013241684
CLNINDIA,2.8922628402681645
UFO,2.8914597569992706
POWERMECH,2.8890995026479867
THERMAX,2.889021196752828
KSL,2.8829257892043056
