Date,ANSALAPI
2016-01-01,23.9
2016-01-04,24.3
2016-01-05,25.5
2016-01-06,25.65
2016-01-07,22.8
2016-01-08,23.55
2016-01-11,23.45
2016-01-12,22.95
2016-01-13,21.7
2016-01-14,21.25
2016-01-15,19.95
2016-01-18,18.4
2016-01-19,19.0
2016-01-20,18.05
2016-01-21,18.15
2016-01-22,19.2
2016-01-25,19.0
2016-01-27,18.65
2016-01-28,18.65
2016-01-29,18.55
2016-02-01,18.45
2016-02-02,18.1
2016-02-03,17.8
2016-02-04,17.05
2016-02-05,17.4
2016-02-08,17.55
2016-02-09,17.5
2016-02-10,16.9
2016-02-11,15.95
2016-02-12,15.25
2016-02-15,16.5
2016-02-16,15.75
2016-02-17,15.85
2016-02-18,15.65
2016-02-19,15.95
2016-02-22,15.85
2016-02-23,15.8
2016-02-24,15.75
2016-02-25,15.7
2016-02-26,15.85
2016-02-29,15.7
2016-03-01,16.35
2016-03-02,17.35
2016-03-03,17.4
2016-03-04,17.95
2016-03-08,17.7
2016-03-09,18.1
2016-03-10,17.9
2016-03-11,18.1
2016-03-14,17.85
2016-03-15,17.7
2016-03-16,17.7
2016-03-17,17.8
2016-03-18,17.8
2016-03-21,17.9
2016-03-22,17.85
2016-03-23,17.85
2016-03-28,17.35
2016-03-29,17.15
2016-03-30,17.6
2016-03-31,17.5
2016-04-01,18.35
2016-04-04,20.0
2016-04-05,19.2
2016-04-06,19.6
2016-04-07,18.65
2016-04-08,18.45
2016-04-11,19.0
2016-04-12,18.95
2016-04-13,19.3
2016-04-18,19.75
2016-04-20,19.5
2016-04-21,19.5
2016-04-22,19.05
2016-04-25,18.8
2016-04-26,19.05
2016-04-27,18.95
2016-04-28,19.2
2016-04-29,19.05
2016-05-02,18.75
2016-05-03,19.2
2016-05-04,18.9
2016-05-05,18.9
2016-05-06,18.95
2016-05-09,19.05
2016-05-10,18.95
2016-05-11,18.5
2016-05-12,18.65
2016-05-13,18.15
2016-05-16,18.15
2016-05-17,18.5
2016-05-18,18.55
2016-05-19,18.8
2016-05-20,18.6
2016-05-23,18.9
2016-05-24,18.95
2016-05-25,19.3
2016-05-26,19.2
2016-05-27,19.3
2016-05-30,19.25
2016-05-31,19.1
2016-06-01,19.05
2016-06-02,19.3
2016-06-03,20.1
2016-06-06,21.0
2016-06-07,22.65
2016-06-08,21.95
2016-06-09,21.9
2016-06-10,21.9
2016-06-13,21.25
2016-06-14,21.95
2016-06-15,21.75
2016-06-16,21.45
2016-06-17,22.05
2016-06-20,21.65
2016-06-21,21.15
2016-06-22,21.05
2016-06-23,20.45
2016-06-24,19.8
2016-06-27,20.05
2016-06-28,20.65
2016-06-29,21.85
2016-06-30,21.85
2016-07-01,22.15
2016-07-04,23.5
2016-07-05,23.1
2016-07-07,23.2
2016-07-08,22.8
2016-07-11,22.7
2016-07-12,22.6
2016-07-13,21.85
2016-07-14,22.4
2016-07-15,22.05
2016-07-18,21.9
2016-07-19,21.55
2016-07-20,21.9
2016-07-21,21.8
2016-07-22,21.8
2016-07-25,21.8
2016-07-26,21.6
2016-07-27,21.8
2016-07-28,21.65
2016-07-29,21.3
2016-08-01,20.85
2016-08-02,20.15
2016-08-03,19.45
2016-08-04,19.5
2016-08-05,20.05
2016-08-08,20.2
2016-08-09,19.9
2016-08-10,19.45
2016-08-11,19.05
2016-08-12,19.2
2016-08-16,18.9
2016-08-17,19.05
2016-08-18,19.25
2016-08-19,19.2
2016-08-22,19.65
2016-08-23,19.55
2016-08-24,19.6
2016-08-25,19.6
2016-08-26,19.35
2016-08-29,19.7
2016-08-30,19.5
2016-08-31,19.7
2016-09-01,19.45
2016-09-02,19.65
2016-09-06,19.5
2016-09-07,19.5
2016-09-08,20.1
2016-09-09,20.1
2016-09-12,19.9
2016-09-14,19.8
2016-09-15,20.3
2016-09-16,20.4
2016-09-19,19.65
2016-09-20,19.55
2016-09-21,19.45
2016-09-22,19.55
2016-09-23,19.45
2016-09-26,19.25
2016-09-27,19.1
2016-09-28,19.25
2016-09-29,17.9
2016-09-30,18.65
2016-10-03,19.1
2016-10-04,19.1
2016-10-05,19.4
2016-10-06,19.2
2016-10-07,18.85
2016-10-10,19.3
2016-10-13,19.15
2016-10-14,19.0
2016-10-17,19.25
2016-10-18,19.3
2016-10-19,19.2
2016-10-20,19.55
2016-10-21,19.6
2016-10-24,19.45
2016-10-25,19.25
2016-10-26,20.6
2016-10-27,19.95
2016-10-28,19.65
2016-10-30,19.75
2016-11-01,20.1
2016-11-02,19.4
2016-11-03,19.25
2016-11-04,18.55
2016-11-07,18.65
2016-11-08,18.8
2016-11-09,17.2
2016-11-10,17.7
2016-11-11,17.5
2016-11-15,16.7
2016-11-16,15.7
2016-11-17,15.6
2016-11-18,15.5
2016-11-21,14.65
2016-11-22,13.85
2016-11-23,14.45
2016-11-24,15.1
2016-11-25,15.55
2016-11-28,15.6
2016-11-29,16.5
2016-11-30,16.5
2016-12-01,15.9
2016-12-02,15.8
2016-12-05,16.2
2016-12-06,15.65
2016-12-07,16.0
2016-12-08,15.6
2016-12-09,15.6
2016-12-12,15.45
2016-12-13,15.35
2016-12-14,15.05
2016-12-15,14.75
2016-12-16,15.85
2016-12-19,15.2
2016-12-20,15.15
2016-12-21,14.9
2016-12-22,14.6
2016-12-23,14.15
2016-12-26,14.2
2016-12-27,13.95
2016-12-28,14.05
2016-12-29,14.0
2016-12-30,14.05
